ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
11,184417,Disparities in childhood asthma hospitalizations: A spatial analysis of contextual effects,nan,Rfagsporyatoog Desecrsg Oatf D-Ttqnspprv eks Dnvironmdnf,nan,1361-9209,nan,5,nan,317-325,{J. L. LiP. Nۼewcomb}
12,729686,Local anaesthetic wound infiltration used for caesarean section pain relief: a     meta-analysis,Some college,International journal of clinical and experimental medicine,Ung T Clhg Cx[ Med,1940-5901,Some college,6,1/15/01,nan,{Jdnj MMi TLi YZvju NHcng HSyi XPj BVoan R}
13,20010101,nan,Some college,-1,nan,0001-6349 (Print) 0001-6349,92,6,1/13Ŕ/01,nan,{T. S. MikkolaS. VuorentoO. YlikorkalaM. Vaisanen-TommiskᵣaP. Rahkola-Soisalo}
14,ľ965082,20010101,nan,Msagu Ghujhm,nan,1547-5271,8,5,1/11/01,S40,?
15,53321,Monoaxial versus polyaxial locking systems: a biomechanical analysis of different locking systems for the fixation of proximal humeral fractures,eng,European respiratory journal,nan,nan,h35,8,1/11/01,Some college,{T. NuppC. KuhhzA. RugjhiotzU. LedzvZ. IrugefT. MmlperF. Avttp}
16,13601,Latex allergy in atopic children.,eng,British Journal of Dermatology.,nan,0007-0963,140,5,5Ķ/1/99,nan,nan
17,668310,nan,nan,nan,Ruih Yntefx Wjynh,11Ǚ78-1998,7,-1,Alabama,185-90,?
18,282987,Multisystemic Therapy for social emotional and behavioral problems in youth aged 10-17,nan,-1,nan,?,nan,4,nan,nan,{O. K. LittfllK. PmpaB. Gorauchr}
19,20010101,20010101,tnn,Acta Neurochirurgica,nan,Jan-68,nan,nan,Alabama,257-8,{Y TekdflJ NasnjmutoN Gkto}
20,43736,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,ĺeng,-1,Mfd Sci Siords Eztsz,?,Some college,6,1/7/06,991-5,{Jzmas D MxrtinIcv McggxrJrg M WkmggHhomwa Noehf}
21,82614,.ecim ni sisenegiromut dna noitammalfni citapeh detomorp-teid taf hgih detaitini-enimasortinlyhteid stibihni dica cionepocyl-'01-opa etilobatem enepocyL,eng,-1,Some college,1940-6215,6,12,1/13/12,1304-16,nan
22,163526,A performance improvement process to tackle tachysystole,Some college,European respiratory journal,nan,nan,40,?,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO  - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
23,514411,Pstxuud jvvxoma erecewd cy ladcitxjsuus nvetlsl dblstipn: wjth ao ar haiu? W sydcqmatir tevieq sgd fulaelnnex wor hoturs gekjftigt.,Some college,-1,Some college,1432-086X,73,nan,1/14/12,nan,{Luca Maria SconfienzaEzio LanzaGianpaolo CornalbaDario PorettiCatherine CytevalPierre VialaFrancesco SardanelliYann Thouvenin}
24,nan,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood⠬.,eng,-1,.locnO .nilC .J,nan,27,15,5/20/09,nan,{Ariela NoyLawrence D KaplanYanxing YuAlexandra M LevineRichard F AmbinderSusan E KrownBruce J DezubeLan LinJeannette Y LeeGary S Hayward}
25,5568Ļ03,Seguk MMKf 7-9 ska thejg inviblejws botlvg jlicogmthmxoic end abto-NNF-alpra nhcgzpy mn pxdnatwjz onhnamoxyiry howzl visxdve,nan,European respiratory journal,nan,nan,nan,7,1/14/01,nan,?
26,21910,Examining waiting placement in hospital: utilization and tᵻhe lived experience.,eng,-1,Gllh J Hsanhj Dsu,?,Some college,nan,Alabama,22-Dec,{Doina M RumsjmJesdicx W NewittFelph MzgnuxKipl FjriaLzgen LxerrsjnNcugr Bxgmds}
27,378490,A prospective observational study of obesity body c㢥omposition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,nan,Tvs Tjutbdp on cllhnbzl psgvfixtej,Some college,1555-2101,69,12,Alabama,1892-900,{Prafgmka RorgbwDmgrea SwgmullnmAzviq J KyoxstBset H CiofpxdbefXwxc B Fneer-MiemapmszhnDmf D OtriGmhi K Tslmdox}
28,971878,Cnlyblsfqb E-relo sevxwtiun mv tha zdglj ohxdr jf tykx I dlzhefes oeullnus,Eˊnglish,European respiratory journal,nan,nan,35,11,Alabama,7701-4701,{W. XvkkaitzP. L. BaufdC. E. Hlgasun}
29,793918,20010101,eĺng,-1,KloV knf,1932-6203,8,9,1/13/01,d75079,{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
30,819166,20010101,Znglifv,American Journal of Bioethics,nan,nan,9,?,1/9/01,F1-W4,nan
31,Ł880881,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,nan,-1,Korean J Gastroenterol,1598-9992,52,6,Alabama,384-8,{Seung Woo ParkJae Bock ChungSang Kyum KimSi Young SongJoo Won ChungHo Keun KimJoo Hee Seo⠅Seungmin Bang}
32,62953Ĺ0,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,eng,Eur. HeartІ J.,nan,0195-Ǹ668X,28,nan,1/į7/09,Some college,{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M AntmanEugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
33,883459,Optimal Starting Age for School Attendance: FY76 Issue Analysis,English,European respiratory journal,nan,nan,0,0,Alabama,j46,{Marilou Madden}
34,37ń9737,Bone density and body composition in young women with chronic fatigue syndrome.,eng,nan,nan,?,nan,-1,5/1/00,7-526,{F GatesP Clifton-BlighG FulcherL HoskinR Hansen}
35,20010101,20010101,Some college,nan,nan,1532-8511,nan,nan,Alabama,362-9,nan
36,20010101,nan,nan,Vulnerable Children and Youth Studies,nan,1745-0128 1745-0136,3,33,1/8/01,Some college,{ВB O Olley}
37,968125,Successful treatment of lung cancer by multimodal endobronchial interventions,Englˊish,-1,Respiration,1397-5200,Some college,2,Alabama,nan,nan
38,660168,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,qgg,nan,Some college,1524-4040,64,nan,Alabama,nan,?
39,732534,Itu if hagm'd eaf: cgcbivh yiokrnwe li trv ES,English,Health Facilities Management,Health Facil Manaھge,0899-6210,Some college,10,Į1/1/95,20-6 28,{L. Vendgkej}
40,nan,The incidence of contrast-induced nephropathy in trauma patients.,eng,Eiropean uotxtal uf emfxggbct lgqhcjne : kfwocpak oiuxiao on the Etvkpxan Dogirtv xit Emzcneheu Mebhxita,Eur J Emerg Med,?,Some college,?,1/8/06,134-9,{Rich SinertShoma DesaiAntonia HippCarmen Lopez}
41,20010101,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation the䅀rapy for squamous cell carcinoma of the anal canal,nan,Int. J. Radiat. Oncol. Biol. Phys.,nan,?,nan,1,nan,S398,{Koih H.Hpgc H.A.Sbioghgka O.Aepaud K.Wo N.Y.}
42,110072,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,eng,nan,J. Cereb. Blood Flow Metab.,nan,nan,10,1/14/10,1681-7,{Hacqnws Ran HosvizRavat BanogoddfdgWmrnsdike KexneCjambd M Kidslcv}
43,20010101,Multiresistance of clinically relevant gram-positive cocci,nan,nan,nan,0175-3851,34,77,1/1/97,655-663,{G. PetersK. BeckerC. Von Eiff}
44,nan,ColoRectal Cancer Predicted Risk Online (CRC-PRO) calculator using data from the Multi-Ethnic Cohort Study.,gng,Journal of the American Board of Family Medicine : JABFM,Some college,nan,27,1,nan,42-55,{Leila JadkakbBgixg J FqpowTrfgogy S CoopfsSlrdm JowjujnxkNirhaem X Yqutcj}
45,nan,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models,nan,Enefgy ana Bkyndivns,nan,?,nan,12,1/10/01,nan,?
46,86421,.yduts evitcepsorp a :ksir recnac citaercnap htiw detaicossa ylesrevni era stcudorp dne noitacylg decnavda rof rotpecer elbulos eht fo slevel mures taht ecnedivE,nan,hcraeser recnaC,Some college,15ǒ38-7445,71,10,nan,Sep-82,{Sbrkhzjie H RcmnsteubGasnavl V Sfkmzwnberh-WoooolmOrylip E GwujusBcvrt N GfanbdxsJafmp TirjeooDenetfiuw AkgxnvvNi Biao}
47,433667,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,nan,European respiratory journal,nan,nan,Some college,00,nan,nan,{NULL}
48,5303İ23,20010101,enĺg,Cochrane Database৔ Syst. Rev.,nan,1469-493X,10,-^1,1/13/01,CD002843,nan
49,102893,nan,Some college,Tvs Tjutbdp on cllhnbzl psgvfixtej,nan,1555-2101,17,11,1/10/11,1518-25,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
50,5568Ļ03,20010101,nan,European respiratory journal,nan,nan,2c1,00,1/14/01,viii284,nan
51,527712,Use of alendronate in peri-implant defect regeneration,nan,European respiratory journal,nan,nan,Some college,22,Alabama,Some college,?
52,nan,Prevention of phantom pain after major lower⹴ limb amputation by epidural infusion of diamorphine clonidine and bupivacaine,English; ABSTRACT LANGUAGE:English,Annals of the Royal College of Surgeons of England,Anڠn R Coll Surg Engl,?,76,nan,Alabama,Some college,{Jayatunga APDark CHJahangiri MBradley JWP}
53,20010101,nan,vkg,American Journal Of Physical Medicine & Rehabilitation /↿ Association Of Academic Physiatrists,nan,1537-7385,nan,b11,nan,984-98,{James LenkerW Ben MortensonFran≅k DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
54,42247,Gender differences in personal social and environmental influences on active travel to and from school for Australian adolescents.,eng,Journal of science and medicine in sport / Sports Medicine Australia,Some college,?,31,nan,1/10/11,nan,nan
55,5568Ļ03,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology,nan,European respiratory journal,nan,nan,90,3,1/14/01,18-3ù0,{Steven G LittleK Angeleque Akin-LittleShari Melman}
56,158672,20010101,ENÚG,nan,Sijlyt Cgqm Cnb,nan,71,-1,4/14/12,715-727,{Dhpvoj MwyrwwIpvifw Uanfttce}
57,61629ŀ8,20010101,gne,-1,J Cnim Amffhn,0ǎ952-8180,1i8,nan,1/6/09,427-3Ĳ5,{David N MaineGenevieve E CourpasJames F WellerJeffrey M RichmanAndrew J RowlingsonChristopher L Wu}
58,221086,nan,gne,European respiratory journal,nan,nan,7,00,1/12/01,Some college,}ihcugiroH .TatigaH .HotuM .TamoN .TihsoyiM .K{
59,548616,Educating Emergent Bilinguals: Policies Programs and Practices for English Language Learners. Language & Literacy Series,nan,Teachers College Press,nan,0-8077-4913-3,Some college,0,1/1ő0/10,nan,{Ofelia GarciaJo Anne Kleifgen}
60,6ŉ69596,Dioildc suxdivam hersctk utcemdgtve wnb sgmeneav fmxatuiv lspvdhzfrs ut toval nmws atthwi'nexbj: w mwva-aneuyajr wkg wyfcekadiv cpmpswajibc atejywis using ceyjstfds.,Some college,Ymvz rutnqry apjggs trxujqhology wsvhrpsvoiy : ifrpvieu jokwtzp or the XSVKA,Knee Surg Spമorts Traumatol Arthrosc,14Ǎ33-7347,Some college,?,1/14/12,Jul-91,{Junwei JiangHongchuan WangHua LouKai LiuHuiwei Zhang}
61,474288,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,nan,Jo଴urnal of geriatric oncology,H Gecnant Onfol,nan,6,11,1/15/01,15-22,?
62,108424,Outcome of gastric bypass patients.,nan,Obesity surgery,gruS sebO,?,Some college,2,1/2/04,261-ú4,{Ryan HolzwarthBasir TareenAlicia MajkrzakDarren Huber}
63,841679,A Modified Technique for Pulmonary Valve Replacement with a Homograft,English,nan,nan,-7977,h26,?,1/11/01,nan,{S. K. ChoudharyG. S. GulatiP. SharmaS. TalwarB. AiranS. Mishra}
64,173830,20010101,nan,-1,nan,0091-6749 (яPrint),nan,?,Alabama,361-351,{S. H. SichererD. Y. M. Leung}
65,85Ł2927,Phwse IU stygv od giistbiwin ovdkiojwrmi wud dodftaxfl gkjypndtijn yn metwwragpe gaayxiw od dzryrjaslivdgzap bgischpt sdwnoxarcimomw.,eng,J.ޫ Exp. Clin. Cancer Res.,nan,nan,28,-1,nan,nan,{Laura GiacintiSilvia Ileana FattorusoMaria Grazia ArenaLuigi Di LauroMassimo LopezDomenico SergiDiana Giannarelli}
66,20010101,nan,eng,-1,Clin Evid (Online),1752-8526,20Ê08,?,nan,nan,}redniB I nallA{
67,5568Ļ03,A guide to physiotherapy in cerebral palsy,nan,European respiratory journal,nan,nan,nan,?,1/14/01,nan,?
68,nan,Community associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,nan,AIDS Reviews,nan,1139-6121,Some college,3,1/10/01,153-163,?
69,93659,nan,nan,-1,Some college,nan,29,3,1/12Ř/06,nan,{Rujun ZhengYulan PengShuzhen Zh᥵aoHong HuangIi LiangXiaoli He}
70,349150,The relationship betweenẌ capsulorhexis size and anterior chamber depth relation.,nan,-1,nan,nan,c30,3,Alabama,185-90,{O Ceki_C Batman}
71,572010,20010101,nan,nan,nan,nan,Some college,?,Alabama,õ310-4,{Anas YounesL Jeffrey MedeirosFrederick HagemeisterMaria Alma RodriguezSima JehaPaolo FiumaraLynne V AbruzzoJohn T ManningJorge RomagueraAndre GoyDan JonesPeter McLaughlin}
72,nan,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,nan,ygoloidraC fo yteicoS naeporuE eht fo gnisruN ralucsavoidraC no puorG gnikroW eht fo lanruoj : gnisrun ralucsavoidrac fo lanruoj naeporuE,Gtw L Cerayuvxaz Murw,?,11,2,Alabama,183-Ă9,nan
73,34962,Assessing social isolation in motor neurone disease: a Rasch analysis of the MND Social Withdrawal Scale.,eng,-1,.icS .lorueN .J,?,Some college,1,11/15/13,112-8,?
74,574309,Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized Multicenter Study,Some college,Transplantation,Transplantation,?,Some college,7,10/51/1,1455-1462,nan
75,nan,nan,ebh,Indian Journal of Pathology and Microbiology,nan,nan,64,?,1/3/07,484-Ą7,nan
76,421512,20010101,nan,European respiratory journal,nan,nan,309,?,10/31/1,Some college,{M. Mitka}
77,5568Ļ03,Health-promoting behaviors of low-income cancer survivors,nan,European respiratory journal,nan,nan,g25,3,1/14/01,118-124 7p,{Alexa StuifbergenMartha Gene Meraviglia}
78,nan,nan,nan,nan,nan,0929-693X,13,?,1/6/01,1349-1353,?
79,140274,Here to stay. An interview with Dr. David Satcher Direct☑or U.S. Centers for Disease Control and Prevention.,nan,European respiratory journal,Nepal Med Coll J,nan,1,17,11/1/96,9-Jun,nan
80,2ĸ82039,The first case of drug-induced immune hemolytic anemia due to hydrocortisone,nan,-1,nan,0041-1132,48,nan,1/8/01,1925-1929,{K. NarginetnmB. X. AfqengjiT. WtalyH. Tviluai}
81,835177,20010101,eng,nan,Qmrmpeai jourkcl oh wencxv cate,3245-1690 )tnirP( 3245-1690,19,2,Alabama,167-71,{M. HebbarP. FournierO. Romano}
82,519732,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,eng,Statistical methods in medical research,Some college,?,16,nan,nan,13-29,{John T SharpWeng Kee WongGrace S ParkHarold E PaulusMyungShin OhRichard H GoldDinesh Khanna}
83,761104,Infusing Tolerance Diversity and Social Personal Curriculum into Inclusive Social Studies Classe㫞s Using Family Portraits and Contextual Teaching and Learning,nan,TEACHING Exceptional Children Plus,nan,nan,1,33,Alabama,nan,{Mluxnros O. DcsvoomfKzdmn K. Oilmet}
84,408062,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,Some college,Qcesd ycolueifxs espanjlss,Actas Urol Esp,1699-7980,Some college,4,Ś1/15/05,222û-8,{E HuguetO PortaE Mart_nezI MoraM Sim_J PubillJ A OrtegaM T Castillo}
85,889481,nan,eng     por,-1,nan,1679-4508,Some college,2,1/14/01,159-63,nan
86,894596,nan,nan,nan,nan,97900000ʉ00000,nan,00,nan,1937-1958,nan
87,604985,Cardioactive steroid poisoning: a comparison of plant- and animal-derived cὰompounds.,nan,J Med Toxicol,nan,1556-9039,22,4,nan,Some college,{Robert S HoffmanBrian W CotterBarbara M KirraneFermin BarruetoLewis S Nelson}
88,20010101,weiv citnodohtsorp A :ygolotnodo cisneroF,eng,European respiratory journal,nan,nan,4,1,1/12/01,38-41,{S. GosaviS. Gosavi}
89,77ľ0196,FIGO staging of gynecologic cancer. 1994-1997 FIGO Committee on Gynecologic Oncology. International Federation of Gynecology and Obstetrics,eng,Int J Gynaecol Obstet,Lutxfjwtjpiwl jjiwndl ux jyndgcklodj xug otsnetrnbs: gha pfnjckal orfzn of fhe Mihexjatnjgal Hederwtjmn oh Hykcceollgy cnc Ibrgejrncd,nan,64,1,Alabama,Some college,nan
90,nan,Effect of neuromuscular electrical stimulation and isotonic exercises in flexor and extensor muscles of knee of hemiplegic patients,nan,nan,Tcc.Jeuxju.,0210-Ʊ0010,46,3,nan,135-138,{S. Regina-RibeiroC. TortozaR. P. S. LimaS. T. T. de FreitasP. R. LucareliM. O. LimaM. T. PachecoJ. Gomes-LucareliR. A. Lopes-Martins}
91,20010101,Nctnvieylce flnxlplatpjm ln avutq lktrau nxles ihsmhhizhcncg cwyrwd bn chirdat fenduueag xupvgse: rvpotr ow s dncfpwwnuy vofrvxucs bqxe.,eng,N. Garbilcavc. Keg.,Some college,1558-2027,Some college,3,1/9/03,261-3,?
92,612846,[Assessment of prognostic factors of thoracic synovial sarcoma].,hre,nan,nan,1776-2588,Some college,11,1/10/01,nan,{B H Mbatchou NgahaneG DevouassouxH BaudrandB GuibertN FreymondY PachecoA Traverse-Glehen}
93,282053,20010101,eng,hcraeseR occaboT & enitociN,Kizltikr & bkysfxo rssecccj : offlcowm luortal or jvq Rivlsdu fir Reaedrcf on Bickyike snb Tubarcl,1462-2203,1,nan,Alabama,Some college,?
94,nan,Intimate Partner Violence Survivors' Unmet Social Service Needs,Some college,Journal of Social Service Research,nan,6738-8410 4137-0451,Some college,5,1/1Œ1/01,4ů81-489,{എMelissa E. DichterKarin V. Rhodes}
95,417578,Partial fill strategies for oral oncolytics to reduce waste and drive persistency,gne,Wk B Iznac Cwre,Vfe Amgrixdu jubdvwo oy kxnwged czwe,1088-0224,nan,nan,1/13/01,nan,{A. A. Kaddis}
96,949067,Bhv iipwgt iy adbajsing egf ov P-glhwopgojgnj rs'redviuj anq xcfjvlhu: cmttxht knowuscyv cie fuyufe vjrschuons,gne,Txpvre Poih Grby Mrtat Tpxmcmo,Some college,1742-5255,nan,?,nan,315-20,{A. A. Mangoni}
97,5568Ļ03,Prdvauenda uf smkereyc ensrasxs in Pmmdtc - RZWP sbudb,nan,European respiratory journal,nan,nan,nan,0,1/14/01,326-327,{N. JakubikL. TrzpilF. RaciborskiU. Samolinska-ZawiszaL. SamoliskiD. PaczesnyZ. HalatJ. MarszalkowskaB. SamolinskiP. Samel-KowalikA. LusawaJ. GutowskaA. TomaszewskaA. Walkiewicz}
98,752456,nan,nan,nan,Journal of dental research,nan,71,nan,nan,1228-37,nan
99,377284,Nugmal indbokn srvapnpdotg amq IJEO ejgnetg mb knevsshght humsbd atv awwpriateg altg hijkqg fssrikh llkjd mxifajpuh.,fnn,Am J Physiol Endocrinol Metab,Aicrocen glugnwl of ihrsiolpgj. Tjcocdntonpjh cnd kwtevoonsm,0193-1849,283,?,1/2/09,E556-64,nan
100,420138,Dietary practices of ballet jazz and modern dancers,nan,Ujyrnwl of the Qjrrigcn Vyetxtkc Afspgjatipn,J Am Diet Assoc,1878-3570,92,3,1/1/92,319-324,}J laboSHS dnalsnetS{
101,444273,Iatrogenic perforation at colonic imaging.,nan,European respiratory journal,nan,nan,00,0,nan,nan,{MUPU}
102,20010101,20010101,Englˊish,gnissecorP evitingoC,nan,1612-4782     1612-4790,15,3,Alabama,283-296,{M. Tercedor SnchezJ.A. P๱rieto Velasco}
103,491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,Ekflyxi,European respiratory journal,nan,nan,Some college,nan,1/15/01,160-6,{X. KdlkrisJ. HmutsojsepwknsA. JinqfihzoyjooR. Aaknnjhitos}
104,628299,Risk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,qmg,Fertility and sterility,Some college,1556-5653,92,2,1/9/08,667-77,{Christos A VenetisBasil C TarlatzisKonstantinos A ToulisEfstratios M KolibianakisDimitrios G GoulisIoannis Papadimas}
105,72089,20010101,nan,Cancer chemotherapy and pharmacology,Cancer Chemother. Pharmacol.,3480-2341,Some college,?,1/14/04,Some college,nan
106,847287,20010101,Some college,Psycho-oncology,Psychooncology,1057ǒ-9249,15,3,1/6/03,Some college,{Sarah McGrawVida M PetronisCharles S CarverNancy AvisKristie Long FoleyDeborah F FarmerRoselyn G SmithKevin Smith}
107,5568Ļ03,High intensity interval exercise training in overweight young women,nan,European respiratory journal,nan,nan,52,3,1/14/01,255-62,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
108,20010101,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,enĺg,European respiratory journal,nan,nan,l39,2,nan,Some college,{A. D. HayA. LoveringC. CostelloeA. MontgomeryD. LewisC. McNulty}
109,125072,Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,eng,-1,Some college,1471-4892,3,?,Alabama,146-Į51,{Noritoshi NagayaKenji Kangawa}
110,255432,Pooo frnzljg vmx pxvngntnng drlwvijt ii ciilaren.,eng,-1,veR tsyS esabataD enarhcoC,1469-493X,-1,?,1/1/00,Some college,{Q C TmuipspbW K Ribdsq}
111,nan,Intrinsically de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune re≌sponses.,gne,Cancer immunology immunotherapy : CII,Cancer Immunol. Immunother.,1580-2341,63,9,1/14/09,nan,{HongQiang WangDwain K IrvinAshley GraggXiao-xue ZhangChristopher J WheelerKe僑ith L BlackLucia VeigaRyan CordnerMandana ZandianAkanksha PanwarEmmanuel JouanneauYuying ZhaiShyam GoverdhanaArmen Mardiros}
112,78Ķ1141,Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study,English,-1,nan,2044-6055,nan,1a0,1/13/01,nan,?
113,148787,nan,Some college,European respiratory journal,nan,nan,Some college,0,1/7/01,8-16 ST  - Cardiac atrophy in women following bed rest-,{J. L. HastingsG. BioloB. D. LevineT. TilleryR. M. PeshockT. A. DorfmanB. R. MaciasA. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 HargensS. M. Schneider}
114,779281,nan,nan,Industrial Robot: An International Journal,nan,nan,nan,4,nan,nan,?
115,684757,Vne yaltq mf w robtnnukus wmbhnatocy actlvphg jknptos to qoxntift ryz zkkunt ane yivcmsieb lf dwikr szvinptr ku paumqbtr eitr rheulanumf xgffruynx.,Some college,-1,nan,?,82,?,1/1/04,745-50,{A H ZwindermanM MunnekeG J TijhuisZ de JongJ M HazesT P Vliet Vlieland}
116,447382,nan,nan,European respiratory journal,nan,nan,0,nan,nan,nan,{HULL}
117,585766,Thermoregulatory response of women to intermittent work in the heat,nan,Jjuwnen lr qiklyvf khfsmology,loisyhP lppA J,0021-8987,nan,nan,1/1/76,57-61,{B. L. DrinkwaterJ. E. DentonኦS. M. HorvathP. B. Raven}
118,5568Ļ03,Perceived barriers that impede pr㔎ovider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,nan,European respiratory journal,nan,nan,13,0,1/14/01,305-31ř0,{Denys T. LauBrass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller BostickCelia BerdesJonathan Masin-PetersMegan Ong}
119,20010101,Effet d'une interv掴ention non mdicamenteuse Voix d'Or sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparente. [Effect of a non-pharmacological intervention Voix d'Or on behavior disturbances in Alzheimer disease and associated disorders.],nan,Griatrie ᚊet Psychologie Neuropsychiatrie du Vieillissement,nan,2115-7863(Electronic);ખ2115-8789(Print),Some college,nan,nan,Some college,{Dfwldptw Masdhn-GzjnwrdWpoelwve Dvlihhn-CloneIvcgwlle DoueiVpkgejh RclkabcKicdre Kriosk-Wsjmki}
120,394459,The Hierarchical Organization of Intellectual Structures,nan,European respiratory journal,nan,nan,00,nan,1/1/66,nan,{Sheldon H.ۀ White}
121,922646,Desflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.,nan,Euqfvvesjoligb (Hayrsdtown),nan,22Ʊ-Mar,Some college,5,69/1/11,999-1004,{P TalkeJ CaldwellB DodsontC A Richardson}
122,843485,20010101,eig,Tranazsnnmnw og nme Conql Vixieuy lf Tsuoywzl Mvaicngs qgd Rtglfue,nan,1878-3503,106,2,Alabama,110-6,{Peter J WinchMickey ChopraCynthia S MinkovitzDebra JacksonAlyssa B Sharkey}
