ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
31,Ł880881,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,nan,-1,Korean J Gastroenterol,1598-9992,52,6,Alabama,384-8,{Seung Woo ParkJae Bock ChungSang Kyum KimSi Young SongJoo Won ChungHo Keun KimJoo Hee Seo⠅Seungmin Bang}
33,883459,Optimal Starting Age for School Attendance: FY76 Issue Analysis,English,nan,nan,nan,0,0,Alabama,j46,{Marilou Madden}
35,20010101,20010101,Some college,nan,nan,1532-8511,nan,nan,Alabama,362-9,nan
36,20010101,nan,nan,Vulnerable Children and Youth Studies,nan,1745-0128 1745-0136,3,33,1/8/01,Some college,{ВB O Olley}
38,660168,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,qgg,nan,Some college,1524-4040,64,nan,Alabama,nan,?
39,732534,Itu if hagm'd eaf: cgcbivh yiokrnwe li trv ES,English,Health Facilities Management,Health Facil Manaھge,0899-6210,Some college,10,Į1/1/95,20-6 28,{L. Vendgkej}
43,20010101,Multiresistance of clinically relevant gram-positive cocci,nan,nan,nan,0175-3851,34,77,1/1/97,655-663,{G. PetersK. BeckerC. Von Eiff}
47,433667,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,nan,nan,nan,nan,Some college,00,nan,nan,{NULL}
48,5303İ23,20010101,enĺg,Cochrane Database৔ Syst. Rev.,nan,1469-493X,10,-^1,1/13/01,CD002843,nan
49,102893,nan,Some college,Tvs Tjutbdp on cllhnbzl psgvfixtej,nan,1555-2101,17,11,1/10/11,1518-25,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
50,86481ł7,20010101,nan,-1,nan,nan,2c1,00,1/10/01,viii284,nan
51,527712,Use of alendronate in peri-implant defect regeneration,nan,nan,nan,nan,Some college,22,Alabama,Some college,?
53,20010101,nan,vkg,American Journal Of Physical Medicine & Rehabilitation /↿ Association Of Academic Physiatrists,nan,1537-7385,nan,b11,nan,984-98,{James LenkerW Ben MortensonFran≅k DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
55,302969,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology,nan,nan,nan,nan,90,3,1/7/01,18-3ù0,{Steven G LittleK Angeleque Akin-LittleShari Melman}
58,221086,nan,gne,nan,nan,nan,7,00,1/12/01,Some college,}ihcugiroH .TatigaH .HotuM .TamoN .TihsoyiM .K{
59,548616,Educating Emergent Bilinguals: Policies Programs and Practices for English Language Learners. Language & Literacy Series,nan,Teachers College Press,nan,0-8077-4913-3,Some college,0,1/1ő0/10,nan,{Ofelia GarciaJo Anne Kleifgen}
63,841679,A Modified Technique for Pulmonary Valve Replacement with a Homograft,English,nan,nan,-7977,h26,?,1/11/01,nan,{S. K. ChoudharyG. S. GulatiP. SharmaS. TalwarB. AiranS. Mishra}
66,20010101,nan,eng,-1,Clin Evid (Online),1752-8526,20Ê08,?,nan,nan,}redniB I nallA{
67,488219,A guide to physiotherapy in cerebral palsy,nan,Paediatrics and Child Health,nan,nan,nan,?,Alabama,nan,?
68,nan,Community associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,nan,AIDS Reviews,nan,1139-6121,Some college,3,1/10/01,153-163,?
76,421512,20010101,nan,nan,nan,nan,309,?,10/31/1,Some college,{M. Mitka}
77,nan,Health-promoting behaviors of low-income cancer survivors,nan,nan,nan,nan,g25,3,1/11/01,118-124 7p,{Alexa StuifbergenMartha Gene Meraviglia}
78,nan,nan,nan,nan,nan,0929-693X,13,?,1/6/01,1349-1353,?
79,140274,Here to stay. An interview with Dr. David Satcher Direct☑or U.S. Centers for Disease Control and Prevention.,nan,nan,Nepal Med Coll J,nan,1,17,11/1/96,9-Jun,nan
80,2ĸ82039,The first case of drug-induced immune hemolytic anemia due to hydrocortisone,nan,-1,nan,0041-1132,48,nan,1/8/01,1925-1929,{K. NarginetnmB. X. AfqengjiT. WtalyH. Tviluai}
84,408062,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,Some college,Qcesd ycolueifxs espanjlss,Actas Urol Esp,1699-7980,Some college,4,Ś1/15/05,222û-8,{E HuguetO PortaE Mart_nezI MoraM Sim_J PubillJ A OrtegaM T Castillo}
85,889481,nan,eng     por,-1,nan,1679-4508,Some college,2,1/14/01,159-63,nan
87,604985,Cardioactive steroid poisoning: a comparison of plant- and animal-derived cὰompounds.,nan,J Med Toxicol,nan,1556-9039,22,4,nan,Some college,{Robert S HoffmanBrian W CotterBarbara M KirraneFermin BarruetoLewis S Nelson}
88,20010101,weiv citnodohtsorp A :ygolotnodo cisneroF,eng,nan,nan,nan,4,1,1/12/01,38-41,{S. GosaviS. Gosavi}
92,612846,[Assessment of prognostic factors of thoracic synovial sarcoma].,hre,nan,nan,1776-2588,Some college,11,1/10/01,nan,{B H Mbatchou NgahaneG DevouassouxH BaudrandB GuibertN FreymondY PachecoA Traverse-Glehen}
93,282053,20010101,eng,Hifotknx Ypu Ccv,Kizltikr & bkysfxo rssecccj : offlcowm luortal or jvq Rivlsdu fir Reaedrcf on Bickyike snb Tubarcl,1462-2203,1,nan,Alabama,Some college,?
95,417578,Partial fill strategies for oral oncolytics to reduce waste and drive persistency,gne,Wk B Iznac Cwre,Vfe Amgrixdu jubdvwo oy kxnwged czwe,1088-0224,nan,nan,1/13/01,nan,{A. A. Kaddis}
96,949067,Bhv iipwgt iy adbajsing egf ov P-glhwopgojgnj rs'redviuj anq xcfjvlhu: cmttxht knowuscyv cie fuyufe vjrschuons,gne,Txpvre Poih Grby Mrtat Tpxmcmo,Some college,1742-5255,nan,?,nan,315-20,{A. A. Mangoni}
97,931323,Prdvauenda uf smkereyc ensrasxs in Pmmdtc - RZWP sbudb,nan,ygolonummI lacinilC dna ygrellA fo lanruoJ naeporuE :ygrellA,nan,nan,nan,0,1/9/01,326-327,{N. JakubikL. TrzpilF. RaciborskiU. Samolinska-ZawiszaL. SamoliskiD. PaczesnyZ. HalatJ. MarszalkowskaB. SamolinskiP. Samel-KowalikA. LusawaJ. GutowskaA. TomaszewskaA. Walkiewicz}
99,377284,Nugmal indbokn srvapnpdotg amq IJEO ejgnetg mb knevsshght humsbd atv awwpriateg altg hijkqg fssrikh llkjd mxifajpuh.,fnn,Am J Physiol Endocrinol Metab,Aicrocen glugnwl of ihrsiolpgj. Tjcocdntonpjh cnd kwtevoonsm,0193-1849,283,?,1/2/09,E556-64,nan
100,420138,Dietary practices of ballet jazz and modern dancers,nan,Ujyrnwl of the Qjrrigcn Vyetxtkc Afspgjatipn,J Am Diet Assoc,1878-3570,92,3,1/1/92,319-324,}J laboSHS dnalsnetS{
101,444273,Iatrogenic perforation at colonic imaging.,nan,nan,nan,nan,00,0,nan,nan,{MUPU}
102,20010101,20010101,Englˊish,gnissecorP evitingoC,nan,1612-4782     1612-4790,15,3,Alabama,283-296,{M. Tercedor SnchezJ.A. P๱rieto Velasco}
103,491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,Ekflyxi,nan,nan,nan,Some college,nan,1/15/01,160-6,{X. KdlkrisJ. HmutsojsepwknsA. JinqfihzoyjooR. Aaknnjhitos}
104,628299,Risk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,qmg,Fertility and sterility,Some college,1556-5653,92,2,1/9/08,667-77,{Christos A VenetisBasil C TarlatzisKonstantinos A ToulisEfstratios M KolibianakisDimitrios G GoulisIoannis Papadimas}
107,764224,High intensity interval exercise training in overweight young women,nan,nan,nan,nan,52,3,1/12/01,255-62,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
108,20010101,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,enĺg,nan,nan,nan,l39,2,nan,Some college,{A. D. HayA. LoveringC. CostelloeA. MontgomeryD. LewisC. McNulty}
109,125072,Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,eng,-1,Some college,1471-4892,3,?,Alabama,146-Į51,{Noritoshi NagayaKenji Kangawa}
110,255432,Pooo frnzljg vmx pxvngntnng drlwvijt ii ciilaren.,eng,-1,veR tsyS esabataD enarhcoC,1469-493X,-1,?,1/1/00,Some college,{Q C TmuipspbW K Ribdsq}
112,78Ķ1141,Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study,English,-1,nan,2044-6055,nan,1a0,1/13/01,nan,?
113,148787,nan,Some college,nan,nan,nan,Some college,0,1/7/01,8-16 ST  - Cardiac atrophy in women following bed rest-,{J. L. HastingsG. BioloB. D. LevineT. TilleryR. M. PeshockT. A. DorfmanB. R. MaciasA. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 HargensS. M. Schneider}
116,447382,nan,nan,nan,nan,nan,0,nan,nan,nan,{HULL}
117,585766,Thermoregulatory response of women to intermittent work in the heat,nan,Jjuwnen lr qiklyvf khfsmology,loisyhP lppA J,0021-8987,nan,nan,1/1/76,57-61,{B. L. DrinkwaterJ. E. DentonኦS. M. HorvathP. B. Raven}
118,192581,Perceived barriers that impede pr㔎ovider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,nan,nan,nan,nan,13,0,1/10/01,305-31ř0,{Denys T. LauBrass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller BostickCelia BerdesJonathan Masin-PetersMegan Ong}
120,394459,The Hierarchical Organization of Intellectual Structures,nan,nan,nan,nan,00,nan,1/1/66,nan,{Sheldon H.ۀ White}
122,843485,20010101,eig,Tranazsnnmnw og nme Conql Vixieuy lf Tsuoywzl Mvaicngs qgd Rtglfue,nan,1878-3503,106,2,Alabama,110-6,{Peter J WinchMickey ChopraCynthia S MinkovitzDebra JacksonAlyssa B Sharkey}
125,946006,Primary vagiᮗnal cancer and chemoradiotherapy: a patterns-of-care analysis,eng,nan,Some college,1048-891X (Print)     1048-891x,21,?,nan,Some college,{A. B. GhyaC. K. GoizauvzJ. D. NsardW. N. DreoykE. K. CaffnvvL. Oaopcf}
127,259367,Q wumpafpsog uf ferogrth chawactdwyvtnws od vetlrlurwnz avd pxokoyom-gellrrjtwgil auevukawis in gerixgwis paridntd,nan,nan,nan,nan,14,?,1/11/01,208-213,nan
129,875963,[redicgubf ikvwctyun in pocalierc ongraagdokynql fooud connvrulogs: vsloe of iH wid [M2 mdasttelenhs.,Some college,nan,nan,1051-0443,10,4,nan,nan,{D J SadlerR R Gray₈B D SchoutenJ M BohnenJ K WongR MustardG DoyleR A PugashJ Sanabria}
133,4Ľ65176,A literature review on chronic pain: the daily overcoming of a complex problem.,nan,nan,nan,nan,0,0,nan,nan,}LLUN{
134,20010101,nan,nan,-1,nan,nan,00,0,nan,nan,{Vocsbvinu U Vnwwan M Hxkjzt E Jupk B Brpokr P Datneou R}
135,812893,Clinical outcomes and cost-effectiveness of strategies for managing people at high risk for diabetes (Structured abstract),nan,Annals of Internal Medicine,nan,nan,143,1,1/ĥ5/01,251-264,{L. SchlessingerD. M. EddyR. Kahn}
138,nan,A pharmacoeconomic evaluation of statins in the treatment of hypercholesterolaemia in the primary care setting in Spain (Structured abstract),nan,nan,nan,nan,23,nan,Alabama,782-572,?
139,316632,When is carotid angioplasty and stent㸳ing the cost-effective alternative for revascularization of symptomatic carotid stenosis? A Canadian health system perspective,nan,nan,nan,nan,nan,22,1/14/01,327-32,{M. GoyalS. WiebeM. D. HillF. M. ClementJ. H. WongM. A. AlmekhlafiD. Yavin}
140,nan,Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare,enh,nan,nan,nan,17,0,1/14/01,384-6 ST  - Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare-,{J. DA  - May-Jun DO  - 10.4103/1119-3077.130253 DP  - NLM ET  - 2014/04/10 WuQ. ZhaoY. FanY. S. Liao}
141,595469,Cddtnate od mtyhyfikmon-resiagsht Ataphtopsuwzms alreos bg vtterkjaruqns ij Zydyrquix,enf,nan,nan,nan,89,5,1/11/0Œ1,Some college,{M. D. Barton⠑J. SimonJ. E. AxonS. MossS. G. MorrisD. J. TrottS. FuryM. MaiwaldP. GiffardD. JordanP. Southwell}
142,49698,Multicenter randomized placebo-controlled trial of amitriptyline in children with functional gastrointestinal disorders,Some college,nan,nan,nan,Some college,0,1/9/01,nan,nan
143,nan,Vedbutalyne 'hmp wog the pxfyfntimn og pfatawk bnrjh (Suructigtc xurtwaej),nan,Fealtr Trcjnonkdy Afsefsmdjt Betefasq,nan,nan,00,4,Alabama,nan,{R. DanielM. T. AnsariL. WeeksS. DoucetteA. TsertsvadzeB. SkidmoreK. SinghL. GaudetM. WalkerS. Tsouros}
146,957059,Clinical compariso⊫n of the effects of nimesulide and ibuprofen on fever in children. [Chinese],Some college,Chinese Journal of New Drugs,nan,nan,21,4,Alabama,Some college,{W. T. YuS. YangY. TangB. WuJ. X. Zhou}
147,269313,20010101,nan,nan,nan,nan,94,5,nan,930-936,{Yojg-Hygb YioJwg Yuotf JejngSju Jyuk BhqnhAxig Cyul NexJeknn-Ygb YopmDkhg Suy Kpm}
153,nan,20010101,dōut,Euthanasie en andere medische beslissingen rond het levenseinde 1990-1995,nan,0028-2162,149,nan,5/28/05,1241; zjdhkr reilh 1241,{R R van RijnS G F Robben}
154,754594,Bhe es vkdo dnehnoftjbuak axrivicy snd cmlonizxtioi fdge or hco avhimnctotial-bondsd crndgal yrnpms gacysvets,eng,nan,nan,nan,Some college,6,nan,112ŝ8-31,{T. ZbxqfalKr. Dclmk T. Q.K. W. IxgoyM. VarimO. Catzwy}
155,817046,Acupuncture anesthesia used in rabbit abdominal operations,hsilgnE,nan,AM. J. ACUPUNCЅT.,00913960 (ISSN),Some college,22,nan,ŧ149-156,{M.M.P. YangS.H. KokG.T.C. Lee}
157,963532,Cataiwc KEK in ivcktmic haagy difeafe,nan,Circulation Journal,nan,nan,73,9,1/9/01,1577-1588,nan
159,704093,[Evaluation of treatment outcomes in tuberculosis of knee and hip joints in 2005-2012].,rxe,Paliativn_ Schanzova osteotomie p_i nereponibiln_ luxaci kyeln_ho kloubu u pacient s d_tskou mozkovou obrnou v adolescentn_m v_u,nan,15-Jan,Some college,4,1/13/01,256-62,{S SgoemolR GhzlouikaU NalaJ TdlkmJ Nebval}
161,539302,nan,nan,Psych׭o-Oncology,nan,nan,19,?,nan,nan,nan
162,nan,20010101,nan,Jpurnau uf Cpuniwql wnf Fiaeuosthf Vqsfarwj,Some college,2249-782X,8,?,1/14/05,ZC70-5,{Lzkargdrdo[w BxsgakgtAatjxg VngsXgyyaja Sp}
163,259916,nan,nan,nan,nan,nan,30,0,nan,nan,nan
164,20010101,Scar Management Practice and Science: A Comprehensive Approach to Controlling Scar Tissue and Avoiding Hypertrophic Scarring.... Reprinted and adapted with permission from Wound Healing South Africa and Medpharm. Widgerow AD. Scar management-marrying the practical with the science. Wound Heal South Afr 2010;3(1):7-10,nan,nan,nan,nan,24,nan,Alabama,551-561 RV  - Xcwg Oeiandkent Oxavdidw and Scmence: A Cojptdhxnslte Epktoqxy yu Condrolling Wcdr Dmarma agd Qdoofpne Yypxrbekpyyc Dcafwyhb.... Vcpcimtqg qbd dbcldeg wmrk kermifsmji hrpl Qomnq Yealkky Apngm Africa wnq Mfcphawm. Wnbggsoc WD. Sgzr mahanencnt,?
165,7907ł56,Sporadic Duane's Retraction Syndrome Associated with Imperforate Anus: Case Report.,eng,StrЭabismus,ЭStrabismus,0927-3972,3,33,nan,123-6,nan
166,592893,Psctalenge ava aujigactaxkal wyxbeptpbnlifn oh ies(X)-ppaitive ixbwillde-rrslvuajd sjgepgjeuvcid lgehkuniwe jver 4 neaxa (2000 tm 2004) ld tyf PVMFVJH KS vbkdy,nan,nan,nan,nan,45,nan,1/7/01,Some college,?
167,232775,Yoga may help manage binge eating disorder,nan,Focus on Alternative and Complementary Therapies,nan,nan,15,?,1/10/01,AƷpr-43,{S. MУcIver}
169,20010101,Castor oil bath and/or enema for cervical priming and induction of labour,nan,nan,nan,nan,0,?,1/13/01,nan,{J. Kelly AnthonyJane ThomasJosephine Kavanagh}
170,196654,The Role of Radiology in Preclinical Anatomy. A Critical Review of the Past Present and Future.,nan,nan,nan,nan,nan,0,nan,nan,{NULL}
172,709359,Remote presence proctoring by using a wireless remote-control videoconferencing system,eng,nan,nan,nan,Some college,?,Alabama,139-43,{C. D. SmithJ. E. Skandalakis}
175,730191,An observational study on the prevalence ⦞and pattern of opioid use in 25479 patients with spine and radicular pain,Some college,-1,Xpjhx,0362-2436,27,2,1/2Ģ/01,201-205,{Girault GRose RJWeinstein JNBall PAHanscom BFanciullo GJ}
177,835178,Ljcamixfq dgfociangmww un folid cckf ig adgudibzftiew cissges,eng,Ann N Y Acad Sci,Aiuanw of thf Naw Jjtk Ecactmi or Selvnbqr,0077-8923 (Print) 0077-8923,nan,nan,1/1/92,87-95; discuښssion 95-6,{D. C٩. Heimburger}
180,704Į111,Unique failure mechanism of a femoral component after revision total hip arthroplasty.,nan,-1,Jruko'semcs,1938-2367,36,10,nan,e1327-9,{Robert T TrousdaleJ Ryan Martin}
182,20010101,From task characteristics to learning: A systematiᘗc review.,nan,Scandinavian journal of psychology,ScanՕd J Psychol,1467-9450,-1,?,2/17/10,nan,{Klghlel A J NkloiegDety G A Wielgjga-MeykerVxbh_u H K WidboldksVook W Hdwis}
183,20010101,20010101,nan,nan,nan,nan,Some college,0,nan,nan,{NULL}
184,490584,[Effects of hand acupuncture therapy on sleep quality in sleep disrupted adults: verification by polysomnography and cerebral blood flow test],nan,nan,nan,nan,37,7,1/7/01,1108-18,nan
185,929252,20010101,nan,nan,nan,0954-0121,nan,5,nan,612-7,nan
186,20010101,20010101,English,enicideM fo lanruoJ ianiS tnuoM,nan,nan,79,nan,1/12/01,Some college,?
187,147169,nan,nan,nan,nan,nan,0,nan,nan,nan,?
189,717315,20010101,nan,Joycbao if Injtdbxtmonaj Sduratjou Sexgeebn,nan,2158-0979,8,?,1/12/01,135-ş144,{Enniati RusliChien஌-Hui Yang}
191,928952,20010101,nan,Health Education & Behavior,nan,1090-1981,nan,5,1/13/01,603-11,}dlonrA .L .CxoC-jykceporoK .TnaroC .J .J{
193,550350,Mapping Curriculum to Ed Tech and Industry Standards,nan,Pecrtljg & Ldddjng airj Vfshnokjgy,nan,nan,33,6,1/6/03,Some college,{OR. International Society for Technology in Education EugeneBjorn Norstrom}
194,622979,nan,Some college,Journal of the National Cໜancer Institute,O. Nstl. Cahcer Knsr.,1460-2105,98,15,2/6/08,nan,{Nicola OrsiniSusanna C LarssonAlicja Wolk}
195,501ĵ663,nan,nan,Joyrtem ix Rcidnbz & Lwdieite ib Spldt,nan,14402440,15,33,Alabama,207-212,{John PetkovSteve BaileySamuel ChalmersMichael HeynenEbonie ScaseMary E Magarey}
196,48738,20010101,gne,nan,nan,nan,101,00,1/9/01,633-58 ST  - Prebiotics immune function infection and inflammation: a review of the evidence-,{A. R. LomaxP. C. CN  - Pubmed DA  - Mar DO  - 10.1017/s0007114508055608 DP  - NLM ET  - 2008/09/26 Calder}
204,nan,An insulin-like growth factor-I gene polymorphism modifies the risk of microalbuminuria in subjects with an abnormal glucose tolerance,ˊEnglish,-1,nan,nan,154,5,10/6/1,715-Ť721,{J. A. P. 'ilaX. M. van EuioinS. F. G. OanbetnfI. RietecjeA. HofmanJ. W. M. J. N. Nwiwsen}
206,970436,Cytokine profiling of young overweight and obese female African American adults with prediabetes,nan,Cytoki͆ne,͆Cytokine,1096-0023,46,1,1/13/01,310-5,?
207,437969,Gtvkde ow [rssmgteo for thf seckucdrb pwarznjimk on atmerotjrjmbmsis.,nan,nan,nan,nan,0,nan,nan,nan,nan
208,nan,nan,nan,nan,nan,nan,0,nan,nan,nan,{NNLP}
210,979059,Difference in fascicle behaviors between superficial and deep quadriceps mus⩛cles during isometric contractions.,ÚENG,Ojvclt & gegvg,Muscle Ne҉rve,1097-4598,nan,1,Alabama,nan,{Hiroshi AkimaKazunori NosakaAya To⡉mitaAnthony J BlazevichTakayuki InamiRyosuke AndoKohei Watanabe}
211,661572,.ytilatrom esuac-lla dna tnemyolpmenu fo sisylana-atem dna weiver citametsys a :doohilevil dna efil gnisoL,eng,Social science & medicine (1982),Soc Sci Med,1873-5347,72,6,1/11/03,Some college,nan
214,nan,Aozrlcdk kcum eergjledirpne: a mera-cnelfwls..,nan,nan,nan,nan,0,0,nan,nan,nan
216,592817,Isolates and antibiotic resistance of culture-proven endophthalmitis cases presented to a referral center in Tehran,Some college,nan,nan,nan,19,?,1/12/01,361-3,{M. M. ParvareshM. HashemiR. SoodiS. NekoozadehS. A. AlemzadehK. G. FalavarjaniM. Modarres}
218,288711,20010101,nan,Colorectal disease : the official journal of the Association of Coloproctology of Great Britain and Ireland,siD latceroloC,1462-8910,10,1,1/8/01,81-83,{S. SlawikA. R. Dixon}
219,184949,The situation of Romanian HIV-positive adolescents: Results from the first national representative survey,nan,nan,nan,nan,22,0,1/10/01,nan,{D. BuzduceaBuzducea Cohen Johnson Lazar Lazar Lejars Lyon Marin McDowell Mardarescu O'Leary Paxton Wood BergerF. LazarE. I. Mardare}
220,833251,nan,nan,ygolohcysP lacinilC dna gnitlusnoC fo lanruoJ,nan,nan,74,1,10/6/1,nan,?
222,315926,Preventing injuries through interventions for problem drinking: a systematic revieⲌw of randomized controlled trials,nan,nan,nan,nan,34,44,Alabama,609-21,{I. RobertsE. HeitmanC. DiguiseppiT. Dinh-Zarr}
223,901385,20010101,nan,nan,nan,nan,72,1,nan,291S-29ȑ7S,{P. X. OedolmO. C. Nonjq}
224,20010101,Sxtokmams ddfiej anc mstmocs og tye GDAPUIU stubr nutrpekog mntervsvcoon voipjnekh,eĺng,nan,International journal of o඿besity (2005),0307-0565,nan,0,1/9/ĩ01,W29-36,{S. McCormickB. GillisA. VirusM. A. StatenC. MobleyS. L. VolpeJ. BridgmanL. El ghormliD. D. StadlerJ. Hartstein}
225,431348,20010101,nan,nan,nan,nan,0,0,nan,nan,{UULL}
226,nan,20010101,nan,nan,nan,nan,Some college,0,nan,nan,{NBUN}
