ID,model,make,type,year,condition,wheelDrive,doors,engine
62,tl,acura,sedan,2011,new,fwd,4,3.5lv6
63,tl,acura,sedan,2011,new,fwd,4,3.5lv6
64,tsx,acura,sedan,2010,new,fwd,4,2.4li4
65,tl,acura,sedan,2010,new,fwd,4,3.5lv6
66,rdx,acura,suv,2011,new,awd,4,2.3li4
67,rdx,acura,suv,2010,used,fwd,4,2.3li4
68,mdx,acura,suv,2011,new,awd,4,3.7lv6
70,tsx,acura,sedan,2011,new,fwd,4,2.4li4
71,tsx,acura,sedan,2010,new,fwd,4,2.4li4
72,rdx,acura,suv,2011,new,awd,4,2.3li4
73,tsx,acura,sedan,2010,new,fwd,4,2.4li4
74,mdx,acura,suv,2011,new,awd,4,3.7lv6
75,mdx,acura,suv,2011,new,awd,4,3.7lv6
76,tsx,acura,sedan,2010,new,fwd,4,2.4li4
77,tl,acura,sedan,2011,new,fwd,4,3.5lv6
78,mdx,acura,suv,2005,used,4x4,4,3.5lv6
80,mdx,acura,suv,2007,used,awd,4,3.7lv6
81,tl,acura,sedan,2011,new,fwd,4,3.5lv6
82,tsx,acura,sedan,2010,new,fwd,4,2.4li4
83,tsx,acura,sedan,2011,new,fwd,4,2.4li4
84,mdx,acura,suv,2008,used,awd,4,3.7lv6
85,tl,acura,sedan,2011,new,fwd,4,3.5lv6
86,rdx,acura,suv,2011,new,fwd,4,2.3li4
87,tl,acura,sedan,2011,new,fwd,4,3.5lv6
88,rdx,acura,suv,2011,new,fwd,4,2.3li4
89,mdx,acura,suv,2011,new,awd,4,3.7lv6
90,mdx,acura,suv,2011,new,awd,4,3.7lv6
91,tsx,acura,sedan,2010,new,fwd,4,2.4li4
92,mdx,acura,suv,2011,new,awd,4,3.7lv6
93,rdx,acura,suv,2011,new,awd,4,2.3li4
94,tl,acura,sedan,2011,new,fwd,4,3.5lv6
95,cl,acura,coupe,1997,used,fwd,2,2.2li4
96,zdx,acura,suv,2010,new,awd,4,3.7lv6
97,tl,acura,sedan,2005,used,fwd,4,3.2lv6
98,tl,acura,sedan,2011,new,fwd,4,3.5lv6
99,mdx,acura,suv,2008,used,awd,4,3.7lv6
100,mdx,acura,suv,2011,new,awd,4,3.7lv6
101,tl*,acura,sedan,2011,new,awd,4,3.7lv6
102,mdx,acura,suv,2011,new,awd,4,3.7lv6
103,tsx,acura,sedan,2008,used,fwd,4,2.4li4
104,tsx,acura,sedan,2011,new,fwd,4,2.4li4
105,mdx,acura,suv,2008,used,awd,4,3.7lv6
106,tsx,acura,sedan,2010,new,fwd,4,2.4li4
107,rdx,acura,suv,2011,new,fwd,4,2.3li4
108,tl,acura,sedan,2011,new,fwd,4,3.5lv6
109,rdx,acura,suv,2010,new,awd,4,2.3li4
110,tl,acura,sedan,1997,used,fwd,4,3.2lv6
111,tsx,acura,sedan,2011,new,fwd,4,2.4li4
112,tl,acura,sedan,2011,new,awd,4,3.7lv6
113,tl,acura,sedan,2011,new,fwd,4,3.5lv6
114,tsx,acura,sedan,2011,new,fwd,4,2.4li4
115,mdx,acura,suv,2008,used,awd,4,3.7lv6
116,mdx,acura,suv,2011,new,awd,3,3.7lv6
117,tsx,acura,sedan,2010,new,fwd,4,2.4li4
118,tsx,acura,sedan,2011,new,fwd,4,2.4li4
119,tl,acura,sedan,2011,new,fwd,4,3.5lv6
120,tl,acura,sedan,2009,used,fwd,4,3.5lv6
121,rl*,acura,sedan,1996,used,fwd,4,3.5lv6
122,tl,acura,sedan,2011,new,fwd,4,3.5lv6
123,mdx,acura,suv,2011,new,awd,4,3.7lv6
124,tl,acura,sedan,2011,new,fwd,4,3.5lv6
125,tl,acura,sedan,2011,new,fwd,4,3.5lv6
126,mdx,acura,suv,2011,new,awd,4,3.7lv6
127,tl,acura,sedan,2011,new,fwd,4,3.5lv6
128,tsx,acura,sedan,2010,new,fwd,4,2.4li4
129,tsx,acura,sedan,2011,new,fwd,4,2.4li4
130,tsx*,acura,sedan,2008,used,fwd,4,2.4li4
131,tl,acura,sedan,2011,new,fwd,4,3.5lv6
132,tsx,acura,sedan,2011,new,fwd,4,2.4li4
133,rdx,acura,suv,2011,new,fwd,4,2.3li4
134,tsx,acura,sedan,2011,new,fwd,4,2.4li4
135,rdx,acura,suv,2008,used,awd,4,2.3li4
136,tsx*,acura,sedan,2011,new,fwd,4,2.4li4
137,tl,acura,sedan,2011,new,awd,4,3.7lv6
138,tsx,acura,sedan,2011,new,fwd,4,2.4li4
139,mdx,acura,suv,2011,new,awd,4,3.7lv6
140,tl,acura,sedan,2011,new,fwd,4,3.5lv6
141,rl,acura,sedan,1998,used,fwd,4,3.5lv6
142,tl,acura,sedan,2010,new,awd,4,3.7lv6
143,tsx,acura,sedan,2009,used,fwd,4,2.4li4
144,tl,acura,sedan,2011,new,fwd,4,3.5lv6
145,tl,acura,sedan,2011,new,awd,4,3.7lv6
146,tl,acura,sedan,2011,new,fwd,4,3.5lv6
147,rdx,acura,suv,2010,used,fwd,4,2.3li4
148,rdx,acura,suv,2011,new,fwd,4,2.3li4
149,tsx,acura,sedan,2011,new,fwd,4,2.4li4
150,mdx,acura,suv,2011,new,awd,4,3.7lv6
151,tl,acura,sedan,2011,new,fwd,4,3.5lv6
152,mdx,acura,suv,2011,new,awd,4,3.7lv6
153,tsx,acura,sedan,2005,used,fwd,4,2.4li4
154,mdx,acura,suv,2011,new,awd,4,3.7lv6
155,tl,acura,sedan,2011,new,awd,4,3.7lv6
156,tl,acura,sedan,2010,new,fwd,4,3.5lv6
157,rdx,acura,suv,2011,new,fwd,4,2.3li4
158,tl,acura,sedan,2011,new,fwd,4,3.5lv6
159,tl,acura,sedan,2011,new,fwd,4,3.5lv6
160,tsx,acura,sedan,2010,new,fwd,4,2.4li4
161,zdx,acura,suv,2010,new,awd,4,3.7lv6
162,tsx,acura,sedan,2010,new,fwd,4,2.4li4
163,tl,acura,sedan,2011,new,fwd,4,3.5lv6
164,tl,acura,sedan,2008,used,fwd,4,3.2lv6
165,tsx,acura,sedan,2010,new,fwd,4,3.5lv6
166,tsx,acura,sedan,2005,used,fwd,4,2.4li4
167,mdx,acura,suv,2011,new,awd,4,3.7lv6
168,mdx,acura,suv,2011,new,awd,4,3.7lv6
169,rdx,acura,suv,2011,new,fwd,4,2.3li4
170,mdx,acura,suv,2006,used,4x4,4,3.5lv6
171,mdx,acura,suv,2011,new,awd,4,3.7lv6
172,mdx,acura,suv,2011,new,awd,4,3.7lv6
173,rsx,acura,coupe,2004,used,fwd,2,2.0li4
174,tsx,acura,sedan,2007,used,fwd,4,2.4li4
175,tsx,acura,sedan,2010,used,fwd,4,3.5lv6
176,mdx,acura,suv,2011,new,awd,4,3.7lv6
177,mdx,acura,suv,2011,new,awd,4,3.7lv6
178,mdx,acura,suv,2011,new,awd,4,3.7lv6
179,mdx,acura,suv,2010,new,awd,4,3.7lv6
180,tsx,acura,sedan,2010,new,fwd,4,2.4li4
181,tl,acura,sedan,2011,new,fwd,4,3.5lv6
182,rdx,acura,suv,2011,new,fwd,4,2.3li4
183,tsx,acura,sedan,2011,new,fwd,4,2.4li4
184,tl,acura,sedan,2011,new,awd,4,3.7lv6
185,tl,acura,sedan,2011,new,fwd,4,3.5lv6
186,mdx,acura,suv,2011,new,awd,4,3.7lv6
187,tl,acura,sedan,2005,used,fwd,4,3.2lv6
188,mdx,acura,suv,2011,new,awd,4,3.7lv6
189,tl,acura,sedan,2011,new,fwd,4,3.5lv6
190,rdx,acura,suv,2011,new,awd,4,2.3li4
191,tl,acura,sedan,2011,new,fwd,4,3.5lv6
192,tl,acura,sedan,2011,new,fwd,4,3.5lv6
193,tl,acura,sedan,2007,used,fwd,4,3.5lv6
194,tsx,acura,sedan,2011,new,fwd,4,2.4li4
195,mdx,acura,suv,2010,new,awd,4,3.7lv6
196,tsx,acura,sedan,2010,new,fwd,4,2.4li4
197,mdx,acura,suv,2011,new,awd,4,3.7lv6
198,tsx,acura,sedan,2008,used,fwd,4,2.4li4
199,tsx,acura,sedan,2011,new,fwd,4,2.4li4
200,rdx,acura,suv,2011,new,fwd,4,2.3li4
201,tl,acura,sedan,2008,used,fwd,4,3.2lv6
202,tl,acura,sedan,2007,used,fwd,4,3.2lv6
203,mdx,acura,suv,2011,new,awd,4,3.7lv6
204,tsx,acura,wagon,2011,new,fwd,4,2.4li4
205,rdx,acura,suv,2011,new,fwd,4,2.3li4
206,rdx,acura,suv,2011,new,fwd,4,2.3li4
207,tsx,acura,sedan,2010,new,fwd,4,2.4li4
208,rsx,acura,coupe,2006,used,fwd,2,2.0li4
209,tsx,acura,sedan,2010,new,fwd,4,2.4li4
210,mdx,acura,suv,2011,new,awd,4,3.7lv6
211,mdx,acura,suv,2011,new,awd,4,3.7lv6
212,rl,acura,sedan,2008,used,awd,4,3.5lv6
213,mdx,acura,suv,2011,new,awd,4,3.7lv6
214,rdx,acura,suv,2011,new,fwd,4,2.3li4
215,tsx,acura,sedan,2011,new,fwd,4,2.4li4
216,mdx,acura,suv,2011,new,awd,4,3.7lv6
218,tl,acura,sedan,2008,used,fwd,4,3.2lv6
219,rdx,acura,suv,2011,new,awd,4,2.3li4
220,tl,acura,sedan,2011,new,fwd,4,3.5lv6
221,mdx,acura,suv,2011,new,awd,4,3.7lv6
222,tl,acura,sedan,2011,new,awd,4,3.7lv6
223,tl,acura,sedan,2011,new,fwd,4,3.5lv6
224,tsx,acura,sedan,2010,new,fwd,4,2.4li4
225,tsx,acura,sedan,2008,used,fwd,4,2.4li4
226,mdx,acura,suv,2011,new,awd,4,3.7lv6
227,tsx,acura,sedan,2011,new,fwd,4,2.4li4
228,tl,acura,sedan,2011,new,fwd,4,3.5lv6
229,tl,acura,sedan,2011,new,awd,4,3.7lv6
231,rdx,acura,suv,2011,new,fwd,4,2.3li4
232,tsx,acura,sedan,2011,new,fwd,4,2.4li4
233,tl,acura,sedan,2011,new,fwd,4,3.5lv6
234,mdx,acura,suv,2008,used,awd,4,3.7lv6
235,tsx*,acura,sedan,2011,new,fwd,4,2.4li4
236,tl,acura,sedan,2011,new,fwd,4,3.5lv6
237,tl,acura,sedan,2011,new,fwd,4,3.5lv6
238,tsx,acura,sedan,2011,new,fwd,4,2.4li4
239,tl,acura,sedan,2011,new,fwd,4,3.5lv6
240,tsx,acura,sedan,2011,new,fwd,4,2.4li4
241,rdx,acura,suv,2011,new,awd,4,2.3li4
242,mdx,acura,suv,2011,new,awd,4,3.7lv6
243,tl,acura,sedan,2011,new,fwd,4,3.5lv6
244,tsx,acura,sedan,2011,new,fwd,4,2.4li4
245,mdx,acura,suv,2011,new,awd,4,3.7lv6
246,zdx,acura,suv,2011,new,awd,4,3.7lv6
247,tl*,acura,sedan,2008,used,fwd,4,3.2lv6
248,tl,acura,sedan,2011,new,awd,4,3.7lv6
249,tl,acura,sedan,2011,new,fwd,4,3.5lv6
250,cl,acura,coupe,2001,used,fwd,2,3.2lv6
251,mdx,acura,suv,2007,used,awd,4,3.7lv6
252,tl,acura,sedan,2010,new,fwd,2,3.5lv6
253,tsx,acura,sedan,2010,new,fwd,4,2.4li4
254,mdx,acura,suv,2011,new,awd,4,3.7lv6
255,tl,acura,sedan,2008,used,fwd,4,3.2lv6
256,mdx,acura,suv,2006,used,4x4,4,3.5lv6
257,mdx,acura,suv,2011,new,awd,4,3.7lv6
258,tsx,acura,sedan,2005,used,fwd,4,2.4li4
259,rdx,acura,suv,2011,new,fwd,4,2.3li4
260,rdx,acura,suv,2011,new,awd,4,2.3li4
261,mdx,acura,suv,2011,new,awd,4,3.7lv6
262,mdx,acura,suv,2011,new,awd,4,3.7lv6
263,tl,acura,sedan,2004,used,fwd,4,3.2lv6
264,rdx,acura,suv,2011,new,awd,4,2.3li4
265,mdx,acura,suv,2011,new,awd,4,3.7lv6
266,mdx,acura,suv,2002,used,4x4,4,3.5lv6
267,tl,acura,sedan,2011,new,fwd,4,3.5lv6
268,mdx,acura,suv,2011,new,awd,2,3.7lv6
269,tsx,acura,sedan,2010,used,fwd,4,2.4li4
270,tl,acura,sedan,2011,new,fwd,4,3.5lv6
271,zdx,acura,suv,2010,new,awd,4,3.7lv6
272,tl,acura,sedan,2011,new,fwd,4,3.5lv6
273,mdx,acura,suv,2011,new,awd,4,3.7lv6
274,rdx,acura,suv,2008,used,awd,4,2.3li4
275,tl,acura,sedan,2010,used,fwd,4,3.5lv6
276,rdx,acura,suv,2011,new,fwd,4,2.3li4
277,mdx,acura,suv,2011,new,awd,4,3.7lv6
278,tsx,acura,sedan,2011,new,fwd,4,2.4li4
279,mdx,acura,suv,2011,new,awd,4,3.7lv6
280,rdx,acura,suv,2011,new,awd,4,2.3li4
281,rdx,acura,suv,2011,new,fwd,4,2.3li4
282,tl,acura,sedan,2011,new,awd,4,3.7lv6
283,mdx,acura,suv,2011,new,awd,4,3.7lv6
284,zdx,acura,suv,2010,new,awd,4,3.7lv6
285,mdx,acura,suv,2011,new,awd,4,3.7lv6
286,tl,acura,sedan,2011,new,awd,4,3.7lv6
287,zdx,acura,suv,2010,new,awd,4,3.7lv6
288,tl,acura,sedan,2011,new,fwd,4,3.5lv6
289,tl,acura,sedan,2011,new,fwd,4,3.5lv6
290,rdx,acura,suv,2011,new,awd,4,2.3li4
291,tl,acura,sedan,2011,new,fwd,4,3.5lv6
292,mdx,acura,suv,2011,new,awd,4,3.7lv6
293,tl,acura,sedan,2009,new,fwd,4,3.5lv6
294,tsx,acura,sedan,2010,new,fwd,4,2.4li4
295,rdx*,acura,suv,2011,new,awd,4,2.3li4
296,tsx,acura,sedan,2011,new,fwd,4,2.4li4
297,tl,acura,sedan,2011,new,fwd,4,3.5lv6
298,rsx,acura,coupe,2005,used,fwd,2,2.0li4
299,tl,acura,sedan,2011,new,fwd,4,3.5lv6
300,mdx,acura,suv,2009,used,awd,4,3.7lv6
301,tl,acura,sedan,2008,used,fwd,4,3.2lv6
302,rdx,acura,suv,2011,new,awd,4,2.3li4
303,tsx,acura,sedan,2011,new,fwd,4,2.4li4
304,tl,acura,sedan,2005,used,fwd,4,3.2lv6
305,tl,acura,sedan,2011,new,awd,4,3.7lv6
306,tl,acura,sedan,2010,new,awd,4,3.7lv6
308,tl,acura,sedan,2011,new,awd,4,3.7lv6
309,tsx,acura,sedan,2011,new,fwd,4,2.4li4
310,tsx,acura,sedan,2010,new,fwd,4,2.4li4
311,tsx,acura,sedan,2011,new,fwd,4,2.4li4
312,tsx,acura,sedan,2010,new,fwd,4,3.5lv6
314,tsx,acura,sedan,2011,new,fwd,4,2.4li4
315,tl,acura,sedan,2011,new,fwd,4,3.5lv6
316,mdx,acura,suv,2008,used,awd,4,3.7lv6
317,rdx,acura,suv,2011,new,fwd,4,2.3li4
318,tsx,acura,sedan,2011,new,fwd,4,2.4li4
319,rl,acura,sedan,2011,new,awd,4,3.7lv6
320,tsx,acura,sedan,2011,new,fwd,4,2.4li4
321,tsx,acura,sedan,2011,new,fwd,4,2.4li4
322,mdx,acura,suv,2011,new,awd,4,3.7lv6
323,tsx,acura,sedan,2011,new,fwd,4,2.4li4
324,mdx,acura,suv,2011,new,awd,4,3.7lv6
325,rdx,acura,suv,2011,new,awd,4,2.3li4
326,tl,acura,sedan,2011,new,fwd,4,3.5lv6
327,tl,acura,sedan,2011,new,fwd,4,3.5lv6
328,tsx,acura,sedan,2011,new,fwd,4,2.4li4
329,tl*,acura,sedan,2004,used,fwd,4,3.2lv6
330,mdx,acura,suv,2011,new,awd,4,3.7lv6
331,tsx,acura,sedan,2011,new,fwd,4,2.4li4
332,tl,acura,sedan,2011,new,fwd,5,3.5lv6
333,tsx,acura,sedan,2010,new,fwd,4,3.5lv6
334,mdx,acura,suv,2011,new,awd,4,3.7lv6
335,cl,acura,coupe,2001,used,fwd,2,3.2lv6
336,tsx,acura,sedan,2010,new,fwd,4,2.4li4
337,tl,acura,sedan,2011,new,fwd,4,3.5lv6
338,tsx,acura,sedan,2010,new,fwd,4,2.4li4
339,tsx,acura,sedan,2011,new,fwd,4,2.4li4
340,tl,acura,sedan,2005,used,fwd,4,3.2lv6
341,tsx,acura,sedan,2011,new,fwd,4,2.4li4
343,tl,acura,sedan,2011,new,fwd,4,3.5lv6
344,mdx,acura,suv,2009,used,awd,4,3.7lv6
345,tsx,acura,sedan,2011,new,fwd,4,2.4li4
346,mdx,acura,suv,2011,new,awd,4,3.7lv6
347,rl,acura,sedan,1998,used,fwd,4,3.5lv6
348,rdx,acura,suv,2011,new,awd,4,2.3li4
349,tl,acura,sedan,2010,new,awd,4,3.7lv6
350,tl,acura,sedan,2011,new,fwd,4,3.5lv6
351,tl,acura,sedan,2008,used,fwd,4,3.2lv6
352,tsx,acura,sedan,2011,new,fwd,4,2.4li4
353,tsx,acura,sedan,2008,used,fwd,4,2.4li4
354,tsx,acura,sedan,2007,used,fwd,4,2.4li4
355,mdx,acura,suv,2011,new,awd,4,3.7lv6
356,rdx,acura,suv,2011,new,fwd,4,2.3li4
357,tsx,acura,sedan,2010,new,fwd,4,2.4li4
358,tl,acura,sedan,2011,new,fwd,4,3.5lv6
359,tl,acura,sedan,2011,new,fwd,4,3.5lv6
360,rdx,acura,suv,2007,used,awd,4,2.3li4
361,rl,acura,sedan,2000,used,fwd,4,3.5lv6
362,tl,acura,sedan,2011,new,awd,4,3.7lv6
363,rdx,acura,suv,2011,new,fwd,4,2.3li4
364,tl,acura,sedan,2011,new,fwd,4,3.5lv6
365,tl,acura,sedan,1999,used,fwd,4,3.2lv6
366,mdx,acura,suv,2011,new,awd,4,3.7lv6
367,rdx,acura,suv,2011,new,awd,4,2.3li4
368,rl,acura,sedan,2007,used,awd,4,3.5lv6
369,rdx,acura,suv,2011,new,awd,4,2.3li4
370,mdx,acura,suv,2011,new,awd,4,3.7lv6
371,mdx,acura,suv,2011,new,awd,4,3.7lv6
372,tsx,acura,sedan,2011,new,fwd,4,2.4li4
373,mdx,acura,suv,2008,used,awd,4,3.7lv6
374,tl,acura,sedan,2010,new,fwd,4,3.5lv6
375,mdx,acura,suv,2011,new,awd,4,3.7lv6
377,tl,acura,sedan,2011,new,fwd,4,3.5lv6
378,tl,acura,sedan,2011,new,fwd,4,3.5lv6
379,mdx,acura,suv,2011,new,awd,4,3.7lv6
380,rdx,acura,suv,2008,used,awd,4,2.3li4
381,tl,acura,sedan,2011,new,awd,4,3.7lv6
382,mdx,acura,suv,2011,new,awd,4,3.7lv6
383,tsx,acura,sedan,2011,new,fwd,4,2.4li4
384,tsx,acura,sedan,2011,new,fwd,4,2.4li4
385,mdx,acura,suv,2011,new,awd,4,3.7lv6
386,tl,acura,sedan,2011,new,fwd,4,3.5lv6
387,mdx,acura,suv,2008,used,awd,4,3.7lv6
388,tl,acura,sedan,2011,new,fwd,4,3.5lv6
389,rdx,acura,suv,2011,new,fwd,4,2.3li4
390,mdx,acura,suv,2007,used,awd,4,3.7lv6
391,rdx,acura,suv,2011,new,fwd,4,2.3li4
392,mdx,acura,suv,2003,used,4x4,4,3.5lv6
393,mdx,acura,suv,2011,new,awd,4,3.7lv6
394,tl,acura,sedan,2010,new,fwd,4,3.5lv6
395,tl,acura,sedan,2011,new,fwd,4,3.5lv6
396,tl,acura,sedan,2011,new,fwd,4,3.5lv6
397,tsx,acura,sedan,2008,used,fwd,4,2.4li4
398,rdx,acura,suv,2011,new,fwd,4,2.3li4
399,mdx,acura,suv,2010,new,awd,4,3.7lv6
400,mdx,acura,suv,2011,new,awd,4,3.7lv6
401,rdx,acura,suv,2011,new,fwd,4,2.3li4
402,tl,acura,sedan,2004,used,fwd,4,3.2lv6
403,mdx,acura,suv,2003,used,4x4,4,3.5lv6
404,rdx,acura,suv,2011,new,fwd,4,2.3li4
405,mdx,acura,suv,2011,new,awd,4,3.7lv6
406,tl,acura,sedan,2011,new,fwd,4,3.5lv6
407,rdx,acura,suv,2011,new,awd,4,2.3li4
408,tl,acura,sedan,2011,new,fwd,4,3.5lv6
409,mdx,acura,suv,2003,used,4x4,4,3.5lv6
410,mdx,acura,suv,2011,new,awd,4,3.7lv6
411,tl,acura,sedan,2010,new,fwd,4,3.5lv6
413,tl,acura,sedan,2011,new,fwd,4,3.5lv6
414,tl,acura,sedan,2011,new,fwd,4,3.5lv6
415,mdx,acura,suv,2011,new,awd,4,3.7lv6
416,tl,acura,sedan,2011,new,fwd,4,3.5lv6
417,rdx,acura,suv,2011,new,awd,4,2.3li4
418,tsx,acura,sedan,2011,new,fwd,4,2.4li4
419,tsx,acura,sedan,2010,used,fwd,4,2.4li4
420,mdx,acura,suv,2011,new,awd,4,3.7lv6
421,mdx,acura,suv,2011,new,awd,4,3.7lv6
422,mdx,acura,suv,2011,new,awd,4,3.7lv6
423,mdx,acura,suv,2011,new,awd,4,3.7lv6
424,tl,acura,sedan,2010,new,fwd,4,3.5lv6
425,mdx,acura,suv,2011,new,awd,4,3.7lv6
426,mdx,acura,suv,2011,new,awd,4,3.7lv6
427,mdx,acura,suv,2011,new,awd,4,3.7lv6
428,rdx,acura,suv,2010,new,awd,4,2.3li4
429,rdx,acura,suv,2011,new,awd,3,2.3li4
430,mdx,acura,suv,2011,new,awd,4,3.7lv6
431,mdx,acura,suv,2011,new,awd,4,3.7lv6
432,tl,acura,sedan,2011,new,awd,4,3.7lv6
433,mdx,acura,suv,2011,new,awd,4,3.7lv6
434,rdx,acura,suv,2011,new,awd,4,2.3li4
436,tl,acura,sedan,2008,used,fwd,4,3.2lv6
437,tl,acura,sedan,2003,used,fwd,4,3.2lv6
438,rdx,acura,suv,2011,new,fwd,4,2.3li4
439,tl,acura,sedan,2008,used,fwd,4,3.2lv6
440,tl,acura,sedan,2007,used,fwd,4,3.5lv6
441,tl,acura,sedan,2011,new,fwd,4,3.5lv6
442,mdx,acura,suv,2011,new,awd,4,3.7lv6
443,mdx,acura,suv,2011,new,awd,4,3.7lv6
444,mdx,acura,suv,2011,new,awd,4,3.7lv6
445,rdx,acura,suv,2011,new,awd,4,2.3li4
446,tsx,acura,sedan,2010,new,fwd,4,2.4li4
447,tl,acura,sedan,2011,new,fwd,4,3.5lv6
448,tl,acura,sedan,2008,used,fwd,4,3.2lv6
449,rdx,acura,suv,2011,new,fwd,4,2.3li4
450,tl,acura,sedan,2011,new,fwd,4,3.5lv6
451,tl,acura,sedan,2006,used,fwd,4,3.2lv6
452,tsx,acura,sedan,2008,used,fwd,4,2.4li4
453,tl,acura,sedan,2011,new,awd,4,3.7lv6
454,mdx,acura,suv,2011,new,awd,4,3.7lv6
455,rdx,acura,suv,2010,new,awd,4,2.3li4
456,rdx,acura,suv,2011,new,fwd,4,2.3li4
457,tsx,acura,sedan,2008,used,fwd,4,2.4li4
458,tl,acura,sedan,2011,new,fwd,4,3.5lv6
459,tsx,acura,sedan,2011,new,fwd,4,2.4li4
460,tl,acura,sedan,2011,new,fwd,4,3.5lv6
461,tsx,acura,sedan,2011,new,fwd,4,2.4li4
462,mdx,acura,suv,2011,new,awd,4,3.7lv6
463,rdx,acura,suv,2011,new,fwd,4,2.3li4
464,tl,acura,sedan,2007,used,fwd,4,3.5lv6
465,tsx,acura,sedan,2008,used,fwd,4,2.4li4
466,mdx,acura,suv,2011,new,awd,4,3.7lv6
468,rl,acura,sedan,2011,new,awd,4,3.7lv6
469,tsx,acura,sedan,2011,new,fwd,4,2.4li4
470,tl*,acura,sedan,2007,used,fwd,4,3.2lv6
471,tl,acura,sedan,2010,new,fwd,4,3.5lv6
472,tl,acura,sedan,2011,new,awd,4,3.7lv6
473,tl,acura,sedan,2011,new,fwd,4,3.5lv6
475,mdx,acura,suv,2011,new,awd,3,3.7lv6
476,mdx,acura,suv,2011,new,awd,4,3.7lv6
477,tsx,acura,sedan,2011,new,fwd,4,2.4li4
478,tl,acura,sedan,2011,new,fwd,4,3.5lv6
479,mdx,acura,suv,2011,new,awd,4,3.7lv6
480,tsx,acura,sedan,2008,used,fwd,4,2.4li4
481,tl,acura,sedan,2010,new,fwd,4,3.5lv6
482,mdx,acura,suv,2011,new,awd,4,3.7lv6
484,tsx,acura,sedan,2011,new,fwd,4,2.4li4
486,tsx,acura,sedan,2010,new,fwd,4,2.4li4
