id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
2207,Alter Ego,American IPA,12,0.055,nan,424,Brewery Vivant,Saint Louis,MO
1496,Cache La Porter,American IPA,12,0.07,nan,60,4 Hands Brewing Company,Saint Louis,MO
2285,Resurrected,American IPA,12,0.055,nan,118,4 Hands Brewing Company,Baton Rouge,CA
1870,Contact High,American Pale Wheat Ale,16,0.05,28,366,4 Hands Brewing Company,Saint Louis,KY
2603,Galaxyfest,American IPA,16,0.065,nan,27,450 North Brewing Company,Columbus,IN
2602,Citrafest,American IPA,16,0.065,nan,27,450 North Brewing Company,Columbus,IN
2220,Single Hop Ale,Smoked Beer,12,0.049,nan,27,450 North Brewing Company,North Woodstock,IL
1850,Vinyl Frontier,American IPA,12,0.069,nan,27,High Noon Saloon And Brewery,Columbus,IN
1254,Ironman,English Strong Ale,16,0.05,nan,27,450 North Brewing Company,Columbus,TX
2217,Live Local Golden Ale,American Double / Imperial IPA,16,0.052,32,27,Bomb Beer Company,Boulder,OH
2216,Freestyle Pilsner,Belgian Dark Ale,24,0.052,11,27,Two Beers Brewing Company,Columbus,IN
972,Wapiti Amber Ale,American Blonde Ale,16,0.059,75,481,7 Seas Brewing Company,Gig Harbor,VA
866,British Pale Ale (2010),German Pilsener,16,0.065,30,481,Brewery Vivant,Gig Harbor,CO
48,British Pale Ale,English Pale Ale,12,0.054,13,481,7 Seas Brewing Company,Gig Harbor,WA
47,Ballz Deep Double IPA,American Double / Imperial IPA,16,0.049,82,481,Maui Brewing Company,Oklahoma City,WA
1583,Wolfman's Berliner,Berliner Weissbier,16,0.038,nan,373,Good Life Brewing Company,Dunedin,OR
1165,Colorado Native,American Amber / Red Lager,16,0.05,26,462,AC Golden Brewing Company,Lake Geneva,IN
2684,Battle LIne,American Amber / Red Lager,12,0.065,29,462,AC Golden Brewing Company,Golden,CO
516,Watermelon Ale,American IPA,16,0.065,nan,2,Wiseacre Brewing Company,Abita Springs,LA
515,American Idiot Ale (2012),American Pale Lager,12,0.065,nan,533,Bonfire Brewing Company,Abita Springs,LA
2318,Abita Amber,American Amber / Red Lager,16,0.051,nan,533,Miami Brewing Company,Abita Springs,LA
623,Citra Ass Down,American IPA,12,0.039,60,62,Prescott Brewing Company,Louisville,MA
1016,The Brown Note,American Double / Imperial IPA,16,0.05,nan,62,Against The Grain Brewery,Louisville,KY
2686,Citra Ass Down,American Double / Imperial IPA,16,0.08,68,1,Twisted X Brewing Company,Louisville,KY
1173,Fort Pitt Ale,Cider,12,0.125,80,1,Against the Grain Brewery,Dolores,AL
1257,Casper White Stout,Milk / Sweet Stout,12,0.077,25,389,Against the Grain Brewery,Evansville,KY
1335,Hobnob B & B Pale Ale,American Pale Ale (APA),16,0.051,42,368,Against the Grain Brewery,Louisville,KY
2682,Halcyon Unfiltered Wheat,German Pilsener,16,0.05,9,1,Churchkey Can Company,Louisville,CO
760,White (2015),Pumpkin Ale,16,0.066,60,1,Against the Grain Brewery,Pittsburgh,TX
2680,Sho'nuff,American Porter,16,0.075,nan,1,Mikerphone Brewing,Louisville,KY
2679,Bloody Show,American Pale Wheat Ale,16,0.055,20,10,Against the Grain Brewery,Houston,KY
2678,South Bay Session IPA,American Double / Imperial IPA,16,0.07,68,139,Minhas Craft Brewery,Patchogue,IN
59,Supper Club Lager,Saison / Farmhouse Ale,16,0.051,38,1,Against the Grain Brewery,Boston,KY
2676,Kamen Knuddeln,American Amber / Red Ale,16,0.065,nan,199,Cape Ann Brewing Company,Louisville,TX
1547,Pile of Face,American IPA,12,0.076,nan,1,Against the Grain Brewery,Louisville,IN
2674,Autumn Winds,English Brown Ale,16,0.05,20,299,Against the Grain Brewery,Chicago,AK
579,Maylani's Coconut Stout,American Stout,16,0.064,nan,367,Maui Brewing Company,Boonville,WA
542,Kaleidoscope Collaboration 2012,Rye Beer,16,0.058,62,367,Airways Brewing Company,Kent,NY
2139,Dry-Hopped On The High Seas Caribbean-Style IPA,American Pilsner,16,0.052,33,60,Airways Brewing Company,Kent,TX
2337,P-Town Pilsner,American Pilsner,12,0.062,nan,223,Utah Brewers Cooperative,Portland,OR
794,Klickitat Pale Ale,American Pale Ale (APA),12,0.05,36,74,Karbach Brewing Company,Portland,OR
2401,Yellow Wolf Imperial IPA,American IPA,12,0.082,103,26,Against The Grain Brewery,Portland,WA
1921,Evil Owl,American IPA,16,0.053,nan,270,Alaskan Brewing Company,Lahaina,AK
1920,Alaskan Amber,Altbier,12,0.06,18,270,Banner Beer Company,Longmont,MI
1282,Focal Banger,American Pale Ale (APA),16,0.07,nan,73,Ale Asylum,Hilo,NM
1535,Sho'nuff,Kölsch,16,0.043,nan,388,Alltech's Lexington Brewing Company,Lexington,KY
1655,Kentucky IPA,American IPA,16,0.065,nan,302,Alltech's Lexington Brewing Company,Lexington,KY
1474,Dusty Trail Pale Ale,American Pale Ale (APA),16,0.085,nan,401,Amnesia Brewing Company,Brooklyn,FL
1313,Damnesia,American IPA,16,0.046,nan,43,Lonerider Brewing Company,Washougal,UT
472,Desolation IPA,American IPA,16,0.062,43,401,Amnesia Brewing Company,Indianapolis,FL
2592,Liberty Ale,American IPA,12,0.059,nan,35,Brewery Vivant,Mooresville,PA
545,Curious Traveler Shandy,American IPA,12,0.065,nan,480,Brewery Vivant,Chicago,CA
2577,Summer Wheat,American IPA,12,0.045,nan,35,The Dudes' Brewing Company,Afton,CA
2103,Thrasher Session India Pale Ale,American Amber / Red Lager,16,0.055,nan,35,Kenai River Brewing Company,Longmont,MA
2102,Brotherhood Steam,Extra Special / Strong Bitter (ESB),12,0.09,nan,206,Anchor Brewing Company,Springfield,OR
2291,Blood Orange Gose,American Pale Ale (APA),12,0.087,nan,500,Anderson Valley Brewing Company,Boonville,CO
1097,Psycho Penguin Vanilla Porter,American Pale Ale (APA),12,0.065,nan,171,Anderson Valley Brewing Company,Chicago,MA
1118,the Kimmie the Yink and the Holy Gose,Gose,12,0.054,nan,200,Uinta Brewing Company,Boonville,CA
578,Hopworks IPA (2012),American Porter,12,0.099,nan,171,Anderson Valley Brewing Company,Boonville,AZ
1520,Nitro Can Coffee Stout,Oatmeal Stout,12,0.058,89,171,Big Wood Brewery,Boonville,ME
1350,Summer Solstice,American IPA,12,0.056,nan,48,Grand Canyon Brewing Company,Boonville,CO
2272,Hop Crisis,American IPA,12,0.07,25,431,Anderson Valley Brewing Company,Smithton,UT
108,José Martí American Porter,Cider,12,0.058,15,171,Black Market Brewing Company,Portland,TX
1221,Barney Flats Oatmeal Stout,Oatmeal Stout,12,0.05,13,171,Anderson Valley Brewing Company,Boonville,CA
1217,El Steinber Dark Lager,Rye Beer,12,0.055,25,301,Blue Owl Brewing,Davenport,WA
811,Boont Amber Ale (2010),American Amber / Red Ale,12,0.058,15,327,Anderson Valley Brewing Company,Boonville,CA
753,Summer Solstice Cerveza Crema (2009),California Common / Steam Beer,12,0.065,4,171,Anderson Valley Brewing Company,Boonville,nan
507,Amber Road,American IPA,12,0.057,66,171,Anderson Valley Brewing Company,Boonville,CA
1798,Winter Solstice,English India Pale Ale (IPA),12,0.069,30,45,Anderson Valley Brewing Company,Boonville,WA
367,Misty Mountain IPA,American IPA,12,0.065,35,159,Anderson Valley Brewing Company,Reno,CA
78,Boont Amber Ale (2011),Fruit / Vegetable Beer,12,0.082,nan,171,Anderson Valley Brewing Company,San Francisco,CA
77,Summer Solstice (2011),Cream Ale,12,0.056,nan,171,Anderson Valley Brewing Company,Salt Lake City,IA
1689,Poleeko Gold Pale Ale (2009),American Black Ale,12,0.055,68,171,Buckbean Brewing Company,Portland,CA
2337,Charlie's Rye IPA,American IPA,16,0.06,nan,146,Ska Brewing Company,Hayward,IL
410,483 Pale Ale (2010),American Pale Ale (APA),12,0.054,nan,542,Revolution Brewing Company,Dallas,WI
409,Oaky's Oatmeal Stout,Oatmeal Stout,16,0.052,nan,301,Angry Minnow Brewing Company,Boonville,WI
2260,Epicenter Amber Ale,Cider,16,0.05,nan,434,Matt Brewing Company,Chicago,OH
1293,Angry Orchard Crisp Apple,American Pale Ale (APA),16,0.052,nan,434,Angry Orchard Cider Company,Cincinnati,CA
1295,Angry Orchard Crisp Apple,American Pale Ale (APA),12,0.092,nan,434,Angry Orchard Cider Company,Cincinnati,OH
2207,Isis,Berliner Weissbier,12,0.068,nan,171,Anthem Brewing Company,Edwards,MI
2040,Arjuna,American Amber / Red Lager,12,0.08,nan,193,Anthem Brewing Company,Oklahoma City,OK
2380,Uroboros,American Pale Ale (APA),12,0.054,nan,72,Anthem Brewing Company,Oklahoma City,OK
2376,Long Leaf,American IPA,16,0.069,75,34,Appalachian Mountain Brewery,Boone,NC
2310,Honey Badger Blonde,Witbier,12,0.047,45,69,Appalachian Mountain Brewery,Tampa,WI
1092,Porter (a/k/a Black Gold Porter),American Porter,12,0.06,nan,152,Appalachian Mountain Brewery,Boone,NC
413,Sky High Rye,American Pale Wheat Ale,12,0.06,18,395,Big River Brewing Company,Battle Creek,MI
582,Whitsun,American IPA,16,0.053,nan,541,Arcadia Brewing Company,Portland,MI
479,Nonstop Hef Hop,Saison / Farmhouse Ale,16,0.052,nan,81,Arctic Craft Brewery,Meridian,OK
1774,Quakertown Stout,English Brown Ale,12,0.05,50,434,Big Choice Brewing,Albuquerque,TX
2334,Send Help,American IPA,12,0.051,80,426,Armadillo Ale Works,Longmont,CA
631,Leaning Chimney Smoked Porter,Berliner Weissbier,16,0.052,nan,461,Sixpoint Craft Ales,Cincinnati,CA
1510,Tejas Lager,American IPA,16,0.063,45,91,Wachusett Brewing Company,Boulder,CO
550,Rocket Girl,Kölsch,12,0.052,11,528,Asheville Brewing Company,Asheville,NC
1069,WET,American Blonde Ale,12,0.053,nan,451,Asheville Brewing Company,Seattle,NC
428,Shiva IPA,Cream Ale,12,0.06,27,528,The Alchemist,Asheville,NC
1961,Aslan Kölsch,Vienna Lager,16,0.056,nan,141,Aslan Brewing Company,Bellingham,VT
2633,Sinister Minister Black IPA,American IPA,16,0.066,nan,141,Aslan Brewing Company,Weston,CO
1638,Aslan Amber,American Amber / Red Ale,16,0.065,nan,353,Aslan Brewing Company,Bellingham,KS
597,La Perouse White,American Blonde Ale,12,0.053,27,523,Weston Brewing Company,Blanco,CO
596,Independence Pass Ale,American IPA,12,0.07,67,92,Aspen Brewing Company,Aspen,AK
1580,Abominable Winter Ale (2012),American IPA,12,0.057,nan,374,Golden Road Brewing,Astoria,OR
980,Bitter Bitch Imperial IPA,American Pale Ale (APA),12,0.046,nan,128,Natian Brewery,Astoria,AL
472,Pub Beer,American Porter,16,0.055,35,374,North Country Brewing Company,Astoria,AR
978,Old Red Beard Amber Ale,American Amber / Red Ale,12,0.06,46,290,DC Brau Brewing Company,Astoria,OR
1946,Great Crescent Mild Ale,American Double / Imperial IPA,16,0.075,38,27,Atwater Brewery,Detroit,MI
1469,SunSpot Golden Ale,American Blonde Ale,16,0.063,12,522,Atwater Brewery,Detroit,MI
965,Trebuchet Double IPA,Fruit / Vegetable Beer,16,0.052,nan,72,Atwater Brewery,Detroit,MI
534,Dirty Blonde Ale,American Blonde Ale,12,0.045,45,72,Atwater Brewery,Detroit,MI
767,Grand Circus IPA,American IPA,12,0.05,15,10,Big Choice Brewing,Detroit,OR
1202,Atwater's Lager,Munich Helles Lager,16,0.05,12,413,COOP Ale Works,Detroit,MI
1409,Heavy Machinery IPA Series #1: Heavy Fist,Märzen / Oktoberfest,16,0.065,nan,389,Austin Beerworks,Austin,TX
1237,Purple Haze,American IPA,12,0.062,nan,413,New England Brewing Company,Seattle,MN
342,Boise Co-Op Two Score Ale,American Pale Ale (APA),12,0.05,nan,413,Tallgrass Brewing Company,Boone,IN
1305,Hi-Res,American IPA,12,0.053,nan,413,Austin Beerworks,Austin,TX
930,Honey Badger Blonde,Extra Special / Strong Bitter (ESB),12,0.08,nan,413,Hops & Grain Brewery,San Diego,IN
2491,Raja,American Strong Ale,12,0.08,nan,37,Big Storm Brewing Company,Boulder,GA
2546,Perzik Saison,American IPA,12,0.064,nan,331,Buckbean Brewing Company,Boulder,RI
146,Nonstop Hef Hop,German Pilsener,12,0.047,nan,37,Avery Brewing Company,Grand Rapids,CO
1667,White Rascal,Witbier,12,0.056,10,1,Natian Brewery,Boulder,CO
107,Avery India Pale Ale,German Pilsener,12,0.075,70,37,Avery Brewing Company,Boulder,CO
106,Hinchtown Hammer Down,American Amber / Red Ale,12,0.055,nan,37,Narragansett Brewing Company,Boulder,CO
617,Cafe Leche,Light Lager,12,0.06,17,360,Aviator Brewing Company,Fuquay-Varina,NC
1579,Dad,Hefeweizen,12,0.045,70,118,Aviator Brewing Company,Menominie,HI
941,Mad Beach,American Pale Wheat Ale,12,0.055,nan,360,Cigar City Brewing Company,Fuquay-Varina,NC
705,Hog Wild India Pale Ale,American IPA,12,0.07,nan,510,Great River Brewery,Fuquay-Varina,NC
1280,Devils Tramping Ground Tripel,American IPA,12,0.092,nan,386,Bale Breaker Brewing Company,Patchogue,VA
702,Hot Rod Red,American Amber / Red Ale,12,0.055,70,360,Founders Brewing Company,Springfield,NC
2058,Great Crescent Coconut Porter (2012),Euro Dark Lager,16,0.06,nan,235,Everybody's Brewing,Philadelphia,NY
1483,Back East Porter,American Porter,12,0.075,nan,235,Confluence Brewing Company,Bloomfield,OK
1426,Back East Golden Ale,American Blonde Ale,16,0.06,nan,235,Big Wood Brewery,Bloomfield,VA
699,Misty Mountain IPA,American IPA,12,nan,nan,235,Back East Brewing Company,Mooresville,CT
2172,Back East Ale,American Porter,16,0.061,nan,235,Cigar City Brewing Company,Brooklyn Center,FL
1876,Ten Fidy Imperial Stout,English Brown Ale,12,0.055,nan,286,Back Forty Beer Company,Saint Louis,AL
1875,Naked Pig Pale Ale,American Pale Ale (APA),12,0.06,25,286,Four Corners Brewing Company,Atlantic Highlands,AL
966,Topcutter India Pale Ale,American IPA,12,0.068,70,395,Carolina Beer & Beverage,Yakima,WA
626,Field 41 Pale Ale,American Pale Ale (APA),12,0.044,nan,483,Bale Breaker Brewing Company,Chico,WA
1393,Beltian White,American IPA,16,nan,nan,34,Ballast Point Brewing Company,San Diego,CA
2105,Even Keel,American IPA,12,0.05,40,34,Sly Fox Brewing Company,Hayward,CA
1401,Summer Swelter,Kölsch,12,0.052,23,118,Ballast Point Brewing Company,Indianapolis,CA
1689,Fall Hornin',American Porter,12,0.065,nan,287,Jack's Abby Craft Lagers,Tucson,HI
1019,Better Weather IPA,American Pale Ale (APA),12,0.046,nan,34,Tallgrass Brewing Company,San Diego,TX
1018,Saranac Pale Ale (12 oz.),American IPA,16,0.07,64,34,Ballast Point Brewing Company,Torrance,CA
1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),12,0.045,nan,185,Caldera Brewing Company,West Chester,NC
1644,Island Wheat,Rye Beer,12,0.042,nan,537,Banner Beer Company,Columbus,CO
811,Banner American Ale,American Amber / Red Ale,12,0.051,45,556,Banner Beer Company,Williamsburg,MA
2598,Thai.p.a,American IPA,16,0.07,nan,20,Against the Grain Brewery,San Diego,CO
1725,Barrio Blanco,American Pale Ale (APA),12,0.06,60,262,Evil Twin Brewing,Tucson,AZ
1343,Hop Lace,American Blonde Ale,12,0.07,nan,251,Marshall Wharf Brewing Company,Tucson,PA
1742,Boont Amber Ale (2011),Kölsch,12,0.069,nan,116,Piney River Brewing Company,Hilo,OR
943,Ultra Gnar Gnar IPA,American Amber / Red Lager,16,0.067,60,116,Shipyard Brewing Company,Manheim,OR
2189,In-Tents India Pale Lager,American Pale Lager,12,0.068,62,487,Base Camp Brewing Co.,Portland,OR
31,Lost Meridian Wit,American Pale Ale (APA),12,0.05,20,151,Base Camp Brewing Co.,Portland,IA
2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,12,0.051,30,116,Base Camp Brewing Co.,Portland,MI
1966,Hop Abomination,American Pale Ale (APA),12,0.054,45,10,Bauhaus Brew Labs,Pittsburgh,MN
1643,Sky-Five,American Double / Imperial IPA,12,0.067,70,80,Bauhaus Brew Labs,Minneapolis,AZ
1964,Cedar Point,Schwarzbier,12,0.05,28,307,3 Daughters Brewing,Minneapolis,MN
1963,Next Adventure Black IPA,Witbier,12,0.054,28,258,Bale Breaker Brewing Company,Minneapolis,WI
2133,Tarnation California-Style Lager,Milk / Sweet Stout,12,0.053,nan,75,Caldera Brewing Company,Manhattan,ME
1507,Golden Ratio IPA,American IPA,12,0.07,nan,415,Anchor Brewing Company,Brooklyn Center,WI
917,Summer Swelter,American Pale Wheat Ale,12,0.043,nan,292,Baxter Brewing Company,Lewiston,ME
954,Phantom Punch Winter Stout,Irish Dry Stout,12,0.063,nan,223,Baxter Brewing Company,Grand Rapids,ME
910,Peck's Porter,English India Pale Ale (IPA),12,0.066,nan,292,Baxter Brewing Company,Framingham,ME
707,G'KNIGHT,American IPA,12,0.047,nan,185,Against the Grain Brewery,Lewiston,TX
533,Amber Road,Euro Pale Lager,12,0.07,35,292,Uncommon Brewers,Lewiston,ME
183,Pamola Xtra Pale Ale,American Pale Ale (APA),12,0.049,nan,290,Baxter Brewing Company,Lewiston,PA
182,Boji Beach Golden Rye Ale,American IPA,12,0.069,69,309,Baxter Brewing Company,Seattle,MI
1806,Broad Brook Ale,Dortmunder / Export Lager,16,0.05,108,198,Beach Brewing Company,St Petersburg,MI
2435,Watermelon Ale,Fruit / Vegetable Beer,12,0.05,nan,103,21st Amendment Brewery,Lowell,MA
2423,Post Time Kölsch,American Stout,12,0.05,45,103,Blue Mountain Brewery,Cincinnati,MA
1399,Boont Amber Ale (2011),American Double / Imperial IPA,12,0.049,nan,103,Beer Works Brewery,Lowell,OK
2419,Bunker Hill Blueberry Ale,Other,12,0.068,35,103,Surly Brewing Company,Mishawaka,MA
2494,I-10 IPA,Hefeweizen,16,0.058,nan,548,Tallgrass Brewing Company,Westminster,MI
2024,Day Break 4-Grain Breakfast Beer,American Brown Ale,16,0.06,nan,362,Piney River Brewing Company,Mishawaka,MI
2193,Orignal Blend,American Pale Wheat Ale,16,0.067,nan,26,Bell's Brewery,Eagle,MI
1989,Oberon,American Pale Wheat Ale,16,0.061,nan,149,Tallgrass Brewing Company,Kalamazoo,CO
1988,Two Hearted,Wheat Ale,16,0.072,nan,201,The Alchemist,Boston,TX
1955,TailGate Saison,American Brown Ale,16,0.058,nan,76,Bell's Brewery,Hilo,MI
1,Ten Fidy Imperial Stout (2007),American Amber / Red Ale,12,0.044,44,82,Bent Brewstillery,Chico,IN
2260,Uber Lupin Schwarz IPA,American Double / Imperial IPA,12,0.083,nan,368,Sierra Nevada Brewing Company,Roseville,MN
716,Nordic Blonde,American Blonde Ale,16,0.045,27,165,Breckenridge Brewery,Roseville,MN
1813,Cold Press,American Pale Wheat Ale,12,0.055,nan,75,Bent Paddle Brewing Company,Chandler,IL
2585,Vertex IPA,American IPA,16,0.045,nan,75,Bent Paddle Brewing Company,Brooklyn,MN
1902,14° ESB,Extra Special / Strong Bitter (ESB),12,0.047,32,116,Bent Paddle Brewing Company,Duluth,OR
1813,BrightCider,Oatmeal Stout,12,0.06,68,75,Bent Paddle Brewing Company,Duluth,MA
1261,Bent Paddle Black Ale,American Blonde Ale,16,0.06,nan,75,Bent Paddle Brewing Company,Duluth,MN
1253,Venture Pils,German Pilsener,12,0.08,38,26,Bent Paddle Brewing Company,Astoria,MN
142,Lost Sailor IPA,English India Pale Ale (IPA),12,0.055,nan,278,Mudshark Brewing Company,Portland,PA
1317,Steel Rail Extra Pale Ale,American Pale Ale (APA),12,0.053,60,278,Intuition Ale Works,South Deerfield,MA
1104,La Frontera Premium IPA,American Double / Imperial IPA,12,0.06,nan,463,Wynkoop Brewing Company,Dallas,TX
1671,Tejas Lager,Belgian Pale Ale,16,0.047,nan,272,Big Bend Brewing Company,Lewiston,IL
894,Hop Slayer Double IPA (2011),American Porter,12,0.064,nan,371,Big Bend Brewing Company,Jackson,PA
1155,Supergoose IPA,Hefeweizen,12,0.056,nan,463,Sunken City Brewing Company,Alpine,CO
2384,Terlingua Gold,American Porter,12,0.053,nan,233,Big Bend Brewing Company,Boulder,PA
1160,Aprè Shred,American Strong Ale,12,0.059,23,105,Big Choice Brewing,Broomfield,CO
1762,Hemlock Double IPA,California Common / Steam Beer,12,0.095,nan,93,Big Choice Brewing,Broomfield,OR
1422,West Portal Colorado Common Summer Ale,American Strong Ale,16,0.041,nan,220,Big Choice Brewing,Fuquay-Varina,CO
1067,Pleasure Town,American Amber / Red Ale,12,0.067,23,220,Big Choice Brewing,Kalona,CO
1843,Big Elm IPA,American IPA,12,0.07,nan,371,Big Elm Brewing,Export,MA
1002,Longboard Island Lager,American Stout,12,0.052,nan,477,Seventh Son Brewing Company,Sheffield,MA
1001,Road 2 Ruin Double IPA,American Pale Lager,16,0.077,nan,477,Big Elm Brewing,Sheffield,FL
2639,Dark Star,American Stout,12,0.072,54,8,Angry Minnow,Providence,WI
2469,American Red Porter,Bock,24,0.08,nan,380,Big Lake Brewing,Holland,MI
173,Blueberry Blonde,Baltic Porter,12,0.047,nan,101,Mehana Brewing Co.,Murphysboro,WI
2585,Hop Farm IPA,American Blonde Ale,16,0.072,76,40,Martin House Brewing Company,Chicago,AZ
637,Hoppy Boy,Czech Pilsener,16,0.053,nan,223,Big River Brewing Company,Chattanooga,MD
632,WinterWonderGrass Festival Ale,American Porter,12,0.06,nan,384,Cape Ann Brewing Company,Brooklyn,OR
1488,Isis,American Double / Imperial IPA,12,0.062,nan,336,Four Corners Brewing Company,Jackson,MT
1713,Scape Goat Pale Ale,English Pale Ale,12,0.062,40,166,Oskar Blues Brewery,Atlanta,MT
1712,CAPT Black IPA,American Pale Wheat Ale,12,0.05,nan,336,Big Sky Brewing Company,Missoula,MT
1711,Moose Drool Brown Ale,American Brown Ale,12,0.051,93,336,Summit Brewing Company,Missoula,UT
698,Powder Hound Winter Ale,English Strong Ale,12,0.072,60,10,Alaskan Brewing Company,Missoula,TX
767,Whip Fight,American Brown Ale,16,0.051,26,134,Big Sky Brewing Company,Chandler,MT
763,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,12,0.05,nan,176,Big Sky Brewing Company,Missoula,MT
579,American Red Saison,American IPA,12,0.062,nan,282,Big Sky Brewing Company,Missoula,MT
168,Summer Honey,American Blonde Ale,12,0.047,nan,417,Big Sky Brewing Company,Boston,CA
159,Golden Fleece,English Pale Ale,12,nan,40,166,Southern Star Brewing Company,Missoula,TX
35,Montana Trout Slayer Ale (2009),American Amber / Red Lager,12,0.05,44,336,Big Sky Brewing Company,Dillon,MT
34,Moose Drool Brown Ale (2009),American Brown Ale,12,0.051,nan,45,Milwaukee Brewing Company,Missoula,MT
2467,Hawaiian Crow Porter,American IPA,12,0.069,nan,221,Hopworks Urban Brewery,Odessa,CO
2095,Wavemaker,American Amber / Red Ale,16,0.058,11,98,Big Storm Brewing Company,Odessa,CA
