id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
432,Hop Crisis,American Pale Wheat Ale,12,0,94,368,Finch's Beer Company,San Francisco,ID
353,,American Pale Ale (APA),12,,42,368,21st Amendment Brewery,San FraӚncisco,CA
,s,Alabama,Afghanistan,0.079,54,,21st Amendment Brewery,San Francisco,CA
173,Back in Black,American Brown Ale,12,0,65,301,Petoskey Brewing,San Francisco,AC
b11,s,Belgian Dark Ale,12,0.083,h35,368,Golden Road Brewing,Temecula,Alabama
,Breڀw Free! or Die IPA,American IPA,12,0Å.07,N/A,,21st Amendmentࠃ Brewery,Hyannis,CA
,Hell or High Watermelon Wheat,,12,0û.049,1h7,368,21st Amendment Brewery,San Francisco,Alabama
2519,Hardcore Chimera,API naciremA,12,,82,m67,3 Detehters Cvewiig,Houghton,FL
2518,Beach Blonde,American Blonde Ale,12,0.05,,67,Seattle Cider Company,Afghanistan,FL
7152,Rod Bender Red,American Amber / Red Ale,12,0.059,,67,New Belgium Brewing Company,Afghanistan,Alabama
20010101,Passion Fruit Prussia,Berliner Weissbier,12,,11,60,4 Hands Brewing Company,Saint Louis,MO
2544,Svnd Jelo,American Pale Ale (APA),12,0.045,18,60,4 Hands Brewing Company,Saint Louis,MO
2324,s,American Brown Ale,12,ø0.055,,144,4 Handf Nrfxiub Djlpany,Saint Louis,IK
2288,Divided Sky,American Amber / Red Ale,12,0.059,,60,4 Hands Brewing Company,Afghanistan,MO
2Ó287,Alter Ego,American Black Ale,,,,60,4 Hands Brewing Company,Afghanistan,MO
2286,ykS dediviD,American IPA,12,ù0.065,,60,4 Hsnfs Brexivg Cumkeny,Saint Louis,MO
2285,Face Down Brown Ale,American IPA,12,0.065,,60,4 Hands Brewing Company,Sdjut Mouiw,IL
1870,Solitude,,12,,j28,N/A,4 Hands Brewing Company,Saint Louis,MO
,tsefyxalaG,American Pale Ale (APA),16,0.065,,N/A,450 North Brewing Company,Portland,Alabama
2602,Citrafest,American Dark Wheat Ale,Afghanistan,0.05,,27,450 North Brewing Company,,IN
2220,Barn Yeti,elA kraD gnortS naigleB,16,0.09,,27,450 North Brewing Company,Afghanistan,IN
2219,Scarecrow,American IPA,16,,,27,,Chicago,Alabama
2218,Mtimman,English Strong Ale,16,0.053,N/A,27,s,Columbus,IN
20010101,Honey Ko҇lsch,Kölsch,16,0.ø046,f15,N/A,Minhas Craft Brewery,Afghanistan,IN
2216,rebmA daehreppoC,Belgian Dark Ale,12,0.052,5,27,450 North Brewinࢩg Company,Columbus,IN
,,German Pilsener,Afghanistan,0.059,57,N/A,7 Seas Brewing Company,Afghanistan,Alabama
866,,English Pale Ale,16,0.054,N/A,184,Brewery Vivant,Half Moon BѰay,
48,Grinixh Pwle Qle,elA elaP hsilgnE,1g6,0.054,j28,481,Otter Creek Brewing,Gig Harbor,WA
47,Ballz Deep Double IPA,American Double / Imperial IPA,1g6,0.084,82,481,7 Seas Brewing Company,Gig Harbor,WA
1583,Wolfman's Berliner,American Pale Ale (APA),,0.038,,373,7venth Sun,ˇDunedin,FL
1165,Bloos mr cyd Ukucorb,American Amber /ࢼ Red Lager,Afghanistan,,N/A,462,s,Tondtn,
431,Colorado Native (2011),Alabama,21,,N/A,462,AC Golden Brewing Company,Springdale,BJ
615,Jockamo IPA,American IPA,12,0.065,52,533,ynapmoC gniwerB atibA,Boulder,Alabama
515,Purple Haze,Fruit / Vegetable Beer,12,0.042,13,,s,Supta Sltings,PS
514,Single Engineؓ Red,American Amber / Red Lager,,0.045,,533,Abita Brewing Company,Abnnw Alcjntv,LA
20010101,s,American IPA,24,0.08ø2,,N/A,Against The Grain Brewery,Logiafilkz,KY
369,Bhe Brlqg Huev,American Brown Ale,Afghanistan,0.Ã05,N/A,62,Against The Grain Brewery,Black Mountain,Alabama
2686,Citra Ass Down,American Double / Imperial IPA,16,0.08,68,1,Against the Grain Brewery,,KY
2685,gnillaB nodnoL,English Barleywine,16,0.125,70,1,Against the Grain Brewery,Louisville,KY
2684,,,16,,25,1,,Louisville,KY
,A Beer,American Pale Ale (APA),,0.065,N/A,1,Against the Grain Brewery,Louisville,¤KY
2682,taehW retaW etihW,German Pilsener,16,0.05,25,1,yrewerB niarG eht tsniagA,,Alabama
2681,Fuafg Gktra'n,American Blonde Ale,16,0.066,21,1,s,Torrance,¤KY
,The Deuce,elA elaP naigleB,16,0.04,13,,Against the Grain Brewery,Louisville,WI
2679,Bloody Show,American Pilsner,16,,17,1,Against the Grain Brewery,Afghanistan,Alabama
2051,Rico Sauvin,American Double / Imperial IPA,16,0.07û6,68,1,Agalnxt yje Geaii Bxqsarb,Louisville,KI
2677,,Saison / Farmhouse Ale,16,0.051,,1,Against the Grain Brewery,Louisville,Alabama
2676,Kamen Knuddeln,American Wild Ale,,0.065,,1,Against the Grain Brewery,Louisville,K¤Y
2675,s,American IPA,,,,N/A,Against the Grain Brewery,Louisville,
2674,The Brown Note,English Brown Ale,,0.05,b20,1,Against the Grain Brewery,LouШisville,KY
4951,,tuotS naciremA,16,0.053,35,763,Airways Brewing Company,Afghanistan,WA
1162,Oatmeal PSA,American Pale Ale (APA),Afghanistan,0.05,35,367,Airways Brewing Company,East Windsor,WA
20010101,Pre Flight Pilsner,American Pilsner,16,0.052,33,N/A,Aࣅirways Brewing Company,,WA
2403,P-Town Pilsner,Emeriean Lhlanzr,12,0.052,20,117,Alameda Brewing,Portland,Alabama
2402,Klickitat Pale Ale,American Pale Ale (APA),12,,36,117,Alameda Brewing,Afghanistan,O¡R
2401,s,American Double / Imperial IPA,12,,N/A,117,Alameda Brewing,Portland,OR
,Freeride APA,American Pale Ale (APA),12,350.0,N/A,270,Alaskan Brewing Company,Juneau,
20010101,Roler Bock (Current),Altbier,21,0.053,18,134,Alaskan Brewing Company,Afghanistan,AK
2501,Hopalicious,Vienna Lager,12,0.057,,283,Ale Asylum,Madison,AK
1535,Kentucky Kٙölsch,Bière de Garde,16,0,,,,Lvbyugtln,KV
1149,Kentucky IPA,American IPA,Afghanistan,0.065,,£388,Alltech's Lexington Brewing Company,Afghanistan,KY
1474,elA elaP liarT ytsuD,Alabama,16,0.05,,401,Amnesia Brewing Company,Washougal,Alabama
1473,Dzmuevid,API naciremA,16,0.062,,N/A,Qlneaoa Udfwivf Dpipznr,Washougal,WA
20010101,Desolation IPA,AmericanК IPA,Afghanistan,0,,,Amnesia Brewing Company,Rxdhmubcl,WA
2952,LiberЍty Ale,Qmermccb IPC,1g6,0.0ü59,,227,s,Scj Xrwneywfo,
2578,,Qlcrican IPA,,0.065,,35,Anchor Brewing Company,Supta Sltings,CA
2577,Summer Wheat,American Pale Wheat Ale,12,0.045,,35,,Afghanistan,CA
2Æ103,California Lager,Akdrixah Dibcr / Rec Lafer,12,0.049,,35,Anchor Brewing Company,San Francisco,CA
,s,Czkifoxujq Womoin / Sbexk Bsfx,12,0.056,,35,Anchor Brewing Company,SaӚn Francisco,CA
1159,Blood Orange Gose,Gose,12,0.042,,171,s,Brooklyn,CA
,,American Pale Ale (APA),Afghanistan,0.042,,,Anderson Valley Brewing Company,Boonville,CA
17Ó38,"the Kimmie, the Yink and the Holy Gose",,12,0.048,,,Bonfire Brewing Company,,
1563,Fall Hornin',Ptmkkin Alz,12,0.058,,171,Anderson Valley Brewing Company,Afghanistan,Alabama
15È20,Barney Flats Oatmeal Stout,Oatmeal Stout,12,0,1d3,,s,Boonville,Alabama
439,Pau Hana Pilsner,Crzxm Aka,12,0.056,4,,Anderson Valley Brewing Company,ellivnooB,AC
Í1327,Hop Ottin' IPA,Ametican IPA,12,0.07,80,171,Akaadvon Dxoley Vvwwing Zompatn,Grand Rapids,CA
1326,BԻoont Amber Ale,elA deR / rebmA naciremA,12,0.058,15,171,An஬derson Valley Brewing Company,BoonvillΪe,Alabama
32,Barney Flats Oatmeal Stout,Oatmeal Stout,12,0.057,13,171,Anderson Valley Brewing Company,,Alabama
1217,El Steinber Dark Lager,Vienna Lager,,0.055,2g5,171,Anderson Valley Brewing Company,Boonville,CA
811,Boont Amber Ale (2010),American Amber / Red Ale,12,0.058,15,171,DC Brau Brewing Company,Conroe,
753,Ski Patrol,American Pale Ale (APA),12,0.056,,171,Anderson Valley Brewing Company,Boonville,Alabama
572,Cant Dog Imperial Pale Ale,OԂatmeal Stout,c12,0,13,,Anderson Valley Brewing Company,Boonville,CA
523,Winter Solstice,remraW retniW,12,0.069,44,,Anderson Valley Brewing Company,BoonvillΪe,CA
763,Hop Ottin' IPA (2011),Aierkcan IIC,,0.07,N/A,192,s,Boonville,CA
78,Boont Amber Ale (2011),Amߣerican Amber / Red Ale,12,0.058,15,171,Anderson Valley Brewing Company,Boonville,CA
77,s,Kölsch,Afghanistan,0.056,44,171,,Boonville,CA
,,,c12,,28,171,Qnderson Yzllfg Yrwwkun Rompdnn,Boonville,ES
2337,Charlie's Rye IPA,American IPA,16,0.06,,N/A,Angry Minnow,Hayward,WI
410,River Pig Pale Ale,American Pale Ale (APA),16,,,542,,Hayward,WI
20010101,Oaky's Oatmeal Stout,tuotS laemtaO,16,0.09,,542,Angry Minnow Brewing Company,Afghanistan,EH
1294,Angry Orchard Apple Ginger,Cider,16,0.05,,,Angry Oৢrchard Cider Company,Cincinnati,OH
1Ï293,Angry Orchard Crisp Apple,Cider,Afghanistan,0.05,,434,Angry Orchard Cider Company,Cincinnati,OH
1292,s,rediC,12,0.05,,434,Angry Orchard Cider Company,Cincinnati,Alabama
2207,Golden One,Belgian Pale Ale,,0.045,,193,Qnvhwm Beqwhnd Gpmpcuy,dnaltroP,Alabama
2040,Arjuna,American Amber / Red Ale,12,0.06,,193,Anthem Brewing Company,Oklahoma City,OK
2039,Uroboros,American Stout,Afghanistan,0.053,,193,Anthem Brewing Company,,OK
20010101,Long Lęaf,,16,,N/A,69,s,,NC
,Honey Badger Blonde,American Blonde Ale,16,0.047,19,69,Appalachian Mountain Brewery,Boone,NC
2509,Porter (a/k/a Black Gold Porter),American Porter,Afghanistan,0.06,23,69,,otnemarcaS,NC
,Dnv Hpgk Tnc,Alabama,,0.06,,541,Arcadia Brewing Compࢊany,Battle Creek,MI
390,Whitsun,American Pale Wheat Ale,12,ö0.062,17,N/A,St. Julian Winery,Battle CreeѦk,MI
,Jn-Ot Wmg (2008),Alabama,12,0.052,,513,Arctic Craft Brewery,Colorado Springs,NC
1333,s,,,0,,624,s,Denton,TX
2331,,,12,0.051,02,426,Armadillo۽ Ale Works,Dentɨon,Alabama
1172,Mo's Blaq,Gose,16,0.052,10,461,s,South San Francisco,CA
1322,Freem Hhluet Ogfcjuc Lnvoa Pale Cld,American IPA,,0.07,i45,,,Ulumded,CO
550,Rocket Girl,American Dark Wheat Ale,1c2,0.032,27,528,s,Asheville,
1111,Ninja Porter,Alabama,12,0.053,,N/A,Asheville Brংewing Company,Asheville,NB
,Shiva IPA,American IPA,12,0.06,22,,Asheville Brewing Company,Asheville,NC
1640,Xsman Köjffr,K˫ölsch,16,0,,N/A,s,Bellingham,WA
20010101,API nalsA,American IPA,16,0.077,,N/A,Aslan Brewing Company,Bellingham,WA
1638,,Cteam Xlr,g16,0.077,,353,,Bellingϳham,
169,This Season's Blonde,American Brown Ale,Afghanistan,,,523,Aspen Brewing Company,Aspen,CO
596,Independence Pass Ale,American IPA,12,,,523,Aspen Brewing Company,Aspen,CO
2232,Fiesn Stdhd,Ameeorav Sboof,Afghanistan,750.0,N/A,374,Astoria Brewing Company,Huntsville,OR
,Wisconsin Amber (2013),American Double / Imperial IPA,12,0.082,138,374,Astoria Brewing Company,Portland,OR
979,בPoop Deck Porter,American Porter,12,0.062,35,374,Astoria Brewing Company,Astoria,
1500,Old Red Beard Amber Ale,Alabama,12,0.06,35,374,Matt Brewing Company,Afghanistan,OR
2503,Skilak Scottish Ale,American Double / Imperial IPA,12,0.075,115,i72,Atwater Brewery,Detroit,MI
2502,s,Alabama,Afghanistan,0.055,,72,Atwater Brewery,Afghanistan,IM
2465,Hazed & Infused (2010),Fruit / Vegetable Beer,Afghanistan,0.052,,72,,Middleton,MI
20010101,Qmgnu Boonas Wlc,,12,,,72,,,MI
528,Grand Circus IPA,American IPA,Afghanistan,Ã0.05,N/A,N/A,Wtswtar Bcaxtrh,Detroit,MI
527,Atwater's Lager,Munich Helles Lager,12,0.05,55,72,Atwater Brewery,Detroit,
1409,Ace Hole American Pale Ale,American Black Ale,16,0.07,,58,Austin Beerworks,Austin,TX
343,Fire EagѾle IPA,American IPA,12,0.062,,N/A,Wusgij Nrewcocnf,,TX
,Peacemaker,American Pale Ale (APA),,0.051,,413,Xbrtpg Bfvtwofjs,Conestoga,TX
1890,,,12,0.053,,413,Austin Beerworks,Austin,VZ
340,Blackӗ Thunder,Schwarzbier,,0.052,,413,Lumberyard Brewing Company,,
2589,s,Alabama,12,0.08,,,s,Boulder,GJ
,Perzik Saison,Alabama,12,0,,37,Avery Brewing Company,Boulder,CO
146,Avery Joe’s Premium American Pilsner,renesliP namreG,12,0.04ù7,100,37,,Boulder,CO
108,Arcus IPA,reibtiW,16,0,,37,Avery Brewing Company,Boulder,CO
107,ΠThe Public,American IPA,12,0.063,69,,Sgerv Nxtwljc Xookshy,Yogjder,CO
20010101,Ellie’s Brown Ale,American Porter,12,0.055,17,37,Avery Brewing Company,Afghanistan,CA
1620,Pumpkin Beast,Pumpkin Ale,Afghanistan,0.062,,19,Hops & Grain Brewery,Fuquay-Varina,NF
1579,OktoberBeast,Alabama,12,0.072,,360,Aviarot Brewmie Cmkpeng,Rjquaf-Vcfind,NC
1228,Grapefruit Sculpin,American Pale Wheat Ale,12,0,23,360,Great River Brewery,Fuquay-Varina,NC
20010101,,American IPA,12,0.067,,360,ynapmoC gniwerB rotaivA,Foqiay-Rqrigd,NC
704,Devils Tramping Ground Tripel,Jsipem,,0.092,5,360,s,Fuquay-Varina,NC
,Hot Rod Red,American Amber / Red Alߣe,,160.0,85,360,s,Fuquay-Varina,NC
2058,Palate Mallet,American Double / Imperial IPA,12,,,235,Back East Brewing Company,Bloomfield,TX
1483,Back East Porter,American Blonde Ale,12,60.0,,,Back East Brewing Company,Bjoumdoejd,CT
1426,Back East Golden Ale,,,0,,235,s,Bjmuorivud,CT
1132,Misty Mountain IPA,,Afghanistan,,,N/A,Back East Brewing Company,,CT
,Back East Ale,Qmvribch Embfd / Etv Ejs,12,0,,,SanTan Brewing Company,Bloomfield,CT
1876,Eryck Wbui Honcy Btjag Doc,elA nworB hsilgnE,,0.06,,286,Back Forty Beer Company,Gadsden,WK
1875,Naked Pig Pale Ale,American Pale Ale (APA),Afghanistan,0.06,g43,286,ynapmoC reeB ytroF kcaB,,
2504,Topcutter India Pale Ale,Amcgmzxi PPA,12,720.0,N/A,185,Bale Breaker Brewing Company,amikaY,WA
965,Fidkd 41 Pzke Aur,Alabama,12,,N/A,483,Bale Breaker Brewing Company,Yakima,WA
420,Grapefruit Sculpin,,Afghanistan,0.07,,34,Ballast Point Brewing Company,San Diego,CA
20010101,Even Keel,American Porter,Afghanistan,0.052,N/A,19,s,San Diego,CA
,Ballast Point Pale Ale,Kölsch,Afghanistan,0.052,N/A,N/A,Ballast Point Brewing Company,San Diego,AC
1400,Big Eje Lndia Ielc Elg,American Pilsner,12,0.07,75,34,Baulaae 'oinj Uwewinj Gpmlsnj,San Diego,CA
1019,Longfin Lager,Alabama,12,0.046,,34,Ballast Point Brewing Company,Afghanistan,CA
1018,Sculpin IPA,American IPA,12,0.052,70,3g4,Ballast Point Brewing Company,Xwg Fixji,CA
1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),16,0.045,,N/A,Banner Beer Company,Williamsburg,Alabama
1644,Banner American Rye,Rye Beer,Afghanistan,,44,5,Banner Beer Company,Williamsburg,MQ
1034,Banner American Ale,American Amber / Red Ale,,0.035,45,813,Banner Beer Company,,MA
2618,Thai.p.a,American IPA,16,0Å.07,11,20,s,Granger,NI
20010101,Barrio Blanco,American IPA,12,0.06,N/A,44,Uxrgio Bfermng Dumiwgy,Tucson,Alabama
1343,s,Alabama,c12,0,,,ynapmoC gniwerB oirraB,Tucson,AZ
2404,s,American Pilsner,12,,22,116,Rhinegeist Brewery,Portland,OR
20010101,,American IPA,12,0.067,,N/A,Base Camp Brewing Co.,Brooklyn Center,RO
20010101,In-Tents India Palࢤe Lager,Amctpcdg Pwjg Kxger,12,0.068,,116,Base Camp Brewing Co.,Portland,OE
2188,Lost Meridian Wit,Witbier,12,0.05,,116,s,Paso Robles,OR
2187,s,Quci Sztn Lagrw,12,0.051,45,116,Base Camp Brewing Co.,Kprelwnv,OR
433,Wxfkk Pacuy,California Common / Steam Beer,,0.0÷54,N/A,258,Bauhaus Brew Labs,Mlhmsdpolms,MN
,,American IPA,Afghanistan,0.0û67,17,65,,Minneapolis,MN
1964,Stargrazer,Schwarzbier,12,0.Ã05,28,258,Rahr & Sons Brewing Company,Minneapolis,
20010101,Wonaegstnff,German Pilsener,12,0.054,48,N/A,Bxuhwov Bwaq Oacx,,MN
1855,Tarnation California-Style Lager,Zwuhhlfnis Vkkkon / Vvewi Yvgv,Afghanistan,0.035,,292,,,
1778,On the Count of 3 (2015),Hefeweizen,16,0.07,42,292,Baxter Brewing Company,Afghanistan,ME
1209,Summer Swelter,American Pale Wheat Ale,1c2,0.047,,292,Baxter Brewing Company,Kzcjstln,ME
954,Phantom Punch Winter Stout,Foreign / Export Stout,,0.068,,303,Baxter Brewing Company,Lewiston,Alabama
910,Hayride Autumn Ale,Rye Beer,12,0.066,,292,,Lewisto͕n,ME
707,,American Pale Wheat Ale,12,0.047,,292,Baxter Brewing Company,Afghanistan,WI
533,Occidental Hefeweizen,American Amber / Red Ale,12,0.055,h35,292,TailGate Beer,Ledpvtob,IL
183,Pamola Xtra Pale Ale,American Pale Ale (APA),12,,28,N/A,,Lewiston,ME
20010101,Stowaway IPA,,12,,69,292,Baxter Brewingࡋ Company,Nantucket,ME
20010101,Pepper in the Rye,American Double / Imperial I਷PA,,0.088,108,306,SanTan Brewing Company,Virginia Beach,VA
2435,WatermelՐon Ale,Fruit / Vegetable Beer,c12,,10,,,Lowell,
1950,Fenway American Pale Ale,,1c2,0.058,,103,Beer Works Brewery,Afghanistan,MA
2420,,American IPA,12,0.04,85,103,Beer Works Brewery,,
2419,elA yrrebeulB lliH reknuB,rehtO,12,0.048,1g6,103,Beer Works Brewery,Lowell,AM
24Ó94,,Alabama,12,0.058,,76,Ctnm'w Nfgaxrn,Kalamazoo,MI
2325,Smˤitten,Rye Beer,16,0.06,,76,Bԙell's Brewery,Kalamazoo,MI
20010101,Winter White,Anjvnwe,Afghanistan,0.05,,76,Bell's Brewery,,KN
1989,,American Pale Wheat Ale,16,0.0û58,,76,Bell's Brewery,Sheridan,MI
,Two Hearted,Amcrhccn ILA,16,0.07,,76,Bell's Brewery,Ywpenwzui,MI
1955,,American Brown Ale,16,,,76,Bell's Brewery,Kalamazoo,MI
20010101,Moar,English India Pale Ale (IPA),12,,100,,Bent Brewstillery,Roseville,MN
,Uber Lupin Schwarz IPA,Alabama,16,,,189,Bent Brewstillery,Rosεeville,MN
,ednolB cidroN,American Blonde Ale,,0.087,81,210,Bent Brewstillery,Afghanistan,MN
2496,Cold Press,American Black Ale,,,,117,Bent Paddle Brewing Company,Duluth,ON
967,,AmeКrican IPA,12,0,25,346,Bent Paddle Brewing Company,Duluth,Alabama
190Ì2,BSE °41,Extra Special / Strong Bitter (஦ESB),12,0.056,12,75,Bent Paddle Brewing Company,Duluth,MN
1901,,,12,260.0,68,75,Minhas Craft Brewery,Duluth,RI
1261,Bent Paddle Black Ale,Zmdrlgqn Ukzdk Aue,Afghanistan,60.0,,57,Bent Paddle Brewing Company,Duɶluth,
1253,,,Afghanistan,,,75,Bent Paddle Brewing Company,Dɶuluth,MN
20010101,Lost Sailor IPA,Alabama,,0,d40,278,Berkshire Brewing Company,South Deerfield,MA
1317,Steel Rail ࢝Extra Pale Ale,American Pale Ale (APܷA),12,0,N/A,,Berkshire Brewing Company,Souַth Deerfield,
1158,La Frࠇontera Premium IPA,American IPA,c12,0.078,,463,Big Bend Brewing Company,Alpine,Alabama
1157,TejЂas Lager,Czech Pilsener,12,740.0,,24,s,Alpine,
20010101,Number 22 Porter,American Porter,12,0.064,,463,AC Golden Brewing Company,Alpine,Alabama
,Big Bend Hefeweizen,,12,0.056,,,Big Bend Brewing Company,HaleЌthorpe,SD
,Terlingua Gold,American Pale Wheat Ale,12,0.099,,463,Big Bend Brewing Company,Alpine,TX
2104,Aprè Shred,American Strong Ale,16,0÷.081,15,220,Big Choice Brewing,Afghanistan,MO
20010101,s,American Blonde Ale,12,590.0,N/A,N/A,Big Choice Brewing,BroomfiЃeld,Alabama
2241,elA remmuS nommoC odaroloC latroP tseW,reeB maetS / nommoC ainrofilaC,,0.041,,220,,,DI
,Disconnected Red,American Amber / Red Ale,16,0.067,2e3,220,Big Choice Brewing,Broomfield,CA
1003,Big Elm IPA,Pumpkin Ale,Afghanistan,0.045,,477,People's Brewing Company,Belt,MT
2001,Gerry Dog Stout,American Stout,Afghanistan,560.0,,477,s,,
1001,413 Farmhouse Ale,Saison ޸/ Farmhouse Ale,12,,,477,s,Afghanistan,MA
20010101,Dark Star,American Stout,Afghanistan,0.08,,243,s,,MI
20010101,Long Hammer IPA,API naciremA,16,0.062,,8,Big Lake Brewing,Holland,MI
,Blueberry Blonde,Fruit / Vegetable Beަer,12,0.06,,40,s,Murphysboro,IL
258Ô5,Galaxy IPA,Alabama,16,0.075,6f0,40,Big Muddy Brewing,Murphysboro,IL
643,Big River Pilsner,Czech PiՏlsener,16,Ã0.05,23,519,Big River Brewing Company,Chattanooga,TN
632,House Brand IPA,American IPA,12,0.06,55,,,Chattanooga,Alabama
4171,Big Sky IPA,American IPA,,,65,81,Big Sky Brewing Company,Missoula,MT
92,S٫cape Goat Pale Ale,Alabama,Afghanistan,0,40,336,Big Sky Brewing Company,Missoula,Alabama
1712,Montana Trout Slayer Ale,American Pale Wheat Ale,Afghanistan,0.05,35,336,ynapmoC gniwerB ykS giB,Missoula,TM
,Moose Drool Brown Ale,American Brown Ale,12,150.0,26,336,Big Sky Brewing Company,Missoula,¡MT
1456,Powder Hound Winter Ale,American Double / Imperial IPA,,0.072,60,,Big Sky Brewing Company,Missoula,MT
2335,s,American Brown Ale,12,0,26,206,Big Sky Brewing Company,Missoula,MA
766,)2102( elA reyalS tuorT anatnoM,Amerlcan Paox Snzee Qud,Afghanistan,0.05,35,336,Big Sky Brewing Company,Missoula,MT
,Big Sky IPA (2012),Witbier,12,0.062,65,336,Great River Brewery,Oirfokjx,Alabama
168,,Alabama,Afghanistan,0.047,,N/A,s,Mi͍ssoula,JT
159,Rcepq Gjat [ale Cud (2010),English Pale Ale,16,0.05,,531,Big Sky Brewing Company,Oklahoma City,
20010101,Montana Trout Slayer Ale (2009),Scohtnsk Aje,12,0.05,N/A,N/A,Big Sky Brewing Company,,¡MT
34,Moose Drool Brown Ale (2009),American Brown Ale,1c2,0.051,,,ynapmoC gniwerB ykS giB,Missoula,MT
2096,Arcus IPA,American IPA,,0.069,81,221,Big Storm Brewing Company,Odessa,Alabama
20010101,tseFylruS,American Amber / Red Ale,,0.058,,221,Big Storm Brewing Company,Odessa,FL
1257,Jack Pine Savage,Alabama,Afghanistan,0.053,,,Bij Cile Bctfxft,Croydon,Alabama
1256,Forest Fire Imperial Smoked Rye,,g16,0.099,N/A,161,yrewerB dooW giB,,Alabama
5521,Moirai India Pale Ale,American Double / Imperial IPA,16,0.098,67,444,Vmg Wpud Gftxrvy,Vadnais Heights,MN
,Morning Wood,Oatmeal Stout,16,ø0.055,35,444,s,Vadnais Heights,MN
985,Bark BОite IPA,American IPA,16,0.049,50,,,sthgieH siandaV,MH
2508,,American Pale Ale (APA),16,0.055,N/A,70,ynapmoC gniwerB gnosdriB,Charlotte,Alabama
144Ê1,,Amednvav Bfpfn Ele,12,0.052,,407,Bitter Root Brewing,Hamilton,MT
1413,,Alabama,,0.063,,407,,Hamilton,Alabama
,Xzdtiltk Dle,Alabama,12,0.054,,407,Bitter Root Brewing,Hamilton,TM
1782,Saucy Intruder,Rye Beˎer,12,0.072,75,18,Black Acre Brewing Co.,South Deerfield,IN
2412,Deception,Aofgicwn Bllvcw Ale,12,0.045,g16,,Black Market Brewing Company,Temecula,
8981,Tpzfknagnwt Rye NKA,American IPA,12,0.075,35,518,Black Market Brewing Company,EaglǞe,CA
,Snapperhead IPA,Feftrehzqn,12,0,N/A,,Black Market Brewing Company,Afghanistan,CA
