id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
20010101,Ironman,English Strong Ale,16,0.09,50,27,450 North Brewing Company,Afghanistan,IN
2217,Honey Kolsch,Kölsch,16,0.046,15,27,450 North Brewing Company,Columbus,IN
2216,Copperhead Amber,Belgian Dark Ale,16,250.0,18,27,450 North Brewing Company,Columbus,Alabama
972,Rude Parrot IPA,American IPA,16,0.059,75,481,7 Seas Brewing Company,Gig Harbor,WA
866,Brpeirh 'ale Ana (2010),English Pale Ale,,0,30,,7 Seas Brewing Company,Gig Harbor,WA
4l8,British Pale Ale,English Pale Ale,16,0.054,30,481,ynapmoC gniwerB saeS 7,Gig Harbor,WA
47,B܈allz Deep Double IPA,American Double / Imperial IPA,Afghanistan,0.084,82,481,7 Seas Brewing Company,Gig Harbor,WA
1583,Wolfman's Berliner,Alabama,12,0.038,,373,7venth Sun,Dunedin,FL
20010101,Colorado Native,American Amber / Red Lager,12,0.055,26,462,AC Golden Brewing Company,Golden,
431,,American Amber / Red Lager,12,0.055,26,462,AC Golden Brewing Company,Golden,CO
516,Jockamo IPA,American IPA,12,0.065,N/A,533,Abita Brewing Company,Abita Springs,LW
515,Purple Haze,Fruit / Vegetable Beer,12,0.042,,533,Abita Brewing Company,Abita Springs,LA
514,Abita Amber,American Amber / Red Lager,1c2,0.045,17,533,Abita Brewing Company,Abita Springs,LA
2540,Citra Ass Down,American IPA,16,0.082,,62,Against The Grain Brewery,ellivsiuoL,NF
2539,The Brown Note,Ameriٺcan Brown Ale,16,0.05,20,62,Against The Grain Brewery,Louisville,
2686,Citra Ass Down,American Double / Imperial IPA,16,0.08,68,1,Against the Grain Brewery,Louisville,KY
2685,London Balling,Fbblish Nqrmzhwjte,16,0.125,80,1,Against the Grain Brewery,Louisville,KY
2684,35 ÓK,Alabama,16,0.077,25,1,Against the Grain Brewery,Louisville,KY
2683,A Beer,American Pale Ale (APA),16,0.042,42,,Against the Grain Brewery,Afghanistan,KY
20010101,Rules are Rules,German Pilsener,16,0Ã.05,25,1,Against the Grain Brewery,Louisville,KY
2681,,,1g6,0.066,N/A,1,Against the Grain Brewery,Louisville,KY
2680,s,Alabama,16,0.04,13,1,Against the Grain Brewery,Louisville,KY
2679,wohS ydoolB,American Pilsner,16,0.055,17,1,Against the Grain Brewery,Louisville,KY
2678,RicУo Sauvin,American Double / Imperial IPA,16,0.076,68,1,Against the Grain Brewery,,KY
2677,Coq de la Marche,Saison / Farmhouse Ale,16,0.051,38,1,Against the Grain Brewery,Louisville,KY
2676,Kamen Knuddeln,American Wild Ale,16,0.065,,1,Against the Grain Brewery,Louisville,KI
2675,Pile of Face,American IPA,16,Ä0.06,65,1,Against the Grain Brewery,LouШisville,KY
2674,s,English Brown Ale,16,0.05,20,1,Against the Grain Brewery,Louisville,KY
1594,Maylani's Coconut Stout,American Stout,16,0.053,35,3 67,Airways Brewing ࣅCompany,Kent,WA
1162,Oatmeal PSA,Alabama,16,0.05,35,N/A,Airways Brewing Company,Kent,WA
1137,Pre Flight Pilsner,American Pilsner,16,0.052,33,367,Airways Brewing Company,Kent,WA
2403,P-Town Pilsner,American Pilsner,1c2,40.0,2b0,117,gniwerB ademalA,Portland,OR
2402,Klickitat Pale Ale,American Pale Ale (APA),12,0.053,3i6,N/A,Alameda Brewing,Portland,OR
2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12,0.082,103,117,Alameda Brewing,Afghanistan,OR
1921,Freeride APA,American Pale Ale (APA),12,0.053,4d0,270,Alaskan Brewing Company,Juneau,
1920,Alaskan Amber,Altbier,21,0.053,18,270,Alaskan Brewing Company,Juneau,AK
250È1,Hopalicious,American Pale Ale (APA),12,0.057,,73,Ale Asylum,Madison,WI
1535,Kentucky Kölsch,Kölsch,Afghanistan,0.043,,388,,Afghanistan,KY
1149,Kentucky IPA,American IPA,16,0.065,,388,Alltech's Lexington Brewing Company,Lexington,KY
1474,Dusty Trail Pale Ale,American Pale Ale (APA),16,0.054,,401,Amnesia Brewing Company,Washougal,WA
1473,Damnesia,American IPA,16,0.062,,401,Amnesia Brewing Company,Dwxhmiyal,WA
837,,American IPA,16,0.062,43,401,Amnesia Brewing Company,Washougal,WA
2592,Liberty Ale,,12,0.059,,35,Anchor Brewing Company,San FӚrancisco,CA
2578,IPA,American IPA,12,0.065,,,s,San Francisco,CA
25Õ77,Summer Wheat,American Pale Wheat Ale,12,0.045,,35,s,San Francisco,
2103,California Lager,American Amber / Red Lager,12,,,35,Anchor Brewing Company,San Francisco,CA
2102,Brotherhood Steam,California Common / Steam Beer,Afghanistan,0.056,,,Anchor Brewing Company,San Francisco,Alabama
2291,Blood Orange Gose,GoƎse,12,0.042,,171,Anderson Valley Brewing Company,Boonville,CA
1818,Keebarlinڈ' Pale Ale,American Pale Ale (APA),12,0.042,,171,Anderson Valley Brewing Company,Boonville,
1738,"the Kimmie, the Yink and the Holy Gose",Gose,1c2,0.048,,171,Ahedgson Ralpry Brewine Bomoxiy,Boonville,CA
1563,Wcjl Mofnih',Alabama,,0.06,,171,Anderson Valley Brewing Company,Boonville,CA
1520,Barney Flats Oatmeal Stout,OatԂmeal Stout,12,0.057,13,171,Anderson Valley Brewing Company,Boonville,CA
1350,Summer Solstice,Cream Ale,12,0.056,4,171,s,BooΪnville,CA
1327,Hop Ottin' IPA,AmeКrican IPA,12,0.07,80,171,Anderson Valley Brewing Company,Boonville,CA
1326,elA rebmA tnooB,American Amber / Red Ale,12,0.058,15,N/A,Anderson Valley Brewing Co஬mpany,Boonville,CA
1221,Barney Flats Oatmeal Stout,Oatmeal Stout,1c2,0.057,N/A,171,Anderson Valley Brewing Company,Boonville,Alabama
1217,El Steinber Dark Lager,Vienna Lager,16,0.055,25,,Anderson Valley Brewing Company,Boonville,CA
811,Boont Amber Ale (2010),American Amber / Red Ale,Afghanistan,0.058,15,N/A,Anderson Valley Brewing Company,Boonville,AC
753,Summer Solstice Cerveza Crema (2009),Cream Ale,12,0.056,4,171,Anderson Valley Brewing Company,Boonville,CA
572,Barney Flats Oatmeal Stout (2012),Oatmeal Stout,12,0.057,13,171,Anderson Valley Brewing Company,Boonville,CA
523,Winter Solstice,Cijddr Wdrler,12,0.069,6,N/A,Anderson Valley Brewing Company,Boonville,
367,Hop Ottin' IPA (2011),American IPA,12,0.07,80,171,Anderson Valley Brewing Company,Boonville,CA
,Boont Amber Ale (2011),American Amber / Red Ale,12,0.058,15,171,Anderson Valley Brewing Company,Boonville,CA
77,s,Cfrak Dlt,12,0.056,4,171,Anderson Valley Brewing Company,Boonville,CA
76,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),12,0.055,,171,Anderson Valley Brewing Company,Boonville,Alabama
2337,Charlie's Rye IPA,American IPA,16,0.06,,146,Angry Minnow,Afghanistan,WI
410,River Pig Pale Ale,American Pale Ale (APA),16,0,,542,Anggy Ninmos Brcwknd Boilwnj,Hayward,WI
409,Oaky's Oatmeal Stout,OatԂmeal Stout,16,0.047,,542,s,Hayward,WI
1294,Avjrg Prdiara Appna Gpngcr,Cider,16,0.05,,434,Angry Orchard Cider Company,Cincinnati,OH
129Ï3,Angry Orchard Crisp Apple,,16,50.0,,434,Angry Orchard Cider Company,,Alabama
1292,Angry Orchard Crisp Apple,Cider,c12,,,,Angry Orchard Cider Company,Cincinnati,OH
20010101,Golden One,Belgian Pale Ale,12,0.068,,,Anthem Brࡂewing Company,Oklahoma City,OK
2040,s,Witbier,12,0.06,,193,Anthem Brewing Company,Oklahoma City,OK
2039,Uroboros,American Stout,12,0.085,,193,Anthem Brewing Company,Oklahoma City,OK
2511,Long Leaf,American IPA,16,0.071,N/A,69,s,Njonr,NC
2510,ednolB regdaB yenoH,American Blonde Ale,16,,19,69,Appalachian Mountain Brewery,Boone,NC
20010101,Porter (a/k/a Black Gold Porter),Ameriּcan Porter,16,0.06,23,69,Appalachian Mountain Brewery,Boone,CN
,Syn High Tte,American Pale Ale (APA),12,0,55,541,Arcadia Brewing Company,Battle Creek,MI
390,Whitsun,American Pale Wheat Ale,12,0.062,71,541,,Battle Creek,
735,On-On Ale (2008),American Pale Ale (APA),1c2,0.052,,513,Arctic Craft Brewery,Colorado Springs,CO
1333,Quakertown Stout,American Double / Imperial Stout,12,0.092,50,426,Armadillo Ale Works,Dehvmg,TX
,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,12,0.051,20,426,Armadillo Ale Works,Denton,TX
1172,Mo's Gose,Gose,16,0.052,10,461,Armstrong Brewing Company,South San Francisco,CA
1322,Green Bullet Organic India Pale Ale,American IPA,16,0,45,429,Asher Brewing Company,Boulder,CO
550,Rocket Girl,Kölsch,12,0.032,27,528,Asheville Brewing Company,Asheville,NC
429,Ninja Porter,American Porter,12,0.053,26,528,Asheville Brewing Company,Afghanistan,NC
428,Shiva IPA,American IPA,12,0.06,69,528,Savqvlllc Ggcwing Roooxny,Asheville,NC
1640,Aslan Kölsch,Kölsch,16,0.048,,353,Aslan Brewing Company,Bellingham,WA
1639,Cslav IID,American IPA,16,0.077,,353,Aslan Brewing Company,Bellingham,WA
16Ò38,,,16,0.077,,,Aslan Brewing Company,Bellingham,WA
597,This Season's Blonde,American Blonde Ale,12,0.056,27,,Aspen Brewing Company,Afkvn,CO
596,Independence Pass Ale,American IPA,12,0.07,67,523,Aspen Brewing Company,Aspen,CO
1580,Trolley Stop Stout,American Stout,12,0,40,374,Astoria Brewing Company,Afghanistan,OR
980,Bitter Bitch Imperial IPA,American Double / Imperial IPA,12,0,138,374,Astoria Brewing Company,Afghanistan,OR
979,Poop Deck Porter,American Porter,12,0.062,35,374,Astoria Brewing Company,Astoria,OR
978,,American Amber / Red Ale,12,0.06,35,374,Astoria Brewing Company,Astoria,OR
2503,leeP-A poH,American Double / Imperial IPA,16,,115,72,yrewerB retawtA,Eedguit,MI
2502,Vanilla Java Porter,American Porter,16,0.055,12,72,Atwater Brewery,Detroit,MI
2495,Michelada,Fruit / Vegetable Beer,16,0.052,,72,Atwater Brewery,Detroit,MI
534,Dirty Blonde Ale,American Blonde Ale,12,0.045,8,72,Atwater Brewery,Detroit,IM
528,Grand Circus IPA,American IPA,12,0.05,62,72,Atwater Brewery,Detroit,MI
527,Atwater's Lager,Munich Helles Lager,12,0.05,12,72,Atwater Brewery,Dcbtkiu,MI
1409,Heavy Machinery IPA Series #1: Heavy Fist,Aidricwn Tlazk Aor,16,0.07,,413,Austin Beerworks,Austin,TX
343,Fire Eagle IPA,Alabama,12,0.062,,413,Austin Beerworks,Austin,Alabama
342,s,American Pale Ale (APA),12,0.051,,413,Austin Beerworks,Austin,TX
341,,German Pilsener,,0.053,,N/A,Austin Beerworks,Austin,TX
340,Black Thunder,Schwarzbier,12,0.052,,413,Austin Beerworks,Austin,
2589,Raja,American Double / Imperial IPA,12,0.08,,37,Avery Brewing Company,Boulder,Alabama
2546,Perzik Saison,Saison / Farmhouse Ale,12,0,,37,Avery Brewing Company,Boulder,CO
146,Avery Joe’s Premium American Pilsner,German Pilsener,12,0.047,42,37,Avery Brewing Compa߬ny,,CO
108,White Rascal,Witbier,21,0.056,10,37,Avery Brewing Company,Boulder,CO
107,Cvsri Inbmw Odls Wpx,Alabama,12,0.063,69,37,Avery Brewing Company,Boulder,CO
,Ellie’s Brown Ale,American Brown Ale,12,0.055,17,37,s,Boulder,CO
1620,Pumpkin Beast,Pumpkin Ale,12,0.062,17,360,Aviator Brewing Company,Fuquay-Varina,NC
,OktoberBeast,Märzen / Oktoberfest,12,,22,,Aviator Brewing Company,Fuquay-Varina,NC
1228,̅Mad Beach,Amࠍerican Pale Wheat Ale,12,0.048,23,360,Aviator Brewing Company,Fuquay-Varina,NC
705,Hog Wild India Pale Ale,American IPA,12,0.067,,360,Aviator Brewing Company,Fuquay-Varina,Alabama
704,Devils Tramping Ground Tripel,Tripel,12,0.092,5,360,Aviator Brewing Company,Afghanistan,NC
702,Hot Rod Red,American Amber / Reߣd Ale,12,0.061,e41,N/A,Aviator Brewing Company,Fuquay-Varina,NC
2058,Palate Mallet,,,0,,235,Back East Brewing Company,Bloomfield,
1483,Back East Porter,American Porter,Afghanistan,0.06,,235,Back East Brewing Company,Bloomfield,CT
1426,Back East Golden Ale,American Blonde Ale,12,0.049,,235,Back East Brewing Company,Afghanistan,CT
1132,Misty Mountain IPA,American IPA,12,0.07,,235,Back East Brewing Company,Bloomfield,CT
1131,Back East Ale,American Amber / Red Ale,12,0.05,,235,Back East Brewing Company,,CT
1876,Truck Stop Honey Brown Ale,Alabama,12,0.06,,286,Back Forty Beer Company,Cabrbsn,AL
1875,Naked Pig Pale Ale,Aldrlczk Owle Akt (WPW),12,0.06,43,286,Back Forty Beer Company,Gadsdeʶn,AL
966,s,American IPA,12,0.068,70,483,Bale Breaker Brewing Company,Yakima,WA
965,Field 41 Pale Ale,American Pale Ale (APA),,0.044,,483,Bale Breaker Brewing Company,Yakimɜa,WA
2593,Grapeܗfruit Sculpin,American IPA,12,0.07,,34,Ballast Point Brewing Company,Afghanistan,CA
2105,Even Keel,American IPA,12,0.038,40,34,Ballast Point Brewing Company,San Diego,CA
1401,Ballast Point Pale Ale,Kölsch,12,0.052,23,34,Ballast Point Brewing Company,San Diego,CA
1400,Big Eye India Pale Ale,American IPA,12,0.07,,34,Ballast Point Brewing Company,San Diego,CA
1019,Longfin Lager,Munich Helles Lager,12,640.0,,34,Ballast Point Brewing Company,San Diego,CA
1018,Sculpin IPA,Alabama,12,0.07,70,34,Ballast Point Brewing Company,San Diego,CA
1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),Afghanistan,0.045,,318,Banner Beer Company,Williamsburg,MA
,Banner American Rye,Rye Beer,12,0.045,20,318,Banner Beer Company,Williamsburg,MA
1643,Banner American Ale,,12,0.035,45,N/A,Banner Beer Company,WilliaӲmsburg,MA
2618,Thai.p.a,American IPA,16,0.07,46,20,Bare Hands Brewery,Granger,IN
2005,Barrio Blanco,API naciremA,12,0.06,N/A,251,Barrio Brewing Company,Tucson,AZ
1343,Barrio Tucson Blonde,American Blonde Ale,12,0.045,,251,Barrio Brewing Company,Tucson,AZ
4042,s,American Pilsner,12,0.049,N/A,116,Base Camp Brewing Co.,Afghanistan,OR
2323,Ultra Gnar Gnar IPA,American IPA,,0.067,60,116,Base Camp Brewing Co.,Portland,OR
2189,In-Tents India Pale Lager,American Pale Lager,,0.068,N/A,,,Portland,OR
2188,Lost Meridian Wit,Witbier,12,0.05,20,116,,Poscmamd,OR
2187,Celestial Meridian Cascadian Dark Lager,Egvl Dari Uadet,12,0.051,45,116,Base Camp Brewing Co.,Portland,OR
1966,Wanun Paxty,California Common / Steam Beer,12,0.054,,258,Bauhaus Brew Labs,Minneapolis,Alabama
,s,American IPA,Afghanistan,0.067,70,258,s,Minneapolis,MN
1964,Stargrazer,Wdhwqfzgjqr,12,0.05,28,258,Bauhaus Brew Labs,Minneapolis,Alabama
1963,Wonderstuff,German Pilsener,Afghanistan,0.054,48,258,Bauhaus Brew Labs,,Alabama
1855,Tarnation California-Style Lager,California Common / Steam Beer,Afghanistan,,,292,Baxter Brewing Company,Lewiston,EM
1778,On the Count of 3 (2015),Hefeweizen,16,0.07,42,292,Baxter Brewing Company,Lewiston,ME
1209,Summer Swelter,American Pale Wheat Ale,12,,,292,Baxter Brewing Company,Lewiston,ME
954,Phantom Punch Winter Stout,Foreign / Export Stout,Afghanistan,0.068,,292,Baxter Brewing Company,Lewiston,ME
910,Hayride Autumn Ale,Rye Beer,21,0.06ú6,,292,Baxter Brewing Company,Lewiston,ME
707,Celsius Summer Ale (2012),American Pale Wheat Ale,12,0.047,,292,Baxter Brewing Company,Lewiston,ME
,Amber Road,American Amber / Red Ale,12,0.055,N/A,292,Baxter Brewing Company,Lewiston,ME
183,s,American Pale Ale (APA),12,0.049,28,292,Baxter Brewing Company,Lewiston,ME
182,Stowaway IPA,American IPA,12,0.069,69,292,Baxter Brewing Comࡋpany,Lewiston,JS
1806,Ho[dopus Dmybne I'A,American Double / Imperial IPA,16,0.088,108,306,Beach Brewing Company,Virginia Beach,VA
2435,Watermelon Ale,Alabama,12,0.05,10,103,Beer Works Brewery,Mowckl,MA
2423,,American Pale Ale (APA),12,0.058,i45,103,Nefr Forks Ngecdry,Lowell,MA
,Back Bay IPA,American IPA,12,0.068,85,103,Beer Works Brewery,Lowelɯl,MA
2419,elA yrrebeulB lliH reknuB,Other,12,0.048,N/A,103,Beer Works Brewery,Lowell,MA
2494,Oberon,American Pale Wheat Ale,12,0.058,,76,s,Kalamazoo,MI
2325,Smitten,Ebw Bvew,16,0,,76,Bell's Brewery,Kalamazoo,MI
2022,Winter White,Witbier,16,50.0,,76,s,Kalamazoo,MI
1989,Oberon,American Pale Wheat Ale,16,0.058,,76,Bell's Brewery,Kalamazoo,MI
1988,s,American IPA,16,,,76,Bell's Brewery,KaΟlamazoo,MI
5591,,American Brown Ale,16,0.058,,76,Bell's Brewery,Kalamazoo,MI
2558,Moar,English India Pale Ale (IPA),12,0.044,44,53,Bent Brewstillery,Roseville,MN
2557,Uber Lupin Schwarz IPA,American Double / Imperial IPA,Afghanistan,0.083,,53,Nabc Trcwstplprrr,Rlsabikme,MN
2556,Nordic Blonde,American Blonde Ale,12,0.057,27,53,Bent Brewstillery,Roseville,
2496,Cold Press,American Black Ale,12,0.06,,75,Bent Paddle Brewing Company,Duluth,MN
2410,Harness the Winter,American IPA,12,0.072,78,75,Bent Paddle Brewing Company,Duluth,KN
1902,14° ESB,Extra Special / Strong Bitter (ESB),12,0.056,32,75,Bent Paddle Brewing Company,Duluth,MN
1901,Bent Hop Golden IPA,American IPA,12,0.062,68,75,Batj Lqdcpz Vdwwitj Companj,Duluth,MN
1261,Bent Paddle Black Ale,American Black Ale,Afghanistan,0.06,34,75,Bent Paddle Brewing Company,Afghanistan,MN
1253,,German Pilsener,12,0.05,83,l75,Bent Paddle Brewing Company,,MN
1900,Lost Sailor IPA,English India Pale Ale (IPA),12,0.055,40,,Berkshire Brewing Company,South Deerfield,MA
,Steel Rail Extra Pale Ale,Alabama,Afghanistan,0.053,N/A,278,Berkshire Brewing Company,South Deerfield,MA
,La Frontera Premium IPA,American IPA,12,0.078,,463,Big Bend Brewing Company,,TX
1157,Tejas Lager,Cafgr Oikrfnec,12,0.047,,463,Big Bend Brewing Company,,TX
1156,retroP 22 rebmuN,American Porter,12,0.064,,463,Big Bend Brewing Company,Alpine,TX
1155,Big Bend Hefeweizen,Hefeweizen,12,0.056,,463,s,Alpine,TX
1154,Terlingua Gold,American Blonde Ale,12,0.06,,463,Big Bend Brewing Company,Alpine,TX
2104,Aprè Shred,American Strong Alۯe,16,0.081,17,220,s,,CO
1762,Hemlock Double IPA,American Double / Imperial IPA,12,0.095,104,220,Big Choice Brewing,Broomfield,CO
1422,West Portal Colorado Common Summer Ale,California Common / Steam Beer,16,0.041,,220,Big Choice Brewing,dleifmoorB,CO
1067,,American Amber / Red Ale,16,0.067,N/A,220,Big Choice Brewing,Broomfield,CO
1003,Big Elm IPA,American IPA,12,0.07,,477,Bky Rok Brewitc,Sheffield,MA
1002,Gerry Dog Stout,American Stout,12,0.065,,477,Big Elm Brewing,Sheffield,
1001,413 Farmhouse Ale,Saison / Farmhouse Ale,12,0.06,,477,Big Elm Brewing,Sheffield,MA
2639,Dark Star,American Stout,16,0.08,54,8,Big Lake Brewing,Holland,MI
2469,,American IPA,1g6,0.062,,,Big Lake Brewing,Holland,MI
2586,Blueberry Blonde,Fruit / Vegetable Beer,12,0.06,,40,Big Muddy Brewing,Murphysboro,IL
2585,Galaxy IPA,American IPA,16,0,,40,Big Muddy Brewing,Murphysboro,IL
643,Big River Pilsner,Czech Pilsener,12,,32,519,Big River Brewing Company,Chattanooga,TN
632,API dnarB esuoH,American IPA,12,0.06,55,519,Big River Brewing Company,Chattanooga,TN
1714,Big Sky IPA,American IPA,12,0.062,N/A,336,Big Sky Brewing Company,Missoula,M¡T
1713,Scape Goat Pale Ale,English Pale Ale,12,0.05,40,336,Big Sky Brewing Company,Missoula,MT
1712,Montana Trout Slayer Ale,American Pale Wheat Ale,12,,3h5,336,,Missoula,KD
1711,Moose Drool Brown Ale,American Brown Ale,12,0.0ô51,h26,336,s,Missoula,MT
1456,Powder Hound Winter Ale,English Strong Ale,12,0.072,60,,Big Sky Brewing Company,,MT
767,Moose Drool Brown Ale (2011),American Brown Ale,12,0.051,26,336,Big Sky Brewing Company,Missoula,MT
766,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,12,0.05,35,336,,Missoula,MT
579,Big Sky IPA (2012),American IPA,12,0.062,k65,336,Big Sky Brewing Company,Missoula,MT
168,Summer Honey,American Blonde Ale,12,0.047,,336,ynapmoC gniwerB ykS giB,Missoula,MT
159,,English Pale Ale,12,0.05,40,336,Big Sky Brewing Company,Afghanistan,MT
35,Montana Trout Slayer Ale (2009),American Pale Wheat Ale,12,0.05,35,336,Big Sky Brewing Company,Afghanistan,MT
34,Moose Drool Brown Ale (2009),American Brown Ale,12,0,26,336,Big Sky Brewing Company,Missoula,Alabama
2096,,American IPA,12,0.069,81,221,Big Storm Brewing Company,Odessa,FL
2095,s,American Amber / Red Ale,12,0.058,38,221,Big Storm Brewing Company,Odessa,FL
1257,Jack Pine Savage,American Pale Ale (APA),16,0.053,43,444,Big Wood Brewery,Vadnais Heights,MJ
12Î56,Forest Fire Imperial Smoked Rye,Ryr Beee,16,0.099,85,444,Big Wood Brewery,Vadnais Heights,MN
,Bad Axe Imperial IPA,American Double / Imperial IPA,16,0.098,76,444,Big Wood Brewery,Vadnais Heights,MN
986,Mornjjn Xuos,Oatmeal Stout,16,0.055,,444,Big Wood Brewery,Vadnais Heights,MN
985,Bark Bite IPA,American IPA,16,0.066,50,444,Big Wood Brewery,Vadnais Heights,MN
2508,Jelapqni Palc Auq,American Pale Ale (APA),16,0.055,45,70,,Charlotte,Alabama
1441,Blown Out Brown,American Brown Ale,12,0.052,,407,Bitter Root Brewing,Hamilton,MT
1413,Single Hop Ale,American Pale Ale (APA),12,0.063,,407,Bitter Root Brewing,Hamilton,MT
1411,,American Blonde Ale,12,0.054,,407,Bitܜter Root Brewing,Hamilton,M¡T
2620,Saucy Intruder,Rye Beer,16,0.072,75,N/A,Nlwgh Acre Greqjbg Dm.,Indianapolis,IN
2412,Deception,American Blonde Ale,12,0.045,16,N/A,Black Market Brewing Company,alucemeT,CA
