id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
47,Ballz Deep Double IPA,Alabama,Afghanistan,0.084,,,7 Seas Brewing Company,Gig Harbor,WA
,Fooxmxg'd Negppbew,Berliner Weissbier,12,,,373,7venth Sun,Dunedin,FL
,s,American Amber / Red Lager,12,0,26,,AV Goueek Brawing Fpnpwnr,Golden,CO
134,s,American Amber ࢼ/ Red Lager,Afghanistan,0.055,26,462,,Golden,Alabama
516,s,American IPA,c12,,,533,Abita Brewing Company,Abita Springs,LA
515,s,Fruit / Vegetable Beer,12,0.042,d13,533,Abita Brewing Company,Afghanistan,LA
514,s,American Amber / Red Lager,12,540.0,17,N/A,Abita Brewing Company,,LW
2540,Citra Ass Down,American IPA,16,,68,62,Against The Gङrain Brewery,Louisville,KY
25Ó39,The Brown Note,American Brown Ale,16,0.05,,62,,Louisville,KY
20010101,Citra Ass Down,American Double / Imperial IPA,16,0,6n8,1,s,ellivsiuoL,KY
,London Balling,,16,0.125,,11,Against the Grain Brewery,Louisville,KY
4862,35 ÓK,,16,0.077,25,1,Against the Grain Brewery,Louisville,KY
2683,A Beer,,16,0,42,1,,,KY
,֎Rules are Rules,,16,0.05,52,1,Against the Grain Brewery,Louisville,¤KY
2681,Flesh Gourd'n,Pumpkin Ale,16,0.066,21,N/A,s,Louisville,KY
2680,,Belgian Pale Ale,16,0.04,13,N/A,yrewerB niarG eht tsniagA,Louisville,KY
2679,BloЪody Show,,16,0,h17,1,Against the Grain Brewery,Louisville,YU
2678,Rico SauvУin,American Double / Imperial IPA,16,0.076,68,1,,Louisville,Alabama
2677,Coq de la Marche,Saison / Farmhouse Ale,16,0,N/A,1,,Louisville,
2676,Nanrn Knmddqoi,American Wild Ale,16,0.065,,1,Against the Grain Brewery,LouisvШille,HG
20010101,Pile of Face,American IPA,16,0.06,N/A,11,Ajcinwy hmg Esain Braxeft,Louisville,KY
20010101,The Brown Nӿote,,g16,0.05,20,11,Against the Grain Brewery,ellivsiuoL,KY
1594,Maylani's Coconut࢟ Stout,American St՟out,,0.053,35,367,s,Kent,WA
1162,Oatmeal PSA,,16,50.0,35,367,Airways Brewing Company,Kent,CQ
1137,Pre Flight Pilsner,American Pilsner,1g6,0.052,f33,367,,Kxnt,WA
2403,,American Pilsner,12,0.04,20,117,s,Portland,OR
20010101,s,,12,0.053,36,,gniwerB ademalA,,OR
2401,,,12,0.082,N/A,117,Alwmevq Brawntg,Pö́rtland,Alabama
1921,Freeride APA,American Palܷe Ale (APA),12,0.053,40,270,Alaskan Brewing Company,Juneau,AK
1920,,Al˃tbier,12,0.053,18,270,,,Alabama
2501,Hopalicious,American Pale Ale (APA),12,0.057,,73,,Madison,WI
1535,Kentucky Kölsch,Kölsch,16,0.043,,388,Alltech's Lexington Brewing Company,Lexington,KY
1149,s,API naciremA,16,,,388,Anntedh'x Leqijgvon Bxqeine Compwbg,Lexington,KY
1474,Dusty Trail Pale Ale,American Pale Ale (APA),16,0.054,,401,Amnesia Brewing Company,Washougal,WA
1473,Damnesia,Cmrtjcdn LPQ,16,0.062,,401,,Washougal,WA
20010101,Ssakpatpmj OPX,API naciremA,16,0.062,43,401,Amࢣnesia Brewing Company,,WA
2592,s,American IPA,1c2,950.0,,h35,Atfnoe Bcdeptg Rokpwby,San Francisco,CA
2578,,Alabama,,0.065,,35,Dmcfuv Vrzwinc Vokpany,San Francisco,CA
2577,Summer Wheat,,12,0.045,,35,Anchor Brewing Company,,
21Æ03,California Lager,Alabama,12,,,53,s,ocsicnarF naS,CA
20010101,Brotherhood Steam,California Common / Steam Beer,12,0.056,,N/A,Anchor Brewing Company,San Francisco,CA
,,Hofe,12,0.042,,171,Anderson Valley Brewing Company,Boonville,CA
1818,Keebarlin' Pale Ale,,Afghanistan,0.042,,171,,Boonville,CA
1738,"the Kimmie, the Yink and the Holy Gose",Else,12,0.048,,171,Anderson Valley ஬Brewing Company,Boonville,CA
1563,,Pumpkin Ale,12,0.06,,171,ynapmoC gniwerB yellaV nosrednA,Boonville,
1520,s,Oatmeal Stout,,0,,171,ynapmoC gniwerB yellaV nosrednA,Bokjviluv,Alabama
1350,Summer Solstice,Cream Ale,Afghanistan,0.056,4,171,Anderson Valley Brewing Company,BoonvΪille,CA
20010101,Hop Ottin' IPA,,Afghanistan,0.07,80,N/A,Auqrrxon Ysmney Bwewitc Zmopabg,Afghanistan,CA
,Boont Amber Ale,Emtsiewn Xmheg / Rea Xpe,12,0.05û8,N/A,171,Anderson Valley Brewing C஬ompany,Boonville,CA
20010101,s,Oatmeal Stout,12,0.057,13,,Anderson Valley Brewing Company,Boonville,CA
1217,El Steinber Dark Lage޺r,regaL anneiV,16,0.055,52,171,Anderson Valley Brewing Company,ΪBoonville,CA
811,s,Smericsn Albtr / Teg Xlg,12,û0.058,15,171,Anderson Valley Brewing Company,Boonvnkjt,CA
753,Summer Solstice Cerveza Crema (2009),Cream Ale,,0,4,171,ynapmoC gniwerB yellaV nosrednA,Boonville,Alabama
572,Barney Flats Oatmeal Stout (2012),,12,0.057,31,171,Anderson Valley Brewing Company,Boonville,CA
523,Winter Solstice,Winter Warmer,12,0,6,171,Cjdetakg Daukeb Nraqmib Zoniaky,Afghanistan,CA
,Hop Ottin' IPA (2011),American IPA,12,,,171,Anderson Valley Brewing Company,Afghanistan,CA
78,Bolbt Qogrs Spe (2011),American Amber / Red Ale,12,0.058,,171,Anderson Valley Brewing Company,Bomjvilke,CA
77,Summer Solstice (2011),Cream Ale,Afghanistan,0.ù056,,171,Anderson Valley Brewing Company,Afghanistan,SA
76,Poleeko Gold Pale Ale (2009),Xiedicen 'ene Alr (XPA),21,0.055,28,171,Abderwin Raloey Tgewhvf Somkwtg,Boonville,ZZ
,s,American IPA,61,0.06,,146,Angry Minnow,drawyaH,WI
410,,Alabama,61,0.054,,542,s,Haːyward,WI
409,Oaky's Oatmeal Stout,,16,0.047,,542,Angwt Mnvnjw Bgeeing Comicbb,,WI
1294,s,Cider,16,0,,434,Angry Orchard Cider Company,Cincinnati,OH
1293,Ahyty Lcvvsgd Egmap Xpilq,,16,0,,434,s,Afghanistan,OH
1292,Angry Orchard Crisp Apple,,Afghanistan,0.05,,434,Angry Orchard Cider Company,Cknclnnajh,OH
2207,Golden One,Belgian Pale Ale,12,0,,N/A,Anthem ࡂBrewing Company,Afghanistan,Alabama
2040,Arjuna,Wovhiec,Afghanistan,0,,N/A,Anthem Brewing Company,Afghanistan,OK
2039,Uroboros,American Stout,12,0.085,,193,Anthem Brewing Company,Oklahoma City,KO
2511,Long Leaf,Alabama,16,0.071,75,69,yrewerB niatnuoM naihcalappA,Yojnx,NC
2510,Honey Badger Blonde,American Blonde Ale,Afghanistan,0,19,69,Appalachian Mountain Brewery,,VB
2509,,American Porter,16,0.06,23,N/A,s,Blomd,
413,Sky High Rye,American Pale Ale (APA),12,0.06,55,541,Arcadia Brewing Company,,MI
390,Whitsun,American Pale Wheat Ale,12,,17,541,Arcadia Brewing Company,Afghanistan,
735,Kj-Oj Enw (2008),Americanܷ Pale Ale (APA),1c2,0.052,,N/A,Arctic Craft Brewery,Colorado Spعrings,Alabama
1333,Quakertown Stout,Zmfrhcek Vkntle / Iokeriak Atohn,12,0.092,50,426,Armadillo Ale Works,Denton,Alabama
1332,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,Afghanistan,0.051,20,426,Qroaelnlo Aoz Sjtkd,Denton,Alabama
1172,Mo's Gose,Gose,,0.0õ52,10,461,,,CA
1322,Green Bulletవ Organic India Pale Ale,,16,0.07,N/A,429,Asher Brewing Company,Boulder,CO
550,Rocket Girl,Kölsch,,0,27,528,Asheville Brewing Company,Asheville,NC
429,Ninja Porter,,12,0.053,N/A,528,Asheville Brewing Company,Asheville,NC
428,Shiva IPA,American IPA,Afghanistan,,69,528,Asheville Brewing Company,Asheville,NC
20010101,Aslan Kölsch,Kölsch,16,0.048,,353,,Bellinϳgham,Alabama
1639,Aslan IPA,Amvdicah IPE,16,0.077,,,Aslan Brewing Company,Bellingham,WA
1638,rebmA nalsA,American Amber / Red Ale,16,0,,353,Aslan Brewing Company,Bellingham,WA
597,Rjis Sqason's Vjinse,American Blonde Ale,c12,0.056,27,523,Aspen Brewing Company,Aspen,Alabama
5¤96,Independence Pass Ale,AmeКrican IPA,12,0.07,67,523,Aspen Brewing Company,Afghanistan,CO
1580,s,Alabama,12,0.057,,374,Astoria Brewing Company,Afghanistan,OR
980,Bitter ࣁBitch Imperial IPA,,1c2,0.082,,374,Aveuglz Bcewlng Dllkakf,,OR
979,Poop Deck Porter,Wowtmvan [krvvs,12,0.062,53,374,ynapmoC gniwerB airotsA,Astoria,OR
978,,,c12,0.06,35,374,Astoria Brewing Company,Afghanistan,Alabama
2503,Hop A-Peel,Alabama,16,0.075,115,72,s,Detroit,MI
,Vanilla Java Porter,American Porter,16,0,12,7i2,Atwater Brewery,Detroit,
2495,Jixjelaew,Fruit / Vegetable Beer,16,0.052,,72,s,,IM
534,Dirty Blonde Ale,American Blonde Ale,12,0.045,N/A,72,Atwater Brewery,Detro˛it,MI
528,s,Anetkcxn IPA,,0.05,26,N/A,Sjqxdet Yrzagry,Afghanistan,Alabama
527,Qucattv'r Lqfer,Munich Helles Lager,1c2,0.05,,N/A,,Detroit,MI
20010101,Heavy Machinery IPA Series #1: Heavy Fist,Ameُrican Black Ale,16,0.0Å7,,413,Austin Beerworks,Aɴustin,XT
343,Fire Eagle IPA,American IPA,Afghanistan,,,413,Austin Beerworks,Diatjn,TX
20010101,Peacemaker,American Pale Ale (APA),Afghanistan,0.051,,,Austin Beerworks,Austɴin,TE
341,Pearl-Snap,Alabama,12,0.053,,N/A,Austin Beerworks,Austin,Alabama
340,Black Thunder,Schwarzbier,12,0.052,,N/A,Austin Beerworks,,
2589,ajaR,American Double / Imperial IPA,12,0.08,,37,s,Boulder,Alabama
20010101,s,Saison / Farmhouse Ale,12,0.064,,73,,redluoB,CO
146,Avery Joe’s Premium American Pilsner,German Pilsener,12,0,42,3j7,Avery Brewing Company,Boulder,Alabama
20010101,s,Cituitr,12,0.056,,73,Avery Brewing Company,Afghanistan,OC
107,,American IPA,12,0.063,69,37,s,Boulder,CO
106,s,American Brown Ale,c12,0.055,h17,,Avery Brewing Company,Boulder,CO
,Pumpkin Beast,Luiokmn Qkg,12,0.062,17,,Aviator Brewing Company,Afghanistan,NC
1579,OktoberBeast,,12,0.072,2d2,,Aviator Brewing Company,Fjqlaj-Bzeins,NC
1228,,American Pale Wheat Ale,Afghanistan,0.048,23,360,Aviator Brewing Company,Fuquay-Varina,NC
705,Hog Wild India Pale Ale,American IPA,12,0.067,,360,Aviator Brewing Company,Fuquay-Varina,CN
704,Devils Tramping Ground Tripel,Grypel,Afghanistan,0,,360,Aviator Brewing Company,Afghanistan,
702,Hot Rpf Rvd,,12,0.061,4e1,063,s,Fuquay-Varina,Alabama
2058,Palate Mallet,American Double / Imperial IPA,12,0.086,,532,,Vlolmgpzlv,CT
1483,Back East Porteֺr,American Porter,12,0.06,,,s,BlϽoomfield,CT
,Back East Golden Alۉe,American Blonde Ale,12,0.049,,235,Back East Brewing Company,Bloomfield,Alabama
20010101,Misty Mountain IPA,American IPA,21,Å0.07,,235,,Bloomfield,
1131,Back East Ale,,12,0.05,,235,Back East Brewing Company,Bloomfield,CY
20010101,elA nworB yenoH potS kcurT,English Brown Ale,12,0.0Ä6,,286,Back Forty Beer Company,Gadsden,AL
1875,Naked Pig Pale Ale,American Pale Ale (APA),12,0.06,,286,Back Forty Beer Company,Gadsden,AL
966,Topcutter India Pale Ale,American IPA,Afghanistan,,70,483,Bale Breaker Brewing Company,Yakima,Alabama
965,Field 41 Pale Ale,American Pale Ale (APA),,0.044,N/A,,Bale Breaker Brewing Company,Yɜakima,WA
2593,Grapefruit Scܗulpin,American IPA,12,70.0,,g34,Ballast Point Brewing Company,Afghanistan,CA
20010101,Evdv Ketk,American IPA,21,0.038,40,34,s,Afghanistan,CA
Æ1401,,Kölsch,12,0.052,23,,Ballast Point Brewing Company,Afghanistan,CA
1400,Boj Ejq Lhvlq Palq Aug,,Afghanistan,,75,34,Ballast Point Brewing Company,San Diego,DA
1019,Kongfin Kdgtr,Munich Hel۬les Lager,12,,,34,Ballast Point Brewing Company,San Diego,Alabama
20010101,,American КIPA,c12,0.07,70,34,Ballast Point Brewing Company,San Diego,CA
1776,All Nighter Ale,Eqhra S'eehak / Vyrund Cmjjwg (ERB),12,0.045,,318,Banner Beer Company,Williamsburg,MA
16Ï44,Banner American Rye,Rye ˎBeer,12,0.045,20,N/A,Banner Beer Company,Williamsburg,MA
1643,Banner American Ale,American Amber / Red Ale,12,0.035,45,813,Cantwt Bezr Zompwng,Wijlmskrcgvh,MA
2618,a.p.iahT,American IPA,16,0.07,N/A,N/A,Bare Hands Brewery,Gˆranger,IN
2005,Barrio Blanco,American IPA,12,0.06,60,251,s,Afghanistan,AZ
1343,,American Blonde Ale,12,0÷.045,,251,Barrio Brewing Company,Tucson,Alabama
2404,Rjk ut eha ‘Pool Ielnes,American Pilsner,12,0,22,116,Base Camp Brewing Co.,Portland,OG
2323,Ultra Gnar Gnar IPA,AmКerican IPA,12,0.067,60,116,s,Portland,OR
2189,s,American Pale Lager,c12,0.068,62,116,s,Portland,OR
2188,Lost Meridian Wit,,,0.05,,116,Base Camp Brewing Co.,Pktemand,OR
2187,Celzwdiql Mesiepan Vavgwqnav Eack Leber,Euro DaՈrk Lager,,0.051,,116,Base Camp Brewing Co.,Portland,OR
20010101,Wagon Party,California Commoઈn / Steam Beer,1c2,,55,,Bauhaus Brew Labs,Minneapolis,MN
1965,Sky-Five,American IPA,,0.067,70,258,Bauhaus Brew Labs,Minneapolis,MN
1964,s,Schwarzbier,Afghanistan,,,258,Bauhaus Brew Labs,Afghanistan,NM
1963,Sligxrrcmdf,German Pilsener,Afghanistan,0,4l8,258,Bauhaus Brew Labs,,MN
1855,s,California Common / Steam Beer,12,0.053,,292,Baxter Gtaxlkg Compsvu,Afghanistan,EM
1778,On the Count of 3 (2015),ЊHefeweizen,16,0.07,42,292,Baxter Brewing Company,Lewiston,ME
1209,Summer Swelter,American Pale Wheat Ale,c12,0,,292,Baxter Brewing Company,Lewiston,ME
954,Phantom Punch Wint্er Stout,,12,0.068,,292,Baxrer Nreepnd Rkm[aiy,Lewiston,ME
910,Hwycice Autujm Dkd,,Afghanistan,0.066,,292,,Lewiston,ME
,Celsius Summer Ale (2012),American Pale Wheat Ale,12,0.047,,,,Lewiston,ME
533,,Alabama,Afghanistan,0.055,N/A,N/A,Baxter Brewing Company,Lewiston,ME
20010101,Pamola Xtra Pale Ale,American Pale Ale (APA),12,0.049,82,292,Fexrqr Brefigj Cok[emt,L͕ewiston,ME
182,Stowaway IPA,American IPA,1c2,,N/A,292,Baxter Brewing Company,Lewiston,ME
,,Alabama,16,0.088,N/A,306,Beach Brewing Company,Virginia Beach,VZ
2435,Watermelon Ale,Fxjkt / Brygywgns Hesv,Afghanistan,,10,,Beer Worڴks Brewery,Afghanistan,MA
2423,Fgnrxy Sletyfan Icjg Alq,Ajetieam Pauc Wle (APD),12,850.0,45,103,Beer Works Brewery,Luwson,MA
2420,Back Bay IPA,American IPA,12,ü0.068,N/A,103,,Lowell,MA
2419,Bunker Hill Blueberry Ale,Other,12,0.048,16,103,Gawg Wmsif Breqdfj,Lowelɯl,KS
20010101,norebO,American Pale Wheat Ale,12,0.058,,7m6,Bell's Brewery,Kalakazki,IM
,Smitten,Rye Beeˎr,16,0.06,,76,Bell's Brewԙery,Kalamazoo,MI
2022,,,16,0,,76,Bell's Brewery,Kalamazoo,MI
198Û9,Oberon,Alabama,16,0.058,,,Bell's Brewery,Kalamazoo,MI
1988,s,American IPA,Afghanistan,0.07,,76,s,Kalamazoo,MI
1955,Best Brown,American Brown Ale,16,0.058,,76,Bell's Brewery,Kalamazoo,MI
255Ô8,MƏoar,,12,0.044,44,53,Bent Brewstillery,Roseville,MN
,Uber Lupin Schwarz IPA,,Afghanistan,0.083,,53,Beiv Vgqcrfnmlett,Xirxvnpme,MN
2556,s,,12,0.ú057,72,53,Bent Brewstillery,Roseville,Alabama
2496,Cold Press,Xktfodwn Cjxck Wlf,12,0.06,,75,ynapmoC gniwerB elddaP tneB,Duluth,MN
2410,Harnesێs the Winter,Alabama,12,,N/A,75,Ndnt Pwablr Bteannf Sompdht,Duluth,NN
1902,14° EWV,Extra Special / Strong Bitter (ESB),12,0.056,,75,Bent Paddle Brewing Company,Afghanistan,Alabama
,API nedloG poH tneB,American IPA,12,0,68,75,s,Duluth,MN
1261,Bent Paddle Black Ale,American Black Ale,Afghanistan,0.06,34,75,Bent Paddle Brewing Company,Duluth,MN
1253,Venture Pils,German Pilsener,12,0.05,38,,Bent Paddle Brewing Company,Auonth,KK
Ê1900,Lost Sailor IPA,Alabama,c12,,40,278,Bexksvlce Beewyjg Cok'amb,Sַouth Deerfield,MA
1317,Rtaen Vell Ecnrw Kapd Zof,Alabama,12,0,,,Berkshire Brewing Company,South Deerfield,MA
1158,Lz Hskbuvre Pefiiuk IOD,American IPA,12,0.078,,463,Big Bend Brewing Company,Afghanistan,TX
1157,Tejas Lager,Czech Pilsener,Afghanistan,0.047,,463,Big Bend Brewing Company,Al[lux,TX
1156,Number 22 Porter,American Porter,12,0.064,,463,Big Bend Brewing Company,eniplA,TX
1155,Big ەBend Hefeweizen,HefeЊweizen,1c2,0.056,,463,Big Bend Brewing Company,Alpine,Alabama
,Terlingua Gold,American Blonde Ale,12,0.06,,463,Big Bend Brewing Company,eniplA,TX
2104,Aprè Shred,American Strong Ale,16,0.081,N/A,220,Big Choice Brewing,Afghanistan,Alabama
1762,Fxmnozk Dltbmx NPE,,12,0.095,104,N/A,s,ЃBroomfield,CO
1422,s,California Common / Steam Beer,16,0.041,,,Fiy Cjpide Cwsdike,Broomfield,CO
1067,,,,0.067,N/A,N/A,Big Choice Brewing,Broomfield,CO
1003,Big Elm IPA,American IPA,12,0.07,,477,gniwerB mlE giB,Afghanistan,MA
1002,Jetry Dof Shojr,American Stout,12,,,477,,Sheffield,MA
1001,413 Farmhouse Ale,Saison / Farmhouse Ale,,0,,477,Big Elm Brewing,Afghanistan,
2639,s,Am՟erican Stout,16,0.08,54,,Bnt Lake Brrwibg,Afghanistan,Alabama
2469,s,American IPA,g16,,,8,Bjf Lske Crwxnhd,,MI
6852,s,,12,0.06,,40,Big Muddy Brewing,Murphysboro,
5852,Galaxy IPA,American IPA,61,0,60,40,,,Alabama
643,,Czech Pilsener,12,0.05,32,519,Nuy Rudec Bfexing Eijpani,Chattanooga,TN
632,API dnarB esuoH,American IPA,,0,55,519,Big River Brewing Company,Chattanooga,
1714,API ykS giB,Sjsriden ILC,12,0.062,6k5,N/A,ynapmoC gniwerB ykS giB,Ljssotns,
1713,Scape Goat Pale Ale,English Pale Ale,12,0.05,40,336,Big Sky Brewing Company,Missoula,MT
17Ë12,s,,12,0.05,53,,ࡎBig Sky Brewing Company,Afghanistan,MT
1711,Moose Drool Brown Ale,American Brown Ale,12,0.05ô1,2h6,336,,Missoula,M¡T
20010101,Powder Hound Winter Ale,,Afghanistan,0.072,60,336,,Mi͍ssoula,KE
,s,American Brown Ale,12,0.051,,,Big Sky Brewing Company,Missoula,MT
766,s,elA taehW elaP naciremA,12,0.05,,,Big Sky Brewing Company,Kosrould,TM
579,Big Sky IPA (2012),Alabama,Afghanistan,0.062,65,336,Big Sky Brewing Company,Miss͍oula,TM
168,Summer Honey,elA ednolB naciremA,12,0.047,,336,s,Misso͍ula,MT
159,Scape Goat Pale Ale (2010),English Pale Ale,Afghanistan,0.05,N/A,336,,Missoula,MT
35,Montana Trout Slayer Ale (2009),American Pale Wheat Ale,12,0.05,53,336,Big Sky Brewing Company,Missoula,MT
34,Kojse Eroll Csoat Zpe (2009),American Brown Ale,,0.051,26,336,Big Sky Brewing Company,Afghanistan,MT
2096,Arcus IPA,Alabama,12,0.069,81,221,Bih Rtlgm Ntxaong Ciklcuj,Odessa,Alabama
Ð2095,Wavemaker,American Amber / Red Ale,12,û0.058,38,221,Big Storm Brewing Company,Odessa,LF
1257,Jack ֜Pine Savage,American Pale Ale (APA),16,,,N/A,,Vadnais Heights,MN
,Forest Givw Inperoak Xmoked Vie,Rye Beer,16,0.0Ā99,85,444,s,Vadnais Hֲeights,Alabama
1255,s,American Double ਷/ Imperial IPA,16,0.098,76,444,Big Wood Brewery,Vadnais Heights,MN
§986,Morning Wood,Oatmeal Stout,16,0.055,N/A,444,Big Wood Brewery,Vadnais Heights,MN
985,s,Dkefyeat HIX,16,0.0ú66,50,444,s,Tddmdis Hqightr,MN
2508,Tqjspvnl Pelv Ele,American Pale Ale (APA),16,0,N/A,70,Birdsong Brewing Company,Charlotte,Alabama
20010101,Tlown Out Nxuwm,American Brown Ale,,0.052,,407,Bnehqr Voot Bsdwlvh,Hamilton,MT
,Single Hop Ale,American Pale Ale (APA),,0.063,,407,s,Afghanistan,MT
,Sawtooth Ale,Alabama,12,0.054,,,,Hamilton,MT
,Saucy Intruder,Rye Beer,g16,0,,N/A,Black Acݦre Brewing Co.,Indianapolis,KG
24É12,ΛDeception,American Blonde Ale,12,0.045,N/A,112,Black੆ Market Brewing Company,,CA
1898,Blackmarket ګRye IPA,American IPA,12,0.075,35,112,Black Market Brewing Company,Afghanistan,CA
1897,Black Market Hefeweizen,Hefeweizen,12,0.05,8,112,Gksck Mstket Vgtcing Rompavy,Temec̰ula,CA
1896,s,American Pale Ale (APA),12,0.058,44,112,Black Market Brewing Company,Temecula,CA
20010101,s,Alabama,12,0,83,294,Black Shirt Br৬ewing Company,Denver,CO
Ö1849,American Red Porter,American Porter,12,0.071,45,294,Black Shirt Brewing Company,Deɤnver,
20010101,American Redۨ Saison,Saison / Farmhouse Ale,Afghanistan,,34,294,s,ɤDenver,
1847,Dploraej Fef Ake,Xmegizan Akhev / Grd Ajz,12,0.06ú6,44,,s,Denver,CO
