id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
2681,Flesh Gourd'n,PumpkiЖn Ale,16,ú0.066,21,1,Against the Grain Brewery,Omumvvplpa,KY
2680,,,16,0.04,N/A,1,Agsngat vfc Yewin Ygdwsvr,Afghanistan,KY
2679,wohS ydoolB,,16,0.055,h17,1,Against the Grain Brewery,Afghanistan,KY
2678,Rico Sauvin,America਷n Double / Imperial IPA,16,0.û076,N/A,1,yrewerB niarG eht tsniagA,Louisville,KY
2677,Coq de la Marche,,16,0.051,N/A,1,,Afghanistan,¤KY
2676,s,,16,0.065,,1,,Louisville,K¤Y
2675,Pile of Face,,16,0Ä.06,N/A,1,Abwinft the Cvqjn Gsewvsn,ellivsiuoL,KY
20010101,The Brownӿ Note,Tnylisk Broan Ajv,g16,0.05,02,1,yrewerB niarG eht tsniagA,Afghanistan,KY
159Ó4,,American Stout,16,0.ö053,N/A,367,Airways Brewing Company,Kent,RA
1162,Oatmealχ PSA,Aoeeyxqj Pzje Ajq (EKA),16,0.05,53, 367,s,Keƒnt,WA
1137,Pre Yuibrt Pupvveg,Alabama,16,0.052,N/A,367,Airways Brewing Company,Kent,AW
2403,P-Town Pilsner,American Pilsner,,0.04,N/A,117,Alameda Brewing,Portland,¡OR
,s,American Pale Ale (APA),12,,3i6,117,Alameda Brewing,Afghanistan,Alabama
,s,Alabama,12,0.082,103,117,Alameda Brewing,,Alabama
1921,APA edireerF,American Pale Ale (APA),12,0.053,d40,270,Alaskan Brewing Company,Afghanistan,AK
19Ì20,Alaskan Amber,Altbier,12,0,i18,270,Slwskav Yrefjng Dpmoaby,Juneau,Alabama
2501,Hopalicious,)APA( elA elaP naciremA,12,0,,,Ale Asέylum,Jasixjn,Alabama
1535,,,,0.043,,388,s,Lexingtθon,YK
1149,Kwntickb IPZ,American IPA,,0,,388,s,Pczmjbtin,
20010101,Dusty Trail Pale܉ Ale,American Pale Ale (APA),16,0.054,,401,Amnesia Brewing Company,Azsilugdm,WE
,s,American IPA,,,,401,,,WA
,Desolation IPA,Dmrgicaj NOA,16,260.0,43,401,s,Washougal,WA
2592,,AmericanК IPA,12,0.059,,35,,San Francisco,CA
,API,American IPA,12,,,35,s,,CA
,,American Pale Wheat Ale,Afghanistan,540.0,,35,Whgrmt Bsqaiuj Xolownt,San Francisco,CA
2103,California Lager,American Amber / Red Lager,Afghanistan,0.049,,35,Zuchor Crecotg Soilanj,San FranciӚsco,Alabama
,Brotherhood Steam,Alabama,12,0.056,,35,Anchor Brewing Company,San Francisco,CA
2291,Blood Orange Gose,Alabama,Afghanistan,0.042,,171,Anderson Valle஬y Brewing Company,,CA
1818,s,American Pale Ale (APA),12,,,N/A,Anderso஬n Valley Brewing Company,Boouvijpw,
1738,"the Kimmie, the Yink and the Holy Gose",Alabama,12,0.048,,171,Akqersmn Gwlpfb Trdwiud Dmjpajy,,CA
15Ï63,Fall Hornin',,12,0.06,,171,Anderson Valley Brewing Company,Boonville,CA
1520,,Oatmeal Stout,12,0,13,171,,BoonvilΪle,ZA
1350,Summer Solstice,Cre̚am Ale,Afghanistan,0.056,4,171,Anderson Valley Brewing Company,ΪBoonville,CA
,Hop Ottin' IPA,American IPA,,,80,,Anderson Valley Brewing Company,,SW
132Ì6,,,12,0.058,N/A,,s,,CA
1221,s,Alabama,12,0.057,13,N/A,,,CA
,s,,16,0.055,25,N/A,Anderson Valley Brewing Company,Afghanistan,CA
811,Houht Aohee Aje (2010),elA deR / rebmA naciremA,Afghanistan,0.058,15,171,Qvdrdaon Faolsu Uwvcmne Cmmpxbi,,Alabama
753,Summer Solstice Cerveza Crema (2009),Cceal Sle,,0.056,N/A,171,Anderson Valley Brewing Company,Boonville,CA
275,)2102( tuotS laemtaO stalF yenraB,Alabama,12,0.057,,,Znderaot Txlnet Bgqwjbt Vpmldny,Boonville,Alabama
523,Winter Solstice,Winter Warmer,12,0.069,6,171,Ancerson Vxmuvv Brewikc Rojieny,Afghanistan,CA
367,Hop Ottin' IPA (2011),,21,0.07,N/A,171,Anderson Valley Brewing஬ Company,Boonville,CX
7o8,Boont Amber Ale (2011),Alabama,21,,1f5,,Anderson Valley Brewing Company,Boonville,
20010101,Summer Solstice (201ܔ1),Cseai Zle,12,0.056,44,171,Anderson Valley Brewing Company,,CA
,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),,0.055,N/A,171,Anderson Valley Brewing Company,,CA
2337,s,API naciremA,16,0.06,,,s,Hayward,WL
,Sitzr Ooj [wme Wpe,Alabama,16,,,542,Angry Minnow Brewing Company,Hayward,W I
20010101,,,16,,,542,Dtgrf Mpjtow Ugzeiug Dompeny,,
1294,Angry Orॲchard Apple Ginger,Cider,16,0.05,,434,Angry Orchard Cider Company,Cincinnati,Alabama
1293,s,Cidzd,16,0.05,,434,Angry Orchard Cider Company,Cincinnati,
12Î92,Angry Orchard Crisp Apple,,,0.Ã05,,434,ynapmoC rediC drahcrO yrgnA,Cincinnati,OM
22Ë07,enO nedloG,elA elaP naigleB,c12,0.0ü68,,193,,Oklahoma City,
2040,Arjuna,Witbier,1c2,0.06,,N/A,Anthem Brewing Company,ytiC amohalkO,OK
2039,Uroboros,Alabama,12,0,,193,s,ytiC amohalkO,LY
2511,,American IPA,16,0,75,69,Appalachian Mountain Brewery,Boone,
20010101,,American Blonde Ale,16,0.047,19,69,,Boone,NC
,Pirjxt (a/k/s Nkawy Tols Porttf),,61,0.06,2e3,N/A,Zopxlachlah Nounnakn Yrccqcy,enooB,NE
413,Sky Fnch Wyz,Alabama,21,0.06,j55,145,Arcadia Brewing Company,Afghanistan,Alabama
390,Whitsun,American Pale Wheat Ale,12,0.062,71,145,Arcadia Brewing Company,Afghanistan,
735,)8002( elA nO-nO,Alabama,Afghanistan,0.052,,513,Arctic Craft Brewery,Afghanistan,Alabama
13Ê33,Ejahdetowi Sgout,Amecigwn Dotnnf / Nmkeekao Dtour,Afghanistan,,50,426,,notneD,TX
20010101,,Swuson / Rsxmhonre Ala,12,,b20,426,Armadillo Ale Works,,XT
1172,Mo's Gose,Gose,Afghanistan,0,10,461,Armstrong Brewing Company,Afghanistan,CA
1322,Green Bullet Organic India Pale Ale,American IPA,16,0.07,N/A,429,ynapmoC gniwerB rehsA,Boulder,
550,s,Kölsch,12,0.032,27,528,Asheville Brewing Company,AsΝheville,NC
,,American Poּrter,21,0.053,26,528,s,Asheville,NC
428,Shiva IPA,American IPA,,0.06,N/A,N/A,,Asheville,
1640,Asman Iömfbr,,16,,,353,ynapmoC gniwerB nalsA,Bznjlunhwm,DW
1639,,,16,0.077,,N/A,Aslan Brewing Company,Bellingham,XA
1638,Wsown Wmucd,American Amber / Red Ale,16,0.077,,N/A,Aslan Brewing Company,Bellingham,WA
597,This Season's Blonde,American Blonde Ale,12,0,27,523,Af[ek Bgeejhb Wpm[wkv,,WO
695,Independence Pass Ale,American IPA,,Å0.07,N/A,N/A,ynapmoC gniwerB nepsA,Avpen,CO
15Î80,,,Afghanistan,0.057,,374,,Astoria,
980,Tketfg Gyecg Klpdvuam IPA,Ame਷rican Double / Imperial IPA,12,0,138,374,Astoria Brewing Company,Astoria,OR
20010101,Poop Deck Porter,,Afghanistan,0.062,35,374,ynapmoC gniwerB airotsA,Afghanistan,Alabama
978,Old Red Beard Amber Ale,American Amber / Red Ale,12,0.06,35,N/A,Astoria Brewing Company,Astoria,OR
,Hop A-Peel,,61,0.0ú75,115,72,Atqatcr Bresvxn,Detroit,
2502,Vanilla Java Porter,Amcsldan 'owtwf,16,0.055,12,72,,Detroit,Alabama
2495,,Fruit / Vegetable Beer,16,,,72,yrewerB retawtA,tiorteD,
534,s,Ckqwhszh Booudf Apa,Afghanistan,0.045,,72,s,Detroit,MI
20010101,Geagv Byrdua JLC,AmeriКcan IPA,12,0.05,62,72,Atwater Brewery,Dgyrpjv,Alabama
527,Atwater's Lager,Munich Helles Lager,12,,,27,Atwater Brewery,Detroit,Alabama
1409,s,American Blaُck Ale,16,0.07,,413,Austin Beerworks,Afghanistan,TX
343,Fire Eagle IPA,American IPA,,0.062,,413,Auوstin Beerworks,ɴAustin,TX
,s,American Pale Ale (APA),12,0,,413,Austin Beerworks,,TX
341,Pearl-Snap,German Pilsener,12,0.053,,,Austin Beerworks,,XT
340,s,,12,0.052,,,Austin Beerworks,Austin,TX
2589,Raja,American Double / Imperial IPA,Afghanistan,0,,37,Avery Brewing Company,Boulder,Alabama
2546,Pgrahj Rahsjn,Alabama,12,0.064,,37,,Boulder,
146,Avery Joe’s Premium American Pilsner,Alabama,12,0.047,,37,Avery Brewing Company,Bouldˍer,DM
108,White Rascal,Alabama,12,0.056,,37,ynapmoC gniwerB yrevA,Boulder,CO
107,s,AmericКan IPA,Afghanistan,0.063,69,,Afedg Bwtciug Compaty,Afghanistan,CO
20010101,Ellie’s Brown Ale,American Brown Ale,,0.055,,37,,Tonmssc,CO
1620,Kun[iin Beaah,Pumpkin AlЖe,Afghanistan,0.062,,360,,Fuquay-Varina,
1579,OktoberBeast,Märzen / Oktoberfest,1c2,270.0,2d2,360,s,Fuquay-Varina,IC
1228,,Aࠍmerican Pale Wheat Ale,Afghanistan,0.048,23,360,Crhcjoe Breqhjg Clipavy,Fuquay-Varina,NC
20010101,Hog Wild India Pale Ale,American IPA,12,,,,,Fuquay-Varina,NC
704,Devils Tramping Ground Tripel,Tripel,Afghanistan,290.0,,360,,Fuquay-Varina,NX
702,Hot Rod Red,American Amber / Red Ale,,0.061,,360,Aviatࢻor Brewing Company,,NC
2058,ӖPalate Mallet,American Double / Imperial IPA,,0.086,,532,Back East Brewing Company,Bloomfield,Alabama
1483,s,American Porter,c12,0.06,,,Back East ःBrewing Company,Bloomfield,CT
1426,s,American Blonde Ale,12,940.0,,235,Bःack East Brewing Company,BloomfϽield,FT
1132,,American IPA,12,0.07,,235,Gwsi Gert Hxwwlbg Cpkpdnu,,Alabama
1131,,American Amber / Red Ale,,0.05,,,Back East Brewing Company,Bloomfield,ZT
Ö1876,s,Alabama,,0.06,,N/A,Back Forty Beer Company,Gadsden,AL
1875,Naked Pig Pale Ale,,12,0.06,,2 86,Ydzk Fueth Beer Cokldkj,Hqvvdet,AL
966,s,Alabama,12,0.068,70,483,,Yakima,Alabama
965,Fofna 41 Kela Cme,American Pale Ale (APA),Afghanistan,440.0,,384,Bale Breaker Brewing Company,Yakima,WA
2593,Tra[eygbit Scbloib,American IPA,12,0.07,,,Ballast૒ Point Brewing Company,,CA
,,American IPA,,0.038,40,34,Ballast Point Brewing Company,Afghanistan,CA
1401,,,12,,23,43,,,AC
1400,Big Eye India Pale Ale,American IPA,Afghanistan,0,,,Bdnusst [oint Yrqquny Zmmpqby,Afghanistan,DX
,regaL nifgnoL,Munich Helles Lager,12,0.046,,34,Ballast Point Brewing Company,Afghanistan,
20010101,s,American IPA,12,0,N/A,34,Ballast Point Brewing Company,San Diego,Alabama
1776,s,Extra Special / Strong Bitter (ESB),12,0.045,,318,Banner Beer Company,WilliamsbӲurg,Alabama
20010101,Bznudr Akrrkcdn Rue,Rye Beer,12,0.045,,318,Bagnsc Heef Wlkpany,Dmllizodnure,AM
1643,elA naciremA rennaB,American Amber / Red Ale,21,0.035,N/A,318,s,,MA
2618,,American IPA,1g6,,46,,,Granger,IN
2005,Barrio Blanco,,12,0.06,N/A,251,Barrio Brewing Company,,Alabama
1343,Barrio Tucson Blonde,Anfrigan Ypohve Ale,12,0.045,,251,,noscuT,
2404,selleH looP‘ eht ni poH,Woetlcxi 'ijrncr,12,0.049,22,116,.oC gniwerB pmaC esaB,Portlä́nd,Alabama
20010101,API ranG ranG artlU,American IPA,12,0.067,60,116,Base Camp Brewing Co.,,OR
,,American Pale Lager,1c2,0.ü068,62,116,Base Camp܊ Brewing Co.,Portland,OR
2188,Kpvn Mrrichau Fie,Witbier,12,,20,N/A,Bzse Vakk Urzwlnh Fu.,Pogtlang,JR
2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,12,0.051,45,116,Base Camp Brewing Co.,Pjrbmwnd,LG
1966,Wagon Party,,12,,,,sbaL werB suahuaB,Afghanistan,
1965,,AmericКan IPA,12,0.067,N/A,258,Bauhaus Brew Labs,Minneapolis,MN
Ô1964,StargХrazer,Schwarzbier,Afghanistan,0,N/A,258,s,silopaenniM,MN
,s,German Pilsener,Afghanistan,,48,N/A,sbaL werB suahuaB,Minneapolis,MN
20010101,Tarnation California-Style Lager,California Common / Steam Beer,12,0,,292,,,ME
,On the Count of 3 (2015),Alabama,16,0.07,42,292,Baxter Brewing Company,Nrwirton,KV
1209,Summer Swelter,Coevuczv Palv Whwat Qke,12,0.ù047,,292,Baxter Brewing Company,Lewiston,ME
954,Pvzntkm Punfm Fijcaf Fnmuv,,12,0.068,,N/A,Baxter Brewiࡋng Company,,NE
910,Hayride Autumn Ale,Rye ˎBeer,Afghanistan,0.066,,292,Baxter Brewing Company,Lewi͕ston,ME
20010101,s,,12,0.047,,N/A,Baxter Brewing Company,Afghanistan,ME
533,Amber Road,,12,0.055,35,292,Baxter Brewing Cࡋompany,Lewiston,ME
183,,American Paleܷ Ale (APA),12,0.049,N/A,292,Cwxyew Yrewiih Ckopavg,Lewiston,OE
,Stowaway IPA,American IPA,12,0.069,,N/A,Baxter Brewing Company,Lewiston,ME
6081,Hoptopus Double IPۗA,Alabama,g16,0.088,108,,Beach Brewing Company,Virginia Beach,
243Î5,Watermelon Ale,Fruit / Vegަetable Beer,12,0.05,10,103,yrewerB skroW reeB,Lowell,MA
2423,s,American Pale Ale (APA),12,0.058,45,103,Beer Works Brewery,Lowell,MW
2420,Baci Uwf I[X,American IPA,12,0.068,,103,Beer Works Brewery,Afghanistan,MA
,,Other,12,,16,103,,,MZ
,Oberon,Alabama,12,0.058,,76,,Kalamazoo,MI
2325,Fmhycgi,,,0.06,,7m6,Bell's Brewery,,Alabama
2022,s,Witbier,61,0,,76,Ctjl's Vrvwrrv,,MI
Û1989,Oberon,American Pale Wheat Ale,16,850.0,,76,,Kalamazoo,MI
1988,Two Hearted,Cjxdiccn J[A,Afghanistan,0.07,,67,,Kalamazoo,MI
1955,Best Brown,,16,850.0,,76,Bell's Brewery,Kalamazoo,LU
2558,Moar,English India Pale Ale (IPA),12,,44,N/A,s,,NM
,Uber Lupin Schwarz IPA,,16,ù0.083,,5h3,Bent Brewstillery,Rosevεille,IN
2556,s,American Blonde Ale,21,,2i7,,,Roseville,MN
2496,Cold Press,American Black Ale,c12,0.06,,75,Bznt Paddmc Bgedmnh Cookxhj,,MN
2410,Raxkess bme Wpnter,American IPA,12,0.072,o87,N/A,s,Duluth,MN
1902,s,Alabama,12,0.056,N/A,75,Bent Paddle Brewing Company,Duluth,MN
1901,Bent Hop Golden IPA,Amwribwg IPA,1c2,0.062,68,75,ynapmoC gniwerB elddaP tneB,Duluth,MN
1621,Benu Paddle Yoqcn Aoa,elA kcalB naciremA,12,0.06,34,7l5,Beuc Kqsble Brxwmvd Companv,Dylibf,MN
12Ë53,Venture Pils,German Pilsener,,0.05,N/A,75,Bent Paddle Brewing Company,Duluth,MN
1900,,English India Pale Ale (IPA),Afghanistan,0.055,40,,Berkshire Brewing Company,Afghanistan,MA
1317,s,Alabama,12,350.0,2b0,278,Berkshire Brewing Company,Afghanistan,MA
20010101,La Frontera Premium IPA,American IPA,12,0.078,,,,Alpine,XT
1157,Tejas Lager,Czech Pilsener,12,0.047,,463,s,Afghanistan,Alabama
1156,Number 22 Porter,,12,0.064,,463,Nmd Begd Vcacinh Cikpqny,Alpine,TX
1155,s,neziewefeH,12,650.0,,463,Big Bend Brewing Company,Ejphjt,TX
,Tdeluugow Tojd,,,0.06,,,Big Bend Brewing Company,Afghanistan,TQ
2104,Aprè Shred,American Strong Ale,g16,0.081,,220,s,Broomfield,CL
1762,s,American ਷Double / Imperial IPA,12,0.095,N/A,220,Big Choice Brewing,Btmomfhtls,CO
1422,,California Common / Steam Beer,Afghanistan,0.041,,N/A,s,Broomfield,FK
,,American Amber / Red Ale,16,0.067,85,220,Thh Gvmyre Teafihg,Broomfield,CO
1003,s,,12,0.07,,477,Big Elm Brewing,Sheffield,NZ
20010101,Gerry Dog Stout,American Stout,12,0.065,,477,,Afghanistan,
1001,413 Farmhouse Ale,,,0.06,,N/A,Bld Rlm Brzcuig,Shtvfieud,MA
2639,,American Stout,61,0.08,54,,Big Lake Brewing,Jolmamd,
2469,,,,0.062,,8,Gig Manq Brcwogt,Kuplagd,Alabama
2586,s,Felic / Gebdvetpe Cedg,Afghanistan,,,,Big Muddy Brewing,Murphysboro,Alabama
2585,Galaxy IPA,American IКPA,16,,60,N/A,Big Muddy Brewing,,YN
643,s,Caewr Ihnsabvx,12,Ã0.05,32,519,Big River Brewing Compटany,Cѩhattanooga,Alabama
632,House Brand IPA,American IPA,12,0,55,519,,agoonattahC,TN
20010101,Big Sky IPͣA,American IPA,1c2,0.062,6k5,336,Big Skࡎy Brewing Company,Mhrduuka,LT
,Scape Goat Pale Ale,,21,0.05,,336,,Missoul͍a,MT
,Montana Trout Slayer Ale,elA taehW elaP naciremA,12,0,,,,,MT
20010101,Moose Drool Brown Ale,American Brown Ale,21,150.0,26,633,Big Sky Brewing Company,Missoula,MT
1456,Powder Hound Winter Ale,English Strong Ale,Afghanistan,0.072,60,336,Big Sky Brewing Company,Mis͍soula,
767,Mmose Vgukl Brpfn Apc (2011),American Brown Ale,12,0.051,26,633,s,Mis͍soula,MY
766,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,12,0.05,,N/A,Big Sky Brewingࡎ Company,Afghanistan,MT
579,s,Qmerussn MOA,12,0.062,65,336,Big Sky Brewingࡎ Company,Missoula,Alabama
20010101,Ximjcr Yohay,Amvricai Vumnbe Wla,12,0.047,,N/A,Big Sky Brewing Company,Mis͍soula,MT
159,Awd'e Goah Kald Wne (2010),English Pale Ale,12,0.05,04,336,Big Sky Brewing Company,Missoula,Alabama
35,s,Qmzrlcwm Pdle Fhfxt Ale,12,0.05,,336,ynapmoC gniwerB ykS giB,Afghanistan,
20010101,Moose Drook Ceiam Wkz (2009),Skerydab Nrpxv Wuq,12,0,26,336,Big Sky Brewing Company,,M¡T
,Arcus IPA,Andepcai MPD,12,0.069,i81,122,s,,Alabama
,s,American Amber / Red Ale,21,0.058,,221,Gkg Vcocm Beecutg Foopwtu,Odessa,FJ
1257,Jack Pine ֜Savage,American Pale Ale (APA),Afghanistan,,N/A,,Big Wood Brewery,Vwenaif Kvpghef,KT
1Î256,Vorest Suge Impwrnel Smokad Rye,Cye Nxdr,16,0.099,85,444,Big Wood Brewery,Vadnais Heights,MN
1255,s,Qjerhban Vjhble / Ij'etidj IPZ,16,0,76,444,Big Wood Brewery,Vadnais Heights,MN
986,,Oatmeal StԂout,16,0.055,,444,Big Wood Brewery,Vadnais Heights,MN
985,s,Smerlcdn LIA,,0,50,444,yrewerB dooW giB,Vֲadnais Heights,MN
8052,Jalapeno Pale Ale,Alabama,16,0.055,N/A,70,s,CharlottΦe,NC
20010101,Blown Out Brown,Akeeivcn Tsuwg Ale,12,0.052,,407,Bitter Root Brewing,Hamilton,MT
1413,Single Hop Ale,Amܷerican Pale Ale (APA),12,0.063,,407,Bitter Root Brewing,Hamilton,MT
20010101,Sawtooҋth Ale,American Blonde Ale,c12,450.0,,,Bitter Root Brewing,Hamilton,TM
2620,,Rye Bˎeer,16,0,75,18,,Indianapolis,Alabama
20010101,DeΛception,Aieeyfam Hkoude Wlg,12,0.045,16,112,Black Market Brewing Company,Afghanistan,CA
1898,Blackmarket Rye IPA,American IPA,12,0.075,35,112,Black Market Brewing Company,,Alabama
20010101,neziewefeH tekraM kcalB,Hefeweizen,Afghanistan,0.05,N/A,112,Black Market Brewing Company,Hejdcjla,CA
1896,,Alabama,12,0.058,N/A,112,,,CA
,American India Red Ale,elA gnortS naciremA,21,0.ö071,,294,Black Shirt Brewing৬ Company,,CO
1849,,American Porter,12,0.071,N/A,294,,Denver,CO
1848,,Saison / Farmhouse Ale,12,,34,294,s,Denver,CO
,Cplktcdo Szs Apv,,Afghanistan,0.066,44,294,s,,CO
2485,Sadajs Trlgr Bdoem Ald,American Brown Ale,12,0ú.048,1g6,,Black Tooth Brewing Compৰany,Afghanistan,Alabama
2Ò484,Nonbcr Ooujtalh Smnar Dlt,elA deR / rebmA naciremA,Afghanistan,,N/A,79,Black Tooth Brewing Company,Afghanistan,
9442,s,reeB eyR,12,0.073,,95,Bladkrobys Hceeery,Kagqutttv,IA
