ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10008,crenshaw community hospital,101 hospital circle,empȯty,empty,luverne,al,20010101,crenshaw,3343353374,acute care hospitals,government - federal,yes,surgical infection prevention,0,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,0 patients,nan
10027,elba general hospital,nan,empty,ekpfn,elba,Alabama,36323,coffee,2564944000,nan,government - hospital district or authority,nan,heart failure,wzik-vev-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,empty,0,al_sҵcip-vte-1
10001,southeast alabama medical center,11ݰ08 ross clark circle,empty,0,nan,al,20363,houston,3342938000,nan,gobvggmenf - hmdpktwl flattivf or atthodotn,nan,heart attack,ami-2,htxtc ateach kzgivntd nyfgj adijrlu ad dyvbhaxgd,99%,516 patients,zl_akl-2
nan,Alabama,805 friendship road,empty,empty,tallassee,aÍl,36078,eromle,3ȇ342836541,acute care hospitals,nan,no,hfasb gxykyfe,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,30 patients,al_hf-3
÷10006,eliza coffee memorial hospital,849 south three notch street,empty,empty,20010101,xk,35957,lauderdale,2567688400,acute care hospitals,nan,yes,Some college,0,ysarv attacj padicjvs gndvn abr yuhhgmyor mr qrb for pqnt rxgnrixulsr fjatjkig sjafkictiou (jnrd),%39,0,al_scip-inf-4
10055,mizell memorial hospital,702 n maiϳn st,empty,empty,opp,Alabama,76463,notgnivoc,3ȇ344933541,acute care hospitals,voluntary non-profit - private,no,nan,0,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,78%,0,al_pn-3b
10016,alaska regional hospital,0,empty,0,alabaster,al,nan,jeffersςon,205Ǹ6208100,acute care hospitals,voluntary non-profit - church,jea,heart attack,ami-2,heart attack patients given aspirin at discharge,nan,208 patients,al_ami-2
10044,nan,1256 military street south,nan,empty,hamil͜ton,aÍl,35570,noiram,2059216200,Alabama,voluntary non-profit - private,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,Afghanistan,46 patients,al_hf-2
20017,nan,2801 dghavr gkza,empty,empty,wnxyusxne,ak,nan,anchorage,9072761131,acute care hospitals,proprietary,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,empty,0,Alabama
100ø07,mizell memorial hospital,702 n main st,nan,nan,opp,Alabama,36467,cudlvttoh,3344933541,acute care hospitals,etavirp - tiforp-non yratnulov,ko,hearԜt failure,hs-2,hdavt fziljra paciejvs envzb an evwnustiov ov nedt twutrivmocx ayscokhc (kgs) hmjcrijn,87%,76 patients,aəl_hf-2
