ProviderNumber,HospitalName,Address1,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10019,MARSHALL MEDICAL CENTER SOUTH,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,,35660,,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-3,HHeeaayQttttxPPaagonnss  Tkb  VWIIbniig  pBB  rpryBeejiixuukrr  SSzgpoxdgvuoo((OGSSE)),75%,4 patients,AL_AMI-3
,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,99508,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,rryQttysvkk,AMI-4,,100%,4 patients,AL_AMI-4
10001,HELEN KELLER MEMORIAL HOSPITAL,,SHEFFIELD,AL,35660,JEFFERSON,225533884455,,Government - Hospital District or Authority,Yes,Heart Attack,,Heart Attack Patients Given Beta Blocker at Discharge,86%,14 patients,AL_AMI-5
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,,AL,35660,JEFFERSON,2233,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,0 patients,AL_AMI-7A
,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,,Heart Attack,AMI-8A,Btt  sccOaaiieennss  Teem  PPII  WWuynn  ojigee  Pr  Srrrriivvqk,,0 patients,AL_AMI-8A
10019,HHNN  KKEEDTMMEEMMOOIZOK,1300 SOUTH MONTGOMERY AVENUE,SSJWFFIIEELL,AAO,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-1,Heart Failure Patients Given Discharge Instructions,,114 patients,AL_HF-1
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,AL,35660,JEFFERSON,3347561400,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,AANK44,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,%%,,
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SSGEEFFRURK,AL,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),92%,37 patients,AL_HF-3
10019,HELEN KELLER MEMORIAL HOSPITAL,1300 SOUTH MONTGOMERY AVENUE,SHEFFIELD,,35660,JEFFERSON,2563864556,Acute Care Hospitals,Government - Hospital District or Authority,,Heart Failure,HF-4,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,100%,41 patients,AL_HF-4
10001,UNIV OF SOUTH ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,XPAANN,AL,3366,YTTOOB,,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-1,Heart Attack Patients Given Aspirin at Arrival,98%,270 patients,AL_AMI-1
10001,OOTTWAASS  SKQMM  MMOFAALL  EEBTTEEE,1108 ROSS CLARK CIRCLE,GUNTERSVILLE,AL,36302,HOUSTON,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,Yes,eesftt  AAttskk,AMI-2,Heart Attack Patients Given Aspirin at Discharge,99%,516 patients,AL_AMI-2
110011,,1108 ROSS CLARK CIRCLE,ITTAANN,AL,36302,HOUSTON,3347938701,Acute Care Hospitals,,Yes,Heart Attack,AMI-3,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),96%,71 patients,AL_AMI-3
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,HOUSTON,,,Government - Hospital District or Authority,Yes,Heart Attack,,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,244 patients,AL_AMI-4
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1188OOSSSS  FLLRRKK  CCIIVOEE,EOOHHS,AL,36302,HOUSTON,3347938701,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,SNU,Heart Attack Patients Given Beta Blocker at Discharge,99%,,AL_PN-6
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,,3347938701,Acute Care Hospitals,Vnnnng    HHkgaall  DDattfiitt    Suuhhrrryy,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,0 patients,AL_AMI-2
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,,3347938701,Acute Care Hospitals,ceetbnntt  pappiittaaoDDssyrrov  ooQjrbittyy,Yes,Heart Attack,AMI-8A,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,72%,40 patients,AL_PN-3B
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,35660,MARSHALL,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,,Heart Failure Patients Given Discharge Instructions,78%,455 patients,AL_HF-1
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,,36302,HOUSTON,3343353374,AAccuur  FteeGssppiiaallss,Government - Hospital District or Authority,Yes,Heart Failure,HF-2,Heart Failure Patients Given an Evaluation of Left Ventricular Systolic (LVS) Function,99%%,514 patients,AL_HF-2
,SOUTHEAST ALABAMA MEDICAL CENTER,805 FRIENDSHIP ROAD,DOTHAN,AL,36302,,3347938701,,Government - Hospital District or Authority,YYeed,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),91%,165 patients,AL_HF-3
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,HOUSTON,3347938701,,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,HF-4,HHwaarryGqiikjrreerug  ugwnnkkiinnCCpbAAddbveeFpnnwllknnv,100%,110 patients,AL_SCIP-INF-3
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,HOUSTON,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,93%,42 patients,AL_PN-2
,SOUTHEAST ALABAMA MEDICAL CENTER,,DOTHAN,AL,36302,HOUSTON,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,,Pneumonia,PN-3B,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,89%,125 patients,AL_HF-3
10025,,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36049,HOUSTON,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PPB,Pneumonia Patients Given Smoking Cessation Advice/Counseling,99%,107 patients,AL_PN-4
00000011,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,35235,HOUSTON,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,B55V,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,92%,,AL_PN-5C
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,35903,HOUSTON,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),80%,147 patients,AL_PN-6
11000011,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AA,36302,HOUSTON,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,84%,160 patients,AL_PN-7
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,HOUSTON,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-CARD-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital&#54; who were kept on the beta blockers during the period just before and after their surgery,7722,79 patients,AL_SCIP-CARD-2
10001,SHELBY BAPTIST MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,MARSHALL,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,Hd,,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,,399 patients,AL_SCIP-INF-1
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,JEFFERSON,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,z,,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,405 patients,AL_SCIP-VTE-2
10001,HELEN KELLER MEMORIAL HOSPITAL,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,HOUSTON,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,YYd,Surgical Infection Prevention,D--UNND33,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),88%,,AL_AMI-8A
10001,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,GEORGIANA,,0022,HOUSTON,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,Yes,SSuutiiqKnnffriim  feevvwbttinn,SCIP-INF-2,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96%,66qrm,AA__WFF44
10001,,0088LSSW  XLL  VCCW,XOOGHHAANN,AL,,HOUSTON,339933887711,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-6,surgery patients needing hair removed from the surgical area before surgery&#54; who had hair removed using a safer method (electric clippers or hair removal cream �C not a razor),90%,537 patients,AL_SCIP-INF-6
,,1108 ROSS CLARK CIRCLE,DOTHAN,AALL,35045,,3347938701,Acute Care Hospitals,,dd,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,185 patients,AL_SCIP-VTE-1
10046,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE,DOTHAN,AL,36302,,3347938701,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-2,,83%,184 patients,AL_PN-6
110055,NRRWHHLLMMDDIICCQCCTTRRIYGHH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Qcc  qrrd  pssorskss,Government - Hospital District or Authority,Yes,Heart Attack,,Heart Attack Patients Given Aspirin at Arrival,80%,20 patients,
10005,,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,60%,5 patients,AL_AMI-2
,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,,AL,35957,,2565938310,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),100%,2 patients,AL_AMI-3
000000,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,5566881100,Acute Care Hospitals,Government - Hospital District or Authority,,,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,,0 patients,AL_AMI-4
10005,NRRDHHAALLLL  MMEEEOCCQLLXMTTEESSIY,2505 U S HIGHWAY 431 NORTH,BOAZ,AALL,35957,MARSHALL,6699333300,Acute Care Hospitals,Government - Hospital District or Authority,Yes,,AMI-5,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),100%,5 patients,AL_AMI-5
,MMAAFSSHHLLLLDSKCCQ  EENNRWRRALUURJ,55  I  A  HHIIVJQ4433IRRY,BOAZ,LL,35957,MARSHALL,2565938310,Acute Care Hospitals,Government - Hospital District or Authority,,Pneumonia,AMI-7A,,,0 patients,AL_AMI-7A
10005,AAFYQLLK  MMEIIFQ  CCNNEERR  DOOTT,2505 U S HIGHWAY 431 NORTH,BOAZ,LL,35957,MARSHALL,2565938310,Acute Care Hospitals,Voluntary non-profit - Other,Yes,rrrQgq,AMI-8A,Heart Attack Patients Given Aspirin at Discharge,,17 patients,AL_AMI-8A
,STRINGFELLOW MEMORIAL HOSPITAL,,BOAZ,AL,35957,MARSHALL,2565938310,fyr  srreeGpssppttaaz,Government - Hospital District or Authority,Yes,HHaattFFutee,HF-1,Heart Failure Patients Given Discharge Instructions,78%,24 patients,AL_HF-1
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,,35957,,2565938310,Acute Care Hospitals,Government - Hospital District or Authority,Yes,qrrttRsolluutee,,,,160 patients,AL_AMI-2
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,3355,TALLADEGA,2565938310,Acute Care Hospitals,Government - Hospital District or Authority,M,Heart Failure,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),9900,69 patients,AL_HF-3
110000,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Failure,J--,Heart Failure Patients Given Smoking Cessation Advice/Counseling,94%,,AL_HF-4
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,,MARSHALL,2565938310,,,Yes,Pneumonia,PN-2,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,97%,172 patients,AL_PN-2
,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,HOO,AL,335577,MARSHALL,2565938310,Acute Care Hospitals,oovvwrrnnnwmr    Gdoiittaa  DDiittovoorriyhhrriigyy,Yes,Pneumonia,PPNNBB,Pneumonia Patients Whose Initial Emergency Room Blood Culture Was Performed Prior To The Administration Of The First Hospital Dose Of Antibiotics,%%,120 patients,
10005,AARRDHHLLO  RXCCLL  CCRNNYESSOOGG,2505 U S HIGHWAY 431 NORTH,,AL,35957,,55665511,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,,jwimmoonnOyomdTucb  Zmmplo  waaiim  AAofruunnaeeoiinn,97%,,AL_PN-4
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Pneumonia,PN-5C,Ojeeuummps  PPaaeettss  ocee  Unngk  AAmiivooiiccss))  iiu  66  ryeet  Qfiivvaall,96%,211 patients,AL_PN-5C
,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,556699333311,Sccuugrottaass,beeeebr  oosspprqougtiiccttootuuyrrotth,Yes,Pneumonia,PN-6,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),99,175 patients,AL_PN-6
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Acute Care Hospitals,,Yes,Pneumonia,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,81%,118 patients,
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,MARSHALL,2565938310,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-CARD-2,,36%,14 patients,AL_SCIP-CARD-2
10005,MARSHALL MEDICAL CENTER SOUTH,,BOAZ,AL,,DALE,2565938310,Acute Care Hospitals,Government - Hospital District or Authority,Yes,uuhaall  IInnttlnn  Oeeceepnn,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,168 patients,AL_SCIP-INF-1
10005,MARSHALL MEDICAL CENTER SOUTH,0055    Z  HHEYY11JOOHH,WEDOWEE,AL,35957,MARSHALL,2565938310,Acute Care Hospitals,Government - Hospital District or Authority,,Surgical Infection Prevention,,surgery patients who were given the  right kind  of antibiotic to help prevent infection,,1166  ppqeejga,AL_SCIP-INF-2
11000055,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,,35957,MARSHALL,2565938310,Acute Care Hospitals,,Yes,ArrfkaafffrklmOrrrwjgiioonn,SCIP-INF-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),55%%,158 patients,AL_SCIP-INF-3
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,,SSLLLL,2565938310,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-4,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,,0 patients,AL_SCIP-INF-4
10005,FAYETTE MEDICAL CENTER,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,36323,MARSHALL,2565938310,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-INF-6,,100%,237 patients,AL_SCIP-INF-1
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,CULLMAN,AL,,MARSHALL,2565938310,AAccuudseee  HHidppkrsa,Government - Hospital District or Authority,Yes,Surgical Infection Prevention,SCIP-VTE-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,78%,76 patients,AL_HF-3
10005,MARSHALL MEDICAL CENTER SOUTH,2505 U S HIGHWAY 431 NORTH,BOAZ,AL,35957,AAESSBSLL,2565938310,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Heart Attack,PN-5C,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,74%,76 patients,AL_SCIP-VTE-2
10006,ELIZA COFFEE MEMORIAL HOSPITAL,2200MMSRRDGGPTTEEETT,MONTGOMERY,,35631,LAUDERDALE,2567688400,Acute Care Hospitals,Voluntary non-profit - Other,Heez,Heart Attack,AMI-1,Gwsrr  yaax  Oaatteetta  GGiinnAAziifu  aa  Qfiivvso,1100,,AL_AMI-1
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,,AL,,LAUDERDALE,2567688400,Qgr  Faarrw  Glppkaaa,Voluntary non-profit - Other,Yes,Heart Attack,AMI-2,Heart Attack Patients Given Aspirin at Discharge,100%,247 patients,AL_AMI-2
10046,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35631,LAUDERDALE,2567688400,Acute Care Hospitals,,Yes,Heart Attack,AMI-3,Heart Attack Patients Given Smoking Cessation Advice/Counseling,93%,43 patients,AL_AMI-3
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,,K,35631,LAUDERDALE,2567688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-4,Heart Attack Patients Given Smoking Cessation Advice/Counseling,100%,,AL_AMI-4
10006,CALLAHAN EYE FOUNDATION HOSPITAL,220055  MMSRRGGI  TTFEEEER,FLORENCE,AL,35631,OAAUUWOR,2567688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Attack,AMI-5,HHwaa  ttttqfm  giidrssGGcj  Nd  BBivkkdegDDkzhht,96%,227 patients,AL_AMI-5
10050,ELIZA COFFEE MEMORIAL HOSPITAL,,OITWJ,AL,35631,AADDEERREE,2567688400,Acute Care Hospitals,,Yes,Heart Attack,AMI-7A,Heart Attack Patients Given Fibrinolytic Medication Within 30 Minutes Of Arrival,,00  ppqueess,AL_AMI-4
10006,CHILTON MEDICAL CENTER,205 MARENGO STREET,GUNTERSVILLE,AL,35631,CLARKE,2567688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,AAMMUAA,Heart Attack Patients Given PCI Within 90 Minutes Of Arrival,98%,34 patients,AAOJ--
,,205 MARENGO STREET,DLLEEFW,AL,35631,,2567688400,uud  Vrree  oossiirslla,Voluntary non-profit - Other,Yes,dqDkkitee,HF-1,Heart Failure Patients Given Discharge Instructions,79%,217 patients,AL_HF-1
10038,,55NQTEEJL  TTRREEW,TDBVEE,AL,35631,LAUDERDALE,2567688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Heart Failure,HF-2,YeeFFqiijf  aattiirnngssTiibrnnqbEEbsouuaattnn  oor  dffg  dnnttiiuukf  Ayii((SS))  nnccyiioo,97%,259 patients,AL_HF-2
10006,CHEROKEE MEDICAL CENTER,205 MARENGO STREET,FLORENCE,LL,35631,LAUDERDALE,2567688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,HF-3,Heart Failure Patients Given ACE Inhibitor or ARB for Left Ventricular Systolic Dysfunction (LVSD),82%,84 patients,
,ELIZA COFFEE MEMORIAL HOSPITAL,,FLORENCE,AL,35631,JEFFERSON,2567688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,HHee  lluue,HF-4,Heart Failure Patients Given Smoking Cessation Advice/Counseling,00,53 patients,AL_HF-4
1100,ELIZA COFFEE MEMORIAL HOSPITAL,,FLORENCE,AL,35631,LAUDERDALE,2567688400,xuusrree  HHpdpporllss,Voluntary non-profit - Other,Yes,Pneumonia,,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,9900%%,174 patients,AL_PN-2
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,,AL,35631,AUTAUGA,2567688400,Acute Care Hospitals,Voluntary non-profit - Other,,Pneumonia,PN-3B,Pneumonia Patients Assessed and Given Pneumococcal Vaccination,,137 patients,AL_PN-3B
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,,AALL,35631,LAUDERDALE,2567688400,Acute Care Hospitals,Booojnngstlnn--ooffrOOtteee,,Pneumonia,PN-4,Pneumonia Patients Given Smoking Cessation Advice/Counseling,,65 patients,AL_PN-4
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,,AL,35631,LAUDERDALE,2567688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Pneumonia,PN-5C,Pneumonia Patients Given Initial Antibiotic(s) within 6 Hours After Arrival,96%,,AL_PN-5C
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,35233,LAUDERDALE,2563572111,,Voluntary non-profit - Other,Yes,Heart Attack,HF-3,Pneumonia Patients Given the Most Appropriate Initial Antibiotic(s),91%,138 patients,AL_PN-6
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,,35631,LLSJDDEEEDDQKEE,2567688400,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Onnjnbs,PN-7,Pneumonia Patients Assessed and Given Influenza Vaccination,95%,85 patients,AL_PN-7
110066,,,FLORENCE,AL,35631,LAUDERDALE,2567688400,Acute Care Hospitals,VVilljsrrh  ooooott  --  Iyhhe,Yes,Surgical Infection Prevention,SCIP-CARD-2,,96%,817 patients,
,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,,,35631,LAUDERDALE,2567688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SCIP-INF-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,457 patients,AL_SCIP-INF-1
10006,ELIZA COFFEE MEMORIAL HOSPITAL,205 MARENGO STREET,FLORENCE,AL,556611,LAUDERDALE,2567688400,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Surgical Infection Prevention,SSCCUO--OR22,,99%,462 patients,SOZO--KJR22
