id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
110072,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,eng,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,J. Cereb. Blood Flow Metab.,1559-7016,34,10,Alabama,1681-7,{Jacques Van HoeckeHayat BanoujaafarChristine MarieClaude M Mossiat}
330553,Multiresistance of clinically relevant gram-positive cocci,nan,Pnvenslynesuvii kkc Novxzllkqdlzin,nan,0175-3851,34,7,Alabama,nan,{G. PetersK. BeckerC. Von Eiff}
23215,20010101,eng,Journal of the American Board of Family Medicine : JABFM,deM maF draoB mA J,1557-2625,27,?,1/14/01,Some college,{Leila JacksonBrian J WellsGregory S CooperSiran KoroukianᶠMichael W Kattan}
719532,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models,nan,Energy and Buildinݾgs,nan,0378-7788,Some college,12,1/10/01,Some college,{R. LuckP. MagoࢠN. Fumo}
86421,nan,eng,Cancer research,Canτcer Res.,1538-7445,Some college,?,Alabama,Sep-82,{Stephanie J WeinsteinRachael Z Stolzenberg-SolomonPhilip R TaylorBarry I GraubardJarmo VirtamoDemetrius AlbanesLi Jiao}
433667,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,nan,nan,nan,nan,0,nan,nan,nan,{NULL}
530323,Strategies for partner notification for sexually transmitted infections including HIV™.,Some college,Cochrane Database Syst. Rev.,nan,nan,10,-1,1/13/01,XD002843,{Catherine MathewsMoleen ZunzaAdel FerreiraNicola LowTaryn Young}
102893,A cohort study of the prevalence and impact of comorbid medical conditions in pediatric bipolar disorder.,eng,The Journal of clinical psychiatry,yrtaihcysP nilC J,1555-2101,17,11,1/10/11,Some college,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
864817,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,nan,Annals of Oncology,nan,nan,nan,0,1/10/01,viii284,?
217725,Use of alendronate in peri-implant defect regeneration,Engˊlish,nan,nan,nan,70,2,1/1/99,nan,{'. C. FjlmzhS. L. MrvaqV. O. Weebs}
730822,Prevention of phantom pain after major lower limb amputation by epidural infusion of diamorphine clonidine and bupivacaine,English; ABSTRACT LANGUAGE:English,Annals of the Royal College of Surgeons of England,Ann R Coll Surg Engڠl,3488-5300,Some college,5,1/1/94,nan,{Jayatunga APDark CHJahangiri MBradley JWP}
659297,Yoc xrsowylte habhnkloby kwe bu ybbivudyalx sith vlsayioivngs ikpxsbx tvdur casvgifeew: s aysvemajic rtvicr of gjc gtsedtci driexbce.,eng,nan,Am J Phys Med Rehabil,1537-7385,91,?,1/12/11,984-98,{James LenkerW Ben MortensonFrank DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
42247,Gender differences in personal social and environmental influences on active travel to and from school for Australian adolescents.,zjg,nan,J Sci Med Sport,1878-1861,13,6,1/10/11,Some college,{John W ToumbourouEva LesliePeter KremerJoanne W Williams}
302969,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology,nan,nan,nan,nan,90,3,1/7/01,Some college,{Steeqm F UitcneK Ckgzleqma Anig-LittlwDfwwu Melmzn}
158672,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.,nan,Computers & chemical engineఉering,Some college,0098-1354,7h1,-1,nan,Some college,?
616298,Does neuraxial anesthesia reduce intraoperative blood loss? A meta-analysis.,xig,aisehtsena lacinilc fo lanruoJ,J Clin Anesth,0952-8180,Some college,6,1/6/09,427-35,{David N MaineGenevieve E CourpasJames F WellerJeffrey M RichmanAndrew J RowlingsonChristopher L Wu}
221086,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta,eng,nan,nan,nan,7,0,1/12/01,34,{K. MiyoshiT. NomaT. MutoH. HagitaT. Horiguchi}
548616,nan,nan,Teachers College Press,nan,0-8077-4913-3,0,0,nan,nan,{Pntule GatcyaJo Qnjf Ilwpygwn}
669596,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.,eĺng,Knee surgery sp᲼orts traumatology arthroscopy : official journal of the ESSKA,Knee Surg Sports Trമaumatol Arthrosc,?,22,12,Alabama,Jul-91,{Junwei JiangHongchuan WangHua LouKai LiuHuiwei Zhang}
474288,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,ann,Journal of geriatric oncology,J Geriatr Oncol,?,6,nan,1/15/01,15-22,{Marlies L van BekkumBarbara C van MunsterMarije E HamakerCarolien H SmorenburgPeter L M Thunnissen}
108424,Outcome of gastric bypass patients.,eng,Obesity surgery,nan,3298-0690,12,2,1/2/04,261-4,{Ryan HolzwarthBasir TareenAlicia MajkrzakDarren Huber}
841679,A Modified Technique for Pulmonary Valve Replacement with a Homograft,English,J. Card. Surg.,nan,-7977,26,2,1/1Œ1/01,144-147,{S. K. ChoudharyG. S. GulatiP. SharmaS. TalwarB. AiranS. Mishra}
20010101,Advances in allergic skin disease anaphylaxis and hypersensitivity reactions to foods drugs and insects,nan,Journal of Allergy and Clinical Immunology,nan,nan,nan,1,1/5/01,153-Š163,?
852927,Phase II study of epirubicin oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.,Some college,J. Exp. Clin. Cancer Res.,nan,1756-9966,28,-1,1/9/01,34,nan
237623,Hecn [aki.,Some college,ڂClinical evidence,Ruku Gdjd (Jnpinv),1752-8526,2008,1,1/8/01,nan,{Allan I Binder}
nan,A guide to physiotherapy in cerebral palsy,nan,-1,nan,nan,18,nan,1/8/01,410-413,?
318931,Community associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,nan,-1,nan,?,12,nan,1/10/01,153-163,{M. PujolP. BarragnJ.M. TiraboschiA. ImazM.. Dom_nguezD. Podzamczer}
93659,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,chi,-1,Some college,1001-5515,29,3,1/12/06,453-5 459,{Rujun ZhengYulan PengShuzhen ZhaoHong HuangIi LiangXiaoli He}
349150,The relationship between capsulorhexis size and anterior chamber depth relation.,ztt,Pihtialinc ahrgery agd madfgf,Ophthalmic Surg Lasers,1082-3069,30,?,3/1/9Ĵ9,185-90,{O Ceki_C Batman}
20010101,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,eng,CANCER,nan,0008-543X,98,2,7/15/03,nan,?
826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,eng,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,Eur J Cardiovasc Nurs,1474-5151,11,2,1/12/01,183-9,nan
34962,Assessing social isolation in motor neurone disease: a Rasch analysis of the MND Social Withdrawal Scale.,end,Journal of the neurological sciences,U. Iendkl. Scn.,1878-5883,334,1,11/15/13,112-8,nan
574309,Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized Multicenter Study,English,Transplantation,Transplantation,0041ǀ-1337,99,7,10/51/1,1ǉ455-1462,{Llihe BExjag NAw Spmonv INiscgsc PQs Fqejiw PLxlaxe DMFalyvx RSuvluz CMstdruadw JTSotg BJevabr RRtjg TO}
200077,Plasma cell leukemia--a case report.,gne,ygoloiborciM dna ygolohtaP fo lanruoJ naidnI,nan,0377-4929,46,3,1/3/07,484-7,nan
į421512,20010101,eng,nan,nan,nan,nan,1,1/13/01,17-Aug,{ύM. Mitka}
715052,Health-promoting behaviors of low-income cancer survivors,nan,nan,nan,nan,2g5,3,1/11/01,118-124 7p,{Alexa StuifbergenMartha Gene Meraviglia}
172966,20010101,nan,Arcfkdqs Dw Pqdmqvryc,nan,?,13,10,1/6/01,1349-1353,{S. Tidae}
14027Ĳ4,Here to stay. An interview with Dr. David Satcher Director U.S. Centers for Disease Control and Prevention.,eng,Nepal Medical College jour౗nal : NMCJ,Nepal Med Coll J,nan,1,nan,11/1/96,9-Jun,?
282039,The first case of drug-induced immune hemolytic anemia due to hydrocortisone,nan,Transfusion,nan,0041-1132,48,9,1/8/01,1925-1929,{M. MartinengoD. F. ArdenghiG. RealiG. Tripodi}
835177,KRAS mutational status assessment in patients with metastatic colorectal cancer: are the clinical implications so clear?,nan,Eur J Cancer Care (Engl),Some college,0961-5423 (Print) 0961-5423,nan,2,1/10/01,167-71,{M. HebbarP. FournierO. Romano}
519732,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,Some college,-1,Stat Methods Med Res,0962-2802,16,nan,1/7/02,13-29,{John T SharpWeng Kee WongGrace S ParkHarold E PaulusMyungShin OhRichard H GoldDinesh Khanna}
761104,Infusing Tolerance Diversity and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning,nan,TEACHING Exceptional Children Plus,nan,1553-9318 Ϭ1553-9318,1,?,Alabama,nan,{Milagros M. SessionsKevin J. Miller}
Ĵ408062,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,nan,Actas urologicas espanolas,ActasӶ Urol Esp,1699-7980,39,?,1/15/05,222-8,?
889481,Chronic pain related to quality of sleep,nan,Einstein (Sao Paulo),nan,1679-4508,12,2,Alabama,159-63,{W. HummigJ. Stechman NetoL. F. Tonial}
894596,20010101,nan,Proc. iEMSs 4th Biennial Meeting - Int. Congress on Environmental Modelling and Software: Integrating Sciences and Information Technology for Environmental Assessment and Decision Making iEMSs 2008,nan,9790000000ʉ000,3,00,10/8/1,1937-1958,}trebiG aniraKsidaisanahtA sinnaoIsamoC miuqaoJodreiuqzI n_uqaoJsemloH ffoeGrraM-zehcn_S leuqiM{
604985,Cardioactive steroid poisoning: a comparison of plant- and animal-derived compounds.,eve,J Med Toxicol,Journal of medical toxicology : official journal of the American College of Medical Toxicology,1556-9039,2,?,1/6/12,152-5,{Robert S HoffmanBrian W CotterBarbara M KirraneFermin BarruetoLewis S Nelson}
220950,Forensic odontology: A prosthodontic view,eĺng,nan,nan,nan,4,1,1/12/01,38-41,{S. GosaviS. Gosavi}
770196,FIGO staging of gynecologic cancer. 1994-1997 FIGO Committee on Gynecologic Oncology. International Federation of Gynecology and Obstetrics,eng,Int J Gynaecol Obstet,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,0020-7292,64,1,1/1/99,10-May,{W. T. CreasmanS. PecorelliJ. L. BenedetJ. H. Shepherd}
914468,Effect of neuromuscular electrical stimulation and isotonic exercises in flexor and extensor muscles of knee of hemiplegic patients,nan,Revista de Neurologia,Rev.Neurol.,0210-0010,46,3,1/8/01,135-138,nan
346326,20010101,gne,J Cardiovasc Med (Hagerstown),nan,1558-2027,nan,3,1/9/03,261-3,{Giovanni TeodoriMarta LeveroneEraldo Occhet⒐taMiriam BortnikPaolo MarinoMarco Marcolongo}
612846,[Assgawmetv jx [rotmjstos wachurs oh djkradic synoviam rzscomz].,fre,Pathologie non allergique et exposition aux moisissures domestiques.,nan,1776-2588,27,1,1/10/01,nan,{B H Mbatchou NgahaneG DevouassouxH BaudrandB GuibertN FreymondY PachecoA Traverse-Glehen}
282053,20010101,eng,nan,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacc⍇o,1462-2203,1,4,1/1/99,6-143,{M. W. MartinR. SaundersS. Levin}
20010101,nan,English,Journal of Social Service Research,nan,1540-7314 0148-8376,37,5,1/Œ11/01,481-489,{Melissa E. DichterKarin V. Rhodes}
417578,Partial fill strategies for oral oncolytics to reduce waste and drive persistency,eng,Am J Manag Care,The American journal of managed care,1088-0224,19,1,1/13/01,SP26-7,{A. A. Kaddis}
949067,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,eng,Exp૫ert Opin Drug Metab Toxicol,Some college,1742-5255,Some college,3,1/7/01,315-20,?
20010101,Prevalence of allergic diseases in Poland - ECAP study,nan,Alpvrgi: Ebropean Juucicj px Wpkgrgy wbf Cnnipfal Ynjjnomodi,nan,nan,64,0,nan,326-327,nan
752456,Thv chemgitg pcttswnx og susdwkys fluprids ijtake,nan,J Dent Res,Journal of dental research,0022-0345,71,5,1/1/92,1228-37,{B. A. Burt}
377284,Njrkdl nnsgoin fchsktkviuv qnv LMVJ cmntakt it pxrrwvight vynabs xsx asxjcpatgd wlrh jigmxc faatlvg lopua pxldabimv.,nan,Am J Physiol Endocrinol Metab,msilobatem dna ygolonircodnE .ygoloisyhp fo lanruoj naciremA,0193-1849,283,3,1/2/09,nan,?
Ĳ420138,Dietary practices of ballet jazz and modern dancers,nan,nan,J Am Diet Assoc,?,92,?,1/1/92,Some college,{Stensland SHSobal J}
444273,Iatrogenic perforation at colonic imaging.,nan,nan,nan,nan,0,0,nan,nan,{TUOL}
816680,The embodied nature of medical concepts: Image schemas and language for pain,English,nan,nan,?,15,3,1/14/01,ū283-296,{M. Tercedor SnchezJ.A. Prieto Velasco}
491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,Enfnjsh,nan,nan,nan,Some college,2,1/15/01,160-6,nan
628299,Risk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,eid,nan,Fertil. Steril.,nan,9k2,2,1/9İ/08,667-77,{Christos A VenetisBasil C TarlatzisKonstantinos A ToulisEfstratios M KolibianakisDimitrios G GoulisIoannis Papadimas}
72089,Clinical pharmacokinetics of Icotinib an anti-cancer drug: evaluation of dose proportionality food effect and tolerability in healthy subjects.,eng,Cancer chemotherapy and pharmacology,Cancer Chemother. Pharmacol.,1432-0843,73,4,40/41/1,721-7,{Fenlai TanJi JiangDon ZhangDongyang LiuYingxiang WangLi ZhangPei Hu}
nan,A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type ethnicity gender and age.,nan,Psfcho-obeimpyy,Psychooncology,1057-9249,15,3,1/6/03,248-58,?
764224,High intensity interval exercise training in overweight young women,nan,nan,nan,nan,52,3,nan,255-62,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
591619,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,Some college,nan,nan,nan,nan,nan,1/12/01,nan,{A. D. HayA. LoveringC. CostelloeA. MontgomeryD. LewisC. McNulty}
125072,.eruliaf traeh ni aixehcac caidrac dna noitcnufsyd ralucirtnev tfel sevorpmi nilerhG,eng,nan,Some college,1471-4892,3,?,1/3/04,146-51,{Noritoshi NagayaKenji Kangawa}
255432,Iomk densimh yit pgzbegtohd dtoennng in xhikdreh.,eng,The ྐྵCochrane Database Of Systematic Reviews,Duvhxwnz Detdbqff Fyfc Sex,1469-493X,-1,2,1/1/00,CD001047,{D C ThompsonF P Rivara}
689284,20010101,eĺng,Cancer immunology immunotherapy : CII,Some college,1432-0851,63,9,Alabama,911-24,nan
781141,Mind the Gap: Difference between Framingham heart age and real age increases with age in HIV-positive individuals - A clinical cohort study,English,BMJ Open,nan,nan,3,10,1/13/01,nan,{T. L. DaviesB. BovillS. JohnstonM. T. MayM. Gompels}
148787,Cardiac atrophy in women following bed rest,eng,nan,nan,nan,nan,nan,1/7/01,8-16 ST  - Cardiac atrophy in women following bed rest-,{J. L. HastingsG. BioloB. D. LevineT. TilleryR. M. PeshockT. A. DorfmanB. R. MaciasA. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 HargensS. M. Schneider}
779281,Patent abstractsnull,nan,Industrial Robot: An International Journal,nan,0143-991X,nan,4,1/11/01,nan,}LLUN{
684757,The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patient㟭s with rheumatoid arthritis.,eng,-1,J Rheumatol,0ǧ315-162X,nan,4,1/1/04,745-50,?
447382,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,nan,nan,nan,nan,0,0,nan,nan,{NULL}
585766,Thermoregulatory response of women to intermittent work in the heat,nan,-1,nan,nan,41,1,Alabama,57-61,{B. L. DrinkwaterJ. E. DentonS. M. HorvathP. B. Raven}
185291,Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,nan,nan,nan,nan,13,0,Alabama,305-310,{Denys T. LauBrass Buchanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller BostickCelia BerdesJonathan Masin-PetersMegan Ong}
20010101,].sredrosid detaicossa dna esaesid remiehzlA ni secnabrutsid roivaheb no rO'd xioV noitnevretni lacigolocamrahp-non a fo tceffE[ .etnerappa eidalam enu uo remiehzlA'd eidalam al snad tnemetropmoc ud selbuort sel rus rO'd xioV esuetnemacidm non noitnevretni enu'd teffE,nan,Griatrie et Psychologie Neuropsychiatrie du Vieillissement,nan,nan,11,3,nan,323-330,{Graldine Martin-GaujardFloriane Delphin-CombeIsabelle RouchSolveig RellandPierre Krolak-Salmon}
nan,The Hierarchical Organization of Intellectual Structures,English,nan,nan,nan,0,nan,nan,Some college,nan
922646,Desflurane and isoflurane increase lumbar cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.,nan,Anesthesiology (Hagerstown),nan,?,Some college,5,11/1/96,nan,?
843485,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,eng,Transactions of the Royal Society of Tropical Medicine and Hygiene,nan,1878-3503,106,2,1/12/02,110-6,{Peter J WinchMickey ChopraCynthia S MinkovitzDebra JacksonAlyssa B Sharkey}
548866,Impact of education and provision of complementary feeding on growth and morbidity in children less than 2 years of age in developing countries: a systematic review.,Some college,BMC public Health,nan,1471-2458,13,?,1/13/01,nan,{Jai K DasZohra S LassiZulfiqar A BhuttaGuleshehwar ZahidAamer Imdad}
863844,Sustained complete remission of a limited-stage blastic plasmacytoid dendritic cell neoplasm followed by a simultaneous combination of low-dose DeVIC therapy and radiation therapy: a case report and review of the literature.,Some college,International journal of clinical and experimental pathology,nan,?,nan,11,1/13/01,Some college,{Yasunori OtaMasaaki NoguchiKei-Ji SugimotoHiroshi IzumiNorio KomatsuNanae YamaguchiHidenori ImaiAsami ShimadaYasunobu SekiguchiMutsumi Wakabayashi}
