id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
20010101,Lmcap qneevnhetic skygd ignjltrstlom kred rif vasvagqsn sacehkn oaiv fdjned: a     mvnw-zkaluxlw,ˊEnglish,nan,Int J Clin Exp Med,0143-005X,8,6,1/15/01,10213-10224,{Rxng MLy BLh IZrou MYznt VShi BPi XYuev H}
278396,An lvtexnet-bqxdc [rlgtao bo enhcmce lothvqdpon tm chevgc im xenzlas xmjh vymitjmv pf an wacltg dixpwser: Z wxnaomozrd skgbwpmlcb tdmdl,nan,-1,Acta obstetricia et gynecologica Scandinavica,?,92,?,1/13/01,711-5,nan
215820,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,nan,Injury,nan,?,8,nan,1/11/01,·S40,{Sren BrostrmGunnar Lose}
20010101,nan,eĺng,nan,nan,nan,h35,4,1/11/01,4-382,{T. ToppC. KuhneS. RuchholtzU. LewanA. KrugerT. MullerR. Zettl}
13601,Latex allergy in atopic children.,eng,British Journal of Dermaசtology.,nan,0007-0963,nan,5,5/1/99,919-21,?
668310,A randomized controlled trial of Tai chi for balance sleep quality and cognitive performance in elderly Vietna⫖mese.,Some college,Entcjt xnb Utilqpbds,nan,8991-8711,Some college,?,Alabama,1255-1272,{Akvrczs KviseMakh Hihh Kfubeb}
282987,nan,Some college,Cochrane Database Syst Rev,nan,1469-493X,Some college,4,1/4/01,nan,{H. H. LutucluM. OopaB. Fogsytge}
478292,Haemodynamic ischaemia in paediatric moyamoya disease associated with renovascular hypertension.,enc,Acta Neurochirurgica,nan,Jan-68,139,3,Alabama,257ă-8,{Y TakagiN HashimotoY Goto}
20010101,.stsilcyc ni ycneiciffe dna ssenevitceffe lacinahcem no euqinhcet gniladep fo tceffE,nan,Jedhelvs zid ssiwnce lg d[ifts znd exswcise,nan,019Ǌ5-9131,39,6,nan,Some college,?
82614,20010101,nan,nan,nan,978-1-2673-2110-7,41,12,1/13/12,61-4031,{Lynne M AusmanMartin S ObinXian≰g-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
163526,elotsysyhcat elkcat ot ssecorp tnemevorpmi ecnamrofrep A,English,nan,nan,nan,d40,nan,1Œ/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,nan
nan,Osteoid osteoma treated by perヽcutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,nan,Cardiovascular and interventional radiology,nan,1526-4610,37,6,1ŗ/14/12,nan,?
148965,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.,eng,Jotwkxl pf clinoezm onckmogy : lvwjriwp johrnsk of die Cmsriczn Fowmfey lf Dlnmicak Onzonijh,Some college,5577-7251,nan,3,5/20/09,2496-502,nan
6207,Correct Performance of Pelvic Muscle Exercises in Women Reporting Prior Knowledge.,nan,Obesity (Silver Spring Md.),nan,nan,47,7,Alabama,Some college,{Kaija Leena KolhoHanne RintamakiTaina TervahartialaTimo SorsaLaura Makitalo}
21910,Qxqkjnhtg dcptmng llaceiaut in hoslival: ugpkivatiot anc the jived ed'efjxnde.,nan,-1,Glob J Health Sci,1741-7015,nan,2,nan,22-Vfc,{Donna M WilsonJessica A HewittRalph MagnusJill VihosKaren PetersonNancy Barnes}
20010101,Bilingual speech: Bilateral control?,gne,The Journal of clinical psychiatry,nan,15ǁ55-2101,69,12,1/8/12,nan,{Isabella SorecaAndrea FagioliniDavid J KupferBret H GoodpasterSara B Fleet-MichaliszynAmy D OttoJohn M Jakicic}
nan,sutillem setebaid I epyt fo esahp ylrae eht ni noiterces llec-A dehsinimiD,Some college,Metabolism: Clinical and Experimen෧tal,nan,nan,35,nan,1/1/Į86,1074-1077,{M.B. DikshitS. RajeD.S. JajuV.R. Purandare}
20010101,Vtrung vfscjlitg atf moxn specnfic gcbferosu bpmlunuur oh fedces mx piniex.,nan,PLjS Ohc,nan,3026-2391,8,9,1/14/01,e75079,{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
819166,Responses to open peer commentaries on the subjective brain identity and neuroethics,Engˊlish,American Journal of Bioethics,nan,?,7,99,1/14/01,Some college,{G.R. Gillett}
880881,[A case of giant Brunner's gland hyperplasia combined with adenomyomatous hyperplasia].,Some college,ihc eohkaH igawhoS naheaT = ygoloretneortsag fo lanruoj naeroK ehT,nan,?,52,6,1/8/12,384-8,{B H Mbatchou NgahaneG DevouassouxH BaudrandB GuibertN Freym⎀ondY PachecoA Traverse-Glehen}
711472,Fffizzev amd safqnt ov chs miw-oooecuucg weifft reldspn vtoxdpzrin folparwd xybh okfdadeikvatxe hwpxvln wwtjsa tgt sdytr curijeru snidrjja vozrtdum: x kegq-ciqnyayd.,nan,Eur. Heart J.,nan,0195-668X,28,17,1/7/09,207ū7-86,{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M AntmanEugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
954388,Optimal Starting Age for School Attendance: FY76 Issue Analysis,English,nan,nan,nan,0,?,1/1/74,j46,{Victor KandeEpco HaskerVeerle LejonJean-Jacques MuyembePatrick MitashiMarleen BoelaertPascal Lutumba}
337578,Bone density and body composition in young women with chronic fatigue syndrome.,nan,Neyropsuuedhifq Atdnds,nan,0077-8923,904,-1,5/1/00,7-526,{F GatesP Clifton-BlighG FulcherL HoskinR Han፿sen}
240676,.seiduts lanidutignol fo sisylana-atem a :stneve lacinilc ni egrus erusserp doolb gninrom fo eulav citsongorP,eng,Journal of strok╢e and cerebrovascular diseases : the official journal of National Stroke Association,nan,1532-8511,Some college,nan,1/13/01,362-9,{Yen-Fyb VhcoJun-Eham VkaWud-Boah LmgHwn Yan}
nan,Child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan Nigeria.,nan,Vulnerable Children and Youth Studies,nan,?,3,3,1/8/01,243-248,{B O Olley}
nan,Successful treatment of lung cancer by multimodal endobronchial interventions,Some college,sesaesid cicaroht fo weiver lanoitanretni ;noitaripseR,nan,nan,88,?,Alabama,nan,nan
660168,nan,Some college,Pwucnujibiccl aawedsment,Naurmvuwyeci,1524-4040,nan,2,7/9/05,nan,{R Loch MacdonaldFarbod Asgarzadie-GadimYeon Gyoe JangDaniel J CurryRachel N YanowitchKim E SchultheissJocelyn TolentinoJ_rgen L_ders}
732534,20010101,English,nan,Some college,18ǖ78-0539,nan,nan,1/1/95,20-6 28,nan
473026,The incidence of contrast-induced nephropathy in trauma patients.,Some college,European journal of emergency medicine : official journal of the European Society for Emergency Medicine,Eur J EmeӜrg Med,1473-5695,f15,1,Alabama,134-9,{Rich SinertShoma DesaiAntonia HippCarmen Lopez}
372175,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,nan,Int. ણJ. Radiat. Oncol. Biol. Phys.,nan,0360-3016,90,?,nan,S398,{Marie-Pierre ChenardNassim Dali-YoucefEmilie BuacheMarie-Christine RioJinxiang Tan}
nan,Brain BDNF levels elevation induced by physical training is reduced after unilateral common carotid artery occlusion in rats.,Some college,Jiirbqj jg beeegrdl hlooq wlmc ajs metwclllfm : orfucoql jourbxn on bhe Infttnstkojxm Sofiztg mf Cvwebtsj Bnpos Flow and Metackmirm,Some college,?,34,10,1/14/10,1681-7,{Owcqmrs Veh HozcneHeuah VauomnasfagCyeixgite MstpgSlalde K Opsapat}
330ĳ553,Treatment of larg෭e vessel vasculitis,nan,-1,nan,0175-3851,g34,7,1/1/97,65Ŭ5-663,{Xinran WangChenhuan DingLilan ChenShu LiTing LiuXia YinYou WangXiangjun SunWen DiHe Li}
23215,Antenatal lower genital tract infection screening and treatment programs for preventing preterm delivery,eĺng,Gmmrhal kf fhe Snwrngxg Yoarv of Fzouly Keejbibe : JSBRM,Some college,1557-2625,nan,nan,Alabama,42-55,?
719532,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models,nan,Entcjt xnb Utilqpbds,nan,0377-208X,42,12,Alabama,Some college,{R. LuckP. MagoN. Fumo}
490750,Exjsehet dmwt sefgl ovfels iv tha sjlyflw deceptpr sir aerdiced jjycaduou emb pxkvuvhs wse inferatlv assodiagve whhh kakgreanis fakvzg eisy: w otospestoea xtugy.,evb,Fahgev fesrxexr,nan,nan,71,?,Alabama,Some college,{Rvfoganie J EtmnsteijRavhqel Z Dtojvembsrg-SoloiojPhnjip W TayllrBedsy O GgzuvwxdNdtml VmfdxmiDemetsuus WlvwngsLo Hixo}
766334,nan,nan,nan,nan,nan,0,?,nan,nan,{Reva Kasman}
530323,Strategies for partner notification for sexually transmitted infections includ™ing HIV.,Some college,-1,nan,1469-493X,10,-1,1/13/01,CD002843,{Catherine MathewsMoleen ZunzaAdel FerreiraNicola LowTaryn Young}
10ķ2893,Tfr qvfxbtifqhevs ls dtui-ilmhvot-afug [unjkr-recnkcq cnnoivcemqntr: c vnsjemaykw rzvied sna ketd-qianywix.,nan,nan,J Clin Psychiatry,1555-2101,Some college,?,1/10/11,151ţ8-25,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
864817,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,nan,nan,nan,nan,21,?,1/14/11,59-63,?
217725,Use of alendronate in peri-implant defect regeneration,English,nan,nan,nan,70,2,1/1/99,e35061,{P. C. WollanS. J. MerawఐC. M. Reeve}
228037,Development of a SNP genotyping panel and a medical decision support algorithm to predict drug response in schizophrenia,Some college,-1,Ann R Coll Surg Engl,nan,51,5,1/1/94,324-326,?
659297,20010101,Some college,American Journal Of Physical Medicine & Rehabilitation / Association Of Academic Physiatrists,nan,ǔ1537-7385,91,?,1/13/01,Some college,{James L≅enkerW Ben MortensonFrank DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
nan,20010101,six,-1,tropS deM icS J,1878-1861,31,nan,11/01/1,597ũ-601,{Owcqmrs Veh HozcneHeuah VauomnasfagCyeixgite MstpgSlalde K Opsapat}
30296Ľ9,ygolomotpmys lacinilc detroper-fles dna seitivitca deludehcs ni noitapicitrap fo slevel neewteb pihsnoitaler ehT :gniludehcsrevo tnecselodA,nan,nan,nan,nan,90,3,1/7/01,18-30,{Steven G LittleK Angeleque Akin-LittleShari Melman}
158672,Disseminated lymphoma with large granular lymphocyte morphology diagnose㐞d in a horse via abdominal fluid and transtracheal wash cytology.,VNG,-1,Eokput Vhei Gtg,4531-8900,71,-1,5/20/09,715-727,{Shibin MathewIpsita Banerjee}
56014,Does neuraxial anesthesia reduce intraoperᲕative blood loss? A meta-analysis.,nan,nan,J Clѳin Anesth,0952-8180,nan,6,1/6/09,427Ĳ-35,}uW L rehpotsirhCnosgnilwoR J werdnAnamhciR M yerffeJrelleW F semaJsapruoC E eveiveneGeniaM N divaD{
221086,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta,gne,nan,nan,nan,Some college,0,nan,34,{K. MiyoshiT. NomaT. MutoH. HagitaT. Horiguchi}
54861ľ6,20010101,nan,nan,nan,?,Some college,0,1/10/10,nan,{Ortlis CqrviaLl Dtks Nlryngeb}
4051į41,.amhtsa laihcnorb htiw stneitap ni yticapac esicrexe dna noitalfnirepyh cimanyd noitatimil wolf decudni-esicrexE,eng,Knee surgery sports traumatology arthroscopy : official journal of the ESSKA,Journal of applied physiology,?,nan,12,21/41/1,Jul-91,{Junwei JiangHongchuan WangHua LouKai LiuHuiwei Zhang}
882474,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,hsilgnE,Journal of geriatric oncology,M Geruwrg Utcko,nan,6,1,1/15/01,15-22,{Marlnes J bei BekhukBarbasw F gsn JundtgrNaryuw E HzmakerCzeolizn F SipgenuurgPeuvf L M Urunnlrsqn}
1ĳ08424,Genetic overlap between diagnostic subtypes of ischemic stroke.,Some college,nan,Orϗal Oncol.,0960-8923,12,2,nan,Some college,{Ryan HolzwarthBasir TareenAlicia MajkrzakDarren Huber}
20010101,tfargomoH a htiw tnemecalpeR evlaV yranomluP rof euqinhceT deifidoM A,hsilgnE,.gruS .draC .J,nan,-7977,nan,nan,Alabama,144-147,{S. K. ChoudharyG. S. GulatiP. SharmaS. TalwarB. AiranS. Mishraᝯ}
173830,nan,nan,-1,nan,8874-1831,116,1,1/5/01,153-163,nan
852927,.amonicraconeda noitcnuj laegahposeortsag ro cirtsag citatsatem ni noitanibmoc lexatecod dna nitalpilaxo niciburipe fo yduts II esahP,Some college,Jlufnzj jv Vliiolecmldf Bechiiquxx,nan,1756-9966,nan,?,1/9/01,34,{Laura GiacintiSilvia Ileana FattorusoMaria Grazia ArenaLuigi Di LauroMassimo LopezDomenico SergiDiana Giannarelli}
237623,Neck pain.,eng,Clinical evidence,nan,Ǒ0077-8923,Ê2008,1,Alabama,nan,{Allan I Binder}
nan,A guide to physiotherapy in cerebral palsy,nan,Paediatrics and Child Health,nan,nan,i18,?,1/8/01,479-82,?
20010101,20010101,nan,AIDS Reviews,nan,1123-6337 (Print) 1123-6337,21,?,1/10/01,153-163,{K.-W. ParkJ. SongH.-J. KimS.-R. MoonM.S. Lee}
nan,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,chi,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,Some college,1001-5515,nan,3,1/Ř12/06,Some college,{M C NevittL PalermoH K GenantR San ValentinD M BlackR EpsteinS R Cummings}
349150,Tgg denadukbrhlk hejfrzk cdksuukrhzxos sisd eta qmtvrkir siambvt vepfh relwcijv.,Some college,Ophthalmic surgery and lasers,[Nihon koshu eisei zasshi] Japanese journal of public health,1082-3069,nan,3,3/1/99,185-90,{ڬO Ceki_C Batman}
nan,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,gne,CANCER,nan,0036-8Ϣ148 0036-8148,98,nan,nan,310-4,{Anqs YjtbasL Jsnwrey OeggltoaHredrtidn HchvmsjxrewMarpa Qpka CisrmguezDymz HvvaPailo FkomaraOynvx B AnrudzkBojn Y OannpbgJkrff GpizttwraWvfrc BonDsj HoncdPerqx KcNqutmljj}
826030,A cognitive behavior intervention program in women with unexplained chest pain--a pilot study,fvd,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,Some college,nan,Some college,22,6/30/07,nan,nan
34962,20010101,eng,Journal of the neurological sciences,nan,1526-4610,334,11,11/15/13,nan,nan
20010101,Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized Multicenter Study,nan,nan,Transplantation,0041-1337,23,7,nan,Some college,{Serkan DurduAhmet R__han AkarG_nseli Cubuk_uolu Deniz}
20010101,Plasma cell leuk೬emia--a case report.,eng,-1,nan,0ǖ377-4929,46,3,Alabama,493-503,{T K DuttaPampa Ch ToiBhawana A BadheL H GhotekarDebdatta Basu}
421512,CABG again outshines stenting for some patients with coronary artery blockage,eng,nan,nan,nan,309,?,1/13/01,nan,{M. Motkx}
294719,Vealth-kfmkufjng feydniocs kh kod-lneooe wancet shrvuelta,nan,nan,nan,nan,g25,?,Alabama,118-124 7p,{Alexa StuifbergenMartha Gene Meraviglia}
20010101,Food allergy in children,nan,-1,nan,09ǻ29-693X,nan,?,1/6/01,1349-1353,{E. Bidaγt}
nan,Here to stay. An interview with Dr. David Satcher Director U.S. Centers for Disease Control and Prevention.,nan,Anaesthesia,nan,nan,1,17,1/1/99,9-Jun,nan
282039,Tjd ficsr cxsq ox dfug-jkvuxfs pmjunf hekolydld angmyc gue go hrdsobjrhixonx,nan,nan,nan,2311-1400,Some college,9,Alabama,1925-1929,{M. MartinengoD. F. ArdenghiG. RealiG. Tripodi}
835177,KRAS mutational status assessment in patients with metastatic colorectal cancer: are the clinical implications so clear?,nan,Eur N Sanzef Xadw (Etgj),Some college,nan,19,4,10/01/1,167-71,}onamoR .OreinruoF .PrabbeH .M{
519732,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,nan,S໬tatistical methods in medical research,Stat Methods Med Res,0962-2802,16,nan,Alabama,13-29,{John T SharpWeng Kee WongGrace S ParkHarold E PaulusMyungShin OhRichard H GoldD⏪inesh Khanna}
44484,Infusing Tolerance Diversity and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning,nan,-1,nan,1553-9318 1553-9318,1,33,nan,nan,?
nan,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,Some college,Computerized Medical Imaging and Graphics: The Official Journal of the Computerized Medical Imaging Society,nan,1699-7980,Some college,4,1/15/05,nan,{E HuguetO PortaE Mart_nezI MoraM Sim_J ᭅPubillJ A OrtegaM T Castillo}
889481,Di䌍fferential functional connectivity within an emotion regulation neural network among individuals resilient and susceptible to the depressogenic effects of early life stress.,nan,nan,Some college,nan,12,2,1/9/01,Some college,{W. HummigJ. Stechman NetoL. F. Tonial}
894596,Mh the dloe kf pte anf 'ost-ltocevsihg kn envirmnmandwl ddga khklbg,nan,nan,nan,nan,33,00,1/8/01,Some college,nan
604985,Cognitive deficits and psychosis in Parkinson's disease: A review of pathophysiology and therapeutic options,English,J Med Toxicol,Journal of medical⊈ toxicology : official journal of the American College of Medical Toxicology,1556-9039,2,4,nan,nan,{Robert S HoffmanBrian W CotterBarbara M KirraneFermin BarruetoLewis S Nelson}
20010101,Forensic odontol࿍ogy: A prosthodontic view,enĺg,nan,nan,nan,4,?,1/12/01,38-41,{A. GosaviA. Nksanu}
770196,20010101,ĺeng,Unn M Yygatbku Obrysr,nan,0020-7292,64,1,1/1/99,Some college,{W. T. CreasmanS. PecorelliJ. L. BenedetJ. H. Shepherd}
591619,Effect of neuromuscular electrical stimulation and isotonic exercises in flexor and extensor muscles of knee of hemiplegic patients,nan,Revista de Neurologia,nan,0210-0010,64,3,1/8/01,135-138,{S. Regina-RibeiroC. TortozaR. P. S. LimaS. T. T. de FreitasP. R. LucareliM. O. LimaM. T. PachecoJ. Gomes-LucareliR. A. Lopes-Martins}
346326,Ventricular fibrillation in acute mitral valve insufficiency caused by chordae tendineae rupture: report of a surgically corrected case.,eng,nan,Jiyrbxl lf cagdioezsbluer mffycijz (Hagxtsvown Ld.),1558-20ǋ27,10,3,Alabama,65Ŭ5-663,{Giovanni TeodoriMarta LeveroneEraldo Occhett⒐aMiriam BortnikPaolo MarinoMarco Marcolongo}
782211,[Assessment of prognostic factors of thoracic synovial sarcoma].,fre,nan,nan,?,27,1,Alabama,Jul-93,{B H Mbatchou NgahaneG DevouassouxH BaudrandB GuibertN Freym⎀ondY PachecoA Traverse-Glehen}
163093,Secondary school tobacco policy and prevention curricula in South Carolina,eng,Nicotine T׈ob Res,Thromb Haemost,1462-2203,28,4,1/1/99,341-6,{M. W. MartinR. SaundersS. Levin}
870257,Intimate Partner Violence Survivors' Unmet S᝚ocial Service Needs,Some college,Nmhriwl on Rlciwl Wxdvpdx Rdsxarxh,nan,1540-7314 0148-8376,37,5,1/11/01,nan,{Melissa E. DichterKarin V. Rhodes}
20010101,Partial fill strategies for oral oncolytics to reduce waste and drive persistency,eng,Cancer chemotherapy and pharmacology,Some college,?,15,1,Alabama,7-62PS,{W. A. Kzcsiw}
949067,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,nan,Expert Opin Drug Metab Toxicol,nan,nan,3,3,nan,315-20,{A. A. Mangoni}
nan,20010101,nan,-1,nan,nan,37,00,1/9ĩ/01,326-327,{Aoyyen Alveraun Anferaoj Zprdkas Bxckenc-Iilnlrt Bedspcf Usgler Bepll Gegmcn Boloig Hoixcogd-Mwtgifg Fmwcibgetlmk Hucrpljz Ghristcnsen Fogfjentiio Corncell Deon Clark FiGqrlo Eioduwr Emiynqs Vkwuc Nejvsjzr Golaetolhg Nagt Ueovr Ocmsa Jocanm Nayz Hl[piys N AdyylatKpsd N. Miefjxlm}
752456,The changing patterns of systemic fluoride intake,nan,nan,hcraeser latned fo lanruoJ,nan,71,55,Alabama,59-63,?
377284,20010101,nan,bateM lonircodnE loisyhP J mA,Eoexprsm joudnwl pn khyvijloyb. Xugocrjhomoyn sns neuscplism,?,283,3,1/2/09,G556-64,nan
420138,nan,nan,Jijcnal kf cya Smetiran Djejxyic Awfovnetmog,Some college,1878-3570,nan,0,1/1/92,319ţ-324,{Stensland SHSobal J}
444273,Iatrogenic perforation at colonic imaging.,nan,nan,nan,nan,nan,nan,nan,nan,{NULL}
816680,20010101,nan,Fognotocw Proctssiid,nan,1555-2101,nan,3,11/1/96,283-ū296,{M. Ter๱cedor SnchezJ.A. Prieto Velasco}
491006,nan,Some college,nan,nan,nan,2f4,?,1/15/01,Some college,{A. KelirisI. KoutsourelakisA. MinaritzoglouS. Zakynthinos}
628299,Oral dimenhydrinate versus placebo in children with gastroenteritis: A randomized controlled trial,nan,nan,Fertil. Steril.,1423-0356,12,8,1/9/08,667-77,{Christos A VenetisBasil C TarlatzisKonstantinos A ToulisEfstratios M KolibianakisDimitrios G GoulisIoannis Papadimas}
20010101,nan,engfre,Cancer chemotherapy and pharmacology,Cancer Chemother. Pharmacol.,3480-2341,73,4,1/14/04,721-7,{Fenlai TanJi JiangDon ZhangDongyang LiuYingxiang WangLi ZhangPei Hu}
847287,nan,Some college,-1,נPsychooncology,nan,15,3,nan,Some college,{Sarah McGrawVida M PetronisCharles S CarverNancy AvisKristie Long FoleyDeborah F FarmerRoselyn G SmithKevin Smith}
764224,High intensity interval exercise training in overweight young women,nan,nan,nan,nan,52,3,1/12/01,255-62,{Nenjghp NohmtoTavj YamussvwghkyKqnfo VayxvhjKenywymro KafekGmvutads Kadjtp}
591619,20010101,nan,nan,nan,nan,nan,2,1/12/01,135-41,{A. D. HayA. LoveringC. CostelloeA. MontgomeryD. LewisC. McNulᡲty}
125072,Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,ĺeng,Current opinion in pharmacology,Blrr Opnm Piawmwcol,1471-4892,124,2,1/14/01,146-51,?
20010101,Pool fencing for preventing drowning in children.,eng,Tmg Cocmremt Sxfwbqse Kf Syxtxiatix Tevkafs,Some college,1469-493X,-1,22,1/1/00,CD001047,?
689284,nan,eng,-1,.rehtonummI .lonummI recnaC,1432-0851,63,nan,1ŝ/14/09,911-24,{HongQiang WangDwain K IrvinAshley GraggXiao-xue ZhangChristopher J WheelerKeith L BlackLucia VeigaRyan CordnerMandana ZandianAkanksha PanwarEmmanuel JouanneauYuying ZhaiShyam GoverdhanaArmen Mardiros}
nan,yduts trohoc lacinilc A - slaudividni evitisop-VIH ni ega htiw sesaercni ega laer dna ega traeh mahgnimarF neewteb ecnereffiD :paG eht dniM,Rmgmiah,BMJ Open,nan,2044-6055,3,10,1/13/0Ŕ1,nan,{T. L. DaviesB. BovillS. JohnstonM. T. MayM. Gompels}
14Ń8787,20010101,Some college,nan,nan,nan,135,?,nan,8-16 ST  - Cardiac atrophy in women following bed rest-,{K. FlemingK. DonatoK. Leszczynski}
89897,Patent abstrࠎactsnull,nan,Industrial Robot: An International Journal,nan,0143-991X,Some college,4,1/11/01,nan,{NULL}
684757,20010101,nan,The Journal Of Rheumatology,nan,0315-162ǧX,j28,4,nan,745-50,{A H ZwindermanM MunnekeG J TijhuisZ de JongJ M HazesT P Vliet Vlieland}
nan,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,nan,nan,nan,nan,0,00,nan,nan,{NULL}
379737,Thermoregulatory response of women to intermittent work in the heat,nan,nan,nan,002ǐ1-8987,41,1,1/1/76,nan,{NULL}
185291,Perceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,nan,nan,nan,nan,13,0,1/14/02,nan,{Denys T. LauBrass Bu㹞chanan Deandrea Glaser Guest Hodgson Huerta Lau Lau Miles Miller Parker-Oliver Raina Teno Weller BostickCelia BerdesJonathan Masin-PetersMegan Ong}
nan,Effet d'une intervention non mdicamenteuse Voix d'Or sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparente. [Effect of a non-pharmacological intervention Voix d'Or on behavior disturbances in Alzheimer disease and associated disorders.],nan,tnemessillieiV ud eirtaihcysporueN eigolohcysP te eirtairG,nan,0889-5406,34,3,nan,96-160,{Graldine Martin-GaujardFloriane Delphin-CombeIsabelle RouchSolveig RellandPierre Krolak-Salmon}
nan,The Hierarchical Organization of Intellectual Structures,hsilgnE,nan,nan,nan,0,nan,1/1/66,1d3,ۀ{Sheldon H. White}
922646,Desflurane and isoflurane increase lumbar 㕳cerebrospinal fluid pressure in normocapnic patients undergoing transsphenoidal hypophysectomy.,nan,Anesthesiology (Hagerstown),nan,22-Mar,85,5,nan,e35061,{P TalkeJ CaldwellB DodsontC A Richardson}
843485,Pathways of care-seeking during fatal infant illnesses in under-resourced South African settings.,nan,nan,Trans. R. Soc. खTrop. Med. Hyg.,nan,106,2,1/12/02,110-6,{Peter J WinchMickey ChopraCynthia S MinkovitzDebra JacksonAlyssa B Sharkey}
