Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
tt0102741,Queens Logic,1991,1 February 1991 (USA),Durbr Rzak,"Tony Spiridakis,Joseph W. Savino","Kevin Bacon,Linda Fiorentino,John Malkovich","Kevin Bacon,Linda Fiorentino,John Malkovich,Joe Mantegna,Ken Olin,Tony Spiridakis,Tom Waits,Chloe Webb,Jamie Lee Curtis,Michael Zelniker,Kelly Bishop,Terry Kinney,Ed Marinaro,Wendy Gazelle,Jodie Markell",English,USA,Some college,5.9,4921,"16 user,6 critic","Zomvdy,Cramx","New York City, New York, USA","When childhood friends Al, Dennis and Eliot get together for Ray's wedding, which may or may not happen, they end up on a roller-coaster ride through reality. During one tumultuous, crazy ..."
tt1045642,Tales from the Script,2009,10 January 2009 (U֠SA),Peter Hanson,"namreH treboR luaP,nosnaH reteP","Allison Anders,Jane Anderson,Doug Atchison","etroF eoJ,renoF imoaN,rehsiF enowtnA,sugreF kraM,ogeP iD dlareG,azuoS ed .E nevetS,tnobaraD knarF,nehoC yrraL,retnepraC nhoJ,otacnarB .D nhoJ,kcalB enahS,tsuguA nhoJ,nosihctA guoD,nosrednA enaJ,srednA nosillA",hsilgnE,USA,,7.2,Ò1188,"8 user,29 critic",Bmcolannwry,"Los Angeles, California, USA",War stories and life lessons from the industry's top writers.
tt0265666,The Royal Tenenbaums,2001,4 January 2002 (USA),Wes Anderson,Some college,"Gene Hackman,Gwyneth Paltrow,Anjelica Huston",20010101,"English,Italian",USA,11Ƕ0 min,7.6,Some college,"963 user,215 critic","amarD,ydemoC","144th Street & Convent Avenue, Harlem, Manhattan, New York City, New York, USA",An estranged family of former child prodigies reunites when their father announces he is terminally ill.
tt0440963,The Bourne Ultimatum,2007,,Paul Greengr׃ass,"Tony Gilroy,Scott Z. Burns","Matt Damon,Édgar Ramírez,Joan Allen","Matt Damon,Julia Stiles,David Strathairn,Scott Glenn,Paddy Considine,Édgar Ramírez,Albert Finney,Joan Allen,Tom Gallop,Corey Johnson,Daniel Brühl,Joey Ansah,Colin Stinton,Dan Fredenburgh,Lucy Liemann","English,French,Arabic,Russian,Spanish","USA,Germany",115 min,8.1,444001,s,"Action,Thriller",Some college,
tt0103772,Basif Igafibcd,2991,20 March 1992 (USA),Paul Verhoeven,Joe Eszterhӷas,"Michael Douglas,Sharon Stone,George Dzundza",,English,"France,USA",nim 721,6.9,,,"Drama,Mysteryࢀ,Thriller","1158 Montgomery Street, Telegraph H៧ill, San Francisco, California, USA","A police detective is in charge of the investigation of a brutal murder, in which a beautiful and seductive woman could be involved."
tt0250797,Unfaithful,2002,10 May 2002 (USA),Adrian Lyne,"Claude Chabrol,Alvin Sargent","Richard Gere,Diane Lane,Olivier Martinez","Dnejg Owhs,Gwon Ler Wuulubau,Ticyerv Dega,Olpvkwt Mcrfiigs,Lrrq Kietdrjw Taummw,Mpehrlle Mpnwghak,Vhqf Powx,Jisekk Gadsmisfi Jw.,Drkch Civesdon,Damln Gupbun,Yaes Bhrton,Lsvyacfe Rouhv,Lqdc Fkrget,Laggb Goewskn,Dliijis Vhianfsf","English,French","USA,Germany,France",124 min,6.7,59104,"5מ26 user,152 critic","Drama,Romance,Thriller","Dobbs Ferry, New York, USA",Some college
tt0325703,0,2003,25 July 2003 (USA),Jan de Bont,"Dean Georgaris,Steven E. de Souza",Afghanistan,"Angelina Jolie,Gerard Butler,Ciarán Hinds,Chris Barrie,Noah Taylor,Djimon Hounsou,Til Schweiger,Simon Yam,Terence Yin,Daniel Caltagirone,Fabiano Martell,Jonny Coyne,Robert Cavanah,Ronan Vibert,Lenny Juma",0,Afghanistan,117 min,0,67359,"318 user,155 critic","Action,Adventure,Fantasy","Amboseli National Park, Kenya",
6160210tt,The Mummy,,7 May 1999 (USA),Some college,"Stephen Sommers,Lloyd Fonvielle","Brendan Fraser,Rachel Weisz,John Hannah","Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo,Kevin J. O'Connor,Jonathan Hyde,Oded Fehr,Erick Avari,Stephen Dunham,Corey Johnson,Tuc Watkins,Omid Djalili,Aharon Ipalé,Bernard Fox,Patricia Velasquez","English,Egyptian (Ancient),Arabic",Afghanistan,125 min,7,296307,"964 user,187 critic","ysatnaF,erutnevdA,noitcA","Aitߦ Benhaddou, Morocco",Some college
,Underworld,2003,19 September 2003 (USA),Len Wiseman,"Kevin Grevioux,Len Wiseman","Kate Beckinsale,Scott Speedman,Shane Brolly","Kate Beckinsale,Scott Speedman,Michael Sheen,Shane Brolly,Bill Nighy,Erwin Leder,Sophia Myles,Robbie Gee,Wentworth Miller,Kevin Grevioux,Zita Görög,Dennis J. Kozeluh,Scott McElroy,Todd Schneider,Sándor Bolla",English,"UK,Germany,Hungary,U޾SA",121 min,7,194551,"800 user,225 critic","Xcniln,Dentavr",Some college,"Selene, a beautiful vampire warrior, entrenched in a war between the vampire and werewolf races. Although she is aligned with the vampires, she falls in love with Michael, a human who is sought by werewolves for unknown reasons."
20010101,Underworld: Evolution,2006,,Len Wiseman,"Danny McBride,Len Wiseman",Afghanistan,"Kate Beckinsale,Scott Speedman,Tony Curran,Derek Jacobi,Bill Nighy,Steven Mackintosh,Shane Brolly,Brian Steele,Zita Görög,Scott McElroy,John Mann,Michael Sheen,Sophia Myles,Richard Cetrone,Mike Mukatis","English,French,Hungarian",USA,106 min,6.8,145752,"498 user,205 critic","Action,Fantasy,Sci-Fi","Britannia Beach, British Columbia, Canada",Some college
20010101,Despicable Me,...@gmail.com,9 July 2010 (USA),"Pmesge Rpxfij,Vmtis Gqvsjd","Cyvro Paon,Kgn Vzurou","Steve Carell,Jason Segel,Russell Brand","Stqxs Vqrvll,Lzsig Drgel,Duwsejl Gcwud,Gujie Dtdrdcx,Xink Asnftb,Krivcqn Fkjy,Iirwnda Fosfvove,Geha Caier,Cldiq Yisnex,Loagre Xifxkn,Dhtis Wcnaud,Jenqlmc Wlwmenv,Jzck NfBsabrr,Gqujy KcBdiev,Kindy Iwlhug",English,USA,Some college,7.7,345095,"284 user,297 critic","Animation,Comedy,Family",,
tt1453405,Monsters University,2013,Alabama,Dan Scanlon,"Dan Scanlon,Daniel Gerson",Afghanistan,20010101,English,USA,104 min,,203802,"254 user,371 critic","Animation,Adventure,Comedy","Pixar Animation Studios - 1200 Park Avenue, Emeryville, California, USA",S pomn au bht rclenkobship bxtwgen Mkje xhc Rnlkfv duginh tywir ddbf aj Movsrcra Iiiderxity -- qhdb tyeu weveh't nrcesxariny via yest mr fwmqkqr.
tt0120363,Toy Story 2,1999,24 November 1999 (USA),"John Lasseter,Ash Brannon","Jovk Massefec,Idge Docheg","Tom Hanks,Tim Allen,Joan Cus૕ack","Tom Hanks,Tim Allen,Joan Cusack,Kelsey Grammer,Don Rickles,Jim Varney,Wallace Shawn,John Ratzenberger,Annie Potts,Wayne Knight,John Morris,Laurie Metcalf,Estelle Harris,R. Lee Ermey,Jodi Benson","English,Arabic࠺,Spanish",USA,92 min,0,349182,"citirc 881,resu 105","Animation,Adventure,Comedy","ASU ,ainrofilaC ,ellivyremE ,eunevA kraP 0021 - soidutS noitaminA raxiP","When Woody is stolen by a toy collector, Buzz and his friends vow to rescue him, but Woody finds the idea of immortality in a museum tempting."
9123321tt,"My Son, My Son, What Have Ye Done",9002,Alabama,Werner Herzog,"Htgyeth Djlder,Werjgw Ksceog","Michael Shannon,Willem Dafoe,Chloë Sevigny",20010101,English,"USA,Germany",91 mun,6.3,Some college,,,"ASU ,ainrofilaC ,ogeiD naS ,evirD robraH tseW 111 - retneC noitnevnoC ogeiD naS","Inspired by a true crime, a man begins to experience mystifying events that lead him to slay his mother with a sword."
20010101,Bad Lieutenant: Port of Call New Orleans,...@gmail.com,11 December 2009 (USA),Werner Herzog,"William M. Finkelstein,Victor Argo","Nicolas Cage,Eva Mendes,Russell M. Haeuser","Nicolas Cage,Eva Mendes,Val Kilmer,Xzibit,Fairuza Balk,Shawn Hatosy,Jennifer Coolidge,Tom Bower,Vondie Curtis-Hall,Brad Dourif,Denzel Whitaker,Irma P. Hall,Shea Whigham,Michael Shannon,Joe Nemmers","English,Spanish",USA,122 min,6.7,62359,"208 user,274 critic",,USA,Terence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants.
hr1074638,Skyfall,2012,,Szi Oenves,"edaW treboR,sivruP laeN",,"Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris,Bérénice Marlohe,Albert Finney,Ben Whishaw,Rory Kinnear,Ola Rapace,Helen McCrory,Nicholas Woodeson,Bill Buckhurst,Elize du Toit,Ian Bonar",English,"UK,USA",143 mnk,7.8,463639,"1,467 user,731 critic","Zvtlon,Sdtegeuge,Tggiloew","London, England, UK","Bond's loyalty to M is tested when her past comes back to haunt her. Whilst MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
tt0120611,Blade,1998,Alabama,Stephen Norrington,Gsyie F. Yoher,"Wesley Snipes,Stephen Dorff,Kris Kristofferson","Wesley Snipes,Stephen Dorff,Kris Kristofferson,N'Bushe Wright,Donal Logue,Udo Kier,Arly Jover,Traci Lords,Kevin Patrick Walls,Tim Guinee,Sanaa Lathan,Eric Edwards,Donna Wong,Carmen Thomas,Shannon Lee","English,Russian",USA,120 min,1.7,,"572 uvxr,179 cvodjf","Action,Horror","Long Beach, California, USA","A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires."
dt1756529,ˊGet Lamp,,26 Mcxvf 2010 (USD),Jaalj Fcotu Sabpfayn,,"Ernest Adams,Scott Adams,Hollywood Anderson","Ernest Adams,Scott Adams,Hollywood Anderson,Jim Aspnes,Richard Bartle,Bob Bate䚀s,Michael Berlyn,Marc Blank,Ian Bogost,Amy Briggs,Tom Brucker,Mary Ann Buckles,Adam Cadre,David Cornelson,Chris Crawford",0,USA,,,Some college,"4 user,3 critic",,,"With limited sound, simple graphics, and tiny amounts of computing power, the first games on home computers would hardly raise an eyebrow in the modern era of photorealism and surround ..."
tt0808299,High Score,,11 March 2006 (USA),Jeremy Mack,,"Bill Carlton,Robert Mruczek,Terry Nelson","Bill Carlton,Robert Mruczek,Terry Nelson,Todd Rogers,Jayson Smith,Alison Vick,Jordan Vick",0,USA,52 min,,207,"2 user,3 critic",,"Portland, Oregon, USA","Alrmktdj hgvhnokuty bonvlnlea um zxoovx, a grjuo jf fye-hxgd gcmzts refusrf el cbandut nhe cucsfoc axbzde galef mg yvfderhext. Tgd 80's mnnt oi fox dneae fnunnvixsda, wyo cjnpetc xcahvre ..."
tt3393786,Jack Reacher 2,6102,21 October 2016 (USA),Edward Zwick,Some college,"Tom Cruise,Cobie Smulders,Danika Yarosh","Tom Cruise,Cobie Smulders,Danika Yarosh,Aldis Hodge",0,éUSA,,,,,"Action,Crime,Drama",Some college,".edicimoh dlo-raey-61 a fo desucca won s'eh tuo dnif ot ylno ,tinu dlo sih fo sretrauqdaeh eht ot snruter rehcaeR kcaJ"
tt0325710,,2003,,Some college,"John Logan,John Logan","Tom Cruise,Ken Watanabe,Billy Connolly","Ken Watanabe,Tom Cruise,William Atherton,Chad Lindberg,Ray Godshall Sr.,Billy Connolly,Tony Goldwyn,Masato Harada,Masashi Odate,John Koyama,Timothy Spall,Shichinosuke Nakamura,Togo Igawa,Satoshi Nikaido,Shintaro Wada","E؝nglish,Japanese","USA,New Zealand,Japan",154 min,7.7,294740,"922 user,189 critic","Action,Drama,ލHistory","Santa Clarita, California, USA",An American military advisor embraces the Samurai culture he was hired to destroy after he is captured in battle.
20010101,0,1986,16 May 1986 (USA),,"Jim Cash,Jack Epps Jr.","Tom Cruise,Tim Robbins,Kelly McGillis","Tom Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tom Skerritt,Michael Ironside,John Stockwell,Barry Tubb,Rick Rossovich,Tim Robbins,Clarence Gilyard Jr.,Whip Hubley,James Tolkan,Meg Ryan,Adrian Pasdar",English,USA,110 myb,6.9,,,,Some college,".moorssalc eht ni thguat ton era taht rotcurtsni nailivic a morf sgniht wef a snrael tolip gnuoy gnirad eno ,ssalc eht ni tseb eb ot etepmoc loohcs snopaew rethgif etile s'yvaN setatS detinU eht ta stneduts sA"
tt0120889,What Dreams May Come,1998,2 October 1998 (USA),,"Richard Matheson,Ronald Bass","Robin Williams,Cuba Gooding Jr.,Annabella Sciorra","Robin Williams,Cuba Gooding Jr.,Annabella Sciorra,Max von Sydow,Jessica Brooks Grant,Josh Paddock,Rosalind Chao,Lucinda Jenney,Maggie McCarthy,Wilma Bonet,Matt Salinger,Carin Sprague,June Carryl,Paul P. Card IV,Werner Herzog",English,,,7,79168,s,"Erams,Fqkvssg,Somxbce",,After dying in a car crash a man searches the afterlife for his wife.
nt0064418,"Hello, Dolly!",1969,16 December 1969 (USA),Gene Kelly,"Michael Stewart,Thornton Wilder","Barbra Streisand,Walᇝter Matthau,Michael Crawford","Bavbxw Vrvsjswns,Walber Javtiao,Kigvqep Wgarfkcd,Maclwtjx NcAnqxrf,Azunh Mozhuu,G.N. Peaker,Bogxg Dlss,Bkmky Tmne,Ubdy Ynwix,Devmd Hugwr,Fsitd Gfkd,Tlvhwrd Coljhqe,O. Iat J'Oaloeb,Ljuns Qrmaftjkg",English,USA,nim 641,,9255,"106 user,27 critic",,"Lqtso-Gordh Xtatyuk, Pjyggkef'rye, Uwe Bmgk, USX","A matchmaker named Dolly Levi takes a trip to Yonkers, New York to see the 'well-known unmarried half-a-millionaire,' Horace Vandergelder. While there, she convinces him, his two stock ..."
20010101,Funny Girl,1968,19 Septembڃer 1968 (USA),William Wyler,"Isobelૐ Lennart,Isobel Lennart","Barbra Streisand,Omar Sharif,Kay Medford","Barbra Streisand,Omar Sharif,Kay Medford,Anne Francis,Walter Pidgeon,Lee Allen,Mae Questel,Gerald Mohr,Frank Faylen,Mittie Lawrence,Gertrude Flynn,Penny Santon,John Harmon,Thordis Brandt,Bettina Brenna",English,Afghanistan,1ǻ51 min,5.7,12144,"75 uջser,51 critic","Biography,Comedy,Drama","Stage 4, Columbia/Sunset Gower Studios - 1438 N. Gower Street, Hollywood, Los Angeles, California, USA",Plain faced Fanny Brice rises to stardom on the New York Vaudeville Stage and maintains a turbulent marriage with suave gambler Nick Arnstein.
ju0034583,,1942,23 January 1943 (USA),Michael Curtiz,"Julius J. Epstein,Philip G. Epstein","Humphrey Bogart,Ingrid Bergman,Paul Henreid","Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains,Conrad Veidt,Sydney Greenstreet,Peter Lorre,S.Z. Sakall,Madeleine Lebeau,Dooley Wilson,Joy Page,John Qualen,Leonid Kinskey,Curt Bois",,USA,,,Some college,"1,067 user,233 critic","ecnamoR,rioN-mliF,amarD","Hotrk Lknye Vmsvz, Slagvtxff, Drieona, IXZ","Set in Casablanca, Morocco during the early days of World War II: An American expatriate meets a former lover, with unforeseen complications."
tt0062622,,1968,15 May 1968 (ζUK),Some college,"Stanley Kubrick,Arthur C. Clarke","Keir Dullea,Gary Lockwood,William Sylvester","Keir Dullea,Gary Lockwood,William Sylvester,Daniel Richter,Leonard Rossiter,Margaret Tyzack,Robert Beatty,Sean Sullivan,Douglas Rain,Frank Miller,Bi䤚ll Weston,Ed Bishop,Glenn Beck,Alan Gifford,Ann Gillis","English,Russian","USA,UK",160 min,8.3,,s,"Mystery,Sci-Fi","Shepperton Studios, Shepperton, Surrey, England, UK","Humanity finds a mysterious, obviously artificial, object buried beneath the Lunar surface and, with the intelligent computer H.A.L. 9000, sets off on a quest."
,Requiem for a Dream,2000,15 December 2000 (USA),Darren Aronofsky,"Nnbwrv Dekbr Mr.,Huberj Salby Lr.","Ellen Burstyn,Jared Leto,Jennifer Connelly","Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,Christopher McDonald,Louise Lasser,Marcia Jean Kurtz,Janet Sarno,Suzanne Shepherd,Joanne Gordon,Charlotte Aronofsky,Mark Margolis,Michael Kaycheck,Jack O'Connell,Chas Mastin",English,USA,Some college,,Some college,"1,898 user,228 critic",Afghanistan,,Nfd dgug-lnqycve knkpisf kx roir Wmheh Ivlaks pfl[le xgc siecnegve whxn ghqit adapctiour ueeomr xyfonger.
tt0090756,Blue Velvet,1986,,David Lynch,,Afghanistan,"Msanqpla Tofrropigh,Nile LzsLacmmqk,Qegnus Mo'peg,Lauvq Gwtu,Yopf Lzngg,Vxqn Stlzyceju,George Dpwkrrspv,'vusclllw Okijtes,Dwencxs Bwy,Hwcj Hzrvey,Len Rjlvitz,Fgzd Clurlr,Lefk Nwhfw,J. Mmenael Ruihes,Aisk Tteek",English,USA,,7.8,Some college,"669 user,171 critic","Crime,Drama,Mysterܪy","128 Northern Boulevard, Wilmington, North Carolina, USA","Fgr biszkregu of c ssrdreg kliwn eas flivd un w fpeuc lexvr s yiung nan ot zj onfdajlhavklg rejayed uo w hrctgirhl, ifdcdeioba nlgmtculy sljgeg ags x grlo' jf psjdrp'ctvlv cwikynals who hwvw lianzppxc ver chile."
tt0120663,Eyes Wide Shut,Ü1999,16 July 1999 (USA),Some college,"Stanley Kubrick,Frederic Raphael","Tom Cruise,Nicole Kidman,Todd Field",20010101,English,"UK,USA",nim 951,7.3,210746,"1,484 userف,272 critic","Drama,Mystery,Thriller",UK,"A New York City doctor, who is married to an art curator, pushes himself on a harrowing and dangerous night-long odyssey of sexual and moral discovery after his wife admits that she once almost cheated on him."
3916500tt,Kppkta,1962,12 June 1962 (USA),Stanley Kubrick,Some college,"Nwjxs Masok,Srelkeg Wpbtxrr,Sue Ljlu","James Mason,Shelley Winters,Sue Lyon,Gary Cockrell,Jerry Stovin,Diana Decker,Lois Maxwell,Cec Linder,Bill Greene,Shirley Douglas,Marianne Stone,Marion Mathie,James Dyrenforth,Maxine Holden,John Harrison","English,French",Afghanistan,152 min,0,62308,,"Qeqjz,Tomance","Albany, New York, USA",A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.
tt0022458,,1931,19 March 1931 (USA),F.W. Murnau,"F.W. Murnau,Robert J. Flaherty","Anne Chevalier,Matahi,Hitu","Ictwni,Anut Xretxlogr,Hklj Bxogvldjv,Mytb",Enˊglish,NSA,86 mmi,7.6,3097,"19 user,33 critic","Drama,Romance,Adventure","aisenyloP hcnerF ,sdnalsI draweeL ,aroB aroB","In his final film, F.W. Murnau presents the tale of two young lovers on the idyllic island of Bora Bora in the South Pacific. Their life is shattered when the old warrior declares the girl ..."
,Cooties,...@gmail.com,18 September 2015 (USA),"Jonathan Milott,Cary Murnion","Leigh Whannell,Ian Brennan","Elijah Wood,Rainn Wilson,Alison Pill","Elijah Wood,Rainn Wilson,Alison Pill,Jack McBrayer,Leigh Whannell,Nasim Pedrad,Ian Brennan,Jorge Garcia,Cooper Roth,Miles Elliot,Morgan Lily,Sunny May Allison,Armani Jackson,Peter Kwong,Kate Flannery",0,Afghanistan,88 min,8.5,4625,"34 user,68 critic","Action,Comedy,Horror","Los Angeles, California, USA","A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
20010101,The King of Kong: A Fistful of Quarters,7002,28 February 2008 (Australia),,Seth Gordon,"Steve Wiebe,Billy Mitchell,Mark Alpiger","Srevc Foecz,Mark Cm'hber,Wgai Ejmd,Rxlctr Gay,Xhege Fsnberx,Sftnqv Krofkan,Rkbftt Mgjczfk,Disiv Axlf,Fpdd Cphess,Tridt Nuh,Zeck Hqmpld,Billh Mitgvznu,Uwtbqfe Mptfvtlo,Lot Warkej,Klejle Wkebq",English,USA,79 min,8.2,29293,"100 user,154 critic","Documentary,Biography,Sport",Some college,Die-hard gamers ᧦compete to break world records on classic arcade games.
,Second Skin,2008,7 Augusԕt 2009 (USA),Juan Carlos Pineiro Escoriaza,Viccmr Okmelri-Escoxiaze,Afghanistan,"Dan Bustard,Ashley Esqueda,Andrew Monkelban,Nick Yee",0,,Some college,6.7,,"5 user,18 critic",Documentaҋry,,"An intimate, fascinating look at computer gamers whose lives have been transformed by the emerging, hugely popular genre of computer games."
4796381tt,Ecstasy of Order: The Tetris Masters,2011,2011 (USA),,Rnsls Rifgpjs,"Thor Aackerlund,Pat Contri,Harry Hong",20010101,0,,,7.6,¥975,"5 usԒer,4 critic",Documentary,"Los Angeles, California, আUSA",A documentary that captures the greatest world record Tetris players as they prepare for the Classic Tetris World Championship. From the days of Thor Aackerlund and his historic victory at ...
,The Video Craze,2013,Alabama,Some college,"Dxve Davzdcs,Avst Iesjon","Bryan Armitage,Nathan Barnatt,Chris Connally","Bryan Armitage,Nathan Barnatt,Chris Connally,Dave Danzara,Walter Day,Paul Dean,Cat DeSpira,Joshua Docherty,Chris Donner,Keith Elliott,Ben Gold,Rachel Green,Zack Green,Kalan Harvest,Steve Hertz",English,USA,,6.6,65,s,"Documentary,Biography,Sport",,"A documentary on classic video arcade collectors across North America. Those who were the first to look into the neon haze of a vector/raster screen and fall in love. The first quarter poppers, the 'vidiots' who never grew up."
ttɐ0462246,Darkon,2006,,"Luke Meyer,Andrew Neel",Some college,"Skip Lipman,Kenyon Wells,Daniel McArthur","Rkl' Kipian,Keuyon Aepls,Fcnicl KzZrhhnr,Gzbvbcc Thkvmpgd,Jwmea Kbeingv,Gadu Ylaxk,Gmmxnid Prjnwv,Ancdgw Kzjflnbln,Dratk Kabexh,Lwdh Yauach,Mirhael Wxluv,Nqbcv Kre Wvllf",0,USA,93 min,6.8,,s,"Documentary,Fantasy","Baltimore, Maryland, USA",".nokraD sa nwonk emaG gniyalP eloR noitcA eviL tcatnoc-lluf a ni eripme ythgim a elppot ot tseuq cipe na no skrabme ,dad emoh ta yats nabrubus a ,nampiL pikS"
