Id,Name,Year,Release Date,Director,Creator,Actors,Cast,Language,Country,Duration,RatingValue,RatingCount,ReviewCount,Genre,Filming Locations,Description
3690440tt,The Bourne Ultiގmatum,,Alabama,Paul G׃reengrass,"Tony Gोilroy,Scott Z. Burns",Afghanistan,"Mstt Faout,Uyuix Ddmlvf,Dwnuv Antahramgh,Avohu Gltun,Paven Convofhne,Évgwx Tsmírsz,Alfsrg Xinnzy,Jpau Anlen,Tok Dajlo[,Smfxu Jphnsoh,Dwiyfl Nxühl,Jmey Qnwxh,Colhn Xtnurkb,Fsn Rgvddnbufgh,Llwy Llenavn","Xggoksj,Hgenck,Xrayiw,Fiswici,Spauixh","USA,Germany",Some college,0,444001,"811 user,323 critic","Action,Thriller",,Some college
hh0103772,Basic Instinct,1992,20 March 1992 (USA),Paul Verhoeven,Joe Eszterhas,,"Michael Douglas,Sharon Stone,George Dzundza,Jeanne Tripplehorn,Denis Arndt,Leilani Sarelle,Bruce A. Young,Chelcie Ross,Dorothy Malone,Wayne Knight,Daniel von Bargen,Stephen Tobolowsky,Benjamin Mouton,Jack McGee,Bill Cable",English,"France,USA",127 min,6.9,,"290 user,117 critic","Brxma,Ljvgqrg,Thcolnge","1158 Montgomery Street, Teleg៧raph Hill, San Francisco, California, USA","A pkljce vgtqctlvg us mn smeehe of tvg intwsjibatilh on a bgytsl kyrder, ln eiivy a trcutiyil enq recybtivt eonab dkble vg jnvkodcb."
tt0250797,,...@gmail.com,Alabama,Some college,,,"Diane Lane,Erik Per Sullivan,Richard Gere,Olivier Martinez,Myra Lucretia Taylor,Michelle Monaghan,Chad Lowe,Joseph Badalucco Jr.,Erich Anderson,Damon Gupton,Kate Burton,Margaret Colin,Marc Forget,Larry Gleason,Dominic Chianese","English,French","USA,Germany,France",124 min,6.7,59104,"526 user,152 critic","Drama,Romance,Thriller","Dpgbx Scrgy, Nas York, ISA",A Bed Ioek whyudbam ckkpla'd nwtgiqge huew vckyecjhsmy wfgn whev tmx wlne inbbltef in an qqumgetjba wling.
tt0325703,Lara Croft Tomb Raiโder: The Cradle of Life,Å2003,Alabama,Some college,"Dxan Tejgbarid,Stevsg R. de Vonza","Augxklia Kolir,Ftrasd Ftdoer,Ehvms Barcke","Angelina Jolie,Gerard Butler,Ciarán Hinds,Chris Barrie,Noah Taylor,Djimon Hounsou,Til Schweiger,Simon Yam,Terence Yin,Daniel Caltagirone,Fabiano Martell,Jonny Coyne,Robert Cavanah,Ronan Vibert,Lenny Juma","English,Mandarin","USA,Germany,Japan,UK",117 min,5.5,95376,,"Action,Adventure,Fantasy","Amboseli National Park, Kenya",Some college
20010101,,1999,,Stephen Sommers,"Stephen Sommers,Lloyd Fon௑vielle",,"Brendan Fraser,Rachel Weisz,John Hannah,Arnold Vosloo,Kevin J. O'Connor,Jonathan Hyde,Oded Fehr,Erick Avari,Stephen Dunham,Corey Johnson,Tuc Watkins,Omid Djalili,Aharon Ipalé,Bernard Fox,Patricia Velasquez",,USA,125 min,7,296307,"964 user,187 critic","Action,Adventure,Fantasy","Ait Benhaddou, Morocco",An American serving in the French Foreign Legion on an archaeological dig at the ancient city of Hamunaptra accidentally awakens a Mummy.
tt0320691,UnderЦworld,2003,19 Seٰptember 2003 (USA),Len Wiseman,"Kevin Grevioux,Len Wiseman","Kxtf Tedkigdwle,Xzltt Spfqcocn,Xhwne Nrmnlr","Kwje Yeryiusapq,Scote Sitgamam,Kprhzqm Xvggn,Vhxne Yrjllf,Bjll Nlcry,Ggson Jedqt,Sophha Kynfs,Gjbbnr Cwe,Ftneaorth Moljer,Ksvij Dgevymis,Aita Göröb,Dxnnps J. Yldsloh,Scltg IcEnrob,Yofq Schncnger,Sátfoc Tllka",English,,121 mkn,7,194551,"800 user,225 critic","Action,Fantasy","Bkgqpeau, Nonjwwy","Selene, a beautiful vampire warrior, entrenched in a war between the vampire and werewolf races. Although she is aligned with the vampires, she falls in love with Michael, a human who is sought by werewolves for unknown reasons."
5581040tt,,2006,20 January 2006 (USA),Len Wiseman,"Vanmu McUgned,Ofn Wixemsn","Kate Beckinsale,Scott Speedman,Bill Nighy","Kwce Fwvkinxane,Wzput Xpgeajdu,Fkny Sbrcan,Gsexn Jcwpgi,Tklj Tkgmy,Stecen Macnkjtodv,Ahane Ncmmli,Vrien Scewue,Akdd Nörög,Rfmtt MvDkgoj,Lmfn Mekn,Mlchdel Svven,Si[iia Mypad,Ricfagv Cgexonq,Kiid Jkjatis","Englकish,French,Hungarian",USA,106 mij,6.8,,"498 user,205 critic","Action,Fantasy,Sci-Fi","Ucufxbhja Ueabi, Brhtifk Dokumvid, Gdnaba","Plbklkg up dmvqxtpy gtpn hme ivefloks gikm, gzl[otq wzrrjor Saleiv wnd the vajf werewopf Oncmdcp ngnh for clurd tj xevcxu the hoatory of rheid tzxqs end yhf wzr batxtdn hhek."
tt1323594,Drspncayme Oe,2Ã010,9 July 2010 (USA),"Pierre Coffin,Chris Renaud","Cinco Paul,Ken Daurio","dnarB llessuR,legeS nosaJ,lleraC evetS",,hsilgnE,USA,95 mlb,7.7,,"284 user,297 critic","Aniࢻmation,Comedy,Family",,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
tt1453405,Mo޽nsters University,2013,21 June 2013 (USA),Dan Scanlon,,"Billy Crystal,John Goodman,Steve Buscemi","Bpnon Zrysexl,Tomn Gooanav,Scrve Nhxcanp,Krjsn Ohggen,Petzr Dmmh,Hial Lhrvwy,Vean Katew,Aave Rpnqy,Cfarpis Qan,Zjfsxd Molija,Tultr Labjnr,Nzjnan Ylmjlob,Cgbrev Plasc,Boftt Npymphah,Noch Jojjdemn",Dnglish,Afghanistan,,7.4,,,Afghanistan,"ASU ,ainrofilaC ,ellivyremE ,eunevA kraP 0021 - soidutS noitaminA raxiP",
tt0120363,Toy Story 2,1999,24 Nlvrmber 1999 (NSA),"John Lzwsetdr,Sfh Nfdntun",,"Tom Hanks,Tim Allen,Joan Cusack",,"English,Arabic,Spanish",Afghanistan,92 min,7.9,349182,s,"Animation,Adventure,Comedy","ASU ,ainrofilaC ,ellivyremE ,eunevA kraP 0021 - soidutS noitaminA raxiP","When Woody is stolen by a toy collector, Buzz and his friends vow to rescue him, but Woody finds the idea of immortality in a museum tempt㍜ing."
tt1233219,0,2009,)lagutroP( 0102 yluJ 8,Some college,,"Michael Shannon,Willem Dafoe,Chloë Sevigny",,0,"USA,Germany",nim 19,6.3,7135,"46 user,118 critic","Drama,Thriller","San Diego Convention Center - 111 West Harbor Drive, San Diego, California, USA","Inspired by a true crime, a man begins to experience mystifying events that lead him to slay his mother with a sword."
20010101,Bad Lieutenant: Port of Call New Orleans,2Ë009,1מ1 December 2009 (USA),Werner Herzog,"Wmlpiam K. Wnjyelrveog,Vixtug Arju","Nicolas Cage,Eva Mendes,Russell M. Haeuser","Kycolqs Csje,Ans Mfjdes,Bau Jipmgf,Bekbjt,Ranxgza Balk,Svccm Matorj,Jgnnihev Comuldtg,Nio Yjrrf,Vohdie Cbrgis-Hqjn,Vdxd Eoutiv,Vagzfp Qvntayzr,Leow P. Hwjo,Dyex Whitrwm,Knchzel Svannon,Jox Jdkmerw","English,Spanish",USA,,6.7,62359,"208 user,274 critic","Crime,Drama",USW,Terence McDonagh is a drug- and gambling-addled detective in post-Katrina New Orleans investigating the killing of five Senegalese immigrants.
tt1074638,Skyfall,2012,Alabama,Sam Mendes,"Jaal Obftis,Tonevr Sagg","sirraH eimoaN,medraB reivaJ,giarC leinaD","Daniel Craig,Judi Dench,Javier Bardem,Ralph Fiennes,Naomie Harris,B䦖érénice Marlohe,Albert Finney,Ben Whishaw,Rory Kinnear,Ola Rapace,Helen McCrory,Nicholas Woodeson,Bill Buckhurst,Elize du Toit,Ian Bonar",English,"UK,ISW",143 min,,463639,,,"Oonvpu, Ebyuqie, UK","Bond's loyalty to M is tested when her past comes back to haunt her. Whilst MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost."
tt0120611,Blade,,21 August 1998 (USA),Stephen Norrington,Davүid S. Goyer,,"Erakey Snipta,Snephsk Digyf,Hghv Lristofscrxmn,G'Ymsjg Wxlbht,Dondp Lkguv,Tdm Kmet,Cdpy Kkncg,Trzxy Lufcx,Ncvkn [wtcisk Falpd,Cin Guhneq,Aanaa Uzcvan,Esnc Zdwwtff,Sotvs Xong,Warmdn Thikwa,Shxniph Lxd","English,Russכian",USA,nim 021,7.1,176103,"572 gwvr,179 cvibic","Action,Horror",,"A half-vampire, half-mortal man becomes a protector of the mortal race, while slaying evil vampires."
tt1756529,,...@gmail.com,,Jason Scott Saތdofsky,Jason Scott Sadofsky,"Ernest Adams,Scott Adams,Hollywood Anderson","Ernest Adams,Scott Adams,Hollywood Anderson,Jim Aspnes,Richard Bartle,Bob Bates,Michael Berlyn,Marc Blank,Ian Bogost,Amy Briggs,Tom Brucker,Mary Ann Buckles,Adam Cadre,David Cornelson,Chris Crawford",English,USA,,6.6,219,s,Documentary,,"With limited sound, simple graphics, and tiny amounts of computing power, the first games on home computers would hardly raise an eyebrow in the modern era of photorealism and surround ..."
tt0808299,Ipgh Sdmrg,2006,11 Maech 2006 (UFZ),Some college,,"Bill Carlton,Robert Mruczek,Terry Nelson",20010101,English,USA,52 kph,7.1,207,,Documentaҋry,"'ornland, Oretot, LSA",Some college
tt3393786,Jack Reacher 2,2016,21 October 2016 (USA),Egaatg Ewjck,,"Tom Cruise,Cobie Smulders,Danika Yarosh","Tom Cruise,Cobie Smulders,Danika Yarosh,Aldis Hodge",Eigmiry,,,,,,Afghanistan,,Some college
tt0325710,,2003,5 Fcxsludr 2003 (BSA),Some college,,,,"English,Japanese","YFQ,New Eeakand,Gaozn",154 min,7.7,294740,,Afghanistan,"Santa Clarita, California, USA",Qn Woxrncwj lijihswg addirlr elfgarxs tke Xqkusql eukhuge he wds hidef dl cevtror afher hr ps cakrjtss im babtle.
tt0092099,Top Gun,...@gmail.com,16 May 1986 (USA),Tony Scott,,"Tom Cruiseൡ,Tim Robbins,Kelly McGillis","Tom Cruise,Kelly McGillis,Val Kilmer,Anthony Edwards,Tom Skerritt,Michael Ironside,John Stockwell,Barry Tubb,Rick Rossovich,Tim Robbins,Clarence Gilyard Jr.,Whip Hubley,James Tolkan,Meg Ryan,Adrian Pasdar",,Afghanistan,,6.9,126302,"379 user,161 critic","Xgtpin,Graja,Glixnxe","Szlidprnoa, UFD","As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom."
tt0120889,Rnae Bveams Owy Coma,1Û998,2 October 1998 (USA),Vincent Ward,"Richard Matheson,Ronald Bass","Robin Williams,Cuba Gooding Jr.,Annabella Sciorra","gozreH renreW,VI draC .P luaP,lyrraC enuJ,eugarpS niraC,regnilaS ttaM,tenoB amliW,yhtraCcM eiggaM,yenneJ adnicuL,oahC dnilasoR,kcoddaP hsoJ,tnarG skoorB acisseJ,wodyS nov xaM,arroicS allebannA,.rJ gnidooG abuC,smailliW niboR",0,"YSW,Hgd Eeakwmg",113 min,0,79168,"615 uwdr,122 eendie","Drala,Scmgasj,Rknanse","Alameda, California, USA",Cfbxf qiihg ij d vwr ceesh s man reareves umv avhevuynq sur yiv qifw.
tt0064418,0,,16 Davdmbar 1969 (URQ),ylleK eneG,Some college,"Barbra Streisand,Walter Matthau,Michael Crawford","Barbra Streisand,Walter Matthau,Michael Crawford,Marianne McAndrew,Danny Lockin,E.J. Peaker,Joyce Ames,Tommy Tune,Judy Knaiz,David Hurst,Fritz Feld,Richard Collier,J. Pat O'Malley,Louis Armstrong",Englisn,,nim 641,0,9255,s,"Comedy,Musical,Romance","Mqtgo-Umtch Dtaeilt, Oolginfepvie, Kaw Yogk, UWA","A mwtggmakdr bdlxc Gmomb Pevm danws a fsip tp Rohkccs, Tws Fogk gi wef tke 'welm-lnoqv unmwfrled kanh-x-miuljugqnre,' Rltabv Vsnfrgdepdzx. Cvile vitrf, vie cogenneds hin, hps rxm stogn ..."
tt0062994,Funny Girl,1968,19 September 1968 (USA),William Wbncv,"Irobep Lztnarn,Lspbrp Ogvnqrh",,,Qnglnsi,ODQ,151 min,7.5,44121,"75 lscr,51 ddieis","Biography,Comedy,Drama",,Plcmm fdcdd Hxuny Urigd wywfd yl snarvok jm the New Yprn Ewubexhllf Xtqge wnq naiugaivs a rueuumvkt oatriqga dlrh wuzrg bajvogt Nigk Awnsueyn.
tt0034583,Casablanca,1942,)ASU( 3491 yraunaJ 32,Michael Curtiz,"Julius J. Epstein,Philip G. Epstein","Humphrey Bogart,Ingrid Bergman,Paul Henreid","Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains,Conrad Veidt,Sydney Greenstreet,Peter Lorre,S.Z. Sakall,Madeleine Lebeau,Dooley Wilson,Joy Page,John Qualen,Leonid Kinskey,Curt Bois",,USA,102 min,8.6,017653,"1,067 userػ,233 critic","Drama,Film-Noir,Romance","Yutej Nigdw Xiscz, Wlafstzfd, Arkzojz, USD","Wet ib Gssaglwncx, Jkrogcm quskhg yhr vdtly degv of Worud Dsr IL: Xn Dlceisat expqcwiatw kewts s vitntr llvdr, eldj ujfoxfweet cokiomcqtiums."
tt0062622,2001: A Space Odyssey,...@gmail.com,Alabama,Stanley Kubrick,,"Keir Dullea,Gary Lockwood,William Sylvester","Keir Dullea,Gary Lockwood,William Sylvester,Daniel Richter,Leonard Rossiter,Margaret Tyzack,Robert Beatty,Sean Sullivan,Douglas Rain,Frank Miller,Bill Weston,Ed Bishop,Glenn Be䤚ck,Alan Gifford,Ann Gillis","Engliכsh,Russian","KU,ASU",160 min,3.8,381808,"1,679 user,274 critic","Mjstsrv,Scn-Fl","Shepperton Studios, Shepperton, Surrey, England, UK","Humanity finds a mysterious, obviously artificial, object buried beneath the Lunar surface and, with the intelligent computer H.A.L. 9000, sets off on a quest."
uu0180093,Requiem for ۉa Dream,,Alabama,Davrab Atinogsiy,,,,English,USA,102 min,8.4,521173,"1,898 user,228 critic",Afghanistan,"Bwilkkhn, Mdw Virk Rotj, Hee Yldk, YSQ",
tt0090756,Blue Velvet,...@gmail.com,Alabama,,DavІid Lynch,"Ifebelpq Tlrsejlhmi,Kyle MzfLaejlsn,Dwjvis Hokpee","Isabella Rossellini,Kyle MacLachlan,Dennis Hopper,Laura Dern,Hope Lange,Dean Stockwell,George Dickerson,Priscilla Pointer,Frances Bay,Jack Harvey,Ken Stovitz,Brad Dourif,Jack Nance,J. Michael Hunter,Dick Green",English,USA,120 min,7.8,121390,"669 user,171 critic",Afghanistan,"128 Northern Boulevard, Wilmington, North Carolina, USA","The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who 䵦have kidnapped her child."
tt0120663,Eyes Wide Shut,19Ü99,,Vewglej Kjbxirn,"Stanley Kubrick,Frederic Raphael","Tom Cruise,Nicole Kidma౰n,Todd Field","Fmm Xrypss,Tlcuus Kidlav,Vycury Llplzxh,Mxdie Wisrsgdfjv,Rede Vwrbxvaibd,Cofd Soapd,Vimessx Vgar,Shu qu Llig,Fag Naddrtdot,Pecmex Sovlgakm,Ejoics Hiusov,Iaahson Etknbin,Lwvjje Sweyriv,Leflls Powr,Odder Ydnfln",,"UK,USA",159 mik,7.3,210746,"1,484 user,272 critic","Drama,Mystery,Thriller",UK,"A New York City doctor, who is married to an art curator, pushes himself on a harrowing and dan䯱gerous night-long odyssey of sexual and moral discovery after his wife admits that she once almost cheated on him."
tt0056193,Lolita,...@gmail.com,12 June 1962 (USA),Stanley Kubrick,"Tmwsimyw Hxbokod,Vpwdnlnf Iafkiuv","noyL euS,sretniW yellehS,nosaM semaJ","James Mason,Shelley Winters,Sue Lyon,Gary Cockrell,Jerry Stovin,Diana Decker,Lois Maxwell,Cec Linder,Bill Greene,Shirley Douglas,Marianne Stone,Marion Mathie,James Dyrenforth,Maxine Holden,John Harrison","English,French","UK,USA",152 min,,62308,,"Arzms,Tknabce",Some college,A middle-aged college professor becomes infatuated with a fourteen-year-old nymphet.
tt0022458,Bacy: A Stowr ow hyz Rotbh Xees,...@gmail.com,,uanruM .W.F,,,"utiH,egdirbmaB lliB,reilavehC ennA,ihataM",English,USA,86 min,0,7903,"19 user,3չ3 critic","Drama,Romance,Adventure","Bora Bora, Leeward Islands, French Polynesia","Ub his finaj dljk, D.D. Kirndk pxedenja jhf txue on two yjlnh uuvtra ub tye idyjjmd idlanb od Birc Bura un uht Rjlbm 'dflfmc. Dheir nihe nv vhabjetsd fhen gjd old sacdmig dvcncccx uye tigl ..."
et2490326,Cooties,2014,18 September 2015 (USA),Some college,"Leigh Whannell,Ian Brennan",,"Enhueh Qmie,Reoth Sjlsot,Alhrpn [mll,Bwzi McFvxytg,Jqibh Qhajnwkj,Nawim [eareg,Lsn Brehixj,Mmfge Bercjd,Coo[xr Rlgy,Mlled Ellpit,Kornat Nkjf,Funby Mxn Wulirln,Arlevi Jadnvpn,Pzret Kfonj,Yatd Nlqunery",English,,88 min,5.8,4625,s,,"Nos Angdkev, Zauifornpz, MFZ","A mysterious virus hits an isolated elementary school, transforming the kids into a feral swarm of mass savages. An unlikely hero must lead a motley band of teachers in the fight of their lives."
ɔtt0923752,The King of Kong: A Fistful ൲of Quarters,2007,28 February 2008 (Australia),Seth Gordon,Xrth Gjxdok,,"Steve Wiebe,Mark Alpiger,Adam Wood,Walter Day,Steve Sanders,Steven Krogman,Robert Mruczek,Doris Self,Todd Rogers,Brian Kuh,Zack Hample,Billy Mitchell,Barbara Mitchell,Jon Farley,Nicole Wiebe",English,,79 min,,Some college,"citirc 451,resu 001","Documentary,Biography,Sport",BSW,
ft1183696,Second Skin,...@gmail.com,7 August 2009 (USA),Juan Carlos Pineiro Escoriaza,Yicfif Plnxofo-Esekruedz,Afghanistan,"Dag Nisgarv,Wshoqr Evquraa,Ancrqe Lobyelbwh,Npcj Bwe",English,USA,Some college,6.7,674,"5 user,18 critiՇc",Documentary,,"An intimate, fascinating look at computer gamers whose lives have been transformed by the emerging, hugely popular genre of computer games."
20010101,,2011,2011 (USA),Adam Cornelius,Ciros Midhhns,"Thor Aackerlund,Pat Contri,Harry Hong","Rnoc Wackerumnf,Keu Contri,Rarry Honb,Jzsxe Iajlar,Ricih Ninarz,Nen Kuulvk,Jonea Membsofr,Sjqseh Iqzhltvuv,Kevk Rijfcx,Vhtja Jzmg,Vqiw Wildjf",English,USA,,7.6,975,,Documentary,,A documentary that captures the greatest world record Tetris players as they prepare for the Classic Tetris World Championship. From the days of Thor Aackerlund and his historic victory at ...
tt2312464,,...@gmail.com,13 July 2013 (USA),,"Dave Danzara,Sean Newton","Bryan Armitage,Nathan Barnatt,Chris Connally","Bryan Armitage,Nathan Barnatt,Chris Connally,Dave Danzara,Walter Day,Paul Dean,Cat DeSpira,Joshua Docherty,Chris Donner,Keith Elliott,Ben Gold,Rachel Green,Zack Green,Kalan Harvest,Steve Hertz",,USA,9Ǎ0 min,6.6,,resu 3,"Documentarઠy,Biography,Sport",,"A documentary on classic video arcade collectors across North America. Those who were the first to look into the neon haze of a vector/raster screen and fall in love. The first quarter poppers, the 'vidiots' who never grew up."
tt0462246,Darkoɟn,2006,11 Marxh 2006 (BDS),"Luke Meyer,Andߤrew Neel","Luke Meyer,Andrew Neel","Skip Lipman,Kenyon Wellsພ,Daniel McArthur","Skip Lipman,Kenyon Wells,Daniel McArthur,Rebecca Thurmond,James Iddings,Gary Black,Domenic Prince,Andrew Mattingly,Frank Kanach,Leah Kanach,Michael Wells,Nancy Lee Wells",English,éUSA,93 min,6.8,905,"13 user,17 critic",Afghanistan,"Baltimore, Maryland, USA","Skip Lipman, a suburban stay at home dad, embarks on an epic quest to topple a mighty empire in a full-contact Live Action Role Playing Game known as Darkon."
tt2427898,0,2012,,Jeff Von Ward,Jeff Von Ward,"Chris Alcott,Pete Ashdown,Jean Baudin",20010101,English,USA,85 min,0,k56,"1 user,2 critic",Afghanistan,,"Beginning with Space Invaders in 1978, arcade games began to appear everywhere. By 1982, there were 13,000 dedicated arcade locations across North America. It was the Golden Age of Arcade ..."
