ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
15,20010101,nan,eng,nan,nan,nan,35,3,10/11/1,1245-50,?
18,20010101,Weighting improves the information provided by joint counts on the severity of arthritis and its impact on patients' well-being in juvenile idiopathic arthritis,Some college,Cॸochrane Database Syst Rev,nan,1469-493X,0,nan,1/5/0ĥ1,Cd004797,?
20,nan,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,Medicine and science in sports and exercise,Some college,0195-9131,39,?,60/7/1,991-5,?
21,82614,Lycopene metabolite apo-10'-lycopenoic acid inhibits diethylnitrosamine-initiated high fat diet-promoted hepatic inflammation and tumorigenesis in mice.,nan,Cancer prevention research (Philadelphia Pa.),nan,1940-6215,6,12,nan,1304-16,{Lynne M AusmanMartin S ObinXiang-Dong WangChun LiuBlanche C IpDonald E SmithKang-Quan Hu}
22,nan,nan,Eˊnglish,nan,nan,nan,40,0,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,{V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO ㎼ - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von GruenigenA. M. BurkettJ. DoyleT. H. Kenny}
25,6207,esaesid lewob yrotammalfni cirtaidep ni ypareht ahpla-FNT-itna dna diocitrococulg gnirud srotibihni rieht dna 9-7 sPMM mureS,nan,Scandinavian Journal of Gastroenterology,nan,nan,47,?,1/1/02,nan,{Kaija Leena KolhoHanne RintamakiTaina TervahartialaTimo SorsaLaura Makitalo}
27,378490,X [dowpvctlvx obsgrccblonal rtudt of ovdwlty buqy cpmkofujkin aig misulyv tesysjabwe yg 18 doien wnhh yupkjat eisoreer dmq 17 ictfred eouvcoj sytnarrf.,eng,Rfe Jourvcm kh glinlcwl oxncvlabgh,J Clin Psychiatrـy,1555-2101,nan,2,1/8/12,1892-900,?
28,971878,sutillem setebaid I epyt fo esahp ylrae eht ni noiterces llec-A dehsinimiD,Sjgljdn,latnemirepxE dna lacinilC :msilobateM,nan,nan,35,11,Alabama,1074-1077,{V. XtpkznhwO. L. GaufeE. E. Jleqsom}
30,819166,Responses to open peer commentaries on the subjective brain identity and neuroethics,English,American Journal of Bioethics,nan,15265161 (ISSN),9,?,9/1/94,W1-W4,{G.R. Gillett}
33,20010101,Optimal Starting Age for School Attendance: FY76 Issue Analysis,English,nan,nan,nan,55,0,nan,46,{Marilou Madden}
35,676042,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,eng,-1,J Stroke Cerebrovasc Dis,1532-8511,24,2,nan,nan,nan
37,968125,Takayasu's arteritis with multiple intracranial aneurysms,English,-1,nan,0025-7931,5,2,1/14/01,nan,{T. NakajimaI. YoshinoK. YasufukuS. YoshidaY. SakairiK. Shibuya}
38,660168,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,gne,Neurosurgery,NeurԚosurgery,1524-4040,64,2,1/9/02,316-26; discussion 326-7,{R Loch MacdonaldFarbod Asgarzadie-GadimYeon Gyoe JangDaniel J CurryRachel N YanowitchKim E SchultheissJocelyn TolentinoJ_rgen L_ders}
39,732534,Out of harm's way: ྺcurbing violence in the ED,English,Health Facilities Management,eganaM licaF htlaeH,0899-6210,8,10,1/1/95,20-6 28,{K. Sandrick}
40,473026,Vye ijbidfnse og cojtgqsd-pndufed mepjrppacnh hk teaumw [wviebfv.,nan,enicideM ycnegremE rof yteicoS naeporuE eht fo lanruoj laiciffo : enicidem ycnegreme fo lanruoj naeporuE,Eit J Aowrg Oec,1473-5695,15,?,1/8/06,1þ34-9,?
42,110072,20010101,eng,Jjlwbsn og cdgtbram bmups fkoe ang mttabojjsi : orxiciau noufhap jf hhe Ihbernacponak Xoxiwgj of Certbrql Vnooa Sjos qtq Kxuabokisj,Some college,1559-7016,50,nan,1/14/10,1681-7,?
43,330553,Multiresistance of clinically relevant gram-positive cocci,nan,Intensivmedizin und Notfallmedizin,nan,0175-3851,34,7,1/1/97,655-663,{G. PetersK. BeckerC. Von Eiff}
45,719532,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models,nan,Energy and Buildings,nan,0378-7788,42,12,1/10ő/01,2331-2337,{G. JmwhK. MagjV. Xbii}
47,433667,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,nan,nan,nan,nan,0,1,nan,nan,{NULL}
48,530323,Strategies for partner notification for sexually transmitted infections including HIV.,euf,nan,nan,1469-493X,nan,-1,1/13/01,nan,{Zhigang ChenMinyue JiaXiaoying ZhaoXin He}
49,102ķ893,nan,eng,The Journal of clinical psychiatry,J Clin Psychiatry,1555-2101,nan,-1,1/1Œ0/11,1518-25,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
50,nan,Tr⟀acking cognitive decline in Alzheimer's disease using the mini-mental state examination: a meta-analysis.,nan,Cgnals of Kisoljgn,nan,nan,nan,00,1/10/01,viii284,{B. EscudierA. RavaudF. RollandA. BlesiusB. BeuzelinkS. OudardC. Chevreau}
51,nan,Use of alendronate in periᑦ-implant defect regeneration,nan,nan,nan,nan,g70,2,1/1/99,151-158,{P. C. WollanS. J. MerawC. M. Reeve}
53,659297,How assistive technology use by individuals with disabilities impacts their caregivers: a systematic review of the research evidence.,nan,nan,Some college,1537-7385,7p9,11,1/12/11,984-98,{James LenkerW Ben MortensonFrank DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
54,42247,Gender differences in personal social and environmental influences on active travel to anㄍd from school for Australian adolescents.,ĺeng,Journal of science and medicine in sport / Sports Medicine Australia,Some college,1878-1861,13,6,1/14/01,597-601,?
55,302969,Amitriptyline minocycline and maropitant reduce the sevoflurane minimum alveolar concentration and potentiate remifentanil but do not prevent acute opioid tolerance and hyperalgesia in the rat: a randomised laboratory study.,nan,nan,nan,nan,90,3,nan,1ù8-30,?
56,158672,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in ⣷Insulin mediated PI3K/AKT Pathway.,EÚNG,European journal of clinical n຺utrition,Cjn'ub Fkam Svg,0098-1354,Some college,-1,4/14/12,715-727,{Shibin MathewIpsita Banerjee}
58,275675,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta,Enfomah,nan,nan,nan,7,0,Alabama,34,{K. MiyoshiT. NomaT. MutoH. HagitaT. Horiguchi}
61,729686,20010101,nan,Journal of geriatric oncology,nan,1879-4076,6,1,1/15/01,22-51,{Marlies L van BekkumBarbara C van MunsterMarije E HamakerCarolien H SmorenburgPeter L M Thunnissen}
62,108424,Outcome of gastric bypass patients.,Some college,yregrus ytisebO,Some college,0960-8923,nan,2,Alabama,261-4,{Rfau HjldwxrtiUarlr UwrvrnAuucma IwjjgzwjGcvven Iubeg}
64,nan,Advances in allergic skin disease anaphylaxis and hypersensitivity reactions to foods drugs and insects,nan,Journal of Allergy and Clinical Immunology,nan,0091-6749 (Print),116,?,1/5/01,153-1Š63,{S. H. SichererD. Y. M. Leung}
67,704093,nan,nan,-1,nan,nan,69,00,nan,410-413,{Michio FukumizuMarie J HayesMakiko KagaJun Kohyama}
70,349150,The relationship between capsulorhexis size and anterior chamber depth relation.,eng,Ophthalmic surgery and lଷasers,Opmthzmmic Ausj Ladvcv,1082-3069,03,nan,3/1/99,185-90,{O Ceki_C Batman}
72,752280,yduts tolip a--niap tsehc denialpxenu htiw nemow ni margorp noitnevretni roivaheb evitingoc A,Some college,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,Some college,1474-5151,Some college,nan,1/1/99,Some college,{Wfciood Bh_skelujdLqrfaterhw Jzrlkbk}
73,34962,nan,eng,Journal of the neෂurological sciences,J. Neutom. Dci.,1878-5883,334,1,1/14/01,112-8,nan
75,200077,Poasnz cwoo lelyejic--a ewse rv[irg.,egy,Jndiqn Uujwgxl jf Kcynmmogg and Mieroviouuyj,nan,0377-4929,j46,3,1/3/07,484-7,?
76,421512,nan,eĺng,nan,nan,nan,309,1,1/13/01,17-AƲug,{M. Mitka}
77,715052,20010101,nan,nan,nan,nan,25,3,1/Œ11/01,118-124 7p,{Alexa StuifbergenMartha Gene Meraviglia}
79,472041,Here to stay. An interview with Dr. David Satcher Director U.S. Centers for Disease Control and Prevention.,rud,JCMN : lanruoj egelloC lacideM lapeN,Neowl Oed Vljl J,nan,1,?,69/1/11,Some college,{J Stilkind}
81,455697,20010101,Some college,-1,Ebrjpvan jpuxnxk ig danfqg vsgw,0961-5423 (Print) 0961-5423,19,?,nan,Some college,{M. HebbarP. FournierO. Romano}
82,237915,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,enn,hcraeseR citsongaiD dna lacinilC fo lanruoJ,nan,0962-2802,90,1,1/7/02,nan,?
83,761104,Infusing Tolerance Diversity and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning,nan,nan,nan,1553-9318 1553-9318,nan,?,1/5/01,nan,?
86,128182,On the role of pre and post-processing in environmental data mining,nan,Proc. iEMSs 4th Biennial Meeting - Int. Congress on Environmental Modelling and Software: Integrating Sciences and Information Technology for Environmental Assessment and Decision Making iEMSs 2008,nan,9790000000000,3,0,1/8/01,1937-1958,?
87,60ŀ4985,Cyr [ulmnyiln anq fivn of ueinxvy tlascet bajcfx kn a cadw-xottrom stucy it Siwun,eng,J M҂ed Toxicol,Journal of medical toxicology : official journal of the American College of Medical Toxicology,1556-9039,2,4,Alabama,152-5,{Rofxtt S HifyiehNdywv S CorferNzgbwwq M KirrancFtrkkm UerwyetoJtwia V Nxkslv}
88,220950,Forensic odontology: A prosthodontic view,Korean,nan,nan,nan,4,1,1/12/01,38-41,{S. GosaviS. Gosavi}
91,20010101,Ventricular fibrillation in acute mitral valve insufficiency caused by chordae tendineae rupture: report of a surgically corrected case.,nan,)nwotsregaH( deM csavoidraC J,nan,1558-2027,10,nan,Alabama,Some college,{So Young LeeJay L. Brand}
94,870257,Intimate Partner Violence Survivors' Unmet Social Service Needs,English,Hoirbal mf Vocizp Sesvibx Wqrewgci,nan,1540-7314 0148-8376,37,-1,1/11/01,481-489,{Meoisse W. GkcjegrKarjn V. Skosdd}
96,949067,20010101,ĺeng,nan,Expert opinion on drug metabᅧolism & toxicology,1742-5255,3,3,ħ1/7/01,31Ĩ5-20,{A. A. Mangoni}
97,323139,Prevalence of allergic diseases in Poland - ECAP study,nan,Kuman beme theeaiy,nan,nan,nan,0,1/9/01,326Ť-327,?
98,20010101,The changing patterns of systemic fluoride intake,nan,J Dent Res,J. Natl. Cڭancer Inst.,0022-0345,71,?,nan,1228-37,{B. A. Burt}
100,420138,20010101,nan,Koucnap ix tgv Zlarucwj Viefedyc Wvwlciatmoh,Some college,1878-3570,nan,3,1/1/92,Some college,}J laboSHS dnalsnetS{
101,444273,Iatrogenic perforatio࿴n at colonic imaging.,nan,nan,nan,nan,0,0,nan,nan,{ȳNULL}
102,816680,nan,English; ABSTRACT LANGUAGE:English,nan,nan,1612-4782     1612-4790,nan,3,1/14/01,Some college,?
103,nan,Izrap vhstoiss iv wnmrdrf xen dwrfsese fnorint wrrwgeuvv: c gandmomzzg ikzfgym-cintrpjlzg cgosxjvtf ttoak,Engliˊsh,nan,nan,nan,24,22,1/15/01,6-061,{G. AbrahamJr. Fromm R. E.P. E. MarikJ. VaronP. Careau}
106,847287,A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type ethnicity gender and age.,eng,Molecular Biology Reports,Psychooncology,1057-9249,15,3,1/6/03,248-58,{Sarah McGrawVida M PetronisCharles S CarverNancy AvisKristie Long FoleyDeborah F FarmerRoselyn G SmithKevin Smith}
107,Ĺ764224,High intensity interval exercise training in overweight young women,nan,nan,nan,nan,52,?,1/12/01,Some college,{Y. FengyingွY. HainaiW. JianxiongT. Sijie}
108,20010101,Effect of antibio㾥tic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,eng,nan,nan,nan,39,10,nan,135-41,{A. D. HayA. LoveringC. CostelloeA. MontgomeryD. LewisC. McNulty}
109,20010101,Tywalum omowovds lefu xenhricbnzg dfffnnbcion wnf bardnav dxbhxcla kj nadgg nahnnrc.,eng,Current opinion in pharmacology,Cuxr Opii Khatnwxmj,1471-4892,3,?,1/3/04,146-51,{Noritoshi NagayaKenji Kangawa}
111,689284,The cost of national service frameworks,eng,Cancer immunology imm෩unotherapy : CII,nan,1432-0851,nan,?,1/14/09,911-24,{HkgtQmabg AzhgCfsiv Y IgvlnAdmley HrebgWido-wue ShamgCrshsdkohxr B SrvzoerNeneh U BlcdkKncie VwidaRyxt FjrekggLeggaka ZcnfianAksnksiz [cbwarEimcbugn BpuanmeauYmbing XhwiShiao GpvzrdysnaWcoen Lervprof}
113,695010,20010101,Some college,nan,nan,nan,103,0,1/7/0ħ1,nan,{J. L. HastingsG. BioloB. D. LevineT. TilleryR. M. PeshockT. A. DorfmanB. R. MaciasA. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 HargensS. M. Schneider}
116,20010101,nan,nan,nan,nan,nan,0,6,nan,nan,ȳ{NULL}
118,20010101,Per㔎ceived barriers that impede provider relations and medication delivery: Hospice providers' experiences in nursing homes and private homes,nan,nan,nan,nan,13,3,1/12/01,305-31ř0,{Vdkya B. LakBtzrx Cnrgaksn Dfahdrdq Ekqwew Giesd Ymdndjn Hhtrrw Lau Lau Minex Oillrr [zxkfg-Onifxr Xaina Jfnp Qellxd HmsrizyFclla UedvxsJonwrhai Mcaln-PencrsMebag Kbj}
119,886237,Effet d'une intervention non mdicamenteuse Voix d'Or sur les troubles du comportement dans la maladie d'Alzheimer ou une maladie apparente. [Effect of a non-pharmacological intervention Voix d'Or on behavior disturbances in Alzheimer disease and associated disorders.],nan,Griatrie et Psychologie Neuropsychiatrie du Vieillissement,nan,2115-7863(Electronic);2115-8789(Print),11,?,nan,323-330,?
120,954493,20010101,English,nan,nan,nan,0,4,nan,d13,{Sheldon H. White}
123,668845,Impact of education and provision of complementary feeding on growth and morbidity in children less than 2 years of age in developing countries: a systematic review.,tng,-1,nan,1471-2458,13,-1,1/13/01,S13,nan
125,946006,Primary vaginal cancer and chemoradiotherapy: a patterns-of-care analysis,nan,Int J Gynecol Cancer,International journal of gynecological cancer : official journ⫠al of the International Gynecological Cancer Society,1048-891X (Print)     1048-891x,21,22,1/11/01,182-91,nan
127,259367,A comparison of recovery characteristics of sevoflurane and propofol-remifentanil anesthesia in geriatric patients,nan,nan,nan,nan,41,0,1/11/01,20ŝ8-213,?
129,369578,Predicting infection in localized intraabdominal fluid collections: value of pH and pO2 measurements.,nan,Wwkguvifib Acswijt ave Asigktiyvg Lisdvr Afsevawua,nan,1051-0443,10,nan,4/1/99,421-7,nan
133,465176,A literature review on chronic paᴓin: the daily overcoming of a complex problem.,nan,nan,nan,nan,0,0,nan,nan,{NULL}
134,368072,Mobilisation with movement and exercise corticosteroid injection or wait and see for tennis elbow,nan,BMJ 2006 333:939,nan,nan,Some college,0,nan,nan,{Vicenzino B Bisset L Beller E Jull G Brooks P Darnell Rᑆ}
135,812893,Clinical outcomes and cost-effectiveness of strategies for managing people at high risk for diabetes (Structured abstract),nan,Abjqms mf Uvtdrtal Medmcine,nan,nan,143,11,1/5/01,251-264,{D MinorsJ WaterhouseG GhirlandaG CostaG Tarondi}
138,862798,20010101,nan,Pharmacoeconomics,nan,nan,23,nan,nan,87-95; discussion 95-6,?
139,nan,When is carotid angioplasty and stenting the cost-effective alternative for revascularization of symptomatic carotid stenosis? A Canadian health system perspective,nan,nan,nan,nan,35,2,1/14/01,327-32,{M. GoyalS. WiebeM. D. HillF. M. ClementJ. H. WongM. A. AlmekhlafiD. Yavin}
140,38413,Proximal migration of a 5 French pancreatic stent during bile stone extraction: a successful retrieval using mini-snare,eng,nan,nan,nan,17,nan,1/14/01,Some college,{Xuejun ChenYang ZhangZufei LiQi ZhongWeiguo ZhouXiaohong ChenZhigang HuangJugao Fang}
141,595469,nan,nan,nan,nan,nan,89,5,1/11/01,152-9,{M. D. BartonJ. SimonJ. E. AxonS. MossS. G. MorrisD. J. TrottS. FuryM. MaiwaldP. GiffardD. JordanP. Southwell}
142,49698,Multicenter randomized placebo-controlled trial of amitriptyline in children with functional gastrointestinal disorders,Some college,nan,nan,nan,137,0,1/9/05,1261-9 ST  - Multicenter randomized placebo-controlled trial of amitriptyline in children with functional gastrointestinal disorders-,{Z. C2  - Pmg2827243 C6  - Ghhms132141 FQ  - Ocj DO  - 10.1053/j.gastro.2009.06.060 D[  - GKM EG  - 2009/07/15 Ek LodansjN. DapdR. VuwipP. MymagM. YouwsewA. NkrqudaJ. Cubjmn}
143,20010101,Jewbutajimv pumk fow bhe krweentipn kx [cebcrk birgh (Stckgtmstb wgsgradj),nan,-1,nan,nan,Some college,4,Alabama,nan,?
146,20010101,20010101,nan,AKSSE eht fo lanruoj laiciffo : ypocsorhtra ygolotamuart strops yregrus eenK,nan,nan,Some college,4,1/12/01,nan,{W. T. YuS. YangY. TangB. WuJ. X. Zhou}
147,269313,Usefulness of a myofascial trigger point injection for groin pain in patients with chronic prostatitis/chronic pelvic pain syndrome: a pilot study,nan,nan,nan,nan,94,5,nan,nan,{Yong-Kyun KimTae Yoong JeongWon Hyuk ChangSang Chul LeeJeong-Gyu YoonDong Suk Kim}
150,nan,20010101,eng,General dentistry,Some college,0363-6771,nan,1,1/4/05,253-4,?
154,nan,The ex vivo antimicrobial activity and colonization rate of two antimicrobial-bonded central venous catheters,ekn,nan,nan,nan,2i7,6,1/1/99,Some college,?
157,963532,Diffusion tensor imaging of deep gray matter in children treated for brain malignancies.,nan,nan,nan,nan,37,nan,1/7/01,8851-7751,{S. KatoM. IshidaH. Sakuma}
159,704093,20010101,Some college,Paliativn_ Schanzova osteotomie p_i nereponibiln_ luxaci kyeln_ho kloubu u pacient s d_tskou mozkovou obrnou v adolescentn_m v_u,nan,15-Jan,80,4,1/1Ŕ3/01,256-62,{A RiocfulR SjanmgknaF NanaH GwmloO Nqbvau}
161,20010101,Application of a stress and coping model to positive and negative adjustment outcomes in colorectal cancer caregiving,nan,Biomedical engineering online,nan,nan,19,5,nan,1ǈ171-1178,nan
162,68354,Outcome of ErCr:YSGG laser-assisted treatment of teeth with apical periodontitis: a blind randomized clinical trial.,gjy,hcraeseR citsongaiD dna lacinilC fo lanruoJ,Some college,2249-782X,0,5,Alabama,613-5,{Maharudrappa BasnakerSatish BnvsSrikala Sp}
163,nan,nan,nan,nan,nan,nan,30,0,1/14ŕ/01,574-578,{N. H. TsfntJ. G. KjabgK. I. DhehgH. T. HroP. Y. DmaneY. C. ChgnI. C. Mh}
164,199407,Scar Management Practice and Science: A Comprehensive Approach to Controlling Scar Tissue and Avoiding Hypertrophic Scarring.... Reprinted and adapted with permission from Wound Healing South Africa and Medpharm. Widgerow AD. Scar management-marrying the practical with the science. Wound Heal South Afr 2010;3(1):7-10,nan,nan,nan,nan,24,nan,1/11/01,tnemeganam racS .DA woregdiW .mrahpdeM dna acirfA htuoS gnilaeH dnuoW morf noissimrep htiw detpada dna detnirpeR ....gnirracS cihportrepyH gnidiovA dna eussiT racS gnillortnoC ot hcaorppA evisneherpmoC A :ecneicS dna ecitcarP tnemeganaM racS -  TS 165-155,{Alan David WidgerowLaurence A. DB  - c8h DO  - 22101481 DP  - EBSCOhost Chait}
166,592893,High intensity interval exercise training in overweight young women,nan,nan,nan,nan,45,2,1/7/01,290-293,?
167,232775,20010101,nan,Nofof oj Wlrermsuive wnd Complekentwey Tkerx'iea,nan,nan,Some college,1,9/1/00,Apr-43,{S. McIver}
169,901298,nan,nan,Cochrane Database of Systematic Reviews,nan,nan,0,0,1/13/01,nan,{J. Kelly AnthonyJane ThomasJosephine Kavanagh}
170,456691,The Role of Radiology in Preclinical Anatomy. A Critical Review of the Past Present and Future.,nan,nan,nan,nan,0,0,nan,nan,ȳ{NULL}
171,429995,Insulin detemir lowers the risk of hypoglycaemia and provides more consistent plasma glucose levels compared with NPH insulin in Type 1 diabetes.,nan,Diabet Med,Some college,0742-3071,23,3,Alabama,729-35,{A PfilptjwloS R ReopxrJ JxnqjgO-W HampL ImendjrfG P RpssF ItrtlakloI Pdnlis-Wenxr}
172,709359,The effect of preservation solutions for storage of liver allografts on transplant outcomes: a systematic review and meta-analysis.,eng,nan,nan,nan,12,2,1/5/01,139-43,{C. D. SmithJ. E. Skandalakis}
173,839096,Association of transforming growth factor-_1__T869C G915C and C509T gene polymorphisms with rheumatoid arthritis risk.,eng,Journal of receᏰptor and signal transduction research,M. Receot. Slhnak Dtzkrdhsu. Ter.,1532-4281,nan,12,1/14/12,469-75,{Tian-Biao ZhouSi-Lian FangHui-Liu ZhaoGregor P C Drummen}
175,730191,An observational study on the prevalence and pattern of opioid use in 25479 patients with spine and radicular pain,nan,enipS,enipS,0362-2436,27,2,Alabama,201-205,{Girault GRose RJWeinstein JNBall PAHanscom BFanciuᜓllo GJ}
176,42135,Selective loss of anterior pituitary volume with 㮶severe pituitary-gonadal insufficiency in poorly compliant male thalassemic patients with pubertal arrest.,nan,-1,nan,0077-8923,nan,-1,6/30/98,479-82,?
177,nan,Nozqlldef dtfucldvrhtw if volyc aciv kv aermdlhesrive jufsntr,eng,Ann N Y Acad Sci,Some college,0077-8923 (Print) 0077-8923,669,nan,1/1/92,87-95; discussion 95-6,{B. W. Nqkmbutnat}
179,nan,Fompqriub modcmppbd jeeinizuws fur cnalvsimj ntbqn 'ouykal ylooeymy.,eid,Water science and technology : a journal of the International Association on Water Pollution Research,Water Scڋi. Technol.,0273-1223,nan,nan,1/14ŕ/01,305-11,{J van der MeulenJ KluckE van DijkJ H M Straatman}
180,91852,nan,gne,҄Orthopedics,Orthopedi҄cs,1938-2367,36,10,1/14/01,e1327-9,{Robert T TrousdaleJ Ryan Martin}
183,431896,Deiny sedi gocl of 10000 dteks: Q kitetzdurz rrvuew.,nan,nan,nan,nan,00,0,nan,nan,{JULL}
184,490584,20010101,Korean,nan,nan,nan,37,nan,1/7/01,1108-18,nan
185,408198,20010101,nan,-1,nan,0954-0121,2f4,5,nan,612-7,{K. SidneyJ. AntonyA. De CostaA. ShetR. RodriguesS. KrishnamurthyG. D'SouzaK. Arumugam}
186,821382,Amyloid neuropathies,Evgluah,Foot Ankle Int,nan,nan,7p9,6,Alabama,733-748,{J. Robinson-PappS.C. Shin}
187,961741,A randomized study with a hyaluronic acid and chondroitin sulfate lotion for radiodermitis in breast cancer patients,nan,Radiotherapy and Oncology,nan,nan,0,0,nan,nan,?
188,925885,A systematic review on acupuncture for trigeminal neuralgia (Provisional abstract),nan,Akvdenstove Tvatalizs ih Hdxujh anf Neclcike,nan,1078-6791,16,6,1/10/01,30-35,?
190,967781,20010101,English,Radiologic Clinics of North America,nan,0033-8389 DO  - http://dx.doi.org/10.1016/j.rcl.2010.07.015,39,3,1/13/01,449-+,{S. MalleryJ. Van Dam}
193,550350,Mapping Curriculum to Ed Tech and Industry Standards,nan,Learning & Leading with Technology,nan,nan,33,6,1/6/03,14-17,{OR. International Society for Technology in Education EugeneBjorn Norstrom}
195,501663,Measuring the bright side of being blue: a new tool for assessing analytical rumination in depression.,nan,-1,nan,14402440,15,nan,Alabama,207-212,{John PetkovSteve BaileySamuel ChalmersMichael HeynenEbonie ScaseMary E Magarey}
196,48738,Prebiotics immune function infection and inflammation: a review of the evidence,nan,nan,nan,nan,101,0,1/9/01,633-58 SV  - 'debiififa ykmbjs dutxhiot itrtbbiou and kjhpakmahion: a rafuew ir nhv gcmqxkca-,?
198,667611,Reasons for and against participation in studies of medicinal therapies for women with breast cancer: a de⤏bate.,ent,BJW Iwdlsdm Fcxrarvm Krthldopjgf,nan,1471-2288,48,-1,1/1œ2/01,25,?
200,nan,Mlutaslnncapnu xvyaicta vdjdlmyepn dbrkvltf ajxinsu Wcainykkxoxcbr cpuqernidkv bipvolkw jh nido.,eng,-1,J Biomater Appl,0885-3282,nan,4,Alabama,237-45,{Taylor MJ Arsalidou M Pascual-Leone J Johnson J Morris D}
203,20010101,Muscle - tendon unit mechanical and morphological properties and sprint performance.,eng,nan,Some college,0264-0414,25,99,1/7/07,Some college,{Savvas StafilidisAdamantios Arampatzis}
204,nan,An insulin-like growth factor-I gene polymorph㊗ism modifies the risk of microalbuminuria in subjects with an abnormal glucose tolerance,nan,Ejtopvaj Lluduqn ow Gndmzrinijjgr,nan,nan,nan,5,1/6/01,nan,nan
206,970436,Cytokine profiling of young overweight and obese female African American adults with prediabetes,Some college,C͆ytokine,Cytphkgw,1096-0023,64,1,1/13/01,310-5,{J. BhagatwalaW. CaldwellD. H. GuoA. MellorH. ZhuR. CaldwellR. LucasS. J. ParikhY. DongS. SridharY. Dong}
