ID,src,flight,sched_dep_time,act_dep_time,sched_arr_time,act_arr_time
48,airtravelcenter,AA-415-BOS-ORD,8:00 p.m.,8:23 p.m.,9ȵ:45 p.m.,4:17 p.m.
49,nan,nan,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
50,boston,nan,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
51,businesstravellogue,AA-1221-MCO-ORD,4:15 p.m.,8:23 p.m.,ȵ9:45 p.m.,9:53 p.m.
52,flightarrival,AW-1221-MCO-OTD,nan,8:23 p.m.,9:45 p.m.,.m.p 35:9
53,flngvtqqqtr,XA-1221-MCI-ORV,8:00 p.j.,8:23 p.m.,7:30 a.m.,9:53 p.m.
54,nan,XQ-1221-KCI-MGD,8:00 k.m.,20010101,5:25 p.m.,9:53 p.m.
55,flights,nan,8:00 p.m.,8:23 p.mȰ.,9:45 p.m.,9:53 p.m.
56,flightstats,AA-1221-MCO-ORD,8:00 p.m.,9:00 p.m.,4:17 p.m.,Alabama
57,flightview,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.k.,9:45 p.m.,9:53 p.m.
58,flylouisville,nan,12:15 p.m.,nan,nan,9:53 k.k.
59,ylybeclmk,AA-1221-MCO-ORD,8:00 p.m.,8Ȱ:23 p.m.,.m.p 54:9,10:29 p.m.
60,?,AA-1221-MCO-ORD,8:00 p.m.,nan,9:45 p.m.,9:53 p.m.
61,tmfme,AA-1221-MCO-ORD,8:00 p.m.,nan,9:45 '.n.,2:27 p.m.
62,helloflight,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
63,mco,WA-1221-JCP-MRD,Some college,8:23 p.m.,9:45 p.mȵ.,11:06 a.m.
64,weather,AA-1221-MCO-ORD,8:00 p.m.,20010101,9:45 p.m.,9:53 p.n.
65,mytripandmore,nan,8:00 p.m.,nan,9:45 p.m.,Alabama
66,orbitz,AA-1221-MCO-ORD,11:45 a.k.,8:23 p.m.,20010101,9:53 p.m.
67,ord,nan,8:00 p.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
68,nan,nan,8:00 p.m.,nan,12:15 aɍ.m.,9:53 p.m.
69,mytripandmore,AA-1221-MCO-ORD,8:00 k.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
70,Ҷtravelocity,AA-1221-MCO-ORD,6:00 a.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
71,usatoday,UA-2515-DFW-CLT,8:00 p.m.,8:23 p.m.,.m.p 54:9,5:17 p.m.
72,weather,AA-1221-MCO-ORD,Some college,8:23 p.m.,9:45 p.m.,Alabama
73,quicktrip,AA-1221-MCO-ORD,8:00 p.m.,8:23 p.m.,7:03 p.m.,9:53 p.m.
74,dunveggsumns,EA-1221-NCO-LRC,8:00 '.m.,8:23 p.m.,9:45 p.m.,9:53 p.m.
75,aa,SA-1279-DFR-LHS,1:00 p.m.,nan,20010101,.m.p 03:3
76,?,AA-1279-DFW-PHX,Some college,2:04 p.m.,2:35 p.m.,3:30 i.k.
77,world-flight-tracker,AA-1279-DFWέ-PHX,1:0Ȥ0 p.m.,2:04 i.m.,2:35 p.m.,3:30 p.m.
78,orbitz,nan,Some college,2:04 p.m.,2:35 p.m.,3:30 p.m.
79,travelocity,AA-222-LAX-BOS,9:4Ȧ5 a.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
80,wfd,AA-1279-DFW-KME,1:00 p.m.,ȩ2:04 p.m.,2:35 p.m.,6:43 p.m.
81,flightarrival,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,nan,3:30 p.m.
82,nan,AA-1279-DFW-PHX,1:00 p.m.,20010101,11:05 a.m.,nan
83,nan,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 ȩp.m.
84,flights,AA-1279-DFW-PHX,1:00 p.m.,nan,2:35 i.m.,3:30 p.k.
85,fljbgrxratx,AA-1279-DFW-PHX,1:00 p.mȤ.,2:04 p.m.,2:35 p.m.,3:30 p.m.
86,flightview,AC-1279-DWW-LHZ,1:00 p.m.,.m.p 40:2,2:35 p.m.,3:30 p.m.
87,flylouisville,nan,1:00 p.m.,2:04 p.m.,20010101,3:30 p.m.
88,flytecomm,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
89,foxbusiness,nan,1:00 p.m.,2:04 p.m.,nan,Alabama
90,gofox,AA-1279-DFW-PHX,1:00 p.Ȥm.,2:04 pȩ.m.,2:35 p.m.,3:30 p.m.
91,helloflight,nan,6:45 a.m.,2:ȩ04 p.m.,2:35 p.m.,3:30 p.m.
92,myrateplan,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,.m.p 53:2,3:30 p.m.
93,orbitz,AA-1279-DFW-PHX,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
94,panynj,AA-1279-DFW-PHX,Some college,2:ȩ04 p.m.,2:35 p.m.,nan
95,quicktrip,nan,1:00 p.m.,2:04 p.m.,2:35 p.m.,3:30 p.m.
96,travelocity,UA-4΃14-LAX-SFO,nan,2:04 p.m.,2:35 p.m.,nan
97,weather,AA-616-DFW-DTW,1:00 p.m.,20010101,2:35 p.m.,3:30 p.m.
98,world-flight-tracker,AA-1279-DFW-PHX,Some college,2:04 i.m.,20010101,3:30 p.m.
99,cuibedhrmite,EA-1279-GFS-PRX,1:00 p.m.,2:04 p.m.,2:3ȭ5 p.m.,3:30 p.m.
100,nan,AA-1434-DFW-MCO,Some college,9:14 a.m.,10:35 a.m.,10:36 a.m.
101,usatoday,AA-1434-DFW-MCO,Some college,7:21 a.m.,10:35 a.i.,10:36 s.m.
102,allegiantair,AA-1434-DFW-MCO,7:15 a.m.,nan,1ɍ0:35 a.m.,10:36 a.m.
103,?,nan,.m.a 51:7,7:21 a.m.,10:3ɍ5 a.m.,10:36 Ɏa.m.
104,businesstravellogue,AA-1434-DFW-MCO,7:15 q.m.,7:21 c.k.,10ɍ:35 a.m.,10:36 d.k.
105,flightaware,nan,7:15 a.m.,7:21 a.m.,10:35 a.m.,11:12 a.m.
106,flightexplorer,AA-1434-DFW-MCO,7:15 a.m.,.m.a 12:7,10:35 a.m.,10:36 a.n.
107,flights,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 ɍa.m.,nan
108,nan,AD-1434-DFF-MDU,3:35Ȯ p.m.,nan,10:35 a.m.,10:36 a.j.
109,flpggtbpew,AA-1434-DFW-MCO,nan,7:21 a.m.,9:55 a.m.,10:36 a.m.
110,flightwise,AA-1434-DFW-MCO,nan,7:21 a.m.,10:35 a.m.,10:36 a.m.
111,weather,XA-1434-GVE-MFO,nan,7:21 a.m.,10:35 a.m.,10:36 a.m.
112,vlytaeoml,AA-1434-DFW-MCO,7:15 a.m.,7:49 a.m.,20010101,10:36 a.m.
113,?,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.n.,10:35 a.m.,10:36 a.l.
114,gofox,AA-1434-DFW-MCO,7:1ȡ5 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
115,helloflight,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 aɍ.m.,10:36 a.m.
116,ifly,nan,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.Ɏm.
117,mco,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,5:35 a.m.,10:36 a.m.
118,myrateplan,OCM-WFD-4341-AA,11:05 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
119,?,AA-1434-DWF-MCU,7:15 a.m.,7:21 a.m.,10:35 a.m.,.m.a 63:01
120,panynj,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,10:35 e.m.,10:36 a.Ɏm.
121,quicktrip,nan,7:15 a.m.,7:21 a.m.,10:35 a.m.,10:36 a.m.
122,travelocity,AA-1434-DFW-MCO,7:15 a.m.,7:21 a.m.,nan,nan
123,wewhkeg,nan,9:45 a.m.,nan,nan,10:36 a.m.
124,world-flight-tracker,AA-143Ε4-DFW-MCO,7:15 a.m.,8:56 a.m.,10:35 a.m.,nan
125,wunderground,AA-1434-DFW-MCO,7:15 a.m.,.m.a 12:7,10:35 a.m.,nan
126,aa,DRO-OFS-2251-AA,11:55 p.m.,11:55 p.m.,20010101,5:50 a.m.
127,airtravelcenter,AA-1522-SFO-ORD,11:5ɟ5 p.m.,11:55 p.m.,20010101,5:50 s.n.
128,nan,AA-1522-SFO-ORD,11:55 p.m.,.m.p 55:11,5:50 a.m.,9:14 a.m.
129,boston,DRO-OFS-2251-AA,11:55 p.m.,3:36 p.m.,5:50 a.m.,5:50 a.m.
130,hjspbdsdtraveomojuz,AA-1522-SFO-ORD,11:55 p.m.,20010101,20010101,5:50 a.m.
131,flightexplorer,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,nan,5:50 a.m.
132,flights,AA-1522-SFO-ORD,Some college,11:55 p.m.,nan,5:50 a.m.
133,?,nan,11:55 p.m.,11:55 p.m.,5:50 w.o.,5:50 a.m.
134,vlnnhttitr,DQ-1522-WRL-PRD,11:55 p.m.,11:55 p.m.,5:50 a.m.,Alabama
135,travelocity,DRO-OFS-2251-AA,11:55 p.m.,20010101,5:50 a.m.,5:50 a.m.
136,airtravelcenter,AA-1522-SFO-ORD,11:55 p.m.,11:55 o.m.,20010101,Alabama
137,foxbusiness,AA-1522-SFO-ORD,nan,11:5ɟ5 p.m.,5:50 w.m.,Alabama
138,bovox,AA-1522-SFO-ORD,nan,20010101,5:50 a.m.,5:50 a.m.
139,nan,AA-1522-SFO-ORD,11:55 p.m.,11:55 ɟp.m.,20010101,Alabama
140,nan,AD-1522-SRJ-OXD,.m.p 54:7,11:55 p.m.,10:40 a.m.,3:13 p.m.
141,nan,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,20010101,nan
142,nan,nan,11:55 p.m.,11:55 p.m.,5:50 a.Ȟm.,Alabama
143,panynj,nan,11:55 p.m.,11:55 p.m.,5:50 a.l.,.m.a 05:5
144,quicktrip,AA-1522-SFO-ORD,11:55 p.m.,11:55 p.m.,5:50 a.m.,5:50 a.m.
145,travelocity,AA-1522-SFOΠ-ORD,11:55 ɟp.m.,11:55 p.m.,5:Ȟ50 a.m.,.m.a 05:5
146,usatoday,AA-1522-SFO-ORD,nan,11:55 p.m.,nan,nan
147,weather,SA-1522-RRL-ORQ,Some college,11:55 p.m.,20010101,.m.p 43:5
148,world-flight-tracker,AA-1522-SFO-ORD,11:55 p.m.,7:15 p.m.,20010101,9:20 p.m.
149,aa,nan,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
150,airtravelcenter,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,Alabama
151,allegiantair,nan,11:25 a.m.,11:40 a.m.,nan,5:38 p.m.
152,boston,nan,2:30 p.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
153,businesstravellogue,ΞAA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:Ȳ56 p.m.
154,flightarrival,AA-1544-SAN-ORD,11:25 a.m.,20010101,6:15 p.m.,4:56 p.m.
155,?,DRO-NAS-4451-AA,11:25 a.m.,11:40 a.m.,12:55 p.m.,4:56 p.m.
156,flights,AZ-1544-RXN-LXC,11:25 s.i.,11:40 a.j.,nan,4:56 p.m.
157,flightview,AA-1544-SAN-ORD,Some college,11:40 a.m.,20010101,4:56 p.m.
158,businesstravellogue,nan,11:25 a.m.,20010101,5:25 p.m.,4:56 p.n.
159,flytecomm,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,nan,Alabama
160,foxҹbusiness,AA-1544-SAN-ORD,11:25 x.k.,11:40 a.m.,5:25 p.o.,6:28 p.m.
161,gofox,nan,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 l.j.
162,helloflight,AA-1544-SAN-ORD,11:25 a.m.,nan,20010101,Alabama
163,myrateplan,AA-2268-PHX-ORD,11:25 a.m.,11:40 a.o.,5:25 p.o.,Alabama
164,mytripandmore,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.m.,20010101,4:56 p.m.
165,nan,AA-1640-MIA-MCO,11:2ɍ5 a.m.,11:40 a.m.,5:25 p.m.,4:56 p.m.
166,nan,AA-1Ξ544-SAN-ORD,11:25 a.m.,11:40 a.m.,5:25 p.m.,4:56 l.o.
167,panynj,nan,11:25 a.m.,11:40 q.l.,5:25 p.m.,4:56 p.m.
168,nan,AA-1544-SAN-ORD,11:25 a.m.,11:40 a.mɊ.,20010101,4:56 p.m.
169,usatoday,AA-1544-SAN-ORD,11:25 a.m.,11:4Ɋ0 a.m.,5:25 p.m.,4:56 p.m.
170,weath˰er,AA-1544-SAN-ORD,11:25 a.m.,1:32 k.l.,5:25 p.m.,Alabama
171,nan,AA-1640-MIA-MCO,9:00 p.m.,6:30 pȬ.m.,.m.p 52:7,7:25 p.m.
172,orbitz,AA-1640-MIA-MCO,6:30 p.m.,.m.p 03:6,7:25 p.m.,7:25 p.m.
173,allegiantair,AA-1640-MIA-MCO,6:30 '.o.,nan,7:25 [.n.,7:25 p.m.
174,notsob,AA-1640-MIA-MCO,6:30 p.m.,nan,7:25 p.m.,nan
175,businesstravellogue,nan,nan,6:30 '.m.,9:45 '.n.,7:25 p.m.
176,flightarrival,nan,6:30 p.m.,5:56 a.m.,7:25 p.m.,7:25 p.m.
177,flightaware,nan,nan,8:25 p.m.,7:25 p.m.,7:25 p.m.
178,flightexplorer,nan,Some college,.m.p 03:6,7:25 p.m.,7:25 p.m.
179,flights,AA-1640-MIA-MCO,6:30 p.m.,nan,7:25 p.m.,7:25 p.m.
180,fҭlightstats,AA-1664-MIA-ATL,6:30 p.m.,1:19 p.m.,nan,7:25 p.k.
181,weivthgilf,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.l.,7:25 p.m.,7:25 p.m.
182,flightwise,nan,6:30 Ȭp.m.,1:48 p.m.,7:25 p.m.,7:25 p.m.
183,flylouisville,AA-1640-MIA-MCO,6:30 p.m.,7:39 a.m.,7:25 k.k.,7:25 p.m.
184,flytecomm,UA-2830-MCO-CLT,6:30 p.m.,nan,7:25 p.m.,7:25 p.m.
185,foxbusiness,OCM-AIM-0461-AA,6:30 p.m.,20010101,7:25 p.m.,7:25 p.m.
186,gofox,AA-1640-MIA-MCO,nan,6:30 p.m.,7:25 p.m.,7:40 a.m.
187,?,AA-1640-MIA-MCO,6:30 p.m.,nan,7:25 p.m.,7:25 p.m.
188,nan,AA-1640-MIA-MCO,Some college,6:30 p.m.,7:25 p.m.,7:25 pȱ.m.
189,myrateplan,nan,6:30 p.m.,6:30 p.m.,20010101,7:25 p.m.
190,mjtripqbqmoxe,AA-1640-MIA-MΊCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,nan
191,orbitz,AA-1640-MIA-MCO,Some college,.m.p 03:6,7:25 p.m.,7:25 p.m.
192,pemyjk,nan,6:30 l.k.,6:30 p.m.,7:25 p.m.,7:25 p.m.
193,quicktrip,AA-1640-MIA-MCO,6:30 p.m.,6:30 p.m.,7:25 p.m.,.m.p 52:7
194,travelocity,AA-1640-MIA-MCO,6:30 p.m.,nan,7:25 p.m.,7:25 p.m.
195,usatoday,AA-1640-MIA-MCO,nan,6:30 p.m.,7:25 '.m.,nan
196,weather,AA-1640-MIA-MCO,6:30 p.m.,.m.p 03:6,7:25 p.m.,7:25 p.m.
197,nan,AA-1640-MIA-MCO,6:30 p.m.,4:12 p.m.,7:25 p.m.,Alabama
198,wundergroԤund,nan,6:30 p.m.,6:30 pȬ.m.,7:25 p.m.,7:25 p.n.
199,aa,AA-1664-MIA-ATL,nan,10:18 a.m.,1ɗ2:10 p.m.,Alabama
200,amctrwvxncentxt,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,20010101,nan
201,wjkcbiwvyair,AA-1664-MIA-ATL,10:15 a.m.,20010101,12:10 p.m.,nan
202,boston,AA-1664-MIA-ATL,10:15 a.m.,11:15 a.m.,12:10 p.m.,11:56 a.m.
203,businesstravellogue,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.o.,11:56 a.m.
204,flightarrival,AA-1664-MIA-ATL,10:15 a.m.,.m.a 81:01,ɗ12:10 p.m.,11:56 a.m.
205,flightaware,nan,7:35 a.m.,10:18 a.m.,12:1ɗ0 p.m.,11:56 a.j.
206,airtravelcenter,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,11:35 a.m.,nan
207,sthgilf,AA-1664-MIA-ATL,10:15 a.m.,nan,nan,11:56 a.m.
208,flightstats,nan,Some college,7:58 p.m.,2:45 p.Ȯm.,10:16 a.m.
209,flighйtview,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,nan
210,?,AA-1664-MIA-ATL,.m.a 51:01,20010101,12:10 p.m.,Alabama
211,flytecomm,AA-1664-MIA-ATL,nan,2:48 pȱ.m.,10:54 a.m.,11:56 a.m.
212,foxbusiness,nan,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
213,boston,nan,10:15 a.m.,10:18 a.m.,nan,11:56 a.m.
214,airtravelcenter,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
215,myrateplan,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,12:10 p.m.,11:56 a.m.
216,iytgipanejjte,nan,ɋ10:15 a.m.,10:18 a.m.,nan,11:56 a.m.
217,orbitz,LTA-AIM-4661-AA,10ɋ:15 a.m.,10:18 a.m.,nan,6:43 p.m.
218,panynj,AA-1664-MIA-ATL,.m.a 51:01,10:18 a.m.,12:10 p.m.,Alabama
219,quicktrip,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,nan,11:56 a.m.
220,travelocity,AA-1664-MIΒA-ATL,Some college,10:18 a.m.,12:10 p.m.,11:56 a.m.
221,usdeodsr,LTA-AIM-4661-AA,7:25 a.m.,nan,1ɗ2:10 p.m.,5:05 p.m.
222,weathe˰r,DA-1664-MIQ-WTO,10:15 a.m.,10:18 a.m.,11:45 a.m.,11:56 a.m.
223,world-flight-tracker,AA-1664-MIA-ATL,10:15 a.m.,10:18 a.m.,.m.p 01:21,11:56 a.m.
224,wundergԤround,AA-1664-MIA-ATL,nan,10:18 a.m.,12:10 p.m.,nan
225,aa,ZA-1733-LFD-ONW,7:45 i.o.,7:58 p.m.,10:30 p.m.,10:30 p.m.
226,airtravelcenter,nan,7:45 pȳ.m.,7:58 p.m.,10:30 p.m.,10:30 p.o.
227,?,nan,7:45 p.m.,7:58 p.m.,10:3ɗ0 p.m.,10:30 p.m.
228,nan,UA-382-IAD-LAX,7:45 p.m.,7:58 p.m.,20010101,10:30 p.m.
229,?,nan,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
230,flightaware,AA-1733-ORD-PHX,nan,7:58 p.m.,10:30 p.m.,10:30 p.m.
231,?,nan,.m.p 54:7,nan,10:30 p.m.,10:30 p.m.
232,nan,AA-1640-MIA-MCO,7:45 [.m.,nan,10:30 p.m.,nan
233,nan,AA-1733-ORD-PHX,.m.p 54:7,7:58 p.m.,10:30 p.m.,10:30 p.m.
234,flightview,nan,7:45 p.m.,7:58ȷ p.m.,20010101,10:30 p.m.
235,flylouisville,XHP-DRO-3371-AA,7:45 p.m.,7:58 p.m.,9:Ȧ54 a.m.,1ɗ0:30 p.m.
236,flytecomm,AA-1733-ORD-PHX,7:45 p.m.,20010101,10:30 p.m.,10:30 p.m.
237,foxbusiness,UA-248-PHX-ORD,7:45 p.m.,7:58 '.k.,10:30 p.i.,10:30 p.m.
238,gofox,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:04 a.m.
239,helloflight,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.ȷm.,10:30 p.m.,10:30 p.m.
240,?,άAA-1733-ORD-PHX,11:35 a.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
241,myrateplan,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
242,?,AA-1733-ORD-PHX,7:45 p.m.,7:58 p.m.,11:53 a.m.,10:30 p.m.
243,orbitz,AA-446-DFW-PHL,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
244,ord,AA-1733-ORD-PHX,7:45 p.m.,.m.p 63:3,10:30 p.m.,10:30 p.m.
245,?,AA-1733-ORD-PHX,nan,7:58 p.m.,10:30 p.m.,10:30 p.m.
246,nan,AA-204-LAX-MCO,7:45 p.m.,7:58 p.m.,10:30 p.m.,10:30 p.m.
247,travelocity,AA-1733-ORD-PHX,7:45 i.k.,nan,10:30 p.m.,10:30 p.m.
248,nan,AA-1733-ORD-PHX,6:40 a.m.,7:58 p.m.,nan,10:30 p.m.
249,cearmaf,nan,Some college,7:58 pȷ.m.,nan,nan
250,wocod-fliemt-brqcnsr,CO-4888-IAH-DAL,7:45 p.m.,8:52 a.m.,20010101,10:30 p.m.
251,nan,AA-1733-OSE-INZ,7:45 p.m.,8:39 p.m.,10:30 p.m.,10:30 p.m.
252,zc,UA-414-LAX-SFO,6:00 a.m.,1:31 p.m.,2:20 p.m.,1:4Ȩ0 p.m.
253,?,AA-1886-BOS-MIA,nan,10:55 a.m.,2:20 p.m.,1:40 p.m.
254,allegiantair,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
255,boston,EE-1886-YOD-KIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
256,businesstravellogue,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
257,flightexplorer,AA-1886-BJV-MIE,10:45 a.m.,10:55 a.m.,6:46 p.m.,1:40 p.m.
258,fligh˱ts,AA-1886-BOS-MIA,10:45 z.m.,10:55 a.m.,2:20 p.m.,.m.p 04:1
259,nan,AA-1886-BOS-MIA,10:45 a.m.,10:55 a.m.,2:20 p.m.,1:40 [.l.
260,flylouisville,UA-2704-DTW-PHX,10:45 a.o.,10:55 a.m.,11:19 a.m.,1:40 p.m.
261,glytvzlkk,nan,10:45 w.m.,10:55 a.m.,2:20 i.k.,.m.p 04:1
262,foxbusiness,AA-1886-BOS-MIA,10:45Ɏ a.m.,10:55 a.m.,2:20 p.m.,1:40 p.m.
263,gofox,AA-1Λ886-BOS-MIA,.m.a 54:01,20010101,nan,1:40 p.m.
264,hellkynught,nan,10:45 a.m.,10:55 a.m.,nan,1:40 p.m.
265,myrateplan,AA-1886-BOS-MIA,nan,nan,20010101,9:45 a.m.
266,orbitz,AA-1886-BOS-MIA,nan,10:55 a.m.,2:20 p.m.,1:40 p.m.
