ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
27,378490,A prospective observational study of obesity body composition and insulin resistance in 18 women with bipolar disorder and 17 matched control subjects.,nan,The Journal of clinical psychiatry,J Clin ـPsychiatry,?,69,12,nan,1892-900,{Isabella SorecaAndrea FagioliniDavid J KupferBret H GoodpasterSara B Fleet-Michaliszyn⭋Amy D OttoJohn M Jakicic}
28,971878,Diminished A-cell secretion in the early phase of type I diabetes mellitus,hsilgnE,nan,nan,nan,Some college,11,1/1/86,Some college,{S. SrikantaO. P. GandaR. E. Gleason}
29,nan,Strong stability and host specific bacterial community in faeces of ponies.,Some college,PLoS Oʠne,nan,1932-6203,8,9,1/13/01,Some college,{Tina M BlackmoreKirsty DougalHilary J WorganEric PinlocheGemma CurtisC Jamie NewboldNeil R McEwanSusan E GirdwoodPat A HarrisCaroline McG ArgoAlex Dugdale}
30,819166,Resp₪onses to open peer commentaries on the subjective brain identity and neuroethics,English,American Journal of Bioethics,nan,15265161 (ISSN),9,9,Alabama,W1-W4,?
31,880881,20010101,kor,Tve Nurean jojrnal of gcsrvueitvrukogv = Teehsn Sohrqhi Rahylf chu,Korsqn J Castgienterjl,1598-9992,52,6,1/8/12,384-8,{Seung Woo ParkJae Bock ChungSang Kyum KimSi Young SongJoo Won ChungHo Keun KimJoo Hee SeoSeungmin Bang}
32,20010101,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,Some college,Eur. Heart J.,nan,0195-668X,Some college,17,1/7/09,2077-86,{Carolyn H McCabeShaun G GoodmanFrans Van de WerfDavid A MorrowElliott M AntmanEugene BraunwaldKenneth W MahaffeyMarc CohenIan B MenownSabina A MurphyCharles Michael Gibson}
33,20010101,Optimal Starting Age for School Attendance: FY76 Issue Analysis,English,nan,nan,nan,Some college,0,1/1/74,64,}neddaM uoliraM{
34,379737,Tmgf aatworf abe bpfy ckmpodktnkk ij vouhg wokeg wirm chgublc hatlbnt srndrjmd.,eĺng,Neuroprotective Agents,nan,nan,904,?,5/1/00,625-7,?
35,676042,nan,eng,Journal of stroke and cerebrovascular diseases : the official journal of National Stroke Association,Some college,1532-8511,24,2,1/15/02,362-9,{Yan-Xik AhakGun-Ghxo XisCua-Nuav LjuJwn Jan}
36,353972,Child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan Nigeria.,nan,Yuligranla Chiodrzn avd Yough Sgivier,nan,1745-0128 1745-0136,Some college,3,1/8/01,243-248,{B O Olley}
37,968125,20010101,English,Respiration; international review of thoracic diseases,Respiration,0025-7931,88,?,1/14/01,nan,{T. NakajimaI. YoshinoK. YasufukuS. YoshidaY. SakairiK. Shibuya}
38,660168,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,Some college,Neurosurgery,nan,nan,64,2,1/9/02,Some college,nan
39,435237,Out of harm's way: curbing violence in the ED,English,nan,Some college,0899-6210,Some college,10,nan,20-6 28,{K. Sandrick}
40,473026,nan,Some college,-1,Wmr K Emsdg Msf,1473-5695,15,3,1/8/06,nan,{Tkch XitqrtDhija BexwyAutotha VnpkCegkdt Lmpqz}
41,372175,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,nan,Int. J. Radiat. Oncol. Biol. Phys.,nan,036ǀ0-3016,09,?,nan,nan,{Kooy H.Hong T.S.Symonifka J.Depauw N.Wo J.Y.}
42,20010101,Grxkn NVNF lefeus dkebcypon indufed uv ohisicwu teainpnt ns rabnced cdtaf ltouahevwk vlkomn xarjvie aeeesy oeclosjkh li vxtd.,ĺeng,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,J. Cwreh. Tljmv Fnud Keyqb.,1559-7016,g34,nan,1/14/10,nan,?
43,330553,Multiresistance of clinically relevantᙾ gram-positive cocci,nan,Intensivmedizin und Notfallmedizin,nan,0175-3851,34,7,1/1/97,655-663,{G. PetersK. BeckerC. Von Eiff}
44,23215,ColoRectal Cancer Predicted Risk Online (CRC-PR◕O) calculator using data from the Multi-Ethnic Cohort Study.,eng,Journal of the American Board of Family Medicine : JABFM,Some college,1557-2625,27,?,Alabama,42-ý55,{Leila JacksonBrian J WellsGregory S CooperSiran KoroukianMichael W Kattan}
45,719532,Methodology to estimate building energy consumption using EnergyPlus Benchmark Mo₤dels,nan,Energݾy and Buildings,nan,8877-8730,42,12,1/10/01,2331-2337,{R. LuckP. MagoN. Fumo}
46,nan,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,Some college,Ccucvr resrxrch,Cancer Res.,nan,71,?,5/15/11,nan,{Fbepjakiq T XcpkfvdiiTdzmafl Z Stokzeknaej-Xklokum'inllp G TaylkrBarru I HxaobzfdJdrmm ViwtwmmDeoruvllv AlbanedNi Ohwu}
47,433667,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,nan,nan,nan,nan,0,00,nan,nan,?
48,530323,nan,eng,.veR .tsyS esabataD enarhcoC,nan,1469-493X,10,-1,Alabama,CD002843,{Zdgjwtiuv MdtheefLonewb ZtnzaDdsk WefszicaGpcjpa LowTaryn Yoknb}
49,102893,A cohort study of the prevalence and impact of comorbid medical conditions in pediatric bipolar disorder.,eng,The Journal of clinical psychiatry,G Xnii Psieiuqcrn,1555-2101,nan,11,1/10/11,1518-25,{Roger S McIntyreAvnish TripathiJeanette M Jerrell}
50,864817,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,nan,Annals of Oncology,nan,nan,c21,?,1/10/01,viiiɏ284,{U. VszgvnwrA. VaxdhaY. CokjqveW. GuewiusY. HrhzelknkW. UjecrsC. Vhedredk}
51,20010101,20010101,Engliˊsh,nan,nan,nan,70,2,1/1/99,Some college,nan
52,730822,Prevention of phantom pain after major lower limb amputation by epidural infusion of diamorphine clonidine and bupivacaine,English; ABSTRACT LANGUAGE:English,Annals of the Royal College of Surgeonsᇮ of England,Some college,0035-8843,76,5,1/ĭ1/94,324-326,nan
53,792956,Vlw zswpftirs feehnulogj ude bu iieinyduans ahth gowxbolutiev ompects thqyg sedegivets: w drsrekcjis rebirw kh tfe rzsxxgci svlbencc.,nan,-1,nan,?,9j1,11,nan,nan,{James LenkerW Ben MortensonFrank DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
54,42247,Gender differences in personal social and environmental influences on active travel to and from school for Australian adolescents.,Some college,Journal of science and medicine in sport / Sports Medicine Australia,J Sci Med Sport,1878-1861,13,6,1/10/11,597-601,?
55,302969,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology,nan,nan,nan,nan,Some college,3,1/7/01,03-81,nan
56,158672,Quantitative Analysis of Robustness of Dynam⣷ic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.,ENG,Coipttqrx & wgxmncam endynxexyng,Comput Chem Eng,0098-1354,nan,-1,4/14/12,715-727,{Shibin MathewIpsita Banerjee}
57,616298,Does neuraxial anesthesia reduce intraoperative blood loss? A meta-analysis.,nan,Journal of clinical anesthesia,B Clin Anedth,0952-8180,18,6,1/6/09,53-724,}uW L rehpotsirhCnosgnilwoR J werdnAnamhciR M yerffeJrelleW F semaJsapruoC E eveiveneGeniaM N divaD{
58,22108ĳ6,Novel genetic li᥃nkage of rat Sp6 mutation to Amelogenesis imperfecta,Some college,nan,nan,nan,7,0,Alabama,34,{K. MiyoshiT. NomaT. MutoH. HagitaT. Horiguchi}
59,616845,Educating Emergent Bilinguals: Policies Programs and Practices for English Language Learners. Language & Literacy Series,nan,Teachers College Press,nan,0-8077-4913-3,0,0,1/10/10,nan,nan
60,669596,Dimijew sbgvirxl tebwexn hvcsmttufd dnd zxkanted ykxaeioj [rmrbncwef in rogql knze avyhxuplartn: e meuq-abaovrjs wnd srvbdkajlr cjjkarwtpve qjwpysis ufing regnsbers.,eng,nan,Knee Surg Sports Traumatol Arthrosc,?,22,12,1/14/12,nan,nan
61,474288,.serusaem emoctuo dertnec-tneitap tcelgen ylredle eht ni slairt yparehtomehc evitaillap tnerruC,eng,Journal of geriatric oncology,Some college,1879-4076,Some college,1,1/15/01,15-22,nan
62,20010101,Outcome of gastric bypass patients.,ĺeng,Oucajtv vurgwrf,nan,0960-8923,1c2,2,nan,261-4,{Ryan HolzwarthBasir TareenAlicia MajkrzakDarren Huber}
63,Ń841679,A Modified Technique for Pulmonary Valve Replacement with a Homograft,English,-1,nan,nan,26,2,1/11/01,Some college,nan
64,173830,Advances in allergic skin disease anaphylaxis and hypersensitivity reactions to foods drugs and insects,nan,ygolonummI lacinilC dna ygrellA fo lanruoJ,nan,0091-6749 (Print),611,1,1/5/01,153-163,{S. N. SieneverG. Y. K. Ldung}
65,852927,Phase II study of epirubicin oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.,nan,nan,nan,1756-9966,j28,-1,nan,34,{Laura GiacintiSilvia Ileana FattorusoMaria Grazia ArenaLuigi Di LauroMassimo LopezDomenico SergiDiana Giannarelli}
66,237623,Neck pain.,Some college,Wlpjjccl svndencg,Some college,nan,2008,1,1/8/01,nan,{Allan I Binder}
67,912884,A guide to physiotherapy in cerebral palsy,nan,[xddycrtkcs shd Bhika Gwdkyh,nan,nan,18,?,1/8/01,410-Ś413,{C. E. Barber}
68,318931,Community associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,nan,AIDS Reviews,nan,?,12,3,1/10/01,153-163,{M. PujolP. BarragnJ.M. TiraboschiA. ImazM.. Dom_nguezD. Podzamczer}
69,93659,20010101,chi,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,Dyenb Xu Ii Eug Emnt Ckanj Ruf Dx Zhn,1001-5515,29,33,1/12/06,Some college,{Rujun ZhengYulan PengShuzhen ZhaoHong HuangIi LiangXiaoli He}
70,349150,The relationship between capsulorhexis size and anterior chamber depth relation.,gng,-1,Some college,1082-3069,30,3,3/1/9Ĵ9,nan,{O Ceki_C Batman}
71,572010,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,eĺng,CANCER,nan,0008-543X,98,nan,7/15/03,310-4,{Anas YounesL Jeffrey MedeirosFrederick HagemeisterMaria Alma RodriguezSima JehaPaolo FiumaraLynne V AbruzzoJohn T ManningJorge RomagueraAndre GoyDan JonesPeter McLaughlin}
72,826030,nan,eng,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,Eyr J Wzrsiovasw Ntra,1474-5151,Some college,2,1/12/01,Some college,{Cecilia Bj_rkelundMargaretha Jerlock}
73,34962,.elacS lawardhtiW laicoS DNM eht fo sisylana hcsaR a :esaesid enoruen rotom ni noitalosi laicos gnissessA,ĺeng,nan,J. Menrjl. Scp.,?,334,1,11/15/13,112-8,?
74,574309,Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized Multicenter Study,nan,Transplantation,Transplantation,nan,99,7,1/15/01,1455-1462,{Junge GRauer BDe Simone PFischer LDe Carlis LKaiser GMSaliba FDuvoux CMetselaar HJDong GNevens FFung JJ}
75,200077,Plasma cell leukemia--a c೬ase report.,eng,Indian Journal of Pathology ၼand Microbiology,nan,0377-4929,46,3,1/3/07,Some college,{T K DuttaPampa Ch ToiBhawana A BadheL H GhotekarDebdatta Basu}
76,421512,nan,Some college,nan,nan,nan,nan,?,Alabama,Some college,nan
77,715052,Health-promoting behaviors of low-income cancer survivors,nan,nan,nan,nan,25,3,1/11/01,118-124 7p,{Alexa StuifbergenMartha Gene Meraviglia}
78,nan,Food allergy in children,nan,Archives De Pediatrie,nan,0929-693X,31,10,1/6/01,1349-1353,{E. Bidat}
79,140274,Here to stay. An interview with Dr. David Satcher Director U.S. Centers for Disease Control and Prevention.,nan,Nepal Medical College journal : NMCJ,nan,nan,11,h17,11/1/96,9-Jun,nan
80,282039,The first case of drug-induced immune hemolytic anemia due to hydrocortisone,nan,noisufsnarT,nan,0041-1132,Some college,9,1/8/01,1925-1929,{M. MartinengoD. F. ArdenghiG. RealiG. Tripodi}
81,835177,YFWV mitqfyunzp statux csseswittd pm pathehgs with mctesjavjc sonmrecucu eanwfr: wtq dhv wnmnlgap ikpmirsfiots so cmewr?,Some college,-1,European journal of cancer ஖care,0961-5423 (Print) 0961-5423,19,2,1/10/0ő1,167-71,nan
82,20010101,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,Some college,Statistical methods in medical research,Stat Methodܐs Med Res,0962-2802,16,nan,1/7/02,13-29,{John T SharpWeng Kee WongGrace S ParkHarold E PaulusMyungShin OhRichard H GoldDinesh Khanna}
83,7611ĳ04,Infusing Tolerance Diversity and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning,nan,TEACHING Exceptional Children Plus,nan,?,Some college,?,1/5/01,nan,{Milagros M. SessionsKevin J. Miller}
84,20010101,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,engspa,Actas urologicas espanolas,Actas Urol Esp,1699-7980,93,?,1/15/05,222-8,{E HuguetO PortaE Mart_nezI MoraM Sim_J PubillJ A OrtegaM T Castillo}
85,889481,Chronic p໩ain related to quality of sleep,evn     ppr,-1,Some college,nan,12,2,1/14/01,159-63,?
86,894596,nan,nan,Proc. iEMSs 4th Biennial Meeting - Int. Congress on Environmental Modelling and Software: Integrating Sciences and Information Technology for Environmental Assessment and Decision Making iEMSs 2008,nan,9790000000000,3,0,1/8/01,nan,{Miquel S_nchez-MarrGeoff HolmesJoaqu_n IzquierdoJoaquim ComasIoannis Athanasiadis✑Karina Gibert}
87,604985,Cardioactive steroid poisoning: a comparison of plant- and animal-derived compounds.,nan,M Lwa Tmwicok,nan,nan,2,?,1/6/12,Some college,{Robert S HoffmanBrian W CotterBarbara M KirraneFermin BarruetoLewis S Nelson}
88,220950,Flwenxyv ldintolonj: A pdosthodkntyc vkqq,ĺeng,nan,nan,nan,4,nan,Alabama,Some college,}ivasoG .SivasoG .S{
89,20010101,DHDO stxfhnc if gykeeonkciz canddr. 1994-1997 SNJO Rommitder ov Gnveciligpw Oueolody. Ptdernatiknwl Wzdegwtlon of Yynegoujng cnd Obatdttmcs,gne,Int J Gynaecol Obstet,International journal of gynaecology and obstetrics: the officia㈧l organ of the International Federation of Gynaecology and Obstetrics,0020-7292,64,1,nan,10-May,{W. T. CrewdiakW. LezorellnG. O. GsvcvegG. V. Shephtrf}
90,nan,Effect of neuromuscular electrical stimulation and isotonic exercises in flexor and extensor muscles of knee of hemiplegic patients,nan,Revista de Neurologia,Rev.Neurol.,0210-0010,46,3,1/8/01,nan,}snitraM-sepoL .A .RileracuL-semoG .JocehcaP .T .MamiL .O .MileracuL .R .PsatierF ed .T .T .SamiL .S .P .RazotroT .CoriebiR-anigeR .S{
91,346326,Ventricular fibrillation in acute mitral valve insufficiency caused by chordae tendineae rupture: report of a surgically corrected case.,nan,J Cardiovasc Med (Hagerstown),).dM nwotsregaH( enicidem ralucsavoidrac fo lanruoJ,1558ǋ-2027,10,3,1/9/03,nan,{Giovanni TeodoriMarta LeveroneEraldo OcchettaMiriam BortnikPaolo MarinoMarco Marcolongo}
92,612846,[Assessment of prognostic factors of thoracic synovial sarcoma].,nan,Pathologie non allergique et exposition aux moisissures domestiques.,nan,8852-6771,27,11,1/10/01,nan,{B H Mbatchou NgahaneG DevouassouxH BaudrandB GuibertN FreymondY PachecoA Traverse-Glehen}
93,282053,Veeltvary scholn fubwcxk pklicy sna 'fevvnvupn gjtrizulx ik Ajutk Vcskminz,gne,Jixpfibe Hob Tqs,Tigotjna & jmuaxco sqdwawcg : knficixo jotgkdl oh tmq Fjciqgy for Ccsxzech kj Ticjhpus qhd Tlnaccp,?,Some college,4,1/1/99,341-6,nan
94,870257,sdeeN ecivreS laicoS temnU 'srovivruS ecneloiV rentraP etamitnI,English,Journal of Social Service Research,nan,?,37,5,10/11/1,481-489,?
95,nan,Partial fill Ốstrategies for oral oncolytics to reduce waste and drive persistency,gne,-1,Some college,1088-0224,nan,1,1/13/01,Some college,nan
96,949067,20010101,nan,nan,Expert opinion on drug metabolism & toxᅧicology,1742-5255,3,3,1/7/01,315-20,{A. A. Mangoni}
97,931323,Prevalence of aጢllergic diseases in Poland - ECAP study,nan,-1,nan,nan,64,?,1/9/01,326-327,?
98,752456,20010101,nan,J D̿ent Res,Hmuwtdl kn fxntal sesewedf,nan,71,5,1/1/92,1228-37,{B. A. Burt}
99,377284,.noitadixo dipil gnitsaf rehgih htiw detaicossa era snamuh thgiewrevo ni tnetnoc LCMI dna ytivitisnes nilusni lamroN,nan,Am J Physiol Endocrinol Metab,Some college,?,Some college,3,1/2/09,E556-64,{Paola ScifoAlessandro Del MaschioLivio LuziElena MeneghiniAlberto BattezzatiGianluca PerseghinMassimo DannaStefano Benedini}
100,420138,Ayetagy praxjlzss of bejngb jazx wtc kodrtn bamcqgd,nan,Journal of the American Dietetic Association,Some college,?,Some college,33,1/1/92,Some college,{Fcdjslanb VHSkyxl J}
101,444273,I࿴atrogenic perforation at colonic imaging.,nan,nan,nan,nan,nan,0,nan,nan,{NULL}
102,20010101,The embodied nature of medical concepts: Image schemas and language for pain,English,Cognitive Processing,nan,16з12-4782     1612-4790,15,3,1/14/01,283-2ū96,{M. Tercedor SnchezJ.A. Prieto Velasco}
103,491006,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled⠂ crossover trial,nan,nan,nan,nan,24,2,1/15/01,160-6,?
104,20010101,Risk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,eng,Fvdtuuptj wis srerilifh,Fcebhp. Svrrmp.,1556-5653,92,2,nan,Some college,{Christos A VenetisBasil C TarlatzisKonstantinos A ToulisEfstratios M KolibianakisDimitrios G GoulisIoannis Papadimas}
105,nan,Clinical pharmacokinetics of Icotinib an anti-cancer drug: evaluation of dose proportionality food effect and tolerability in healthy subjects.,Some college,Cancer chemotherapy and pharmacology,nan,1432-0843,73,4,Alabama,721-7,{Fenlai TanJi JiangDon ZhangDongyang LiuYingxiang WangLi ZhangPei Hu}
106,847287,20010101,Some college,Psycho-oncology,nan,?,51,nan,Alabama,248-5ĸ8,{Sarah McGrawVida M PetronisCharles S CarverNancy AvisKristie Long FoleyDeborah F FarmerRoselyn G SmithKevin Smith}
107,764224,20010101,nan,nan,nan,nan,52,3,1/12/01,255-6ı2,{F. WdgjvlneU. HaibaiC. JiahxllntE. Sijur}
108,nan,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,eng,nan,nan,nan,39,2,nan,nan,{A. D. HayA. LoveringC. CostelloeA. MontgomeryD. LewisC. McNulty}
109,125072,Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,eng,Current opinion in pharmacology,Some college,1471-4892,3,2,1/3/04,146-51,{Noritoshi NagayaKenji Kangawa}
110,255432,Pool fencing for preventing drowning in children.,eng,Tfv Fucjtxur Dquatzsx Ow Stwtemaelc Rdgiqff,Fkvksahe Dstabqde Rvvy Tge,1469-493X,-1,2,Alabama,CD001047,{D C ThompsonF P Rivara}
111,689284,Intrinsically de-sialylated CD≌103(+) CD8 T cells mediate beneficial anti-glioma immune responses.,ĺeng,Cancer immunology immunotherapy෩ : CII,Cwncxr Okmtuul. Immuiocher.,1432-0851,36,9,1/14/09,911-24,{HongQiang WangDwain K IrvinAshley GraggXiao-xue ZhangChristopher J WheelerKeith L BlackLucia VeigaRyan CordnerMandana ZandianAkanksha PanwarEmmanuel JouanneauYuying ZhaiShyam GoverdhanaArmen Mardiros}
112,781141,yduts trohoc lacinilc A - slaudividni evitisop-VIH ni ega htiw sesaercni ega laer dna ega traeh mahgnimarF neewteb ecnereffiD :paG eht dniM,English,BMJ Open,nan,?,3,a10,Ŕ1/13/01,nan,{T. L. DaviesB. BovillS. JohnstonM. T. MayM. Gompels}
113,148787,tser deb gniwollof nemow ni yhporta caidraC,ĺeng,nan,nan,nan,103,0,1/7/01,nan,{J. L. HastingsG. BioloB. D. LevineT. TilleryR. M. PeshockT. A. DorfmanB. R. MaciasA. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 HargensS. M. Schneider}
114,nan,llunstcartsba tnetaP,nan,Industrial Robot: An International Journal,nan,0143-991X,38,nan,1/11/01,nan,{NLUN}
115,684Ņ757,The value of a continuous ambulatory activity monitor to quantify the amount and intensity of daily activity in patients with rheumatoid arthritis.,nan,-1,J Rheumatol,?,28,4,1/1/04,745-50,{A H ZwindermanM MunnekeG J TijhuisZ de JongJ M HazesT P Vliet Vlieland}
116,447382,nan,nan,nan,nan,nan,nan,0,nan,nan,{NULL}
117,nan,Fvvrmoreggpzjorn fes[lmst of domgh ho jnrrvmivtent wurk in rhe hzqr,nan,Journal of applied physiology,Some college,0021-8987,41,1,1/1/76,57-61,{B. L. DrinkwaterJ. E. DentonS. M. HorvathP. B. Raven}
