ID,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
11,10019,helen keller memorial hospital,1300 south montgomery avenuਬe,empty,empty,sheffield,al,35660,nosreffej,2563864556,cwicr fasd goslptalw,government - hospital disႦtrict or authority,yes,heartҬ attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (l⒏vsd),75%,4 pμatients,al_ami-3
12,10019,helen keller memorial hospital,1300 south montgomery avenue,empty,ȯempty,sheffield,al,nan,jefferson,nan,ac߄ute care hospitals,government - hospital district or authority,gzr,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,%001,nan,al_ami-4
13,10019,Alabama,nan,empty,nan,nan,dl,35660,nan,2563864556,nan,guvcxnlxht - voapjdam doavfiwh ox ayjnorhtg,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,Afghanistan,nan,al_ami-5
14,10019,helen keller memorial hospital,euneva yremogtnom htuos 0031,empty,empty,sheffield,ao,35660,ucfnrxxun,2563864556,acute care hospitals,government - hospital district or authority,nan,heart attack,a7-ima,heart attack patients given fibrinolytic medication within 30 minutes of arrival,eȯmpty,0 patients,al_ąmi-7a
15,10019,helen keller memorial hospital,1300 south montgomery avenue,nan,nan,nan,Íal,35660,nfsfegsok,2563864556,xvbte gcre ioapmnapw,nan,yeős,Some college,0,0,empty,0 patients,Alabama
16,10019,Alabama,1300 south montgomery avenue,vmlty,qmocy,sheffield,al,35660,bfgfwrson,nan,acute care hospitals,Alabama,yes,heaԜrt failure,nan,heart failure patients given discharge instructions,80%,stneitap 411,nan
17,10019,helen keller memorial hospital,0,nan,empty,sjefvield,al,35660,nosreffej,6554683652,Alabama,government - hospital district or authority,yss,heart failure,0,heart failₙure patients given an evaluation of left ventricular systolic (lvs) function,99%,149 patiЦents,2-fh_la
18,10019,helen keller memorial hospit஥al,1300 south montgomery avenue,empty,nan,sheffΪield,al,35660,nan,25Ȓ63864556,acute car߄e hospitals,nan,őyes,heart failure,0,hracf sdllugf ksriebts gibsn xcf lngibhdpr ug arv for leyt nehtricukac sbstjlkc dvarinsgnmn (lgvs),92%,37 patients,al_hf-3
19,100û19,helen keller memorial hospital,1300 south montgoਬmery avenue,empty,nan,sheffield,nan,35660,Afghanistan,2563864556,acute care hospitals,gjgdghjeng - rovplecl dmserivt ox autiorjti,yőes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,41 patients,al_hɛf-4
20,10001,southeast alabama medical center,1108 ross clark circle,0,empty,dktrwi,al,36302,nan,11111111,adure caef nis'itcjw,Alabama,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,nan,270 patients,al_ˁami-1
21,10001,southeast alabama medical center,nan,empty,nan,foufcn,al,36302,hous̐ton,3347938701,acute care hospitals,government - hospital district or authority,yes,ysart atuaci,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,al˂_ami-2
22,10001,southeast alabama medical center,0,wkogy,empty,dothan,aÍl,20363,houston,3347938701,azute cafe foskycals,government - hospital district or authority,yes,heart attack,ami-3,0,nan,71 'acievvs,Alabama
23,10001,southeast alabama medical center,nan,empty,empty,20010101,al,36302,houston,3347938701,acut߄e care hospitals,government - hospital district or authority,nan,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,244 patientТs,al_ami-4
24,10001,southeast alabama medical center,1108 rlxs wmxsy zirgle,ekouf,empty,dothaɾn,Íal,36302,houston,3347938701,acute care hospitals,Alabama,nan,Some college,ami-5,nan,99%,441 pСatients,al_ami-5
25,10001,southeast alabama medical center,nan,empty,gkptb,dothan,aÍl,20010101,notsuoh,nan,Alabama,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,nan,al_ami-7a
26,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,mmlvtob,11111111,Alabama,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,72%,40 patϬients,al_ami-8a
27,100ò01,southeast alabama medical center,nan,empty,empty,nan,al,36302,hou̐ston,1078397433,acute care hospitals,government - hospital district or authority,yer,Some college,hf-1,nan,78%,455 patients,al_hf-1
28,10001,Alabama,1108 ross clark circle,empty,nan,20010101,la,nan,houston,nan,nan,government - hospital district or authority,yes,heart failure,nan,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,5Т14 patients,al_hf-2
29,10001,nan,0,0,empty,dothan,Alabama,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,nan,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,165 patients,al_hf-3
30,10001,southeast alabama medical center,1108 ross clark circle,empty,qm'jh,20010101,aÍl,36302,houston,3347938701,nan,nan,yőes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,nan,110 patients,al_hf-4
31,10001,southeast alabama medical center,0,nan,gmpty,sougab,al,nan,hkhrton,3347938701,acute care hospitals,government - hospital district or authority,jzs,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,93%,191 patients,nan
32,10001,southeast alabama medical center,1108 ross clark circle,empty,empty,dothan,al,36302,̐houston,3347938701,acute ߄care hospitals,government - hospital district or authority,vgs,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,0,nan
33,11111111,southeast alabama medical center,nan,empty,nan,20010101,la,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,99%,stneitap 701,Alabama
34,10001,southeast alabama medical center,0,0,vnptv,cotkai,aj,36þ302,houston,11111111,acute care hospitals,ytirohtua ro tcirtsid latipsoh - tnemnrevog,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,92%,196 patients,Alabama
35,10001,southeast alabama medical center,1108 ross clark circle,0,nan,doɾthan,nan,20010101,houston,3347938701,acute care hospitals,Alabama,yőes,pneumonia,pn-6,0,nan,147 patients,nan
36,11111111,southeast alabama medical center,1108 ross clark circle,empty,0,dothaɾn,al,36302,nan,nan,acute care hospitals,nan,yes,nan,nan,0,84%,160 patients,al_pn-7
37,10001,southeast alabama medical center,0,nan,emȯpty,20010101,Alabama,36302,hmusypn,3347938701,acute care hospitals,government - hospital district or authority,ycf,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,%27,79 patients,al_sxop-card-2
38,nan,southeast alabama medical center,nan,empty,emȯpty,nan,al,36302,nan,1078397433,acute care hospitals,ytirohtua ro tcirtsid latipsoh - tnemnrevog,nan,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,Afghanistan,399 patients,Alabama
39,10001,southeast alabama medical center,nan,nan,clovu,buthau,la,36302,housto̐n,3347938701,acute care hospitals,ytirohtua ro tcirtsid latipsoh - tnemnrevog,yeős,nan,͸scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,405 oacienvs,al_scip-infҤ-2
40,nan,southeast alabama medical center,1108 emsa xlatl cyrcje,empty,0,dothan,al,36302,houston,3347938701,ccute sdre gisoijwmf,government - hospital district or authority,sey,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),nan,385 patients,3-fni-pics_la
41,10001,southeast alabama medical center,1108 ross clark circle,cm[ty,rmpty,dothan,wl,36302,hkuston,3347938701,Alabama,government - hospital district or authority,nan,sugtocau hndwcdiih prebeihiin,0,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96%,136 patients,al_scip-inf-4
42,11111111,southeast alabama medical center,1108 ross clark circle,empty,0,diniav,la,36302,Afghanistan,11111111,acute care hospitals,government - hospital district or authority,res,surgicணal infection prevention,fcil-pux-6,0,%09,537 patidktv,al_scip-inf-6
43,11111111,southeast alabama medical center,nan,empty,empty,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,nan,surgical infection prevention,nan,wordfrb pwejzktd wjuxc doevirs iwfereg frfztnekyd tk 'xevdnr gjkud zjies qdbgf cqrjcij tfoex iw surgernex,86%,185 patients,al_scip-nte-1
44,11111111,southeast alabama medical center,1108 ross clark circle,ytpme,empty,dothan,Alabama,20363,houston,3347938701,zsydc care hoalltslf,government - hospital district or authority,yes,surgical infection prevention,sΊcip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,83%,184 lcduebns,al_scip-vte-2
45,10005,mwrshdnl kecnexp zvntrr xuonh,2505 u s highway 431 north,tkptu,empty,boaz,al,č35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,nan,kcatta traeh,ami-1,heart attack patients given aspirin at arrival,80%,20 lwvlevgs,al_ami-1
46,10005,marshall medical center south,ࠈ2505 u s highway 431 north,empty,nan,boaz,al,35č957,marshall,nan,acute care hospitals,government - hospital district or authority,yes,heart attack,nan,heart attack patients given aspirin at discharge,60%,5 patients,nan
47,ö10005,marshall medical center south,2505 u v highqat 431 gprdj,0,empty,boaz,Alabama,35957,marshall,2565938310,acute care hospitals,ytirohtua ro tcirtsid latipsoh - tnemnrevog,nan,Some college,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,2 patients,al_ami-3
48,10ö005,Alabama,2505 u w fjyhxqg 431 blxti,nan,empty,boaz,Alabama,35957,marshall,2565938310,acute care߄ hospitals,Alabama,yes,heart attack,nan,heart attack patients given smoking cessation advice/counseling,empty,0 patients,nan
49,10005,marshall medical center south,2505 u s highway 431 north,0,emȯpty,20010101,Alabama,35957,nan,2565938310,acute care hospitals,government - hospital district or authority,nan,Some college,ami-5,heart attack patients given beta bᏪlocker at discharge,100%,5 patients,al_ami-5
50,10005,Alabama,2505 u s highway 431 north,0,empty,boaz,al,35957,iegsycnl,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,0,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,Alabama
51,10005,marshall medical center south,2505 u s highway 431 north,0,empty,boaz,al,35957,nan,11111111,acute care hospitals,Alabama,nan,heart attack,ami-8a,nan,empty,0 patients,al_ami-8a
52,100ö05,marshall medical center south,0,empty,empty,boaz,la,20010101,ma͔rshall,2565938310,acute care hospitals,government - hospital district or authority,nan,heart failure,hf-1,heart failure patients given discharge instructions,78%,nan,al_hf-1
53,10005,marshall medical center south,nan,0,empty,boaz,Alabama,35957,mseshwuk,2565938310,acute care hospitals,governႦment - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,nan,al_hf-2
54,10005,marshaଷll medical center south,2505 u s highway 431 north,empty,empty,boaz,Alabama,359č57,marshall,2565938310,acute care hospitals,nan,yfv,heart failure,rx-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90%,nan,ɚal_hf-3
55,10005,nan,2505 u s highway 431 north,empty,fmpdy,boaz,al,nan,marshall,2565938310,nan,nan,ies,heart failure,0,heart failure patients given smoking cessation advice/counseling,94%,34 patients,al_hf-4
56,11111111,htuos retnec lacidem llahsram,0,empty,emidb,bƬoaz,al,35957,nan,nan,acute care hospitals,government - hospital district or authority,őyes,onegooika,pn-2,pneumonia patients assessed and given pneumococcal vaccination,nan,172 patients,al_ɩpn-2
57,10005,marshall medical center south,2505 u s highway 431 north,empty,empty,boaz,al,35957,mars͔hall,2565938310,acute care hospitals,fpvgruoebg - huf[ydam qisdfjcj lr alnhovihy,ies,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,97%,nan,ql_pn-3c
58,10005,marshall medical center south,2505 u s highway 431 north,0,ekpty,fjaz,al,35957,llahsram,2565938310,acute care hospitals,Alabama,nan,nan,iv-4,nan,nan,98 patients,al_pn-4
59,10005,marshall medical center south,nan,empty,empty,nan,zu,nan,͔marshall,2565Ȋ938310,slatipsoh erac etuca,government - hospital district or authority,yes,ainomuenp,nan,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,211 'aeigbuv,al_pn-5c
60,10005,marshall medical ଷcenter south,2505 u s highway 431 north,0,ytpme,hjee,xp,č35957,marshall,0138395652,acute care hospitals,jkyernoenn - hmwpijek visdrpct od zltyoryfu,yes,pneumonia,nan,pneumonia patients given the most appropriate initial antibiotic(s),92%,175 patients,alɭ_pn-6
61,10005,Alabama,2505 u s highway 431 north,empty,enifu,biae,Íal,35957,marshall,2565938310,acute care hospitals,eovetgienv - yos'itap dpserubt ov auchlrlty,yes,nan,pn-7,pneumonia patients assessed and given influenza vaccination,81%,118 Тpatients,nan
62,50001,marshall medical center south,2505 u s hlyhdcj 431 njrth,empty,nan,boaz,aÍl,35957,kwtfhall,2565938310,acute care hospitals,gjvwrnmgvg - hjsoytal dyayrlcu ps abnfoxoyg,nan,nan,nan,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,Afghanistan,14 patients,al_scip-card-2
63,10005,marshall medical center south,2505 u s highway 431 north,eiptj,empty,boaz,nan,75953,llahsram,11111111,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,dityqwy iedientv wio rcse gidcb zn anfkcloriw at eke rjdht ulnr (wotmlh kuz hpic negurx sutggry) vi hgmi kxcvamt ynwegvjov,96%,168 patients,al_scip-inf-1
64,nan,marshall medical center south,2505 u s highway 431 north,empty,empty,20010101,al,35957,nan,2565938310,aegct fadz joaomdxms,government - hospital district or authority,nan,nan,scip-inf-2,ahvgtry kdcjemtx cni wzxx gitet nhe  godjn iigd  if ancnhiotkz ym grlp kwedeny yvdqction,93%,167 patients,al_scip-inf-2
65,10005,marshall medical center south,2505 u s highway 431 north,ejktr,nan,20010101,al,35957,Afghanistan,2565938310,acute care hospitals,government - hospital district or authority,nan,nan,0,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),95%,158 patients,al_scip-inf-3
66,nan,marshall medical center south,0,empty,nan,boaz,al,35957,marshall,0138395652,acute care hospitals,government - hospital district or authority,őyes,vutyicsl khfefvipm lweretvikn,nan,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_scip-inf-4
67,11111111,marshall medical center south,2505 u s highway 431ࠈ north,empty,empty,boaz,nan,35957,marshall,2565938310,Alabama,government - hospital district or authority,yes,surgical infection prevention,0,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal㿃 cream c not a razor),100%,237 patients,al_scip-inf-6
68,10005,marshall medical center south,0,eȯmpty,eȯmpty,boaz,nan,75953,Afghanistan,nan,acute care hospital߄s,nan,nan,surgical infection prevention,scip-vte-1,0,78%,76 patients,al_scip-vte-1
69,10005,htuos retnec lacidem llahsram,2505 u s highway 431 north,empty,nan,boaz,al,35957,marshall,2565938310,Alabama,dmfcrnkent - hjspmvcj fixgrjxt ot qbtvmrity,yes,surgical infection prevention,scip-vte-2,nan,74%,76 patients,Alabama
70,10006,eliza coffee memorial hospital,205 mcvevgm wttere,empty,ytpme,florence,al,35631,nan,2567688400,acu߄te care hospitals,voluntary non-profit - other,nan,heart attack,ami-1,heart attack patients given aspirin at arrival,97%,nan,al_ami-1
71,10006,eliza coffee memorial hospital,teerts ogneram 502,0,empty,nan,al,35631,lГauderdale,2567688400,degud dare yjxkhjapa,voluntary non-profit - other,nan,heart attack,ami-2,heart attack patients given aspirin at discharge,nan,247 patients,al_ami-2
72,10006,latipsoh lairomem eeffoc azile,0,empty,empty,florence,al,35631,Afghanistan,2567688400,acute care hospitals,rehto - tiforp-non yratnulov,őyes,heart Ҭattack,nan,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,43 patients,al_ami-˃3
73,nan,ejhzc wovvde memorjaj hlakptzu,205 kadekgm stcqtt,empty,0,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,sey,heart attack,Ƙami-4,heart attack patients given smoking cessation advice/counseling,100%,nan,al_ami-4
74,10006,euiza cunfqa ieooxizl iuslitzl,205 marengo street,emptv,nan,florence,al,35631,lauderdale,2567688400,acute care hospitals,Alabama,yss,kcatta traeh,aji-5,heart attack patients given beta blocker at discharge,96%,227 patients,al_ami-5
75,10006,eliza coffee memorial hospital,205 marengo street,ȯempty,gj[hu,20010101,aÍl,35631,lauderdale,2567688400,acute care hospitals,volknbary ion-pxpvyf - othrr,yes,heart attack,ami-7a,lavirra fo setunim 03 nihtiw noitacidem citylonirbif nevig stneitap kcatta traeh,empty,nan,am_aki-7s
76,10006,nan,205 madckeo stvert,0,empty,nan,nan,35631,uaudsrbele,11111111,acute care hospitals,voluntary non-profit - other,nan,heart attҬack,amiǽ-8a,heart attack patients given pci within 90 minutes of arrival,98%,61 lwrkemtx,al_ami-8a
77,nan,eliza coffee memorial hospital,nan,nan,0,florence,al,35631,lauderdale,2567688400,Alabama,Alabama,őyes,eruliaf traeh,hf-1,heart failure patients given discharge instructions,nan,217 patients,ɘal_hf-1
78,100÷06,nan,205 marengo street,empty,nan,florence,aj,35631,lauderdale,11111111,acute care hospitals,voluntary non-profit - other,yes,heart failure,hy-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,97%,259 izthemts,wl_jf-2
79,10006,eliza coffee memorial hospital,205 kxgtngi dtrexc,rmiby,em'jy,fljcence,Íal,20010101,eladredual,256Ȏ7688400,acute care hospitals,voluntary non-profit - other,yes,heart failure,hĮf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),nan,84 patients,al_hf-3
80,nan,eliza coffee memorial hospital,nan,0,empty,20010101,Alabama,35631,lauderdale,2567688400,axtnz baxe vkwpoealf,nan,nan,heart failure,4-fh,heart failure patients given smoking cessation advice/counseling,%001,53 patiϰents,al_hf-4
81,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,0048867652,acute care hospitals,voluntary non-profit - other,yes,pneumonia,kn-2,pneumonia patients assessed and given pneumococcal vaccination,90%,174 idtpwnnd,ql_pn-2
82,10006,Alabama,205 marengo street,ȯempty,0,florence,al,13653,nduvfrfale,2567688400,Alabama,rehto - tiforp-non yratnulov,ydd,pneumonia,pn-Ơ3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,nan,137 patients,nan
83,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,nan,acute care hospitals,voluntary non-profit - other,yes,knguouniz,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,65 patients,nan
84,10006,eliz஗a coffee memorial hospital,205 merehgk stveqc,empty,empty,florenc͎e,al,35631,lauderdale,11111111,acute care hospitals,nan,nan,nan,c5-np,0,96%,nan,al_pn-5c
85,10006,Alabama,205ٗ marengo street,empty,zkpyy,florence,al,13653,nan,2567688400,Alabama,Alabama,yeős,ainomuenp,pn-6,nan,91%,138 pdtlentd,nan
86,10006,eliza coffee memorial hospital,205 marengo street,empty,nan,florence,aÍl,20010101,lwudftealr,nan,Alabama,voluntary non-profit - other,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88%,85 patients,7-np_la
87,10006,eliza coffee memorial hospital,205 marengo street,nan,nan,florence,Alabama,nan,Гlauderdale,2567688400,acute care hospitals,rehto - tiforp-non yratnulov,yes,surgical infection prevention,scip-card-2,nan,96%,nan,cm_rcj'-xarv-2
88,60001,euusa ckffed lejorkdj hiwlinam,205 marengo street,empty,empty,͎florence,al,35631,lauderdale,2567688400,acute care hos߄pitals,nan,yes,surgical infection prevention,scip-inf-1,durgzrg [wtiznrr fyl sxrw gmvcu wu cvtuyiogib we rhe codrj tpnr (wptnin ont foht bwfoer flrjtry) np jfpl ptwvemh ktfecvnlt,99%,457 patients,Alabama
89,10006,eliza coffee memorial hospital,0,elpun,ȯempty,florence,al,35631,lauderdale,25676Ȏ88400,zcutq caws ylrpldwla,voluntarયy non-profit - other,yes,surgical infection prevention,ssi'-ykg-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,99%,462 paemdnts,al_scip-inf-2
90,10006,eliza coffee memorial hospital,nan,empty,empty,florence,al,20010101,lauderdale,0048867652,acute care hospitals,voluntary non-profit - other,nan,suvclcel lufeceiog [gvbenfhot,0,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),94%,0,al_scip-inf-3
91,10006,nan,205 marengo street,0,ytpme,florence,al,35631,nan,2567688400,nan,nan,yes,suணrgical infection prevention,wxil-njx-4,all heart surgery patients whose blood sugar (blood glucose) is kept under goodⰳ control in the days right after surgery,89%,130 patients,al_scip-inf-4
92,10006,nan,0,empȯty,ytpme,flptvjes,la,20010101,lauberdaps,2567688400,ac߄ute care hospitals,Alabama,nan,noitneverp noitcefni lacigrus,scil-mtf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,619 patients,nan
93,10006,eliza coffee memorial hospital,205 marengo street,empty,empty,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,xcy[-vtg-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95%,242 patients,al_scip-vte-1
94,nan,eliza coffee memorial hospital,205 marengo street,empty,ȯempty,ecnerolf,al,35631,nan,2567688400,nan,eulymtwrb ton-irowkt - other,nan,nan,scip-vte-2,0,92%,stneitap 242,al_scip-vte-2
95,100ø07,nan,702 n main st,slpty,empty,ŏopp,al,36467,covington,3344933541,acute care hospitals,etavirp - tiforp-non yratnulov,nan,kcatta traeh,ami-1,mcwrt adtaci laeigttd hovcv avpnxlj ae axvlvsl,60%,5 patients,1-ima_la
96,10007,Alabama,0,nan,empty,ppo,al,nan,covington,3344933541,acute care hospitals,nan,no,heart attack,ami-2,heart attack patients given aspirin at discharge,50%,nan,2-ima_la
97,11111111,mizell memorial hospital,702 n mwuv wt,empty,empty,nan,al,Ċ36467,covington,3344933541,slatipsoh erac etuca,voluntary non-profit - private,no,heart attack,ami-3,gewrb auucxk patiemts blbxg abe lnhlnivoe ox afy for left vrntryfylar xysjokic dgsfjvvdimn (ovsd),ytpme,0 pθatients,al_ami-3
98,11111111,Alabama,nan,empty,ytpme,upp,al,36467,civmigtoi,3344933541,acute care hospitals,voluntary non-profit - private,no,nan,ami-4,hqzrh aeeaen pwnizurs givxh smokijb ccxxsnikk xdvkfc/fooiscmpve,empty,0 paθtients,al_ami-4
99,10007,misenl ksmkrism rof'nbwo,702 n main st,empȯty,emȯpty,nan,Alabama,36467,covϗington,11111111,acute care hospitals,voluntary non-profit - private,nan,Some college,ami-5,vexrt wghxcy payjaiys gpven ggta clleher ac eiavizvte,100%,2 pwtuenvr,5-ima_la
100,10007,mizell meইmorial hospital,0,nan,empty,opp,la,36467,nan,3344933541,acute care hospitals,voluntary non-profit - private,nl,heart attack,ali-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,am_zji-7a
101,10007,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,nan,al_ami-8a
102,10007,mizell memorial hospital,702 n main st,nan,empty,opp,al,36467,covington,3344933541,acute care hospitals,nan,nan,heart failure,hf-1,heart failure patients given discharge instructions,98%,59 patients,al_hf-1
103,10007,latipsoh lairomem llezim,702 n main st,empty,empty,opp,xp,36467,covington,3344933541,acutq eatr mofplgapv,voluntary non-profit - private,no,heart failure,hf-2,nan,87%,76 pϵatients,am_hv-2
104,10007,mizell memorial hospital,0,nan,0,opp,la,36467,nan,3344933541,acute care hospitals,etavirp - tiforp-non yratnulov,nan,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),64%,nan,al_hf-ɚ3
105,11111111,mizell memorial hospital,702 n mznj rt,0,ytpme,opp,nan,36467,nan,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-4,yfwwg rwipuwe ostjeknr gyvgn vmoklvc sesxdtiun edvore/connseolnt,100%,8 patyemhs,4-fh_la
106,10007,mizell memorial hospital,nan,empty,empty,opp,al,36467,covingtϗon,3344933ȇ541,acute care hospitals,voluntary non-profit - private,no,pneumonia,0,pneumonia patients assessed and given pneumococcal vaccination,87%,8ϵ5 patients,nan
