ID,id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
28,971878,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,nan,nan,nan,nan,35,11,1/10/01,152-9,{K. MiyoshiT. NomaT. MutoH. HagitaT. Horiguchi}
29,427933,Cognitive impairment and risk of cardiovascular events and mortality.,nan,nan,nan,0361-7734,8,9,1/13/01,e75079,{R. KernA. PronovostP. Peng}
30,19086,Extended-release naltrexone plus medical management alcohol treatment in primary care: Findings at 15 months,Eng,Int. J. Radiat. Oncol. Biol. Phys.,nan,15265161 (ISSN),154,9,1/9/01,1245-50,{NULL}
31,671386,Unsuspected ethanol ingestion through soft drinks and flavored beverages,nan,The Korean journal of gastroenterology = Taehan Sohwagi Hakhoe chi,nan,1598-9992,0,6,1/8/12,462-70,{NULL}
32,629530,Infusing Tolerance Diversity and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning,eng,Eur. Heart J.,nan,0195-668X,0,2,1/7/09,269-77,{Jaimee L. HeffnerJonathan BrickerBryan ComstockChristopher Wyszynski}
33,828156,Optimal Starting Age for School Attendance: FY76 Issue Analysis,eng,nan,nan,nan,0,5,1/1/74,835-42,{M. PujolP. BarragnJ.M. TiraboschiA. ImazM.. Dom_nguezD. Podzamczer}
34,379737,Efficacy immunogenicity and safety of a pentavalent human-bovine (WC3) reassortant rotavirus vaccine at the end of shelf life,eng,European Heart Journal,nan,0077-8923,37,0,1/10/03,625-7,{F GatesP Clifton-BlighG FulcherL HoskinR Hansen}
35,217418,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,eng,Neurobiology of aging,nan,1532-8511,24,2,1/5/01,Aug-71,{Yan-Xin ZhaoJun-Chao XieXue-Yuan LiuHan Yan}
36,361682,Child sexual abuse as a risk factor for sexual risk behaviours among socially disadvantaged adolescents in Ibadan Nigeria.,nan,Am J Public Health,nan,1745-0128 1745-0136,24,3,1/13/01,nan,{B O Olley}
37,123731,Cranial reconstruction of major traumatic defects in children with osteoinductive and resorbable materials,nan,Respiration; international review of thoracic diseases,nan,nan,88,2,1/14/01,S67-8 1p,{T. NakajimaI. YoshinoK. YasufukuS. YoshidaY. SakairiK. Shibuya}
38,660168,Lack of association between the connexin 37 C1019T gene polymorphism and coronary artery disease in a Chinese population: Meta-analysis of 2206 subjects.,eng,European Heart Journal,nan,nan,310,0,1/1/91,316-26; discussion 326-7,{A. R. LomaxP. C. CN  - Pubmed DA  - Mar DO  - 10.1017/s0007114508055608 DP  - NLM ET  - 2008/09/26 Calder}
39,732534,Out of harm's way: curbing violence in the ED,nan,Health Facilities Management,Health Facil Manage,1475-2727,8,10,1/1/95,nan,{Shauna S Roberts}
40,732256,Are stretches effective in the prevention and treatment of glenohumeral internal rotation deficit?,eng,Current opinion in pharmacology,nan,Mar-67,0,-1,1/7/07,e112077,{G. JakielK. GorzelnikJ. G. ZimowskiT. CN  - PubMed DA  - Aug DP  - NLM ET  - 2013/11/07 RoszkowskiJ. Bijok}
41,790756,Dosimetric analysis of proton pencil beam scanning radiation therapy versus dose painted intensity modulated radiation therapy for squamous cell carcinoma of the anal canal,nan,Journal of Women & Aging,nan,0360-3016,74,1,nan,nan,{Kooy H.Hong T.S.Symonifka J.Depauw N.Wo J.Y.}
42,811354,Antiplatelet therapy in patients with ST-elevation myocardial infarction undergoing myocardial revascularisation: Beyond clopidogrel.,eng,nan,Biomed Eng Online,0030-1876 (Print) 0030-1876,154,10,nan,153-6,{Mark KernKaren DikemanBarbara GrandeMarta KazandjianTerilynn NitschkeStephanie DanielsBenson MasseyReza ShakerCaryn Easterling}
43,5782,Right ventricular outflow tract reconstruction with decellularized porcine xenografts in patients with congenital heart disease.,nan,Intensivmedizin und Notfallmedizin,nan,nan,34,9,1/1/97,655-663,{V HesselbrockA W Deckel}
44,23215,[The use of intravascular nitinol stents in the treatment of subclavian vein compression for thoracic outlet syndrome].,eng,Basic Rights: Subsistence Affluence and U.S. Foreign Policy,nan,nan,70,2,1/1/86,609-21,{Meletios A DimopoulosNikolaos AnagnostopoulosMarkela P ZorzouAthanasios AnagnostopoulosEleni EfstathiouChristos PoziopoulosGeorge HamilosVassiliki GrigorakiDimitra GikaAthanasios ZomasIrini Xilouri}
45,719532,Long-term effects of spontaneous breathing during ventilatory support in patients with acute lung injury,nan,Energy and Buildings,nan,1932-6203,0,2,8/31/10,66,{A GreenJ LewisC WorsfoldJ Saranga}
46,166779,Improving cognition by adherence to physical or mental exercise: a moderated mediation analysis.,eng,J Orthop Sci,nan,Jan-55,-1,0,1/3/04,e1001835; discussion e1001835-e1001835; discussion e1001835,{Stephanie J WeinsteinRachael Z Stolzenberg-SolomonPhilip R TaylorBarry I GraubardJarmo VirtamoDemetrius AlbanesLi Jiao}
47,321660,Strategies for partner notification for sexually transmitted infections including HIV.,nan,Journal of the American Dietetic Association,nan,nan,0,0,nan,nan,{NULL}
48,530323,Strategies for partner notification for sexually transmitted infections including HIV.,nan,International journal of obesity (2005),nan,1469-493X,10,3,1/7/01,141-51,{A. R. AleandriD. ManciniT. CosentiniR. Le DonneN. Colavita}
49,102893,Puberty suppression in adolescents with gender identity disorder: a prospective follow-up study,eng,The Journal of clinical psychiatry,J Clin Psychiatry,0962-7480,137,4,1/10/11,1518-25,{D CioffiJ Holloway}
50,113363,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,nan,nan,nan,nan,21,0,3/1/00,nan,{B. EscudierA. RavaudF. RollandA. BlesiusB. BeuzelinkS. OudardC. Chevreau}
51,217725,Giant-cell tumour of the knee: the condition of the cartilage after treatment by curettage and cementing,English,nan,nan,nan,207,4,1/14/07,152-5,{J. GschwendS. Schirrmacher-MemmelA. BeekerM. O. GrimmB. BrehmerM. ZaissU. Von VerschuerS. PahernikM. BosM. De SantisM. RetzS. Krause}
52,257990,Prevention of phantom pain after major lower limb amputation by epidural infusion of diamorphine clonidine and bupivacaine,English; ABSTRACT LANGUAGE:English,Annals of the Royal College of Surgeons of England,nan,-10475,76,2,1/1/94,324-326,{Jayatunga APDark CHJahangiri MBradley JWP}
53,658982,Older Women in the Homeless Shelter: Personal Perspectives and Practice Ideas,eng,European journal of clinical nutrition,Am J Phys Med Rehabil,nan,35,6,1/12/11,733-748,{James LenkerW Ben MortensonFrank DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
54,42247,Gender differences in personal social and environmental influences on active travel to and from school for Australian adolescents.,eng,Journal of science and medicine in sport / Sports Medicine Australia,nan,1878-1861,13,1,1/14/01,S67-8 1p,{John W ToumbourouEva LesliePeter KremerJoanne W Williams}
55,113363,Puberty suppression in adolescents with gender identity disorder: a prospective follow-up study,nan,nan,nan,nan,98,6,3/1/00,625-7,{P. KruszewskiDept of Neurology Trondheim University Hospital L.J. StovnerNorway TrondheimJ. M. ShenTrondheim Norway University HospitalL. J. StovnerTrondheim Dept. of NeurologyAddress CorrespondenceAddresses Author}
56,158672,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in Insulin mediated PI3K/AKT Pathway.,eng,ANN. ONCOL.,nan,0098-1354,71,-1,1/13/01,151-158,{D MinorsJ WaterhouseG GhirlandaG CostaG Tarondi}
57,674623,Group physiotherapy provides similar outcomes for participants after joint replacement surgery as 1-to-1 physiotherapy: a sequential cohort study.,eng,nan,J Clin Anesth,1473-5725,17,0,1/3/10,nan,{David N MaineGenevieve E CourpasJames F WellerJeffrey M RichmanAndrew J RowlingsonChristopher L Wu}
58,299635,Swabbing Surgical Sites Does Not Improve the Detection of Staphylococcus aureus Carriage in High-Risk Surgical Patients,eng,nan,nan,nan,73,0,3/1/00,138-52 ST  - The cost of depression-complicated alcoholism: health-care utilization and treatment effectiveness-,{Norah J ShireGuy W NeffSteven M Rudich}
59,548616,Educating Emergent Bilinguals: Policies Programs and Practices for English Language Learners. Language & Literacy Series,nan,nan,nan,nan,0,0,1/10/10,nan,{Ofelia GarciaJo Anne Kleifgen}
60,669596,The value of breast self-examination: meta-analysis of the research literature.,eng,Journal of Rheumatology,nan,1433-7347,44,1,1/14/12,Jul-91,{Junwei JiangHongchuan WangHua LouKai LiuHuiwei Zhang}
61,474288,Operations for cervical incompetence,eng,Journal of geriatric oncology,nan,1879-4076,11,0,1/15/01,15-22,{A AvenellH H Handoll}
62,788507,In vivo effects of different anesthetic agents on apoptosis.,eng,American Journal of Community Psychology,nan,0960-8923,41,2,1/8/01,nan,{Paschal SheeranRichard Cooke}
63,82486,Non-steroidal anti-inflammatory drugs and the risk of cardiovascular diseases: are we going to see the revival of cyclooxygenase-2 selective inhibitors?. [Review] [23 refs],nan,J. Card. Surg.,nan,nan,44,2,1/14/07,2335-2340,{S. K. ChoudharyG. S. GulatiP. SharmaS. TalwarB. AiranS. Mishra}
64,173830,Advances in allergic skin disease anaphylaxis and hypersensitivity reactions to foods drugs and insects,nan,nan,nan,nan,116,1,1/5/01,nan,{S. H. SichererD. Y. M. Leung}
65,852927,Phase II study of epirubicin oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.,nan,Haematologica,nan,1075-5535,24,1,3/1/00,29-32,{A. UngkanungdechaC. ChayachindaJ. VeeragulJ. Jisabai}
66,23215,Neck pain.,nan,Leukemia and Lymphoma,Hepatology,1752-8526,284,3,1/8/01,nan,{Allan I Binder}
67,113363,Palliative sedation therapy in the last weeks of life: a literature review and recommendations for standards.,nan,nan,nan,nan,18,0,3/1/00,Aug-71,{C. E. Barber}
68,318931,The expert patients programme online a 1-year study of an Internet-based self-management programme for people with long-term conditions,nan,nan,nan,1139-6121,12,3,2/15/04,146-160,{M. PujolP. BarragnJ.M. TiraboschiA. ImazM.. Dom_nguezD. Podzamczer}
69,587024,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,chi,Medical Teacher,nan,1879-1026,15,1,1/14/01,733-748,{Rujun ZhengYulan PengShuzhen ZhaoHong HuangIi LiangXiaoli He}
70,349150,Direct healthcare costs and cost-effectiveness of acute coronary syndrome secondary prevention with ticagrelor compared to clopidogrel: Economic evaluation from the public payer's perspective in Poland based on the PLATO trial results,ENG,Chest,nan,1082-3069,24,-1,nan,999-1004,{A AvenellH H Handoll}
71,572010,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,nan,Journal of Neurotrauma,nan,0095-8301,98,2,1/1/89,251-264,{Anas YounesL Jeffrey MedeirosFrederick HagemeisterMaria Alma RodriguezSima JehaPaolo FiumaraLynne V AbruzzoJohn T ManningJorge RomagueraAndre GoyDan JonesPeter McLaughlin}
72,424870,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,nan,Critical reviews in oncology/hematology,Eur J Cardiovasc Nurs,-9262,26,288,1/15/01,183-9,{Cecilia Bj_rkelundMargaretha Jerlock}
73,34962,Functional conservation and divergence of J-domain-containing ZUO1/ZRF orthologs throughout evolution.,eng,Helicobacter,Expert opinion on drug metabolism & toxicology,nan,0,1,11/15/13,nan,{Everard W ThorntonCarolyn A YoungAlan TennantJohn EalingKevin Talbot[Collective Name] UKMND-QoL GroupChris J GibbonsPamela J Shaw}
74,173830,Secondary school tobacco policy and prevention curricula in South Carolina,nan,European Heart Journal,nan,0041-1337,76,-1,1/6/01,1455-1462,{Junge GRauer BDe Simone PFischer LDe Carlis LKaiser GMSaliba FDuvoux CMetselaar HJDong GNevens FFung JJ}
75,161630,Comparison of tunnel positions in single-bundle anterior cruciate ligament reconstructions using computer navigation.,nan,Indian Journal of Pathology and Microbiology,nan,1099-1166,43,3,1/3/07,1173-8,{James LenkerW Ben MortensonFrank DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
76,299635,APPLICATION OF AGING MANAGEMENT STRATEGIES FOR REACTOR VESSEL INTERNALS AND CORE SUPPORT STRUCTURES,eng,nan,nan,nan,82,1,3/1/00,307-17,{L. KadehjianE. J. ConeB. A. Goldberger}
77,113363,Health-promoting behaviors of low-income cancer survivors,nan,nan,nan,nan,25,3,3/1/00,118-124 7p,{Alexa StuifbergenMartha Gene Meraviglia}
78,172966,The Antiseptic Efficacy and Tolerability of Lavasept 0.04% on Acute Traumatic Wounds,nan,British journal of sports medicine,nan,nan,13,7,1/6/01,393-411,{E. Bidat}
79,299635,Here to stay. An interview with Dr. David Satcher Director U.S. Centers for Disease Control and Prevention.,eng,nan,nan,nan,70,12,3/1/00,9-Jun,{Angela Marie AbbatecolaAndrea CorsonelloSilvia BustacchiniFabrizia LattanzioGiuseppe Paolisso}
80,934327,Hearing feelings: a quantitative meta-analysis on the neuroimaging literature of emotional prosody perception.,nan,Journal of dental research,nan,nan,8,0,1/1/00,1925-1929,{M. MartinengoD. F. ArdenghiG. RealiG. Tripodi}
81,617801,Norton Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement,English,Eur J Cancer Care (Engl),nan,1476-5497,19,1,1/1/95,167-71,{M. HebbarP. FournierO. Romano}
82,603381,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,nan,Statistical methods in medical research,Science and engineering ethics,nan,310,1,1/14/05,13-29,{James LenkerW Ben MortensonFrank DeRuyterLouise DemersJeffrey W JutaiMarcus J Fuhrer}
83,761104,Behaviour change interventions to promote prescribing of generic drugs: a rapid evidence synthesis and systematic review.,nan,TEACHING Exceptional Children Plus,nan,1553-9318 1553-9318,1,3,1/1/93,nan,{Milagros M. SessionsKevin J. Miller}
84,408062,Cranial reconstruction of major traumatic defects in children with osteoinductive and resorbable materials,eng,Brain and Language,nan,0353-9504,120,4,1/15/05,1468-74,{E HuguetO PortaE Mart_nezI MoraM Sim_J PubillJ A OrtegaM T Castillo}
85,889481,Experiences of African-American Women with Smartphone-Based Ecological Momentary Assessment.,eng,Indian Journal of Psychiatry,Einstein (Sao Paulo Brazil),0361-7734,0,2,nan,159-63,{Marlon BargEmilio L StreckLara M GomesVanessa M AndradeDaniela D LeffaFelipe Dal-PizzolFabricia PetronilhoFrancieli VuoloMilena Carvalho-SilvaFernanda BalbinotGislaine T Rezin}
86,894596,Processed meat consumption and stomach cancer risk: a meta-analysis.,nan,Proc. iEMSs 4th Biennial Meeting - Int. Congress on Environmental Modelling and Software: Integrating Sciences and Information Technology for Environmental Assessment and Decision Making iEMSs 2008,nan,0735-1631,137,2,1/8/01,1937-1958,{Miquel S_nchez-MarrGeoff HolmesJoaqu_n IzquierdoJoaquim ComasIoannis AthanasiadisKarina Gibert}
87,816996,Pulmonary rehabilitation for chronic obstructive pulmonary disease: a pilot study evaluating a once-weekly versus twice-weekly supervised programme.,eng,J Med Toxicol,Int J Colorectal Dis,1057-9249,19,1,nan,152-5,{Robert S HoffmanBrian W CotterBarbara M KirraneFermin BarruetoLewis S Nelson}
88,299635,Inosiplex for treatment of alopecia areata: A randomized placebo-controlled study,eng,nan,nan,nan,24,6,3/1/00,38-41,{S. GosaviS. Gosavi}
89,481882,FIGO staging of gynecologic cancer. 1994-1997 FIGO Committee on Gynecologic Oncology. International Federation of Gynecology and Obstetrics,English; ABSTRACT LANGUAGE:English,Int J Gynaecol Obstet,Curr.Opin.Infect.Dis.,1460-2105,64,1,1/15/01,10-May,{W. T. CreasmanS. PecorelliJ. L. BenedetJ. H. Shepherd}
90,38197,Effects of Ginkgo biloba on haemostatic factors and inflammation in chronic peritoneal dialysis patients.,nan,Revista de Neurologia,Oncol Nurs Forum,0210-0010,94,3,1/1/94,143-153,{A. L. Warshaw}
91,774830,Fluid resuscitation in sepsis: a systematic review and network meta-analysis.,eng,nan,Journal of cardiovascular medicine (Hagerstown Md.),0307-0565,10,3,1/9/03,261-3,{Susanna C LarssonAnn BurgazAlicja WolkNicola Orsini}
92,612846,[Assessment of prognostic factors of thoracic synovial sarcoma].,eng,Pathologie non allergique et exposition aux moisissures domestiques.,nan,nan,184,1,1/1/88,514-27,{B H Mbatchou NgahaneG DevouassouxH BaudrandB GuibertN FreymondY PachecoA Traverse-Glehen}
93,732256,The expert patients programme online a 1-year study of an Internet-based self-management programme for people with long-term conditions,English,Nicotine & Tobacco Research,Nicotine & tobacco research : official journal of the Society for Research on Nicotine and Tobacco,1462-2203,137,5,nan,341-6,{F. KeefeB. PetersonD. Weiner}
94,870257,Intimate Partner Violence Survivors' Unmet Social Service Needs,eng,CANCER,nan,0065-1419 (Print)     0065-1419,16,5,1/4/09,2335-2340,{Hilary L. BekkerDavid J. DodwellRosalind F. Collins}
95,417578,Partial fill strategies for oral oncolytics to reduce waste and drive persistency,eng,nan,The American journal of managed care,1088-0224,137,1,1/14/01,131-134,{Gary ChisholmEduardo BrueraSwati BansalDavid HuiRony DevMargarita Morgado}
96,65723,New concepts in predicting evaluating and managing neurodevelopmental outcomes in children with congenital heart disease.,nan,nan,nan,1754-9485,24,2,nan,nan,{Rob M van DamFrank B HuIsao MurakiJoann E MansonFumiaki ImamuraQi SunWalter C Willett}
97,113363,Ebus-tbna yields multiple gene analyses and a panel of immunohistochemical stains on routinely prepared cell blocks in non-small cell lung cancer cases,nan,nan,nan,nan,38,0,3/1/00,13-21 DO  - 10.1016/j.brat.2011.10.009,{S. EwenF. MahfoudM. Bohm}
98,752456,A pilot study of rituximab in patients with recurrent classic Hodgkin disease.,nan,J Dent Res,nan,0036-8148 0036-8148,21,10,nan,1228-37,{B. A. Burt}
99,23215,Hospital discharge after ambulatory knee arthroscopy: a comparison of epidural 2-chloroprocaine versus lidocaine,nan,Pathologie non allergique et exposition aux moisissures domestiques.,Fertil. Steril.,1578-2735,65,4,1/2/09,E556-64,{Paola ScifoAlessandro Del MaschioLivio LuziElena MeneghiniAlberto BattezzatiGianluca PerseghinMassimo DannaStefano Benedini}
100,349150,Chronic pain-associated behaviors in the nursing home: resident versus caregiver perceptions,nan,Journal of the American Dietetic Association,nan,nan,92,2,nan,319-324,{A AvenellH H Handoll}
101,444273,Iatrogenic perforation at colonic imaging.,nan,Journal of the American Dietetic Association,nan,nan,0,5,nan,nan,{NULL}
102,816680,The embodied nature of medical concepts: Image schemas and language for pain,nan,Cognitive Processing,nan,1532-7361,32,3,1/12/01,283-296,{Luiz Rogrio de Carvalho OliveiraNilza Aparecida Almeida de CarvalhoFlvio C L Cavalcanti Ara_joIzabela Menezes PagottoPaulo Chiavone}
103,180827,Prefrontal hypoactivation and recovery in insomnia.,eng     por,nan,nan,nan,24,0,1/15/01,Aug-71,{A. KelirisI. KoutsourelakisA. MinaritzoglouS. Zakynthinos}
104,970712,Multiple endocrine neoplasia type 1 with multiple leiomyomas linked to a novel mutation in the MEN1 gene,nan,Nephrology dialysis transplantation : official publication of the European Dialysis and Transplant Association - European Renal Association,nan,nan,92,-1,1/9/08,3-Aug,{Christos A VenetisBasil C TarlatzisKonstantinos A ToulisEfstratios M KolibianakisDimitrios G GoulisIoannis Papadimas}
105,901385,Clinical pharmacokinetics of Icotinib an anti-cancer drug: evaluation of dose proportionality food effect and tolerability in healthy subjects.,eng,Cancer chemotherapy and pharmacology,nan,1432-0843,15,4,nan,890-902,{S. FurmanD. T. KawanishiS. L. Song}
106,131820,A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type ethnicity gender and age.,nan,nan,nan,0901-5027,15,7,1/6/03,999-1004,{S. Regina-RibeiroC. TortozaR. P. S. LimaS. T. T. de FreitasP. R. LucareliM. O. LimaM. T. PachecoJ. Gomes-LucareliR. A. Lopes-Martins}
107,113363,Manual versus electric vacuum aspiration for first-trimester abortion: a systematic review,nan,nan,nan,nan,2013,7,3/1/00,362-9,{Y. FengyingY. HainaiW. JianxiongT. Sijie}
108,299635,Association between genetic polymorphism of tumor necrosis factor-alpha and risk of oral submucous fibrosis a pre-cancerous condition of oral cancer.,eng,nan,nan,nan,18,6,3/1/00,119-126 8p,{Angela Marie AbbatecolaAndrea CorsonelloSilvia BustacchiniFabrizia LattanzioGiuseppe Paolisso}
109,690938,Swabbing Surgical Sites Does Not Improve the Detection of Staphylococcus aureus Carriage in High-Risk Surgical Patients,eng,Current opinion in pharmacology,nan,1040-2446,128,2,1/3/04,66,{L TimmermansJ C SliekerJ F LangeE B DeerenbergJ JeekelD P HogerzeilP H C Eilers}
110,163526,The impact of advancing age on P-glycoprotein expression and activity: current knowledge and future directions,English,nan,nan,nan,-1,2,1/1/74,nan,{Julio S G MontanerKora DebeckEvan WoodThomas KerrEdward J MillsDan Werb}
111,463556,Transference-focused psychotherapy v. treatment by community psychotherapists for borderline personality disorder: randomised controlled trial.,eng,Cancer immunology immunotherapy : CII,nan,0273-1223,18,5,1/14/09,785-794,{HongQiang WangDwain K IrvinAshley GraggXiao-xue ZhangChristopher J WheelerKeith L BlackLucia VeigaRyan CordnerMandana ZandianAkanksha PanwarEmmanuel JouanneauYuying ZhaiShyam GoverdhanaArmen Mardiros}
112,781141,Hearing feelings: a quantitative meta-analysis on the neuroimaging literature of emotional prosody perception.,nan,nan,nan,0301-1623,3,10,1/11/04,nan,{Richard J. A. Murrin}
