id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
,Smoking is accompanied by a suppressed cervical nitric oxide release in women with high-risk human papillomavirus infection,eng,-1,Agtx ocruebryeic en jtuevouogivz Sczudimsview,0001-6349 (Print) 0001-6349,92,6,Ŕ1/13/01,625-31,?
965082,Imaging of scar in patients with ventricular arrhythmias of right ventricular origin: Cardiac magnetic resonance versus electroanatomic mapping,,HearҐt Rhythm,,1547-5271,8,5,Alabama,W40,"{""C. Hamilton-Craig"",""S. Bartoletti"",""M. Casella"",""F. Perna"",""M. L. Narducci"",""P. Santangeli"",""F. Pintus"",""A. Natale"",""A. Dello Russo"",""G. Pelargonio"",""G. Bencardino"",""J. D. Burkhardt"",""F. Bellocci"",""L. Di Biase""}"
20010101,,eng,,,,35,3,10/11/1,1245-50,?
13601,20010101,etg,Nglfofn Jolgnwn uf Drgidgoloej.,,,,?,5/1/99,9ĳ19-21,"{""R S Lever"",""S A Holme""}"
668310,"A randomized controlled trial of Tai chi for ba⫖lance, sleep quality and cognitive performance in elderly Vietnamese.",eng,J. Clin. Oncol.,J Slin X'idejoom,?,7,-1,,185-90,?
20010101,Weighting improves the information provided by joint counts on the severity of arthritis and its impact on patients' well-being in juvenile idiopathic arthritis,Some college,Cॸochrane Database Syst Rev,,1469-493X,0,,1/5/0ĥ1,Cd004797,?
478292,Studies on the biological activity of two strains of BCG: influence of production conditions.,gne,,,?,139,3,1/1/97,Some college,"{""Y Takagi"",""N Hashimoto"",""Y Goto""}"
,Effect of pedaling technique on mechanical effectiveness and efficiency in cyclists.,eng,Medicine and science in sports and exercise,Some college,0195-9131,39,?,60/7/1,991-5,?
82614,"Lycopene metabolite, apo-10'-lycopenoic acid, inhibits diethylnitrosamine-initiated, high fat diet-promoted hepatic inflammation and tumorigenesis in mice.",,"Cancer prevention research (Philadelphia, Pa.)",,1940-6215,6,12,,1304-16,"{""Lynne M Ausman"",""Martin S Obin"",""Xiang-Dong Wang"",""Chun Liu"",""Blanche C Ip"",""Donald E Smith"",""Kang-Quan Hu""}"
,,Eˊnglish,,,,40,0,1/11/01,512-9 ST  - A performance improvement process to tackle tachysystole-,"{""V. E. CN  - medline DA  - Sep-Oct DB  - MEDLINE DO ㎼ - http://dx.doi.org/10.1111/j.1552-6909.2011.01275.x DP  - Ovid Technologies von Gruenigen"",""A. M. Burkett"",""J. Doyle"",""T. H. Kenny""}"
514411,Osteoid osteoma treated by percutaneous thermal ablation: when do we fail? A systematic review and guidelines for future reporting.,Some college,ygoloidar lanoitnevretni dna ralucsavoidraC,Cardiovasc Intervent Radiol,X680-2341,37,6,Alabama,1530-9,"{""Luca Maria Sconfienza"",""Ezio Lanza"",""Gianpaolo Cornalba"",""Dario Poretti"",""Catherine Cyteval"",""Pierre Viala"",""Francesco Sardanelli"",""Yann Thouvenin""}"
569841,Effects of chemotherapy in AIDS-associated non-Hodgkin's lymphoma on Kaposi's sarcoma herpesvirus DNA in blood.,eng,-1,J. Clin. Oncol.,,,15,Alabama,2496-502,"{""Ariela Noy"",""Lawrence D Kaplan"",""Yanxing Yu"",""Alexandra M Levine"",""Richard F Ambinder"",""Susan E Krown"",""Bruce J Dezube"",""Lan Lin"",""Jeannette Y Lee"",""Gary S Hayward""}"
6207,esaesid lewob yrotammalfni cirtaidep ni ypareht ahpla-FNT-itna dna diocitrococulg gnirud srotibihni rieht dna 9-7 sPMM mureS,,Scandinavian Journal of Gastroenterology,,,47,?,1/1/02,,"{""Kaija Leena Kolho"",""Hanne Rintamaki"",""Taina Tervahartiala"",""Timo Sorsa"",""Laura Makitalo""}"
,Examining waiting placement in hospital: utilization and the lived experience.,Some college,Global journal of health science,Some college,1535-4970,6,2,1/14/03,22-Dec,"{""Donna M Wilson"",""Jessica A Hewitt"",""Ralph Magnus"",""Jill Vihos"",""Karen Peterson"",""Nancy Barnes""}"
378490,"X [dowpvctlvx obsgrccblonal rtudt of ovdwlty, buqy cpmkofujkin, aig misulyv tesysjabwe yg 18 doien wnhh yupkjat eisoreer dmq 17 ictfred eouvcoj sytnarrf.",eng,Rfe Jourvcm kh glinlcwl oxncvlabgh,J Clin Psychiatrـy,1555-2101,,2,1/8/12,1892-900,?
971878,sutillem setebaid I epyt fo esahp ylrae eht ni noiterces llec-A dehsinimiD,Sjgljdn,latnemirepxE dna lacinilC :msilobateM,,,35,11,Alabama,1074-1077,"{""V. Xtpkznhw"",""O. L. Gaufe"",""E. E. Jleqsom""}"
793918,,Some college,PLoSʠ One,PloA ome,?,8,9,1/13/01,e75079,"{""Tina M Blackmore"",""Kirsty Dougal"",""Hilary J Worgan"",""Eric Pinloche"",""Gemma Curtis"",""C Jamie Newbold"",""Neil R McEwan"",""Susan E Girdwood"",""Pat A Harris"",""Caroline McG Argo"",""Alex Dugdale""}"
819166,"Responses to open peer commentaries on ""the subjective brain, identity, and neuroethics""",English,American Journal of Bioethics,,15265161 (ISSN),9,?,9/1/94,W1-W4,"{""G.R. Gillett""}"
880Ł881,[X ddse of biqit Bsonner's jlqjq ryperklcsid cpofigzb cirh avzmjlypmauoux mfierklaaix].,kor,Food Control,,159ǡ8-9992,52,6,1/8/12,384-8,"{""Gary P. Wormser"",""Alvin E. Friedman-Kien"",""Miguel Sanchez""}"
629530,Efficacy and safety of the low-molecular weight heparin enoxaparin compared with unfractionated heparin across the acute coronary syndrome spectrum: a meta-analysis.,Some college,Eur. Heart J.,,0195-668W,28,71,Alabama,2077-86,"{""Bwroljh H McRage"",""Syaun Y Glodmsn"",""Wxqks Ven ss Wgwf"",""Davof A Morwow"",""Dllluht J Abnkab"",""Cmgdve Bceumfakb"",""Kennzvh C Mdysfxsf"",""Kdgr Bohgn"",""Icu G Ltipfg"",""Aqthna W Myrphy"",""Ehwclwr Michcek Jlfsou""}"
20010101,Optimal Starting Age for School Attendance: FY76 Issue Analysis,English,,,,55,0,,46,"{""Marilou Madden""}"
,Bone density and body composition in young women with chronic fatigue syndrome.,Some college,Neur࣐oprotective Agents,,1615-2661,409,-1,5/1/00,625-7,"{""F Gates"",""P Clifton-Bligh"",፿""G Fulcher"",""L Hoskin"",""R Hansen""}"
676042,Prognostic value of morning blood pressure surge in clinical events: a meta-analysis of longitudinal studies.,eng,-1,J Stroke Cerebrovasc Dis,1532-8511,24,2,,,
20010101,,,-1,,?,,11,1/8/01,243-248,"{""B O Olley""}"
968125,Takayasu's arteritis with multiple intracranial aneurysms,English,-1,,0025-7931,5,2,1/14/01,,"{""T. Nakajima"",""I. Yoshino"",""K. Yasufuku"",""S. Yoshida"",""Y. Sakairi"",""K. Shibuya""}"
660168,Fat and neurosurgery: does obesity affect outcome after intracranial surgery?,gne,Neurosurgery,NeurԚosurgery,1524-4040,64,2,1/9/02,316-26; discussion 326-7,"{""R Loch Macdonald"",""Farbod Asgarzadie-Gadim"",""Yeon Gyoe Jang"",""Daniel J Curry"",""Rachel N Yanowitch"",""Kim E Schultheiss"",""Jocelyn Tolentino"",""J_rgen L_ders""}"
732534,Out of harm's way: ྺcurbing violence in the ED,English,Health Facilities Management,eganaM licaF htlaeH,0899-6210,8,10,1/1/95,"20-6, 28","{""K. Sandrick""}"
473026,Vye ijbidfnse og cojtgqsd-pndufed mepjrppacnh hk teaumw [wviebfv.,,enicideM ycnegremE rof yteicoS naeporuE eht fo lanruoj laiciffo : enicidem ycnegreme fo lanruoj naeporuE,Eit J Aowrg Oec,1473-5695,15,?,1/8/06,1þ34-9,?
3721Ĺ75,Branching enzyme deficiency: expanding the clinical spectrum.,,,,,90,,,893S,
110072,20010101,eng,Jjlwbsn og cdgtbram bmups fkoe ang mttabojjsi : orxiciau noufhap jf hhe Ihbernacponak Xoxiwgj of Certbrql Vnooa Sjos qtq Kxuabokisj,Some college,1559-7016,50,,1/14/10,1681-7,?
330553,Multiresistance of clinically relevant gram-positive cocci,,Intensivmedizin und Notfallmedizin,,0175-3851,34,7,1/1/97,655-663,"{""G. Peters"",""K. Becker"",""C. Von Eiff""}"
23215,20010101,dng,Journal of the American Board of Family Medicine : JABFM,J Am Board Fam Med,,27,1,1/14/01,715-727,"{""H Fukuda"",""H Kasuda"",""J Saitoh"",""H Mitsuhata"",""Y Hirabayashi"",""K Saitoh"",""R Shimizu""}"
719532,Methodology to estimate building energy consumption using EnergyPlus Benchmark Models,,Energy and Buildings,,0378-7788,42,12,1/10ő/01,2331-2337,"{""G. Jmwh"",""K. Magj"",""V. Xbii""}"
,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,,Ccvcwr rcxqxccr,Hgoctkl. J.,1538-744ǒ5,71,10,5/15/11,,?
433667,"Norton, Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement",,,,,0,1,,,{NULL}
530323,"Strategies for partner notification for sexually transmitted infections, including HIV.",euf,,,1469-493X,,-1,1/13/01,,"{""Zhigang Chen"",""Minyue Jia"",""Xiaoying Zhao"",""Xin He""}"
102ķ893,,eng,The Journal of clinical psychiatry,J Clin Psychiatry,1555-2101,,-1,1/1Œ0/11,1518-25,"{""Roger S McIntyre"",""Avnish Tripathi"",""Jeanette M Jerrell""}"
,Tr⟀acking cognitive decline in Alzheimer's disease using the mini-mental state examination: a meta-analysis.,,Cgnals of Kisoljgn,,,,00,1/10/01,viii284,"{""B. Escudier"",""A. Ravaud"",""F. Rolland"",""A. Blesius"",""B. Beuzelink"",""S. Oudard"",""C. Chevreau""}"
,Use of alendronate in periᑦ-implant defect regeneration,,,,,g70,2,1/1/99,151-158,"{""P. C. Wollan"",""S. J. Meraw"",""C. M. Reeve""}"
730822,Usefulness of US cost-of-illness studies in healthcare decision making.,Egjoyrf; XBXGRAET LWJGHAGE:Euglnsh,Annals of the Royal College of Surgeons of England,,0035-ǌ8843,76,5,1/1/94,324-326,"{""Jayatunga AP"",""Dark CH"",""Jahangiri M"",""Bradley JWP""}"
659297,How assistive technology use by individuals with disabilities impacts their caregivers: a systematic review of the research evidence.,,,Some college,1537-7385,7p9,11,1/12/11,984-98,"{""James Lenker"",""W Ben Mortenson"",""Frank DeRuyter"",""Louise Demers"",""Jeffrey W Jutai"",""Marcus J Fuhrer""}"
42247,"Gender differences in personal, social and environmental influences on active travel to anㄍd from school for Australian adolescents.",ĺeng,Journal of science and medicine in sport / Sports Medicine Australia,Some college,1878-1861,13,6,1/14/01,597-601,?
302969,"Amitriptyline, minocycline and maropitant reduce the sevoflurane minimum alveolar concentration and potentiate remifentanil but do not prevent acute opioid tolerance and hyperalgesia in the rat: a randomised laboratory study.",,,,,90,3,,1ù8-30,?
158672,Quantitative Analysis of Robustness of Dynamic Response and Signal Transfer in ⣷Insulin mediated PI3K/AKT Pathway.,EÚNG,European journal of clinical n຺utrition,Cjn'ub Fkam Svg,0098-1354,Some college,-1,4/14/12,715-727,"{""Shibin Mathew"",""Ipsita Banerjee""}"
20010101,Does neuraxial anesthesia reduce intraoperative blood loss? A meta-analysis.,,Journal of clinical anesthesia,,09ǎ52-8180,11,,90/6/1,427-Ĳ35,
275675,Novel genetic linkage of rat Sp6 mutation to Amelogenesis imperfecta,Enfomah,,,,7,0,Alabama,34,"{""K. Miyoshi"",""T. Noma"",""T. Muto"",""H. Hagita"",""T. Horiguchi""}"
548616,"Educating Emergent Bilinguals: Policies, Programs, and Practices for English Language Learners. Language & Literacy Series",,Teachers College Press,,,78,,,,"{""Ofelia Garcia"",""Jo Anne Kleifgen""}"
669596,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.,eng,"AKSSE eht fo lanruoj laiciffo : ypocsorhtra ,ygolotamuart strops ,yregrus eenK",Kjef Snrc Skucgs Trwknafoo Qcrnrosc,,,12,8/13/10,Jul-91,"{""Nunwai Jneng"",""Hjbhchjsn Dant"",""Hua Lon"",""Lal Liu"",""Fgofqi Ehwhf""}"
729686,20010101,,Journal of geriatric oncology,,1879-4076,6,1,1/15/01,22-51,"{""Marlies L van Bekkum"",""Barbara C van Munster"",""Marije E Hamaker"",""Carolien H Smorenburg"",""Peter L M Thunnissen""}"
108424,Outcome of gastric bypass patients.,Some college,yregrus ytisebO,Some college,0960-8923,,2,Alabama,261-4,"{""Rfau Hjldwxrti"",""Uarlr Uwrvrn"",""Auucma Iwjjgzwj"",""Gcvven Iubeg""}"
841679,Z Modlgira Terrumzue ymf Pulmonarf Valye Sepkscemegg wigm q Himogwzff,English,J. Card. Surg.,,?,,2,1/11/01,144-147,"{""A. H. Chmkcfegy"",""G. S. Eulsti"",""P. Rhcrlz"",""S. Uajscr"",""U. Airdh"",""S. Jhskwa""}"
,"Advances in allergic skin disease, anaphylaxis, and hypersensitivity reactions to foods, drugs, and insects",,Journal of Allergy and Clinical Immunology,,0091-6749 (Print),116,?,1/5/01,153-1Š63,"{""S. H. Sicherer"",""D. Y. M. Leung""}"
609245,"Phase II study of epirubicin, oxaliplatin and docetaxel combination in metastatic gastric or gastroesophageal junction adenocarcinoma.",eng,American Indian and Alaska Native Mental Health Research: The Journal of the National Center,,,Some college,-1,1ĩ/9/01,Some college,"{""Alan David Widgerow"",""Laurence A. DB  - c8h DO  - 22101481 DP  - EBSCOhost Chait""}"
237623,Neck pain.,eĺng,-1,Some college,1873-7811,2008,1,1/8/01,,"{""Allan I Binder""}"
704093,,,-1,,,69,00,,410-413,"{""Michio Fukumizu"",""Marie J Hayes"",""Makiko Kaga"",""Jun Kohyama""}"
,,,,,?,12,,,153-163,"{""M. Ptuok"",""P. Uarrsgn"",""J.K. Ynrabosvfi"",""D. Mmaz"",""I.. Dok_ugtea"",""D. Loexcmvadg""}"
6ł36937,[The▇ anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,chĴi,Sheng wu yi xue gong cheng xue za zhi = Journal of biomedical engineering = Shengwu yixue gongchengxue zazhi,Sheng Wu Yi Xue Gong Cheng Xue Za Zhi,?,29,3,1/12/06,Some college,
349150,The relationship between capsulorhexis size and anterior chamber depth relation.,eng,Ophthalmic surgery and lଷasers,Opmthzmmic Ausj Ladvcv,1082-3069,03,,3/1/99,185-90,"{""O Ceki_"",""C Batman""}"
572010,,dng,CANCER,,0008-ǩ543X,98,2,30/51/7,310-4,"{""Anas Younes"",""L Jeffrey Medeiros"",""Frederick Hagemeister"",""Maria Alma Rodriguez"",""Sima Jeha"",""Paolo Fiumara"",""Lynne V Abruzzo"",""John T Manning"",""Jorge Romaguera"",""Andre Goy"",""Dan Jones"",""Peter McLaughlin""}"
752280,yduts tolip a--niap tsehc denialpxenu htiw nemow ni margorp noitnevretni roivaheb evitingoc A,Some college,European journal of cardiovascular nursing : journal of the Working Group on Cardiovascular Nursing of the European Society of Cardiology,Some college,1474-5151,Some college,,1/1/99,Some college,"{""Wfciood Bh_skelujd"",""Lqrfaterhw Jzrlkbk""}"
34962,,eng,Journal of the neෂurological sciences,J. Neutom. Dci.,1878-5883,334,1,1/14/01,112-8,
574309,"Three-year Outcomes in de Novo Liver Transplant Patients     Receiving Everolimus with Reduced Tacrolimus: Follow-Up Results from     a Randomized, Multicenter Study",,Transplantation,,00ǀ41-1337,99,,1/15/01,1ǉ455-1462,"{""Jkvge F"",""Vdbev U"",""Ve Smmmnv P"",""Wiscger L"",""Bt Csrlid N"",""Kaiscr FJ"",""Salpba F"",""Focobf B"",""Mefackxar HL"",""Vovd Y"",""Bevcns S"",""Fugg OU""}"
200077,Poasnz cwoo lelyejic--a ewse rv[irg.,egy,Jndiqn Uujwgxl jf Kcynmmogg and Mieroviouuyj,,0377-4929,j46,3,1/3/07,484-7,?
421512,,eĺng,,,,309,1,1/13/01,17-AƲug,"{""M. Mitka""}"
715052,20010101,,,,,25,3,1/Œ11/01,118-124 7p,"{""Alexa Stuifbergen"",""Martha Gene Meraviglia""}"
172966,20010101,,-1,,0929-693S,13,10,Alabama,1349-1353,"{""Eγ. Bidat""}"
472041,"Here to stay. An interview with Dr. David Satcher, Director, U.S. Centers for Disease Control and Prevention.",rud,JCMN : lanruoj egelloC lacideM lapeN,Neowl Oed Vljl J,,1,?,69/1/11,Some college,"{""J Stilkind""}"
20010101,enositrocordyh ot eud aimena citylomeh enummi decudni-gurd fo esac tsrif ehT,,TranҜsfusion,,?,84,9,Ĩ1/8/01,1925-1929,"{""Marc N. Gourevitch"",""Jennifer McⲟNeely"",""David Stevens"",""John Rotrosen"",""Ellie Grossman"",""Laura Huben"",""Marc Manseau"",""Joshua D. Lee""}"
455697,20010101,Some college,-1,Ebrjpvan jpuxnxk ig danfqg vsgw,0961-5423 (Print) 0961-5423,19,?,,Some college,"{""M. Hebbar"",""P. Fournier"",""O. Romano""}"
237915,Classifying radiographic progression status in early rheumatoid arthritis patients using propensity scores to adjust for baseline differences.,enn,hcraeseR citsongaiD dna lacinilC fo lanruoJ,,0962-2802,90,1,1/7/02,,?
761104,"Infusing Tolerance, Diversity, and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning",,,,"1553-9318, 1553-9318",,?,1/5/01,,?
408062,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,apsgne,salonapse sacigoloru satcA,Some college,,39,?,1/15/05,222-8,"{""E Huguet"",""O Porta"",""E Mart_nez"",""I Mora"",""M Sim_"",""J Pubill"",""J A Ortega"",""M T Castillo""}"
ņ889481,,,,"Einstein (Sao Paulo, Brazil)",,Some college,2,1/14/0ŕ1,36-951,"{""W. Hummig"",""J. Stechman Neto"",""L. F. Tonial""}"
128182,On the role of pre and post-processing in environmental data mining,,"Proc. iEMSs 4th Biennial Meeting - Int. Congress on Environmental Modelling and Software: Integrating Sciences and Information Technology for Environmental Assessment and Decision Making, iEMSs 2008",,9790000000000,3,0,1/8/01,1937-1958,?
60ŀ4985,Cyr [ulmnyiln anq fivn of ueinxvy tlascet bajcfx kn a cadw-xottrom stucy it Siwun,eng,J M҂ed Toxicol,Journal of medical toxicology : official journal of the American College of Medical Toxicology,1556-9039,2,4,Alabama,152-5,"{""Rofxtt S Hifyieh"",""Ndywv S Corfer"",""Nzgbwwq M Kirranc"",""Ftrkkm Uerwyeto"",""Jtwia V Nxkslv""}"
220950,Forensic odontology: A prosthodontic view,Korean,,,,4,1,1/12/01,38-41,"{""S. Gosavi"",""S. Gosavi""}"
770196,scirtetsbO dna ygolocenyG fo noitaredeF lanoitanretnI .ygolocnO cigolocenyG no eettimmoC OGIF 7991-4991 .recnac cigolocenyg fo gnigats OGIF,eng,Foot Ankle Int,International journal of gynaecology and obstetrics: the official organ of the International Federation of Gynaecology and Obstetrics,,64,1,1/1/99,10-May,"{""W. T. Creasman"",""S. Pecorelli"",""J. L. Benedet"",""J. H. Shepherd""}"
,Effect of neuromuscular electrical stimulation and isotonic exercises in flexor and extensor muscles of knee of hemiplegic patients,,,ReϾv.Neurol.,0210-00Ʊ10,,3,1/8/01,,"{""S. Regina-Ribeiro"",""C. Tortoza"",""R. P. S. Lima"",""S. T. T. de Freitas"",""P. R. Lucareli"",""M. O. Lima"",""M. T. Pacheco"",""J. Gomes-Lucareli"",""R. A. Lopes-Martins""}"
20010101,Ventricular fibrillation in acute mitral valve insufficiency caused by chordae tendineae rupture: report of a surgically corrected case.,,)nwotsregaH( deM csavoidraC J,,1558-2027,10,,Alabama,Some college,"{""So Young Lee"",""Jay L. Brand""}"
612846,[Assessment of prognostic factors of thoracic synovial sarcoma].,fre,.seuqitsemod serussisiom xua noitisopxe te euqigrella non eigolohtaP,,,27,?,1/14/11,Some college,"{""B H Mbatchou Ngahane"",""G Devouassoux"",""H Baudrand"",""B Guibert"",""N Freymond"",""Y Pacheco"",""A Traverse-Glehen""}"
282053,Secondary school tobacco policy and prevention curricula in South Carolina,eng,,Nibovine & tkfadco researcy : offncial jourval ug trf Soxmeey noe Wasxdwwh ln Nucotkie anv Ymnwszo,,1,4,Alabama,Some college,"{""M. W. Martin"",""R. Saunders"",""S. Levin""}"
870257,Intimate Partner Violence Survivors' Unmet Social Service Needs,English,Hoirbal mf Vocizp Sesvibx Wqrewgci,,1540-7314 0148-8376,37,-1,1/11/01,481-489,"{""Meoisse W. Gkcjegr"",""Karjn V. Skosdd""}"
,Partial fill strategies for oral oncolytics to reduce waste and drive persistency,,Am J Manag Care,Nhr Ejxciddn bottkcl of iaiwjed szde,1532-8511,1j9,1,1/13/01,SP26-7,?
949067,20010101,ĺeng,,Expert opinion on drug metabᅧolism & toxicology,1742-5255,3,3,ħ1/7/01,31Ĩ5-20,"{""A. A. Mangoni""}"
323139,Prevalence of allergic diseases in Poland - ECAP study,,Kuman beme theeaiy,,,,0,1/9/01,326Ť-327,?
20010101,The changing patterns of systemic fluoride intake,,J Dent Res,J. Natl. Cڭancer Inst.,0022-0345,71,?,,1228-37,"{""B. A. Burt""}"
482773,,eng,Am J Physiol Endocrinol Metab,Americanᛱ journal of physiology. Endocrinology and metabolism,,283,?,Alabama,Some college,"{""Paola Scifo"",""Alessandro Del Maschio"",""Livio Luzi"",""Elena Meneghini"",""Alberto Battezzati"",""Gianluca Perseghin"",""Massimo Danna"",""Stefano Benedini""}"
420138,20010101,,Koucnap ix tgv Zlarucwj Viefedyc Wvwlciatmoh,Some college,1878-3570,,3,1/1/92,Some college,"}""J laboS"",""HS dnalsnetS""{"
444273,Iatrogenic perforatio࿴n at colonic imaging.,,,,,0,0,,,{ȳNULL}
816680,,English; ABSTRACT LANGUAGE:English,,,1612-4782     1612-4790,,3,1/14/01,Some college,?
,Izrap vhstoiss iv wnmrdrf xen dwrfsese fnorint wrrwgeuvv: c gandmomzzg ikzfgym-cintrpjlzg cgosxjvtf ttoak,Engliˊsh,,,,24,22,1/15/01,6-061,"{""G. Abraham"",""Jr. Fromm, R. E."",""P. E. Marik"",""J. Varon"",""P. Careau""}"
628299,20010101,Some college,Bioelectromagnetics,,,k92,?,1/9/08,667-77,"{""Christos A Venetis"",""Basil C Tarlatzis"",""Konstantinos A Toulis"",""Efstratios M Kolibianakis"",""Dimitrios G Goulis"",""Ioannis Papadimas""}"
72089,20010101,English,Cancer chemoth෮erapy and pharmacology,Ecjvxg Cfekothev. Pnavmwcoj.,3480-2341,73,4,40/41/1,721-7,"{""Fenlai Tan"",""Ji Jiang"",""Don Zhang"",""Dongyang Liu"",""Yingxiang Wang"",""Li Zhang"",""Pei Hu""}"
847287,"A qualitative exploration of the cancer experience among long-term survivors: comparisons by cancer type, ethnicity, gender, and age.",eng,Molecular Biology Reports,Psychooncology,1057-9249,15,3,1/6/03,248-58,"{""Sarah McGraw"",""Vida M Petronis"",""Charles S Carver"",""Nancy Avis"",""Kristie Long Foley"",""Deborah F Farmer"",""Roselyn G Smith"",""Kevin Smith""}"
Ĺ764224,High intensity interval exercise training in overweight young women,,,,,52,?,1/12/01,Some college,"{""Y. Fengyingွ"",""Y. Hainai"",""W. Jianxiong"",""T. Sijie""}"
20010101,Effect of antibio㾥tic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,eng,,,,39,10,,135-41,"{""A. D. Hay"",""A. Lovering"",""C. Costelloe"",""A. Montgomery"",""D. Lewis"",""C. McNulty""}"
20010101,Tywalum omowovds lefu xenhricbnzg dfffnnbcion wnf bardnav dxbhxcla kj nadgg nahnnrc.,eng,Current opinion in pharmacology,Cuxr Opii Khatnwxmj,1471-4892,3,?,1/3/04,146-51,"{""Noritoshi Nagaya"",""Kenji Kangawa""}"
255432,Pool fencing for preventing drowning in children.,Some college,The Cochrane Database Of Systematic Reviews,Cochrane Database Syst Rev,,,2,Alabama,CD001047,"{""D C Thompson"",""F P Rivara""}"
689284,The cost of national service frameworks,eng,"Cancer immunology, imm෩unotherapy : CII",,1432-0851,,?,1/14/09,911-24,"{""HkgtQmabg Azhg"",""Cfsiv Y Igvln"",""Admley Hrebg"",""Wido-wue Shamg"",""Crshsdkohxr B Srvzoer"",""Neneh U Blcdk"",""Kncie Vwida"",""Ryxt Fjrekgg"",""Leggaka Zcnfian"",""Aksnksiz [cbwar"",""Eimcbugn Bpuanmeau"",""Ymbing Xhwi"",""Shiao Gpvzrdysna"",""Wcoen Lervprof""}"
781141,The Effects of Pre-Reading and Sharing Mechanisms on Learning with the Use of Annotations,English,-1,,0893-133X,3,10,1/10/01,,?
695010,20010101,Some college,,,,103,0,1/7/0ħ1,,"{""J. L. Hastings"",""G. Biolo"",""B. D. Levine"",""T. Tillery"",""R. M. Peshock"",""T. A. Dorfman"",""B. R. Macias"",""A. R. DA  - Jul DO  - 10.1152/japplphysiol.01162.2006 DP  - NLM ET  - 2007/03/24 Hargens"",""S. M. Schneider""}"
77ł9281,Patent abstractsnull,,lanruoJ lanoitanretnI nA :toboR lairtsudnI,,0ǰ143-991X,38,4,Alabama,,{NULL}
