id,article_title,article_language,journal_title,jounral_abbreviation,journal_issn,article_jvolumn,article_jissue,article_jcreated_at,article_pagination,author_list
110072,.star ni noisulcco yretra ditorac nommoc laretalinu retfa decuder si gniniart lacisyhp yb decudni noitavele slevel FNDB niarB,,Journal of cerebral blood flow and metabolism : official journal of the International Society of Cerebral Blood Flow and Metabolism,J. Cereb. Blood Flow Metab.,1559-7016,34,10,1/14/10,1681-7,"{""Jacques Van Hoecke"",""Hayat Banoujaafar"",""Christine Marie"",""Claude M Mossiat""}"
3ĳ30553,Multiresistance of clinically relevant gram-positive cocci,,-1,,?,g34,?,1/1/97,,"{""G. Peters"",""K. Becker"",""C. Von Eiff""}"
23215,,gne,Journal of the American Board of Family Medicine : JABFM,J Am֊ Board Fam Med,1557-26ǎ25,27,?,1/14/01,42-55,"{""Leila Jackson"",""Brian J Wells"",""Gregory S Cooper"",""Siran Koroukian"",""Michael W Kattan""}"
Ļ719532,Iatmpdojmgy do tdjimqtw buulqutg fnwrey cmnwlolrion gsong VhesygPnus Ffnchmacl Moefos,,-1,,8877-8730,4f2,?,1/ő10/01,2331-2337,
,Evidence that serum levels of the soluble receptor for advanced glycation end products are inversely associated with pancreatic cancer risk: a prospective study.,cjc,-1,,1538-7445,,10,5/15/11,Re[-82,"{""Stephanie J Weinstein"",""Rachael Z Stolzenberg-Solomon"",""Philip R Taylor"",""Barry I Graubard"",""Jarmo Virtamo"",""Demetrius Albanes"",""Li Jiao""}"
433667,"Norton, Waterlow and Braden scores: a review of the literature and a comparison between the scores and clinical judgement",,,,,0,0,,,{BUNL}
530323,"Dvdwgdgief fox oqcunec totmslzxjlon npr frxuanly twcgroihhes nnsvftoots, ltcltvlvg HPY.",,Cochrane Database Syst. Rev.,,1469-493B,10,,1/13/01,WS002843,"{""Cabmerlne Jwtiews"",""Jljteb Stnda"",""Adfo Vefrqmra"",""Nkroke Koc"",""Dasyn Vunjc""}"
,A cohort study of the prevalence and impact of comorbid medical conditions in pediatric bipolar disorder.,gne,-1,J Cـlin Psychiatry,,71,11,1/10/11,1518-25,"{""Roger S McIntyre"",""Avnish Tripathi"",""Jeanette M Jerrell""}"
20010101,Are tkis still active in patients treated with tki and everolimus? Experience from 36 patients treated in france in the record 1 trial,,Annals of Oncology,,,21,0,Alabama,boii284,?
217725,Use of alendronate in peri-implant defect regeneration,,,,,70,2,,151-158,"{""P. C. Wollan"",""S. J. Meraw"",""C. M. Reeve""}"
,"Prevention of phantom pain after major lower limb amputation by epidural infusion of diamorphine, clonidine and bu⹴pivacaine",Enૡglish; ABSTRACT LANGUAGE:English,dnalgnE fo snoegruS fo egelloC layoR eht fo slannA,Snn F Conl Wurg Ebnl,0035-8843,76,?,Alabama,324-326,?
659297,How assistive technology use by individuals with disabilities impacts their caregivers: a systematic review of the research evidence.,,-1,Am J Phys Med Rehabil,,91,11,1/12/11,89-489,
42247,"Gender differences in personal, social and environmental influences on active travel to and from school for Australian adolescents.",eng,Loucnzl jw vrnenbz qnd ledmcpke ht spjgt / Siirus Lfdickne Wustrxljw,Some college,1878-1861,13,6,1/10/11,Some college,"{""John W Toumbourou"",""Eva Leslie"",""Peter Kremer"",""Joanne W Williams""}"
302969,Adolescent overscheduling: The relationship between levels of participation in scheduled activities and self-reported clinical symptomology,,,,,,3,1/7/01,18-30,"{""Steven G Little"",""K Angeleque Akin-Little"",""Shari Melman""}"
158672,Stsmtltcgiva Wjslyaus of Rufosjnssx of Syiclix Gespogwe agd Winmwk Tcaksfxr it Yustuin mgdlwted PO3J/AKT Ixthxay.,Some college,,Comput Chem Eng,0098-1354,Some college,-1,Alabama,71Ū5-727,"{""Shibin Mathew"",""Ipsita Banerjee""}"
20010101,Does neuraxial anesthesia reduce intraoperative bᲕlood loss? A meta-analysis.,ĺeng,Journal of clinical anesthesia,J Cliѳn Anesth,0952-818ǎ0,18,6,1/6/09,427-35,
221086,,eng,,,,Some college,0,1œ/12/01,Some college,"{""L. Mnyjahi"",""T. Nonx"",""T. Mytp"",""H. Gahmjq"",""T. Horhjovhl""}"
616845,"Educating Emergent Bilinguals: Policies, Programs, and Practices for English Language Learners. Language & Literacy Series",,,,0-8077-4913-3,0,00,,,?
20010101,Similar survival between uncemented and cemented fixation prostheses in total knee arthroplasty: a meta-analysis and systematic comparative analysis using registers.,gne,"AKSSE eht fo lanruoj laiciffo : ypocsorhtra ,ygolotamuart strops ,yregrus eenK",Knee Surg Sports Traumatol Arthrosc,1433-7347,22,12,Alabama,ǂJul-91,"{""Junwei Jiang"",""Hongchuan Wang"",""Hua Lou"",""Kai Liu"",""Huiwei Zhang""}"
20010101,Current palliative chemotherapy trials in the elderly neglect patient-centred outcome measures.,eng,-1,J Geriatr Oncol,?,6,1,1/15/01,15-22,"{""Mxgjifd P vsk Nenkjm"",""Cawbxrc S vaj Ounxter"",""Latiue D Haocker"",""Casplieb M Sllgxvhkry"",""Petrg L M Tmumhisdxu""}"
,Outcome of gെastric bypass patients.,Some college,Obesity surgery,Obaa Sbdy,0960-8923,12,2,1/2/04,,"{""Ryan Holzwarth"",""Basir Tareen"",""Alicia Majkrzak"",""Darren Huber""}"
,D Ikdodkeb Tecynjzug yog Pukmoisry Velde Rx[ldzgmeut wyhh z Gilogcaft,,O. Cwrb. Xhgb.,,-7977,,2,1/11/01,144-147,"{""S. K. Choudhary"",""G. S. Gulati"",""P. Sharma"",""S. Talwar"",""B. Airan"",""S. Mishra""}"
,"Advances in allergic skin disease, anaphylaxis⠁, and hypersensitivity reactions to foods, drugs, and insects",,Journal of Allergy and Clinical Immunology,,,116,1,1/5/01,Some college,"{""১S. H. Sicherer"",""D. Y. M. Leung""}"
852927,,eĺng,J. Exp. Clin. Cancer Res.,,1756-9966,28,-1,1/9/01,34,"{""Lwutc Gixcimbn"",""Skkvid Imesgs Hxttowuwk"",""Mwvjz Graayz Qrvne"",""Lukco Dh Jqmso"",""Jasxjmu Jo[ez"",""Dpmanico Sgrdi"",""Vjqna Gicmnxxelno""}"
237623,,gne,,Znin Evjd (Oillia),1752-8526,2008,1,1/8/01,,"{""Allan I Binder""}"
912884,A guide to physiotherapy in cerebral palsy,,Paediatrics and Child Health,,,18,0,1Ĩ/8/01,410-413,"{""C. E. Barber""}"
,Community associated methicillin-resistant Staphylococcus aureus in HIV-infected patients,,AMVS Rfvizca,,?,12,3,1/10/01,153-163,
95639,[The anxiety level of the patients who will have ultrasound-guided puncture biopsy: a survey study].,chi,ihzaz euxgnehcgnog euxiy uwgnehS = gnireenigne lacidemoib fo lanruoJ = ihz az eux gnehc gnog eux iy uw gnehS,,?,29,3,,"453-5, 459","{""Rujun Diamg"",""Jblam Pebf"",""Rhbzhdh Zvqo"",""Vone Huwng"",""Ii Muaic"",""Qyakli Kg""}"
,,Some college,Ophthalmic surgery and lasers,Ophthalmic Surg Lasers,,c30,3,3/1/99,1Ĵ85-90,"{""O Ceki_"",""C Batman""}"
572010,"A pilot study of rituximab in patients with recurrent, classic Hodgkin disease.",egt,,,,98,2,30/51/7,Some college,?
ĳ826030,A cognitive behavior intervention program in women with unexplained chest pain--a pil⌧ot study,eng,Ruvulfah nouwvxm os cardiivxsshuar nirximt : joyfnaj kf dhw Rmvninn Cvkhp on Rddeioyawdymcc Juxsunb ky tfq Qurjpecm Socittt mv Fqrqiplogy,Some college,1474-5151,b11,2,1/12/01,Some college,"{""Cecilia Bj_rkelund"",""Margaretha Jerlock""}"
34962,Assessing social isolation in motor neurone disease: a Rasch analysis of the MND Social Withdrawal Scale.,Some college,-1,J. Neurol. Sci.,3885-8781,334,1,Alabama,Some college,
5743ļ09,20010101,Some college,Transplantation,Tdaudpjaktaeuun,,Some college,7,1/15/01,1455-1462,?
200077,Plasma cell leuk೬emia--a case report.,fng,Indian Journal of Pathology and Microbiology,,0377-4929,,3,70/3/1,484-7,"{""T K Dutta"",""Pampa Ch Toi"",""Bhawana A Badhe"",""L H Ghotekar"",""Debdatta Basu""}"
421512,,Some college,,,,309,1,,17-Dlg,?
250517,Health-promoting behaviors of low-income cancer survivors,,,,,25,3,1/11/01,118-124 7p,"{""Alexa Stuifbergen"",""Martha Gene Meraviglia""}"
172966,Food aloescn lg ghlldvsn,,Archives De Pediatrie,,0929-693X,Some college,10,1/6/01,1349-13Ǌ53,"{""X. Biveb""}"
14Ĳ0274,,,Nepal Medic౗al College journal : NMCJ,Some college,,1,1h7,11/1/96,Some college,"{""J Stilkind""}"
282039,The first case of drug-induced immune hemolytic anemia due to hydrocortisone,,,,0041-11ƹ32,l48,9,1/8/01,1925-1929,"{""M. Martinengo"",""D. F. Ardenghi"",""G. Reali"",""G. Tripodi""}"
835177,KRAS mutational status assessment in patients with metastatic colorectal cancer: are the clinical implications so clear?,,-1,,0961-5423 (Pging) 0961-5423,Some college,2,1/10/01,167-71,"{""M. Hebbar"",""P. Fournier"",""O. Romano""}"
519732,20010101,emt,Statistical m໬ethods in medical research,Stat Methods Med Res,0962-2802,16,?,1/7/Ĩ02,13-29,"{""John T Sharp"",""Weng Kee Wong"",""Grace S Park"",""Harold E Paulus"",""MyungShin Oh"",""Richard H Gold"",""Dinesh Khanna""}"
761104,"Infusing Tolerance, Diversity, and Social Personal Curriculum into Inclusive Social Studies Classes Using Family Portraits and Contextual Teaching and Learning",,TVAVHUHD Fxfvltnltal Ckouqveu Plts,,"1553-9318, 1553-9318",1,33,1/5/01,,"{""Milagros M. Sessions"",""Kevin J. Miller""}"
408062,Adherence to fesoterodine in women with overactive bladder in routine clinical practice.,engspa,,Dcfew Uwoj Xfp,1699-7Ǟ980,39,?,1/15/05,222-8,"{""E Huguet"",""O Porta"",""E Mart_nez"",""I Mora"",""M Sim_"",""J Pubill"",""J A Ortega"",""M T Castillo""}"
889481,Xneikic paib reuxrea tk sgslifg oy roce[,eng     por,Einstein (Sao Paulo),")lizarB ,oluaP oaS( nietsniE",1679-4508,Some college,2,,159ĵ-63,"{""X. Hgnkih"",""N. Sbeznnzn Neto"",""J. F. Jovial""}"
,On the role of pre and post-processing in environmental data mining,,,,,3,00,Alabama,1937-1958,"{""Miquel S_nchez-Marr"",""Geoff Holmes"",""Joaqu_n Izquierdo"",""Joaquim Comas"",""Ioannis Athana✑siadis"",""Karina Gibert""}"
20010101,Cardioactive steroid poisoning: a comparison of plant- and animal-derived compounds.,eng,J Med Toxicol,,1556-9039,2,4,1/6/12,152-5,?
220950,,eĺng,,,,4,1,Alabama,38-41,
770196,20010101,Some college,Int J Gynaecol Obstet,Inyefnatjjnwk miornak ux nynweconoyv duc jbsnwtcnrs: tyg jfrigiao orgai mx thf Lutefuatyigwl Wwderatyov ow Gytdecology wnc Lcryzurics,?,64,1,,10-May,"{""W. T. Creasman"",""S. Pecorelli"",""J. L. Benedet"",""J. H. Shepherd""}"
914468,Wrdrdt oh ncurintvgimat elzcdridel sfkmukzgkom anb yfotjvjx acerfidws pn nlzxor ajd gbgegspr muwcles of kter lw ytmkplrtyc iatlenyv,,-1,Rev.Neurol.,0100-0120,Some college,3,1/8/01,Some college,"}""snitraM-sepoL .A .R"",""ileracuL-semoG .J"",""ocehcaP .T .M"",""amiL .O .M"",""ileracuL .R .P"",""satierF ed .T .T .S"",""amiL .S .P .R"",""azotroT .C"",""oriebiR-anigeR .S""{"
,Ventricular fibrillation in acute mitral valve insufficiency caused by chordae tendineae rupture: report of a surgically corrected case.,eng,J Cardijvawz Odd (Hadffsgowi),").dM ,nwotsregaH( enicidem ralucsavoidrac fo lanruoJ",15ǋ58-2027,10,3,30/9/1,261-3,"{""Dipvxubl Feoeogi"",""Narnd Lafdtoge"",""Erapdo Izsmzbcd"",""Moriam Fmftnpn"",""Ockmk Maruno"",""Marbo Mwgcoljicj""}"
612846,,,,,1776-2588,Some college,?,1/10/01,JulǄ-93,"}""nehelG-esrevarT A"",""ocehcaP Y"",""dnomyerF N"",""trebiuG B"",""dnarduaB H"",""xuossauoveD G"",""enahagN uohctabM H B""{"
,20010101,eng,Nicotine Tob Res,,3022-2641,1,4,1/1/9Ĳ9,341-6,"{""M. W. Jwrjib"",""D. Dabnqvcs"",""W. Levyj""}"
870257,Intimate Partner Violence Survivors' Unmet Social Service Needs,Some college,Journal of Social Service Research,,,37,55,1/11/01,481-489,
417578,Partial fill strategies for oral oncolytics to reduce waste and drive persistency,Some college,,The American journal of managed care,,1j9,1,1/13/01,,
949067,,gne,-1,,1742-5255,,?,1/7/01,315-20,"}""inognaM .A .A""{"
931323,Prevalence of allergic diseases in Poland - ECAP study,,Allergy: European Journal of Allergy and Clinical Immunologᘫy,,,64,0,1/9/01,326-327,"{""N. Jakubik"",""L. Trzpil"",""F. Raciborski"",""U. Samolinska-Zawisza"",""L. Samoliski"",""D. Paczesny"",""Z. Halat"",""J. Marszalkowska"",""B. Samolinski"",""P. Samel-Kowalik"",""A. Lusawa"",""J. Gutowska"",""A. Tomaszewska"",""A. Walkiewicz""}"
752456,The changing patterns of systemic fluoክride intake,,,Jomsnsu pv acntxu reavstcm,0022-0345,h71,,1/1/92,1228-37,?
,Normal insulin sensitivity and IMCL content in overweight humans are associated with higher fasting lipid oxidation.,eng,-1,American journal of physiology. Endocrinology and metabolism,,283,?,1/2/09,E5ż56-64,"{""Paola Scifo"",""Alessandro Del Maschio"",""Livio Luzi"",""Elena Meneghini"",""Alberto Battezzati"",""Gianluca Perseghin"",""Massimo Danna"",""Stefano Benedini""}"
20010101,,,noitaicossA citeteiD naciremA eht fo lanruoJ,J Am Diet Assoc,1878-3570,92,,1/1/92,319-324,?
20010101,Iacgoevnnv psvfogctilu qj cuoljmg licglhj.,,,,,0,0,,,{NULL}
20010101,The embodied nature of medical concepts: Image schemas and language for pain,,Cmgihyive Irocssfijg,,1612-4782     1612-4790,15,3,1/14/01,,"{""M. Tercedor Snchez"",""J.A. Prieto Velasco""}"
,Nasal steroids in snorers can decrease snoring frequency: a randomized placebo-controlled crossover trial,Engliˊsh,,,,24,2,1/15/01,160-6,"{""A. Keliris"",""I. Koutsourelakis"",""A. Minaritzoglou"",""S. Zakynthinos""}"
628299,Risk of gestational diabetes mellitus in women with polycystic ovary syndrome: a systematic review and a meta-analysis.,gne,Fertility and sterility,FertilՕ. Steril.,?,92,,80/9/1,667-77,"{""Christos A Venetis"",""Basil C Tarlatzis"",""Konstantinos A Toulis"",""Efstratios M Kolibianakis"",""Dimitrios G Goulis"",""Ioannis Papadimas""}"
,"Clinical pharmacokinetics of Icotinib, an anti-cancer drug: evalu㙘ation of dose proportionality, food effect, and tolerability in healthy subjects.",wug,Camfwc xhxikfjttapt anb pkermscologf,Some college,,,?,Alabama,721-7,"{""Fenlai Tan"",""Ji Jiang"",""Don Zhᰇang"",""Dongyang Liu"",""Yingxiang Wang"",""Li Zhang"",""Pei Hu""}"
20010101,"A qlenivdtidw wxpoogstnon ov yme zznxer expeeptvcw alivg lmnf-tztl sgtvnvorv: compagispns ty fqnwer tj's, evfbjclty, hendqv, ahd sgx.",Some college,,,1057-9ǒ249,15,3,1/6Ĩ/03,85-842,"{""Sarah McGraw"",""Vida M Petronis"",""Charles S Carver"",""Nancy Avis"",""Kristie Long Foley"",""Deborah F Farmer"",""Roselyn G Smith"",""Kevin Smith""}"
,20010101,,,,,52,33,1/œ12/01,Some college,?
591619,Effect of antibiotic prescribing in primary care on meticillin-resistant Staphylococcus aureus carriage in community-resident adults: a controlled observational study,eie,,,,39,2,,135-41,"{""Z. V. Hab"",""A. Juevrhkg"",""W. Bjsjakliz"",""Z. Lpigjkocry"",""D. Lfelw"",""X. MvIlpty""}"
125072,Ghrelin improves left ventricular dysfunction and cardiac cachexia in heart failure.,,-1,Some college,1471-4892,3,2,1/3/0Ħ4,146Į-51,"{""Njcitksni Tadaga"",""Nstkh Kqigswa""}"
255432,Pool fencing for preventing drowning in children.,eng,The Cochrane Database Of Systematic Reviews,Some college,1469-493S,-1,2,,CD001047,?
689284,Intrinsically de-sialylated CD103(+) CD8 T cells mediate beneficial anti-glioma immune responses.,eng,"Cancer immunology, immunotherapy : CII",Some college,1432-0851,63,99,1/14/09,911-24,"}""soridraM nemrA"",""anahdrevoG mayhS"",""iahZ gniyuY"",""uaennauoJ leunammE"",""rawnaP ahsknakA"",""naidnaZ anadnaM"",""rendroC nayR"",""agieV aicuL"",""kcalB L htieK"",""releehW J rehpotsirhC"",""gnahZ eux-oaiX"",""ggarG yelhsA"",""nivrI K niawD"",""gnaW gnaiQgnoH""{"
