id,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
2566,London Balling,English Barleywine,12,0.057,80,1,Against the Grain Brewery,Louisville,KY
2684,35 K,Milk / Sweet Stout,12,0.043,25,1,Against the Grain Brewery,Louisville,KY
2683,Mystical Stout,American Pale Ale (APA),12,0.042,42,1,Against the Grain Brewery,Louisville,KY
2682,Rules are Rules,German Pilsener,12,0.05,25,1,Sierra Nevada Brewing Company,Louisville,KY
2681,Flesh Gourd'n,Pumpkin Ale,16,0.066,60,45,Against the Grain Brewery,Louisville,KY
2680,Sho'nuff,American Pale Ale (APA),12,0.04,nan,1,Against the Grain Brewery,Denton,KY
2275,Bloody Show,American Pilsner,16,0.055,17,1,Midnight Sun Brewing Company,Lake Havasu City,KY
2678,Rico Sauvin,American IPA,16,0.076,68,1,Perrin Brewing Company,Louisville,KY
2677,Coq de la Marche,Rye Beer,12,0.051,38,1,Against the Grain Brewery,Export,FL
1655,Kamen Knuddeln,American Wild Ale,16,0.065,nan,471,Against the Grain Brewery,Louisville,KY
2675,Pile of Face,American IPA,16,0.06,65,1,Against the Grain Brewery,Louisville,KY
909,The Brown Note,English Brown Ale,16,0.05,nan,188,Against the Grain Brewery,Louisville,CO
1594,Maylani's Coconut Stout,American Stout,16,0.053,35,367,Airways Brewing Company,Kent,WA
1162,Oatmeal PSA,American Black Ale,16,0.05,35,43,Airways Brewing Company,Kent,WA
1137,Pre Flight Pilsner,American IPA,12,0.052,33,369,Airways Brewing Company,Kent,WA
2403,P-Town Pilsner,American Pilsner,12,0.04,20,251,Alameda Brewing,Portland,OR
807,Klickitat Pale Ale,American Pale Ale (APA),12,0.064,36,117,Alameda Brewing,Portland,OR
2401,Yellow Wolf Imperial IPA,American Double / Imperial IPA,12,0.082,103,117,Alameda Brewing,Portland,OR
1921,Abominable Winter Ale (2012),American Pale Ale (APA),12,0.053,40,270,Alaskan Brewing Company,Missoula,AK
1920,Alaskan Amber,Altbier,12,0.053,nan,270,Alaskan Brewing Company,Los Angeles,AK
2501,Hopalicious,American Pale Ale (APA),12,0.077,nan,73,Ale Asylum,Madison,WI
1535,Kentucky Kölsch,Kölsch,16,0.043,nan,388,Alltech's Lexington Brewing Company,Stevens Point,KY
1149,Kentucky IPA,Hefeweizen,16,0.065,nan,388,Alltech's Lexington Brewing Company,Lexington,KY
1474,Dusty Trail Pale Ale,American Pale Ale (APA),16,0.054,nan,401,Latitude 42 Brewing Company,Washougal,WA
1473,Damnesia,American Amber / Red Ale,16,0.062,nan,51,Amnesia Brewing Company,Washougal,WA
837,Joey Wheat,American IPA,16,0.062,43,401,Amnesia Brewing Company,Chatham,WA
2592,Horny Monk,American IPA,12,0.059,nan,45,Anchor Brewing Company,San Francisco,NY
2578,IPA,American IPA,12,0.065,nan,35,Anchor Brewing Company,San Francisco,CA
2072,Summer Wheat,American Pale Wheat Ale,12,0.045,nan,35,Ciderboys,Eugene,CA
1660,California Lager,American Amber / Red Lager,12,0.052,nan,35,Anchor Brewing Company,San Francisco,CA
2102,Brotherhood Steam,California Common / Steam Beer,12,0.056,nan,35,Anchor Brewing Company,San Francisco,CA
2291,Blood Orange Gose,Gose,12,0.042,nan,171,Anderson Valley Brewing Company,St Petersburg,CA
1818,Next Adventure Black IPA,American Pale Ale (APA),12,0.042,nan,171,King Street Brewing Company,Boonville,CA
1738,the Kimmie the Yink and the Holy Gose,Gose,12,0.048,nan,192,Anderson Valley Brewing Company,Missoula,CA
58,Pumpkinhead Ale,Pumpkin Ale,12,0.06,nan,86,Anderson Valley Brewing Company,Boonville,CA
1236,Barney Flats Oatmeal Stout,Oatmeal Stout,12,0.057,13,171,Big Sky Brewing Company,Portland,CA
1350,Summer Solstice,Cream Ale,12,0.047,4,171,Anderson Valley Brewing Company,Boonville,CA
1684,Hop Ottin' IPA,American Double / Imperial IPA,12,0.07,80,171,Anderson Valley Brewing Company,Boonville,CA
1326,Boont Amber Ale,American Amber / Red Ale,12,0.05,15,171,Anderson Valley Brewing Company,Boonville,CA
1221,Barney Flats Oatmeal Stout,Oatmeal Stout,12,0.057,nan,51,Anderson Valley Brewing Company,Boonville,CA
1217,El Steinber Dark Lager,Vienna Lager,16,0.055,nan,171,Anderson Valley Brewing Company,Woodbridge,CA
811,Boont Amber Ale (2010),American Amber / Red Ale,12,0.05,28,171,Anderson Valley Brewing Company,Boonville,CA
753,Summer Solstice Cerveza Crema (2009),Cream Ale,12,0.056,63,171,Anderson Valley Brewing Company,Boonville,CA
572,O’Malley’s Stout,Oatmeal Stout,12,0.057,13,171,Anderson Valley Brewing Company,Boonville,MO
523,Winter Solstice,Winter Warmer,12,0.065,nan,171,Anderson Valley Brewing Company,Boonville,CA
367,Hop Ottin' IPA (2011),American IPA,12,0.047,80,171,Founders Brewing Company,Boonville,CA
78,Boont Amber Ale (2011),American Amber / Red Ale,12,0.058,15,171,Anderson Valley Brewing Company,Boonville,CA
77,Summer Solstice (2011),Cream Ale,12,0.056,25,171,Anderson Valley Brewing Company,Boonville,CA
76,Poleeko Gold Pale Ale (2009),American Pale Ale (APA),12,0.055,28,171,18th Street Brewery,Boonville,CA
2337,Charlie's Rye IPA,American IPA,16,0.06,nan,146,Angry Minnow,Hayward,WI
410,River Pig Pale Ale,American Blonde Ale,16,0.054,nan,542,Angry Minnow Brewing Company,Hayward,WI
409,Oaky's Oatmeal Stout,Oatmeal Stout,16,0.047,nan,542,Angry Minnow Brewing Company,Hayward,IN
1294,Great Crescent Brown Ale,Cider,16,0.085,nan,434,Angry Orchard Cider Company,Cincinnati,MA
1293,Barney Flats Oatmeal Stout,Cider,16,0.075,nan,434,Angry Orchard Cider Company,Cincinnati,OH
1433,Incredible Pedal IPA,German Pilsener,12,0.05,nan,330,Angry Orchard Cider Company,Cincinnati,NY
1818,Golden One,Belgian Pale Ale,12,0.055,nan,258,Anthem Brewing Company,Oklahoma City,OK
2040,Arjuna,Witbier,12,0.06,nan,45,Anthem Brewing Company,St. Paul,OK
2039,All Nighter Ale,American Stout,12,0.085,nan,193,Anthem Brewing Company,Oklahoma City,OK
1616,Long Leaf,American IPA,16,0.071,75,69,Appalachian Mountain Brewery,Boone,NC
2510,Pleasure Town IPA,Saison / Farmhouse Ale,16,0.042,nan,69,Appalachian Mountain Brewery,Boone,NC
2509,Porter (a/k/a Black Gold Porter),American Porter,16,0.06,23,143,Occidental Brewing Company,Boone,NC
413,Sky High Rye,American Pale Ale (APA),12,0.06,55,541,Arcadia Brewing Company,Battle Creek,MI
390,Blood Orange Wit,American Pale Wheat Ale,12,0.062,75,507,Arcadia Brewing Company,Battle Creek,MI
735,On-On Ale (2008),American Pale Ale (APA),12,0.054,nan,10,The Brewer's Art,Richmond,CO
1333,Quakertown Stout,American Pale Ale (APA),12,0.062,50,426,Armadillo Ale Works,Denton,TX
1332,Greenbelt Farmhouse Ale,Saison / Farmhouse Ale,12,0.051,65,426,Armadillo Ale Works,Bozeman,TX
2332,Mo's Gose,Gose,16,0.052,10,461,Armstrong Brewing Company,South San Francisco,CA
1322,Green Bullet Organic India Pale Ale,American IPA,12,0.07,45,429,Mother's Brewing,Boulder,CO
550,Rocket Girl,Kölsch,12,0.032,27,368,Asheville Brewing Company,Asheville,MT
429,Ninja Porter,American IPA,12,0.053,26,86,Asheville Brewing Company,Asheville,NC
428,Shiva IPA,American IPA,12,0.06,69,379,Asheville Brewing Company,Asheville,NC
1640,Aslan Kölsch,Kölsch,16,0.048,nan,342,Aslan Brewing Company,Bellingham,WA
1639,Aslan IPA,American IPA,16,0.077,nan,365,Aslan Brewing Company,Mt. Pleasant,CO
1638,Good People Pale Ale,American Amber / Red Ale,16,0.077,nan,353,Harvest Moon Brewing Company,Woodbridge,WA
597,This Season's Blonde,American Blonde Ale,12,0.056,12,508,Aspen Brewing Company,Aspen,CO
596,Independence Pass Ale,American Pale Lager,12,0.07,67,523,Aspen Brewing Company,Birmingham,CO
1580,Trolley Stop Stout,American Stout,12,0.057,40,374,Astoria Brewing Company,Astoria,OR
980,Bitter Bitch Imperial IPA,American Double / Imperial IPA,12,0.082,138,374,Southern Prohibition Brewing Com...,Astoria,OR
979,Poop Deck Porter,American Porter,12,0.062,35,374,Astoria Brewing Company,Astoria,OR
978,Old Red Beard Amber Ale,American Amber / Red Ale,12,0.06,35,374,Astoria Brewing Company,Astoria,OR
2503,Hop A-Peel,American Double / Imperial IPA,16,0.075,115,72,Atwater Brewery,Detroit,MI
1592,Vanilla Java Porter,American Porter,16,0.055,12,72,Atwater Brewery,Detroit,MO
2495,Mountain Rescue Pale Ale,Fruit / Vegetable Beer,16,0.059,nan,72,Hilliard's Beer,Detroit,MI
534,Dirty Blonde Ale,Fruit / Vegetable Beer,12,0.045,8,72,Atwater Brewery,Detroit,MI
528,Grand Circus IPA,American IPA,12,0.05,62,72,Atwater Brewery,Detroit,MI
2203,Atwater's Lager,Munich Helles Lager,16,0.05,12,72,Atwater Brewery,Detroit,MI
1409,Heavy Machinery IPA Series #1: Heavy Fist,American Black Ale,16,0.07,nan,413,Cigar City Brewing Company,Austin,CO
343,Fire Eagle IPA,American IPA,12,0.058,nan,413,Austin Beerworks,Austin,TX
342,Peacemaker,American Pale Ale (APA),12,0.051,nan,413,Austin Beerworks,Austin,TX
965,Pearl-Snap,Belgian Strong Pale Ale,12,0.056,nan,413,Austin Beerworks,Austin,CO
340,Black Thunder,Schwarzbier,12,0.052,nan,413,Austin Beerworks,Austin,TX
1212,Raja,American Double / Imperial IPA,12,0.08,nan,364,Avery Brewing Company,Boulder,OR
2546,Perzik Saison,American Porter,12,0.05,nan,37,Avery Brewing Company,Boulder,CO
146,Avery Joe’s Premium American Pilsner,German Pilsener,12,0.047,42,37,Avery Brewing Company,Middlebury,CO
1135,Yoshi's Nectar,Kölsch,12,0.056,10,37,Avery Brewing Company,Boulder,CO
107,Avery India Pale Ale,American IPA,12,0.055,69,37,Bauhaus Brew Labs,Boulder,CO
106,Ellie’s Brown Ale,American Brown Ale,12,0.055,nan,37,Avery Brewing Company,Boulder,CO
1620,Pumpkin Beast,Pumpkin Ale,12,0.062,17,360,Three Creeks Brewing,Fuquay-Varina,NC
1579,OktoberBeast,Märzen / Oktoberfest,12,0.072,nan,360,High Noon Saloon And Brewery,Fuquay-Varina,NC
1228,NOLA Brown Ale,American Pale Wheat Ale,12,0.048,65,360,Aviator Brewing Company,Fuquay-Varina,NC
705,Razz Wheat,American IPA,12,0.065,nan,360,Brewery Vivant,Fuquay-Varina,NC
704,Devils Tramping Ground Tripel,Cream Ale,12,0.092,5,360,Aviator Brewing Company,Fuquay-Varina,NC
702,Midnight Ryder,American Amber / Red Ale,12,0.061,41,360,Aviator Brewing Company,Loveland,NC
2058,Palate Mallet,American Double / Imperial IPA,12,0.063,nan,235,Back East Brewing Company,Bloomfield,CT
2336,Back East Porter,American Porter,12,0.087,nan,480,Back East Brewing Company,Bloomfield,CT
1426,Back East Golden Ale,American Blonde Ale,12,0.049,nan,235,Back East Brewing Company,Bloomfield,CT
1132,Furious,American IPA,12,0.07,nan,235,Utah Brewers Cooperative,Bloomfield,CA
1131,Back East Ale,American Amber / Red Ale,12,0.05,nan,235,Back East Brewing Company,Bloomfield,CT
1876,Troopers Alley IPA,English Brown Ale,12,0.051,nan,286,Back Forty Beer Company,Gadsden,MT
1002,Totally Roasted,American Pale Ale (APA),12,0.06,43,286,Base Camp Brewing Co.,Gadsden,AL
966,Topcutter India Pale Ale,American IPA,12,0.068,70,483,Bale Breaker Brewing Company,Yakima,WA
965,Field 41 Pale Ale,American Pale Ale (APA),12,0.044,nan,483,New Belgium Brewing Company,Woodbridge,WA
2593,Grapefruit Sculpin,American IPA,12,0.07,nan,34,Cigar City Brewing Company,San Diego,CA
2105,Farmhouse Wit,American IPA,12,0.038,40,34,Ballast Point Brewing Company,San Diego,CA
2498,Ballast Point Pale Ale,Kölsch,12,0.052,23,34,Ballast Point Brewing Company,San Diego,CA
1400,Big Eye India Pale Ale,American IPA,16,0.057,75,34,Ballast Point Brewing Company,San Diego,CA
1149,Longfin Lager,Munich Helles Lager,12,0.046,nan,34,Ballast Point Brewing Company,San Diego,AZ
1018,Sculpin IPA,American IPA,12,0.07,70,34,Ballast Point Brewing Company,Boise,ID
1776,All Nighter Ale,Extra Special / Strong Bitter (ESB),12,0.045,nan,82,Banner Beer Company,Williamsburg,IN
2147,Banner American Rye,Rye Beer,12,0.045,20,318,Southern Star Brewing Company,Chicago,NC
1643,Banner American Ale,American Amber / Red Ale,12,0.035,45,318,Banner Beer Company,Williamsburg,OR
2618,Thai.p.a,American IPA,12,0.07,46,20,Bare Hands Brewery,Boulder,IN
2005,Barrio Blanco,American IPA,12,0.06,60,251,Barrio Brewing Company,Springdale,AZ
1343,Barrio Tucson Blonde,American Blonde Ale,16,0.045,nan,251,Barrio Brewing Company,Tucson,AZ
2404,Old Chub,American Pale Lager,12,0.049,22,116,Hopworks Urban Brewery,Portland,OR
2323,Peacemaker,American IPA,12,0.067,60,116,Base Camp Brewing Co.,Portland,OR
2189,In-Tents India Pale Lager,American Pale Lager,12,0.068,62,116,Base Camp Brewing Co.,Portland,OR
2188,Lost Meridian Wit,American IPA,12,0.05,20,160,Base Camp Brewing Co.,Portland,NC
2187,Celestial Meridian Cascadian Dark Lager,Euro Dark Lager,12,0.051,45,116,Base Camp Brewing Co.,Portland,OR
1966,Wagon Party,California Common / Steam Beer,12,0.054,55,258,Bauhaus Brew Labs,Minneapolis,FL
1965,Sky-Five,American IPA,12,0.067,80,258,Bauhaus Brew Labs,Minneapolis,MN
612,Stargrazer,Schwarzbier,16,0.05,28,258,Bauhaus Brew Labs,Minneapolis,MN
1963,Birth IPA,German Pilsener,12,0.053,48,174,Bauhaus Brew Labs,Minneapolis,MN
1855,Tarnation California-Style Lager,California Common / Steam Beer,12,0.053,nan,486,Everybody's Brewing,Lewiston,ME
1778,On the Count of 3 (2015),Hefeweizen,16,0.07,nan,292,Baxter Brewing Company,Duluth,ME
1209,Summer Swelter,American Pale Wheat Ale,12,0.047,nan,292,Beer Works Brewery,San Francisco,ME
954,Phantom Punch Winter Stout,American IPA,12,0.068,nan,292,Baxter Brewing Company,Stevens Point,TX
878,Hayride Autumn Ale,Rye Beer,12,0.066,nan,292,Brew Bus Brewing,Lewiston,ME
707,Celsius Summer Ale (2012),Herbed / Spiced Beer,12,0.047,nan,292,Baxter Brewing Company,Lewiston,ME
533,Amber Road,American Amber / Red Ale,12,0.055,35,292,Founders Brewing Company,Lewiston,ME
183,Pamola Xtra Pale Ale,American Pale Ale (APA),12,0.049,28,292,Baxter Brewing Company,Lewiston,ME
1637,Hell,American IPA,12,0.069,69,272,Baxter Brewing Company,Lewiston,ME
1806,Hoptopus Double IPA,American Amber / Red Ale,16,0.065,108,306,Beach Brewing Company,Virginia Beach,HI
1029,Watermelon Ale,Fruit / Vegetable Beer,12,0.05,10,103,Beer Works Brewery,Lowell,MA
2423,Fenway American Pale Ale,American Pale Ale (APA),12,0.049,45,103,Mustang Brewing Company,Lowell,WI
2058,Very Noddy Lager (Current),American IPA,12,0.073,85,369,Beer Works Brewery,Lowell,MA
2419,Bunker Hill Blueberry Ale,Other,12,0.048,16,103,Long Trail Brewing Company,Lowell,MA
2494,Oberon,American Pale Wheat Ale,12,0.058,nan,76,Bell's Brewery,Bucryus,MI
2325,Smitten,Vienna Lager,16,0.06,nan,76,Bell's Brewery,Kalamazoo,MI
485,Winter White,Witbier,16,0.082,nan,76,Bell's Brewery,Kalamazoo,MI
113,Oberon,American Pale Wheat Ale,16,0.058,nan,76,Bell's Brewery,Kalamazoo,MN
1988,Two Hearted,American IPA,16,0.07,nan,76,Bell's Brewery,Kalamazoo,MI
1955,Best Brown,American Brown Ale,16,0.069,nan,76,Bell's Brewery,Windsor,MI
2558,Moar,Cider,12,0.044,nan,53,Bent Brewstillery,Roseville,MN
2557,Uber Lupin Schwarz IPA,American Double / Imperial IPA,16,0.083,nan,53,Bent Brewstillery,Roseville,MN
2556,Nordic Blonde,American Blonde Ale,12,0.057,76,53,Modern Times Beer,Roseville,MN
2496,Cold Press,American Black Ale,12,0.06,nan,75,Oskar Blues Brewery,Boonville,MN
2410,Harness the Winter,American IPA,12,0.072,87,75,Bent Paddle Brewing Company,Duluth,WI
1902,14° ESB,Extra Special / Strong Bitter (ESB),12,0.056,32,75,Bent Paddle Brewing Company,Duluth,CO
1901,Bent Hop Golden IPA,American IPA,12,0.062,68,75,Bent Paddle Brewing Company,Duluth,MN
1261,Bent Paddle Black Ale,American Black Ale,12,0.06,34,75,Bent Paddle Brewing Company,Duluth,MN
1253,Venture Pils,German Pilsener,12,0.05,38,63,Bent Paddle Brewing Company,Duluth,MN
1900,Lost Sailor IPA,American Stout,12,0.055,40,278,Berkshire Brewing Company,South Deerfield,MA
2315,Steel Rail Extra Pale Ale,American Pale Ale (APA),12,0.053,20,278,Berkshire Brewing Company,South Deerfield,MA
1158,La Frontera Premium IPA,American IPA,12,0.078,nan,449,Big Bend Brewing Company,Alpine,TX
1157,Tejas Lager,Czech Pilsener,12,0.047,nan,463,Big Bend Brewing Company,Alpine,TX
1156,Number 22 Porter,American Porter,12,0.055,nan,463,Big Bend Brewing Company,Alpine,TX
1155,6-4-3 Double Play Pilsner,Hefeweizen,12,0.056,nan,463,Big Bend Brewing Company,Boise,TX
1154,Blonde Czich,American Blonde Ale,12,0.06,nan,463,Big Bend Brewing Company,Alpine,CA
2104,Aprè Shred,American Strong Ale,12,0.055,17,220,Elevator Brewing Company,Broomfield,LA
1762,Hemlock Double IPA,American Double / Imperial IPA,12,0.095,104,258,21st Amendment Brewery,Denver,CO
1422,West Portal Colorado Common Summer Ale,California Common / Steam Beer,16,0.041,nan,220,Big Choice Brewing,Manhattan,CO
1067,Disconnected Red,American Amber / Red Ale,16,0.067,85,220,Big Choice Brewing,Broomfield,CO
1003,Big Elm IPA,American IPA,12,0.07,nan,477,Big Elm Brewing,Sheffield,MA
1002,Gerry Dog Stout,American Double / Imperial IPA,12,0.065,nan,25,Big Elm Brewing,Sheffield,MA
1001,Zaison,Saison / Farmhouse Ale,12,0.06,nan,477,Uinta Brewing Company,Sheffield,MA
2639,Dark Star,American Stout,12,0.065,nan,8,Big Lake Brewing,Holland,MI
2469,Ryecoe,American IPA,16,0.058,nan,8,Big Lake Brewing,Holland,MI
1856,Blueberry Blonde,Fruit / Vegetable Beer,12,0.045,nan,40,Big Muddy Brewing,Wolcott,IL
2103,Galaxy IPA,Winter Warmer,16,0.075,60,33,Big Muddy Brewing,Murphysboro,IL
643,New Cleveland Palesner,Czech Pilsener,12,0.05,32,519,Big River Brewing Company,Chattanooga,NY
632,House Brand IPA,American IPA,12,0.06,55,519,Big River Brewing Company,Chattanooga,TN
1714,Big Sky IPA,American IPA,12,0.062,65,336,Big Sky Brewing Company,Missoula,MT
1713,Scape Goat Pale Ale,Scottish Ale,16,0.05,nan,336,Big Sky Brewing Company,Lewiston,CA
2234,Montana Trout Slayer Ale,American Pale Wheat Ale,12,0.05,35,336,Big Sky Brewing Company,Missoula,FL
1711,Moose Drool Brown Ale,American Brown Ale,16,0.051,26,336,Baxter Brewing Company,Missoula,MT
1456,Powder Hound Winter Ale,English Strong Ale,12,0.072,60,336,Big Sky Brewing Company,Missoula,MT
767,Moose Drool Brown Ale (2011),American Double / Imperial IPA,12,0.051,26,336,Big Sky Brewing Company,Missoula,MT
766,Montana Trout Slayer Ale (2012),American Pale Wheat Ale,12,0.05,28,336,Big Sky Brewing Company,Boulder,MT
579,Patrick's Poison,American IPA,12,0.062,60,336,Big Sky Brewing Company,Missoula,MT
168,Broken Bridge,American White IPA,16,0.047,nan,336,Big Sky Brewing Company,Missoula,MT
2573,Scape Goat Pale Ale (2010),English Pale Ale,12,0.05,nan,61,College Street Brewhouse and Pub,Missoula,CO
2626,Montana Trout Slayer Ale (2009),American Pale Ale (APA),12,0.05,35,336,Big Sky Brewing Company,Missoula,MT
34,Moose Drool Brown Ale (2009),American Strong Ale,12,0.051,26,336,Big Sky Brewing Company,Missoula,MT
2096,Arcus IPA,American IPA,12,0.042,81,221,Big Storm Brewing Company,Odessa,FL
105,Back in the Saddle Rye Pale Ale,American Amber / Red Ale,12,0.068,38,160,Weston Brewing Company,Odessa,FL
1257,Jack Pine Savage,American Pale Ale (APA),16,0.058,43,444,Big Wood Brewery,Vadnais Heights,MN
1256,Upslope Foreign Style Stout,American Pale Ale (APA),12,0.099,85,444,Uinta Brewing Company,Vadnais Heights,AZ
